第 58 章
58 章 杏子
章 杏子 阴假凤
杏子 阴假凤 泣虚凰
阴假凤 泣虚凰 茜
泣虚凰 茜 纱窗
茜 纱窗 真情
纱窗 真情 揆
真情 揆 痴理
揆 痴理 话
痴理 话 说
话 说 他
说 他 三人
他 三人 因见
三人 因见 探春
因见 探春 等
探春 等 进来
等 进来 忙
进来 忙 将
忙 将 此话
将 此话 掩住
此话 掩住 不提
掩住 不提 探春
不提 探春 等
探春 等 问候
等 问候 过
问候 过 大家
过 大家 说
大家 说 笑
说 笑 了
笑 了 一回
了 一回 方散
一回 方散 谁知
方散 谁知 上
谁知 上 回所表
上 回所表 的
回所表 的 那位
的 那位 老
那位 老 太妃
老 太妃 已
太妃 已 薨
已 薨 凡
薨 凡 诰命
凡 诰命 等
诰命 等 皆
等 皆 入
皆 入 朝
入 朝 随班
朝 随班 按爵
随班 按爵 守制
按爵 守制 敕
守制 敕 谕
敕 谕 天下
谕 天下 凡有爵
天下 凡有爵 之家
凡有爵 之家 一年
之家 一年 内
一年 内 不得
内 不得 筵宴
不得 筵宴 音乐
筵宴 音乐 庶民
音乐 庶民 皆
庶民 皆 三月
皆 三月 不得
三月 不得 婚姻
不得 婚姻 贾母
婚姻 贾母 婆媳
贾母 婆媳 祖孙
婆媳 祖孙 等
祖孙 等 俱
等 俱 每日
俱 每日 入朝
每日 入朝 随
入朝 随 祭
随 祭 至
祭 至 未
至 未 正
未 正 以后
正 以后 方回
以后 方回 在
方回 在 大
在 大 偏宫
大 偏宫 二十一日
偏宫 二十一日 后
二十一日 后 方请
后 方请 灵入
方请 灵入 先陵
灵入 先陵 地名
先陵 地名 孝慈县
地名 孝慈县 这陵离
孝慈县 这陵离 都
这陵离 都 来往
都 来往 得
来往 得 十
得 十 来日
十 来日 之功
来日 之功 如今
之功 如今 请灵
如今 请灵 至此
请灵 至此 还要
至此 还要 停放
还要 停放 数日
停放 数日 方入
数日 方入 地宫
方入 地宫 故得
地宫 故得 一月
故得 一月 光景
一月 光景 宁府
光景 宁府 贾珍
宁府 贾珍 夫妻
贾珍 夫妻 二人
夫妻 二人 也
二人 也 少不得
也 少不得 是
少不得 是 要
是 要 去
要 去 的
去 的 两府
的 两府 无人
两府 无人 因此
无人 因此 大家
因此 大家 计议
大家 计议 家中
计议 家中 无主
家中 无主 便
无主 便 报了
便 报了 尤氏
报了 尤氏 产育
尤氏 产育 将
产育 将 他
将 他 腾挪
他 腾挪 出来
腾挪 出来 协理
出来 协理 宁荣
协理 宁荣 两处
宁荣 两处 事件
