第 88 章
88 章 博庭欢
章 博庭欢 宝玉
博庭欢 宝玉 赞
宝玉 赞 孤儿
赞 孤儿 正
孤儿 正 家法
正 家法 贾珍
家法 贾珍 鞭悍
贾珍 鞭悍 仆
鞭悍 仆 却说
仆 却说 惜春
却说 惜春 正在
惜春 正在 那里
正在 那里 揣摩
那里 揣摩 棋谱
揣摩 棋谱 忽
棋谱 忽 听
忽 听 院内
听 院内 有人
院内 有人 叫
有人 叫 彩屏
叫 彩屏 不是
彩屏 不是 别人
不是 别人 却是
别人 却是 鸳鸯
却是 鸳鸯 的
鸳鸯 的 声
的 声 儿
声 儿 彩屏
儿 彩屏 出去
彩屏 出去 同着
出去 同着 鸳鸯
同着 鸳鸯 进来
鸳鸯 进来 那
进来 那 鸳鸯
那 鸳鸯 却
鸳鸯 却 带
却 带 着
带 着 一个
着 一个 小丫头
一个 小丫头 提了
小丫头 提了 一个
提了 一个 小
一个 小 黄绢
小 黄绢 包儿
黄绢 包儿 惜春
包儿 惜春 笑
惜春 笑 问道
笑 问道 什么
问道 什么 事
什么 事 鸳鸯
事 鸳鸯 道
鸳鸯 道 老太太
道 老太太 因
老太太 因 明年
因 明年 八十一岁
明年 八十一岁 是
八十一岁 是 个
是 个 暗九
个 暗九 许下
暗九 许下 一场
许下 一场 九
一场 九 昼夜
九 昼夜 的
昼夜 的 功德
的 功德 发心
功德 发心 要
发心 要 写
要 写 三千
写 三千 六百五十
三千 六百五十 零
六百五十 零 一部
零 一部 金刚经
一部 金刚经 这
金刚经 这 已
这 已 发出
已 发出 外面
发出 外面 人写
外面 人写 了
人写 了 但是
了 但是 俗说
但是 俗说 金刚经
俗说 金刚经 就
金刚经 就 像
就 像 那
像 那 道家
那 道家 的
道家 的 符壳
的 符壳 心经
符壳 心经 才
心经 才 算是
才 算是 符胆
算是 符胆 故此
符胆 故此 金刚
故此 金刚 经
金刚 经 内
经 内 必要
内 必要 插着
必要 插着 心经
插着 心经 更
心经 更 有
更 有 功德
有 功德 老太太
功德 老太太 因
老太太 因 心经
因 心经 是
心经 是 更
是 更 要紧
更 要紧 的
要紧 的 观
的 观 自在
观 自在 又是
自在 又是 女
又是 女 菩萨
女 菩萨 所以
菩萨 所以 要
所以 要 几个
要 几个 亲丁
几个 亲丁 奶奶
亲丁 奶奶 姑娘
奶奶 姑娘 们
姑娘 们 写
们 写 上
写 上 三百六十五
上 三百六十五 部
三百六十五 部 如此
部 如此 又
如此 又 虔诚
又 虔诚 又
虔诚 又 洁净
又 洁净 咱
洁净 咱 们
咱 们 家中
们 家中 除了
家中 除了 二奶奶
除了 二奶奶 头
二奶奶 头 一宗
头 一宗 他
一宗 他 当家
他 当家 没有
当家 没有 空儿
没有 空儿 二宗
空儿 二宗 他
二宗 他 也
他 也 写
也 写 不
写 不 上来
不 上来 其馀会
上来 其馀会 写字
其馀会 写字 的
写字 的 不论
的 不论 写得
不论 写得 多少
写得 多少 连
多少 连 东府珍
连 东府珍 大
东府珍 大 奶奶
大 奶奶 姨娘
奶奶 姨娘 们
姨娘 们 都
们 都 分
都 分 了
分 了 去
了 去 本家
去 本家 里头
本家 里头 自
里头 自 不用说
自 不用说 惜春
不用说 惜春 听了
惜春 听了 点头
听了 点头 道
点头 道 别的
道 别的 我
别的 我 做不来
我 做不来 若要
做不来 若要 写经
若要 写经 我
写经 我 最
我 最 信心
最 信心 的
信心 的 你
的 你 搁下
你 搁下 喝茶
搁下 喝茶 罢
喝茶 罢 鸳鸯
罢 鸳鸯 才
鸳鸯 才 将那
才 将那 小包
将那 小包 儿搁
小包 儿搁 在
儿搁 在 桌上
在 桌上 同
桌上 同 惜春
同 惜春 坐下
惜春 坐下 彩屏
坐下 彩屏 倒
彩屏 倒 了
倒 了 一
了 一 钟茶来
一 钟茶来 惜春
钟茶来 惜春 笑
惜春 笑 问道
笑 问道 你
问道 你 写
你 写 不
写 不 写
不 写 鸳鸯
写 鸳鸯 道
鸳鸯 道 姑娘
道 姑娘 又
姑娘 又 说笑话
又 说笑话 了
说笑话 了 那
了 那 几年
那 几年 还好
几年 还好 这
还好 这 三四年
这 三四年 来
三四年 来 姑娘
来 姑娘 还
姑娘 还 见
还 见 我
见 我 拿
我 拿 了
拿 了 拿笔
了 拿笔 儿
拿笔 儿 么
儿 么 惜春
么 惜春 道
惜春 道 这
道 这 却是
这 却是 有
却是 有 功德
有 功德 的
功德 的 鸳鸯
的 鸳鸯 道
鸳鸯 道 我
道 我 也有
我 也有 一件事
也有 一件事 向来
一件事 向来 伏侍
向来 伏侍 老太太
伏侍 老太太 安歇
老太太 安歇 后
安歇 后 自己
后 自己 念上
自己 念上 米
念上 米 佛
米 佛 已经
佛 已经 念
已经 念 了
念 了 三年
了 三年 多
三年 多 了
多 了 我
了 我 把
我 把 这个
把 这个 米
这个 米 收好
米 收好 等
收好 等 老太太
等 老太太 做
老太太 做 功德
做 功德 的
功德 的 时候
的 时候 我
时候 我 将
我 将 他
将 他 衬
他 衬 在
衬 在 里头
在 里头 供佛
里头 供佛 施食
供佛 施食 也是
施食 也是 我
也是 我 一点
我 一点 诚心
一点 诚心 惜春
诚心 惜春 道
惜春 道 这样
道 这样 说来
这样 说来 老太太
说来 老太太 做了
老太太 做了 观音
做了 观音 你
观音 你 就是
你 就是 龙女
就是 龙女 了
龙女 了 鸳鸯
了 鸳鸯 道
鸳鸯 道 那里
道 那里 跟得上
那里 跟得上 这个
跟得上 这个 分儿
这个 分儿 却是
分儿 却是 除了
却是 除了 老太太
除了 老太太 别的
老太太 别的 也
别的 也 伏侍
也 伏侍 不
伏侍 不 来
不 来 不
来 不 晓得
不 晓得 前世
晓得 前世 什么
前世 什么 缘分
什么 缘分 儿
缘分 儿 说着
儿 说着 要
说着 要 走
要 走 叫
走 叫 小丫头
叫 小丫头 把
小丫头 把 小
把 小 绢
小 绢 包
绢 包 打开
包 打开 拿
打开 拿 出来
拿 出来 道
出来 道 这
道 这 素纸
这 素纸 一扎
素纸 一扎 是
一扎 是 写
是 写 心经
写 心经 的
心经 的 又
的 又 拿起
又 拿起 一
拿起 一 子儿
一 子儿 藏香
子儿 藏香 道
藏香 道 这是
道 这是 叫
这是 叫 写经
叫 写经 时
写经 时 点着
时 点着 写的
点着 写的 惜
写的 惜 春
惜 春 都
春 都 应
都 应 了
应 了 鸳鸯
了 鸳鸯 遂
鸳鸯 遂 辞
遂 辞 了
辞 了 出来
了 出来 同
出来 同 小丫头
同 小丫头 来至
小丫头 来至 贾母房
来至 贾母房 中
贾母房 中 回
中 回 了
回 了 一遍
了 一遍 看见
一遍 看见 贾母
看见 贾母 与
贾母 与 李纨
与 李纨 打
李纨 打 双陆
打 双陆 鸳鸯
双陆 鸳鸯 旁边
鸳鸯 旁边 瞧
旁边 瞧 着
瞧 着 李纨
着 李纨 的
李纨 的 骰子
的 骰子 好
骰子 好 掷
好 掷 下去
掷 下去 把
下去 把 老太太
把 老太太 的
老太太 的 锤
的 锤 打下
锤 打下 了
打下 了 好几个
了 好几个 去
好几个 去 鸳鸯
去 鸳鸯 抿着
鸳鸯 抿着 嘴儿
抿着 嘴儿 笑
嘴儿 笑 忽见
笑 忽见 宝玉
忽见 宝玉 进来
宝玉 进来 手中
进来 手中 提了
手中 提了 两个
提了 两个 细
两个 细 篾丝
细 篾丝 的
篾丝 的 小笼子
的 小笼子 笼内
小笼子 笼内 有
笼内 有 几个
有 几个 蝈蝈儿
几个 蝈蝈儿 说道
蝈蝈儿 说道 我
说道 我 听说
我 听说 老太太
听说 老太太 夜里
老太太 夜里 睡不着
夜里 睡不着 我
睡不着 我 给
我 给 老太太
给 老太太 留下
老太太 留下 解解闷
留下 解解闷 贾母笑
解解闷 贾母笑 道
贾母笑 道 你别
道 你别 瞅
你别 瞅 着
瞅 着 你老
着 你老 子
你老 子 不
子 不 在家
不 在家 你
在家 你 只管
你 只管 淘气
只管 淘气 宝玉
淘气 宝玉 笑道
宝玉 笑道 我
笑道 我 没有
我 没有 淘气
没有 淘气 贾母
淘气 贾母 道
贾母 道 你
道 你 没
你 没 淘气
没 淘气 不在
淘气 不在 学
不在 学 房里
学 房里 念书
房里 念书 为什么
念书 为什么 又
为什么 又 弄
又 弄 这个
弄 这个 东西
这个 东西 呢
东西 呢 宝玉
呢 宝玉 道
宝玉 道 不是
道 不是 我
不是 我 自己
我 自己 弄
自己 弄 的
弄 的 前儿
的 前儿 因
前儿 因 师父
因 师父 叫
师父 叫 环儿
叫 环儿 和
环儿 和 兰儿
和 兰儿 对对子
兰儿 对对子 环儿
对对子 环儿 对
环儿 对 不来
对 不来 我
不来 我 悄悄的
我 悄悄的 告诉
悄悄的 告诉 了
告诉 了 他
了 他 他说
