第 10 章
10 章 金
章 金 寡妇
金 寡妇 贪
寡妇 贪 利权
贪 利权 受辱
利权 受辱 张
受辱 张 太医
张 太医 论病
太医 论病 细穷源
论病 细穷源 话
细穷源 话 说
话 说 金荣
说 金荣 因
金荣 因 人多势众
因 人多势众 又
人多势众 又 兼
又 兼 贾瑞
兼 贾瑞 勒令
贾瑞 勒令 赔
勒令 赔 了
赔 了 不是
了 不是 给
不是 给 秦钟
给 秦钟 磕
秦钟 磕 了
磕 了 头
了 头 宝玉
头 宝玉 方才
宝玉 方才 不吵
方才 不吵 闹
不吵 闹 了
闹 了 大家
了 大家 散
大家 散 了
散 了 学
了 学 金荣
学 金荣 自己
金荣 自己 回到
自己 回到 家中
回到 家中 越想
家中 越想 越气
越想 越气 说
越气 说 秦钟
说 秦钟 不过
秦钟 不过 是
不过 是 贾蓉
是 贾蓉 的
贾蓉 的 小舅
的 小舅 子
小舅 子 又
子 又 不是
又 不是 贾家
不是 贾家 的
贾家 的 子孙
的 子孙 附学
子孙 附学 读书
附学 读书 也
读书 也 不过
也 不过 和
不过 和 我
和 我 一样
我 一样 因
一样 因 他
因 他 仗着
他 仗着 宝玉
仗着 宝玉 和
宝玉 和 他
和 他 相好
他 相好 就
相好 就 目中无人
就 目中无人 既是
目中无人 既是 这样
既是 这样 就
这样 就 该
就 该 干些
该 干些 正经事
干些 正经事 也
正经事 也 没
也 没 的
没 的 说
的 说 他
说 他 素日
他 素日 又
素日 又 和
又 和 宝玉
和 宝玉 鬼鬼祟祟
宝玉 鬼鬼祟祟 的
鬼鬼祟祟 的 只当
的 只当 人家
只当 人家 都是
人家 都是 瞎子
都是 瞎子 看不见
瞎子 看不见 今日
看不见 今日 他
今日 他 又去
他 又去 勾搭
又去 勾搭 人
勾搭 人 偏偏
人 偏偏 撞
偏偏 撞 在
撞 在 我
在 我 眼里
我 眼里 就是
眼里 就是 闹
就是 闹 出事
闹 出事 来
出事 来 我
来 我 还
我 还 怕
还 怕 什么
怕 什么 不成
什么 不成 他
不成 他 母亲
他 母亲 胡氏
母亲 胡氏 听见
胡氏 听见 他
听见 他 咕咕
他 咕咕 唧唧
咕咕 唧唧 的
唧唧 的 说
的 说 你
说 你 又
你 又 要
又 要 管
要 管 什么
管 什么 闲事
什么 闲事 好容
闲事 好容 易
好容 易 我
易 我 和
我 和 你
和 你 姑妈
你 姑妈 说
姑妈 说 了
说 了 你
了 你 姑妈
你 姑妈 又
姑妈 又 千方百计
又 千方百计 的
千方百计 的 和
的 和 他们
和 他们 西府里
他们 西府里 琏
西府里 琏 二奶奶
琏 二奶奶 跟前
二奶奶 跟前 说
跟前 说 了
说 了 你
了 你 才
你 才 得
才 得 了
得 了 这个
了 这个 念书
这个 念书 的
念书 的 地方
的 地方 儿
地方 儿 若
儿 若 不是
若 不是 仗着
不是 仗着 人家
仗着 人家 咱们
人家 咱们 家里
咱们 家里 还有
家里 还有 力量
还有 力量 请
力量 请 的
请 的 起
的 起 先生
起 先生 么
先生 么 况且
么 况且 人
况且 人 家学
人 家学 里
家学 里 茶饭
里 茶饭 都是
茶饭 都是 现成
都是 现成 的
现成 的 你
的 你 这
你 这 二年
这 二年 在
二年 在 那里
在 那里 念书
那里 念书 家里
念书 家里 也
家里 也 省
也 省 好大
省 好大 的
好大 的 嚼
的 嚼 用
嚼 用 呢
用 呢 省
呢 省 出来
省 出来 的
出来 的 你
的 你 又
你 又 爱
又 爱 穿件
爱 穿件 体面
穿件 体面 衣裳
体面 衣裳 再者
衣裳 再者 你
再者 你 不在
你 不在 那里
不在 那里 念书
那里 念书 你
念书 你 就
你 就 认得
就 认得 什么
认得 什么 薛大爷
什么 薛大爷 了
薛大爷 了 那
了 那 薛大爷
那 薛大爷 一
薛大爷 一 年
一 年 也
年 也 帮
也 帮 了
帮 了 咱们
了 咱们 七八十两
咱们 七八十两 银子
七八十两 银子 你
银子 你 如今
你 如今 要
如今 要 闹出
要 闹出 了
闹出 了 这个
了 这个 学房
这个 学房 再
