第 80 章
80 章 美香菱
章 美香菱 屈受
美香菱 屈受 贪夫
屈受 贪夫 棒
贪夫 棒 王道士
棒 王道士 胡诌
王道士 胡诌 妒妇
胡诌 妒妇 方
妒妇 方 话
方 话 说
话 说 金桂
说 金桂 听了
金桂 听了 将
听了 将 脖项
将 脖项 一扭
脖项 一扭 嘴唇
一扭 嘴唇 一撇
嘴唇 一撇 鼻孔
一撇 鼻孔 里
鼻孔 里 哧哧
里 哧哧 两声
哧哧 两声 冷笑
两声 冷笑 道
冷笑 道 菱角
道 菱角 花
菱角 花 开
花 开 谁
开 谁 见
谁 见 香来
见 香来 若是
香来 若是 菱角
若是 菱角 香
菱角 香 了
香 了 正经
了 正经 那些
正经 那些 香花
那些 香花 放在
香花 放在 那里
放在 那里 可是
那里 可是 不通
可是 不通 之极
不通 之极 香菱
之极 香菱 道
香菱 道 不独
道 不独 菱花
不独 菱花 香
菱花 香 就
香 就 连
就 连 荷叶
连 荷叶 莲蓬
荷叶 莲蓬 都是
莲蓬 都是 有
都是 有 一般
有 一般 清香
一般 清香 的
清香 的 但
的 但 他
但 他 原
他 原 不是
原 不是 花香
不是 花香 可比
花香 可比 若静
可比 若静 日
若静 日 静夜
日 静夜 或
静夜 或 清早
或 清早 半夜
清早 半夜 细
半夜 细 领略
细 领略 了
领略 了 去
了 去 那
去 那 一股
那 一股 清香
一股 清香 比是
清香 比是 花都
比是 花都 好闻
花都 好闻 呢
好闻 呢 就
呢 就 连
就 连 菱角
连 菱角 鸡头
菱角 鸡头 苇
鸡头 苇 叶
苇 叶 芦根
叶 芦根 得
芦根 得 了
得 了 风露
了 风露 那
风露 那 一股
那 一股 清香
一股 清香 也是
清香 也是 令人
也是 令人 心神
令人 心神 爽快
心神 爽快 的
爽快 的 金桂道
的 金桂道 依
金桂道 依 你说
依 你说 这兰
你说 这兰 花
这兰 花 桂花
花 桂花 倒香
桂花 倒香 的
倒香 的 不好
的 不好 了
不好 了 香菱
了 香菱 说
香菱 说 到
说 到 热闹
到 热闹 头上
热闹 头上 忘了
头上 忘了 忌讳
忘了 忌讳 便
忌讳 便 接口
便 接口 道
接口 道 兰花
道 兰花 桂花
兰花 桂花 的
桂花 的 香
的 香 又非
香 又非 别的
又非 别的 香
别的 香 可比
香 可比 一句
可比 一句 未
一句 未 完
未 完 金桂
完 金桂 的
金桂 的 丫鬟
的 丫鬟 名唤
丫鬟 名唤 宝蟾
名唤 宝蟾 的
宝蟾 的 忙
的 忙 指着
忙 指着 香菱
指着 香菱 的
香菱 的 脸
的 脸 说
