第 103 章
103 章 施
章 施 毒计
施 毒计 金桂
毒计 金桂 自焚
金桂 自焚 身
自焚 身 昧
身 昧 真禅雨村
昧 真禅雨村 空遇
真禅雨村 空遇 旧
空遇 旧 话
旧 话 说
话 说 贾琏
说 贾琏 到了
贾琏 到了 王夫人
到了 王夫人 那边
王夫人 那边 一一
那边 一一 的
一一 的 说
的 说 了
说 了 次日
了 次日 到了
次日 到了 部里
到了 部里 打点
部里 打点 停妥
打点 停妥 回来
停妥 回来 又
回来 又 到
又 到 王夫人
到 王夫人 那边
王夫人 那边 将
那边 将 打点
将 打点 吏部
打点 吏部 之事
吏部 之事 告知
之事 告知 王夫人
告知 王夫人 王夫人
王夫人 王夫人 便道
王夫人 便道 打听
便道 打听 准
打听 准 了
准 了 么
了 么 果然
么 果然 这样
果然 这样 老爷
这样 老爷 也
老爷 也 愿意
也 愿意 合家
愿意 合家 也
合家 也 放心
也 放心 那外
放心 那外 任何
那外 任何 尝
任何 尝 是
尝 是 做
是 做 得
做 得 的
得 的 不是
的 不是 这样
不是 这样 回来
这样 回来 只怕
回来 只怕 叫
只怕 叫 那些
叫 那些 混帐
那些 混帐 东西
混帐 东西 把
东西 把 老爷
把 老爷 的
老爷 的 性命
的 性命 都
性命 都 坑
都 坑 了
坑 了 呢
了 呢 贾琏
呢 贾琏 道
贾琏 道 太太
道 太太 怎么
太太 怎么 知道
怎么 知道 王夫人
知道 王夫人 道
王夫人 道 自从
道 自从 你
自从 你 二
你 二 叔放
二 叔放 了
叔放 了 外任
了 外任 并
外任 并 没有
并 没有 一个
没有 一个 钱
一个 钱 拿
钱 拿 回来
拿 回来 把
回来 把 家里
把 家里 的
家里 的 倒
的 倒 掏摸
倒 掏摸 了
掏摸 了 好些
了 好些 去了
好些 去了 你
去了 你 瞧
你 瞧 那些
瞧 那些 跟
那些 跟 老爷
跟 老爷 去
老爷 去 的
去 的 人
的 人 他
人 他 男人
他 男人 在
男人 在 外头
在 外头 不多
外头 不多 几时
不多 几时 那些
几时 那些 小
那些 小 老婆子
小 老婆子 们
老婆子 们 都
们 都 金头
都 金头 银面
金头 银面 的
银面 的 妆扮
的 妆扮 起来
妆扮 起来 了
起来 了 可不
了 可不 是
可不 是 在
是 在 外头
在 外头 瞒
外头 瞒 着
瞒 着 老爷
着 老爷 弄钱
老爷 弄钱 你
弄钱 你 叔叔
你 叔叔 就
叔叔 就 由
就 由 着
由 着 他们
着 他们 闹
他们 闹 去
闹 去 要
去 要 弄
要 弄 出事
弄 出事 来
出事 来 不但
来 不但 自己
不但 自己 的
自己 的 官
的 官 做
官 做 不
做 不 成
不 成 只怕
成 只怕 连
只怕 连 祖上
连 祖上 的
祖上 的 官
的 官 也
官 也 要
也 要 抹掉
要 抹掉 了
抹掉 了 呢
了 呢 贾琏
呢 贾琏 道
贾琏 道 太太
道 太太 说的
太太 说的 很是
说的 很是 方才
很是 方才 我
方才 我 听见
我 听见 参了
听见 参了 吓的
参了 吓的 了不得
吓的 了不得 直等
了不得 直等 打听
直等 打听 明白
打听 明白 才
明白 才 放心
才 放心 也
放心 也 愿意
也 愿意 老爷
愿意 老爷 做个
老爷 做个 京官
做个 京官 安
京官 安 安逸
安 安逸 逸
安逸 逸 的
逸 的 做
的 做 几年
做 几年 才
几年 才 保得住
才 保得住 一辈子
保得住 一辈子 的
一辈子 的 声名
的 声名 就是
声名 就是 老太太
就是 老太太 知道
