第 23 章
23 章 西厢记
章 西厢记 妙词
西厢记 妙词 通戏语
妙词 通戏语 牡丹亭
通戏语 牡丹亭 艳
牡丹亭 艳 曲警芳
艳 曲警芳 心
曲警芳 心 话
心 话 说
话 说 贾母
说 贾母 次日
贾母 次日 仍领
次日 仍领 众人
仍领 众人 过节
众人 过节 那元妃
过节 那元妃 却
那元妃 却 自幸
却 自幸 大观园
自幸 大观园 回宫
大观园 回宫 去
回宫 去 后
去 后 便命
后 便命 将
便命 将 那日
将 那日 所有
那日 所有 的
所有 的 题咏
的 题咏 命
题咏 命 探春
命 探春 抄录
探春 抄录 妥协
抄录 妥协 自己
妥协 自己 编次
自己 编次 优劣
编次 优劣 又
优劣 又 令
又 令 在
令 在 大观园
在 大观园 勒石
大观园 勒石 为
勒石 为 千古
为 千古 风流
千古 风流 雅事
风流 雅事 因此
雅事 因此 贾政命
因此 贾政命 人
贾政命 人 选拔
人 选拔 精工
选拔 精工 大观园
精工 大观园 磨石
大观园 磨石 镌字
磨石 镌字 贾珍
镌字 贾珍 率领
贾珍 率领 贾蓉
率领 贾蓉 贾蔷
贾蓉 贾蔷 等
贾蔷 等 监工
等 监工 因
监工 因 贾蔷
因 贾蔷 又
贾蔷 又 管
又 管 着
管 着 文官
着 文官 等
文官 等 十二个
等 十二个 女
十二个 女 戏子
女 戏子 并行
戏子 并行 头等
并行 头等 事
头等 事 不得
事 不得 空闲
不得 空闲 因此
空闲 因此 又
因此 又 将
又 将 贾菖
将 贾菖 贾菱
贾菖 贾菱 贾萍
贾菱 贾萍 唤来
贾萍 唤来 监
唤来 监 工
监 工 一日
工 一日 烫蜡
一日 烫蜡 钉
烫蜡 钉 朱
钉 朱 动起
朱 动起 手来
动起 手来 这
手来 这 也
这 也 不在话下
也 不在话下 且说
不在话下 且说 那
且说 那 玉皇庙
那 玉皇庙 并
玉皇庙 并 达摩
并 达摩 庵
达摩 庵 两处
庵 两处 一班
两处 一班 的
一班 的 十二个
的 十二个 小沙弥
十二个 小沙弥 并
小沙弥 并 十二个
并 十二个 小道士
十二个 小道士 如今
小道士 如今 挪出
如今 挪出 大观园
挪出 大观园 来
大观园 来 贾政正
来 贾政正 想
贾政正 想 发到
想 发到 各庙
发到 各庙 去
各庙 去 分住
去 分住 不想
分住 不想 后
不想 后 街上
后 街上 住
街上 住 的
住 的 贾芹
的 贾芹 之
贾芹 之 母杨氏
之 母杨氏 正
母杨氏 正 打算
正 打算 到
打算 到 贾
到 贾 政
贾 政 这边
政 这边 谋
这边 谋 一个
谋 一个 大小
一个 大小 事件
大小 事件 与
事件 与 儿子
与 儿子 管管
儿子 管管 也好
管管 也好 弄些
也好 弄些 银钱
弄些 银钱 使用
银钱 使用 可巧
使用 可巧 听见
可巧 听见 这件
听见 这件 事
这件 事 便
事 便 坐车
便 坐车 来求
坐车 来求 凤姐
来求 凤姐 凤姐
凤姐 凤姐 因见
凤姐 因见 他
因见 他 素日
他 素日 嘴
素日 嘴 头儿
嘴 头儿 乖滑
头儿 乖滑 便
乖滑 便 依允
便 依允 了
依允 了 想
了 想 了
想 了 几句话
了 几句话 便
几句话 便 回
便 回 了
回 了 王夫人
了 王夫人 说
王夫人 说 这些
说 这些 小
这些 小 和尚
小 和尚 小道士
和尚 小道士 万
小道士 万 不可
万 不可 打发
不可 打发 到
打发 到 别处
到 别处 去
别处 去 一时
去 一时 娘娘
一时 娘娘 出来
娘娘 出来 就要
出来 就要 应承
就要 应承 的
应承 的 倘或
的 倘或 散
倘或 散 了
散 了 若
了 若 再
若 再 用
再 用 时
用 时 可
时 可 又
可 又 费事
又 费事 依
费事 依 我的
依 我的 主意
我的 主意 不如
主意 不如 将
不如 将 他们
将 他们 都
他们 都 送到
都 送到 家庙
送到 家庙 铁槛
家庙 铁槛 寺
铁槛 寺 去
寺 去 月间
去 月间 不过
月间 不过 派
不过 派 一个人
派 一个人 拿
一个人 拿 几两
拿 几两 银子
几两 银子 去
银子 去 买
去 买 柴米
买 柴米 就是了
柴米 就是了 说声
就是了 说声 用
说声 用 走
用 走 去
走 去 叫
去 叫 一声
叫 一声 就
一声 就 来
就 来 一点儿
来 一点儿 不
一点儿 不 费事
不 费事 王夫人
费事 王夫人 听了
王夫人 听了 便
听了 便 商之于
便 商之于 贾政
商之于 贾政 贾政听
贾政 贾政听 了
贾政听 了 笑道
了 笑道 倒是
笑道 倒是 提醒
