第 118 章
118 章 记微
章 记微 嫌
记微 嫌 舅兄
嫌 舅兄 欺弱
舅兄 欺弱 女
欺弱 女 惊
女 惊 谜语
惊 谜语 妻妾
谜语 妻妾 谏
妻妾 谏 痴人
谏 痴人 话
痴人 话 说
话 说 邢王二
说 邢王二 夫人
邢王二 夫人 听
夫人 听 尤氏
听 尤氏 一段话
尤氏 一段话 明知
一段话 明知 也
明知 也 难
也 难 挽回
难 挽回 王夫人
挽回 王夫人 只得
王夫人 只得 说道
只得 说道 姑娘
说道 姑娘 要行
姑娘 要行 善
要行 善 这
善 这 也是
这 也是 前生
也是 前生 的
前生 的 夙根
的 夙根 我们
夙根 我们 也
我们 也 实在
也 实在 拦不住
实在 拦不住 只是
拦不住 只是 咱们
只是 咱们 这样
咱们 这样 人家
这样 人家 的
人家 的 姑娘
的 姑娘 出了
姑娘 出了 家
出了 家 不
家 不 成个
不 成个 事体
成个 事体 如今
事体 如今 你
如今 你 嫂子
你 嫂子 说
嫂子 说 了
说 了 准
了 准 你
准 你 修行
你 修行 也是
修行 也是 好处
也是 好处 却
好处 却 有
却 有 一句
有 一句 话
一句 话 要说
话 要说 那
要说 那 头发
那 头发 可以
头发 可以 不
可以 不 剃
不 剃 的
剃 的 只要
的 只要 自己
只要 自己 的
自己 的 心真
的 心真 那
心真 那 在
那 在 头发
在 头发 上头
头发 上头 呢
上头 呢 你
呢 你 想
你 想 妙玉
想 妙玉 也是
妙玉 也是 带发修行
也是 带发修行 的
带发修行 的 不知
的 不知 他
不知 他 怎
他 怎 样
怎 样 凡心
样 凡心 一动
凡心 一动 才
一动 才 闹
才 闹 到
闹 到 那个
到 那个 分儿
那个 分儿 姑娘
分儿 姑娘 执意
姑娘 执意 如此
执意 如此 我们
如此 我们 就
我们 就 把
就 把 姑娘
把 姑娘 住
姑娘 住 的
住 的 房子
的 房子 便
房子 便 算了
便 算了 姑娘
算了 姑娘 的
姑娘 的 静室
的 静室 所有
静室 所有 服侍
所有 服侍 姑娘
服侍 姑娘 的
姑娘 的 人
的 人 也
人 也 得
也 得 叫
得 叫 他们
叫 他们 来
他们 来 问
来 问 他
问 他 若
他 若 愿意
若 愿意 跟
愿意 跟 的
跟 的 就
的 就 讲
就 讲 不得
讲 不得 说亲
不得 说亲 配人
说亲 配人 若不
配人 若不 愿意
若不 愿意 跟
愿意 跟 的
跟 的 另打主意
的 另打主意 惜春
另打主意 惜春 听了
惜春 听了 收了
听了 收了 泪
收了 泪 拜谢
泪 拜谢 了
拜谢 了 邢王二
了 邢王二 夫人
邢王二 夫人 李纨
夫人 李纨 尤氏
李纨 尤氏 等
尤氏 等 王夫人
等 王夫人 说
王夫人 说 了
说 了 便
了 便 问
便 问 彩屏
问 彩屏 等
彩屏 等 谁
等 谁 愿
谁 愿 跟
愿 跟 姑娘
跟 姑娘 修行
姑娘 修行 彩屏
修行 彩屏 等
彩屏 等 回道
等 回道 太太
回道 太太 们
太太 们 派
们 派 谁
派 谁 就
谁 就 是
就 是 谁
是 谁 王夫人
谁 王夫人 知道
王夫人 知道 不
知道 不 愿意
不 愿意 正在
愿意 正在 想人
正在 想人 袭人
想人 袭人 立在
袭人 立在 宝玉
立在 宝玉 身后
宝玉 身后 想来
身后 想来 宝玉
想来 宝玉 必要
宝玉 必要 大哭
必要 大哭 防着
大哭 防着 他的
防着 他的 旧病
他的 旧病 岂知
旧病 岂知 宝玉
岂知 宝玉 叹道
宝玉 叹道 真真
叹道 真真 难得
真真 难得 袭人
难得 袭人 心里
袭人 心里 更自
心里 更自 伤悲
更自 伤悲 宝钗
伤悲 宝钗 虽
宝钗 虽 不
虽 不 言语
不 言语 遇事
言语 遇事 试探
遇事 试探 见
试探 见 他
见 他 执迷不醒
他 执迷不醒 只得
执迷不醒 只得 暗中
只得 暗中 落泪
暗中 落泪 王夫人
落泪 王夫人 才
王夫人 才 要
才 要 叫
要 叫 了
叫 了 众
了 众 丫头
众 丫头 来
丫头 来 问
来 问 忽见
问 忽见 紫鹃
忽见 紫鹃 走上
紫鹃 走上 前去
走上 前去 在
前去 在 王夫人
在 王夫人 面前
王夫人 面前 跪下
面前 跪下 回道
跪下 回道 刚才
回道 刚才 太太
刚才 太太 问
太太 问 跟
问 跟 四
跟 四 姑娘
四 姑娘 的
姑娘 的 姐姐
