第 73 章
73 章 痴丫头
章 痴丫头 误拾
痴丫头 误拾 绣
误拾 绣 春囊
绣 春囊 懦
春囊 懦 小姐
懦 小姐 不问
小姐 不问 累金凤
不问 累金凤 话
累金凤 话 说
话 说 那
说 那 赵姨娘
那 赵姨娘 和
赵姨娘 和 贾政
和 贾政 说话
贾政 说话 忽
说话 忽 听
忽 听 外面
听 外面 一
外面 一 声响
一 声响 不知
声响 不知 何物
不知 何物 忙
何物 忙 问时
忙 问时 原来
问时 原来 是
原来 是 外间
是 外间 窗屉
外间 窗屉 不曾
窗屉 不曾 扣好
不曾 扣好 滑
扣好 滑 了
滑 了 屈戌
了 屈戌 掉下来
屈戌 掉下来 赵姨娘
掉下来 赵姨娘 骂
赵姨娘 骂 了
骂 了 丫头
了 丫头 几句
丫头 几句 自己
几句 自己 带领
自己 带领 丫鬟
带领 丫鬟 上好
丫鬟 上好 方进
上好 方进 来
方进 来 打发
来 打发 贾政
打发 贾政 安歇
贾政 安歇 不在话下
安歇 不在话下 却说
不在话下 却说 怡红院
却说 怡红院 中
怡红院 中 宝玉
中 宝玉 方才
宝玉 方才 睡下
方才 睡下 丫鬟
睡下 丫鬟 们
丫鬟 们 正
们 正 欲
正 欲 各散
欲 各散 安歇
各散 安歇 忽
安歇 忽 听
忽 听 有人
听 有人 来
有人 来 敲
来 敲 院门
敲 院门 老婆
院门 老婆 子
老婆 子 开了
子 开了 见
开了 见 是
见 是 赵姨娘
是 赵姨娘 房内
赵姨娘 房内 的
房内 的 丫头
的 丫头 名唤
丫头 名唤 小鹊
名唤 小鹊 的
小鹊 的 问
的 问 他
问 他 作
他 作 什么
作 什么 小鹊
什么 小鹊 不答
小鹊 不答 直往
不答 直往 里
直往 里 走
里 走 来
走 来 找
来 找 宝玉
找 宝玉 只见
宝玉 只见 宝玉
只见 宝玉 才
宝玉 才 睡下
才 睡下 晴雯
睡下 晴雯 等
晴雯 等 犹
等 犹 在
犹 在 床边
在 床边 坐着
床边 坐着 大家
坐着 大家 玩笑
大家 玩笑 见
玩笑 见 他
见 他 来了
他 来了 都
来了 都 问
都 问 什么
问 什么 事
什么 事 这时候
事 这时候 又
这时候 又 跑
又 跑 了
跑 了 来
了 来 小鹊
来 小鹊 连忙
小鹊 连忙 悄
连忙 悄 向宝玉
悄 向宝玉 道
向宝玉 道 我来
道 我来 告诉
我来 告诉 你
告诉 你 个
你 个 信儿
个 信儿 方才
信儿 方才 我们
方才 我们 奶奶
我们 奶奶 咕咕
奶奶 咕咕 唧唧
咕咕 唧唧 的
唧唧 的 在
的 在 老爷
在 老爷 前
老爷 前 不知
前 不知 说
不知 说 了
说 了 你
了 你 些
你 些 个
些 个 什么
个 什么 我
什么 我 只
我 只 听见
只 听见 宝玉
听见 宝玉 二字
宝玉 二字 我
二字 我 来
我 来 告诉
来 告诉 你
告诉 你 仔细
你 仔细 明儿
仔细 明儿 老爷
明儿 老爷 和
老爷 和 你
和 你 说话
你 说话 罢
说话 罢 一面
罢 一面 说着
一面 说着 回身
说着 回身 就
回身 就 走
就 走 袭人
走 袭人 命人
袭人 命人 留
命人 留 他
留 他 吃
他 吃 茶
吃 茶 因怕
茶 因怕 关门
因怕 关门 遂
关门 遂 一直
遂 一直 去了
一直 去了 宝玉
去了 宝玉 听了
宝玉 听了 知道
听了 知道 赵姨娘
知道 赵姨娘 心术不端
赵姨娘 心术不端 合
心术不端 合 自己
合 自己 仇人
自己 仇人 似的
仇人 似的 又
似的 又 不
又 不 知
不 知 他说
知 他说 些
他说 些 什么
些 什么 便
什么 便 如
便 如 孙大圣
如 孙大圣 听见
孙大圣 听见 了
听见 了 紧箍儿
了 紧箍儿 咒
紧箍儿 咒 的
咒 的 一般
的 一般 登时
一般 登时 四肢
登时 四肢 五内
四肢 五内 一齐
五内 一齐 皆
一齐 皆 不自在
皆 不自在 起
不自在 起 来
起 来 想来想去
来 想来想去 别无他法
想来想去 别无他法 且
别无他法 且 理熟
且 理熟 了
理熟 了 书
了 书 预备
书 预备 明儿
预备 明儿 盘考
明儿 盘考 只能
盘考 只能 书
只能 书 不
书 不 舛错
不 舛错 就
舛错 就 有别
就 有别 事
有别 事 也
事 也 可
也 可 搪塞
可 搪塞 一面
搪塞 一面 想
一面 想 罢
想 罢 忙
罢 忙 披衣
忙 披衣 起来
披衣 起来 要
起来 要 读书
要 读书 心中
读书 心中 又
心中 又 自
又 自 后悔
自 后悔 这些
后悔 这些 日子
这些 日子 只说
日子 只说 不提
只说 不提 了
不提 了 偏
了 偏 又
偏 又 丢生
又 丢生 了
丢生 了 早知
了 早知 该
早知 该 天天
该 天天 好歹
天天 好歹 温习
好歹 温习 些
