第 14 章
14 章 林如海
章 林如海 灵返
林如海 灵返 苏州
灵返 苏州 郡
苏州 郡 贾宝玉
郡 贾宝玉 路
贾宝玉 路 谒
路 谒 北静王
谒 北静王 话
北静王 话 说
话 说 宁国府
说 宁国府 中
宁国府 中 都
中 都 总管
都 总管 赖升
总管 赖升 闻知
赖升 闻知 里面
闻知 里面 委
里面 委 请了
委 请了 凤姐
请了 凤姐 因传齐
凤姐 因传齐 同事
因传齐 同事 人
同事 人 等
人 等 说道
等 说道 如
说道 如 今
如 今 请了
今 请了 西府里
请了 西府里 琏
西府里 琏 二奶奶
琏 二奶奶 管理
二奶奶 管理 内事
管理 内事 倘或
内事 倘或 他来
倘或 他来 支取
他来 支取 东西
支取 东西 或是
东西 或是 说话
或是 说话 小心
说话 小心 伺候
小心 伺候 才好
伺候 才好 每日
才好 每日 大家
每日 大家 早
大家 早 来晚
早 来晚 散
来晚 散 宁可
散 宁可 辛苦
宁可 辛苦 这
辛苦 这 一个月
这 一个月 过后
一个月 过后 再
过后 再 歇息
再 歇息 别
歇息 别 把
别 把 老
把 老 脸面
老 脸面 扔
脸面 扔 了
扔 了 那
了 那 是
那 是 个
是 个 有
个 有 名
有 名 的
名 的 烈货
的 烈货 脸酸
烈货 脸酸 心硬
脸酸 心硬 一时
心硬 一时 恼
一时 恼 了
恼 了 不
了 不 认人
不 认人 的
认人 的 众人
的 众人 都
众人 都 道
都 道 说的
道 说的 是
说的 是 又有
是 又有 一个
又有 一个 笑
一个 笑 道
笑 道 论理
道 论理 我们
论理 我们 里头
我们 里头 也
里头 也 得
也 得 他
得 他 来
他 来 整治
来 整治 整治
整治 整治 都
整治 都 忒
都 忒 不
忒 不 像
不 像 了
像 了 正说
了 正说 着
正说 着 只见
着 只见 来旺
只见 来旺 媳妇
来旺 媳妇 拿
媳妇 拿 了
拿 了 对牌
了 对牌 来领
对牌 来领 呈文
来领 呈文 经文
呈文 经文 榜纸
经文 榜纸 票上
榜纸 票上 开着
票上 开着 数目
开着 数目 众人
数目 众人 连忙
众人 连忙 让
连忙 让 坐
让 坐 倒
坐 倒 茶
倒 茶 一面
茶 一面 命人
一面 命人 按数
命人 按数 取纸
按数 取纸 来旺
取纸 来旺 抱
来旺 抱 着
抱 着 同
着 同 来旺
同 来旺 媳妇
来旺 媳妇 一路
媳妇 一路 来至
一路 来至 仪门
来至 仪门 方
仪门 方 交与
方 交与 来旺
交与 来旺 媳妇
来旺 媳妇 自己
媳妇 自己 抱进去
自己 抱进去 了
抱进去 了 凤姐
了 凤姐 即命
凤姐 即命 彩明
即命 彩明 钉
彩明 钉 造册
钉 造册 簿
造册 簿 即时
簿 即时 传
即时 传 了
传 了 赖升
了 赖升 媳妇
赖升 媳妇 要
媳妇 要 家口
要 家口 花名册
家口 花名册 查看
花名册 查看 又
查看 又 限
又 限 明日
限 明日 一
明日 一 早传
一 早传 齐家
早传 齐家 人
齐家 人 媳妇
人 媳妇 进府
媳妇 进府 听差
进府 听差 大概
听差 大概 点
大概 点 了
点 了 一点
了 一点 数目
一点 数目 单册
数目 单册 问
单册 问 了
问 了 赖升
了 赖升 媳妇
赖升 媳妇 几句话
媳妇 几句话 便
几句话 便 坐车
便 坐车 回家
坐车 回家 至
回家 至 次日
至 次日 卯
次日 卯 正二刻
卯 正二刻 便
正二刻 便 过来
便 过来 了
过来 了 那
了 那 宁国府
那 宁国府 中
宁国府 中 老婆
中 老婆 媳妇
老婆 媳妇 早已
媳妇 早已 到齐
早已 到齐 只见
到齐 只见 凤姐
只见 凤姐 和
凤姐 和 赖
和 赖 升
赖 升 媳妇
升 媳妇 分派
媳妇 分派 众人
分派 众人 执事
众人 执事 不敢
执事 不敢 擅入
不敢 擅入 在
擅入 在 窗外
在 窗外 打听
窗外 打听 听见
打听 听见 凤姐
听见 凤姐 和
凤姐 和 赖升
和 赖升 媳妇
赖升 媳妇 道
媳妇 道 既托
道 既托 了
既托 了 我
了 我 我
我 我 就
我 就 说不得
