第 113 章
113 章 忏宿
章 忏宿 冤
忏宿 冤 凤姐
冤 凤姐 托村妪
凤姐 托村妪 释旧憾
托村妪 释旧憾 情婢
释旧憾 情婢 感痴郎
情婢 感痴郎 话
感痴郎 话 说
话 说 赵姨娘
说 赵姨娘 在
赵姨娘 在 寺
在 寺 内
寺 内 得
内 得 了
得 了 暴病
了 暴病 见
暴病 见 人少
见 人少 了
人少 了 更加
了 更加 混说
更加 混说 起来
混说 起来 唬
起来 唬 的
唬 的 众人
的 众人 发怔
众人 发怔 就
发怔 就 有
就 有 两个
有 两个 女人
两个 女人 搀
女人 搀 着
搀 着 赵姨娘
着 赵姨娘 双膝
赵姨娘 双膝 跪
双膝 跪 在
跪 在 地下
在 地下 说
地下 说 一回
说 一回 哭
一回 哭 一回
哭 一回 有时
一回 有时 爬
有时 爬 在
爬 在 地下
在 地下 叫
地下 叫 饶
叫 饶 说
饶 说 打
说 打 杀
打 杀 我
杀 我 了
我 了 红胡子
了 红胡子 的
红胡子 的 老爷
的 老爷 我
老爷 我 再
我 再 不敢
再 不敢 了
不敢 了 有
了 有 一时
有 一时 双手
一时 双手 合着
双手 合着 也是
合着 也是 叫
也是 叫 疼
叫 疼 眼睛
疼 眼睛 突出
眼睛 突出 嘴
突出 嘴 里
嘴 里 鲜血
里 鲜血 直流
鲜血 直流 头发
直流 头发 披散
头发 披散 人人
披散 人人 害怕
人人 害怕 不敢
害怕 不敢 近前
不敢 近前 那时
近前 那时 又
那时 又 将
又 将 天晚
将 天晚 赵姨娘
天晚 赵姨娘 的
赵姨娘 的 声音
的 声音 只管
声音 只管 阴哑
只管 阴哑 起来
阴哑 起来 居然
起来 居然 鬼
居然 鬼 嚎
鬼 嚎 的
嚎 的 一般
的 一般 无人
一般 无人 敢
无人 敢 在
敢 在 他
在 他 跟前
他 跟前 只得
跟前 只得 叫
只得 叫 了
叫 了 几个
了 几个 有
几个 有 胆量
有 胆量 的
胆量 的 男人
的 男人 进来
男人 进来 坐
进来 坐 着
坐 着 赵姨娘
着 赵姨娘 一时
赵姨娘 一时 死去
一时 死去 隔
死去 隔 了
隔 了 些
了 些 时
些 时 又
时 又 回过
又 回过 来
回过 来 整整
来 整整 的
整整 的 闹
的 闹 了
闹 了 一夜
了 一夜 到了
一夜 到了 第二天
到了 第二天 也
第二天 也 不言
也 不言 语
不言 语 只
语 只 装鬼脸
只 装鬼脸 自己
装鬼脸 自己 拿手
自己 拿手 撕开
拿手 撕开 衣服
撕开 衣服 露出
衣服 露出 胸膛
露出 胸膛 好像
胸膛 好像 有人
好像 有人 剥
有人 剥 他的
剥 他的 样子
他的 样子 可怜
样子 可怜 赵姨娘
可怜 赵姨娘 虽
赵姨娘 虽 说不出来
虽 说不出来 其
说不出来 其 痛苦
其 痛苦 之状
痛苦 之状 实在
之状 实在 难堪
实在 难堪 正在
难堪 正在 危急
正在 危急 大夫
危急 大夫 来了
大夫 来了 也
来了 也 不敢
也 不敢 诊脉
不敢 诊脉 只
诊脉 只 嘱咐
只 嘱咐 办后事
嘱咐 办后事 罢
办后事 罢 说
罢 说 了
说 了 起身
了 起身 就
起身 就 走
就 走 那送
走 那送 大夫
那送 大夫 的
大夫 的 家人
的 家人 再三
家人 再三 央告
再三 央告 说
央告 说 请
说 请 老爷
请 老爷 看看
老爷 看看 脉
看看 脉 小
脉 小 的
小 的 好
的 好 回禀
好 回禀 家主
回禀 家主 那
家主 那 大夫
那 大夫 用手
大夫 用手 一摸
用手 一摸 已
一摸 已 无
已 无 脉息
无 脉息 贾环
脉息 贾环 听了
贾环 听了 这才
听了 这才 大哭
这才 大哭 起来
大哭 起来 众人
起来 众人 只
众人 只 顾
只 顾 贾环
顾 贾环 谁
贾环 谁 管
谁 管 赵姨娘
管 赵姨娘 蓬头赤脚
赵姨娘 蓬头赤脚 死
蓬头赤脚 死 在
死 在 炕上
在 炕上 只有
炕上 只有 周姨娘
只有 周姨娘 心里
周姨娘 心里 想到
心里 想到 做
想到 做 偏房
做 偏房 的
偏房 的 下场
的 下场 头
下场 头 不过如此
头 不过如此 况
不过如此 况 他
况 他 还有
他 还有 儿子
还有 儿子 我
儿子 我 将来
我 将来 死的
将来 死的 时候
死的 时候 还
时候 还 不知
还 不知 怎样
不知 怎样 呢
怎样 呢 于是
呢 于是 反倒
于是 反倒 悲切
反倒 悲切 且说
悲切 且说 那
且说 那 人
那 人 赶回
人 赶回 家去
赶回 家去 禀知
家去 禀知 贾政
禀知 贾政 即
贾政 即 派
即 派 人
派 人 去
人 去 照例
去 照例 料理
照例 料理 陪
料理 陪 着
陪 着 环儿
着 环儿 住
环儿 住 了
住 了 三天
了 三天 一同
三天 一同 回
一同 回 来
回 来 那
来 那 人
那 人 去了
人 去了 这里
去了 这里 一人
这里 一人 传十
一人 传十 十人
传十 十人 传百
十人 传百 都
传百 都 知道
都 知道 赵姨娘
知道 赵姨娘 使
赵姨娘 使 了
使 了 毒心
了 毒心 害人
毒心 害人 被
害人 被 阴司里
被 阴司里 拷打
阴司里 拷打 死了
拷打 死了 又
死了 又 说是
又 说是 琏
说是 琏 二奶奶
琏 二奶奶 只怕
二奶奶 只怕 也好
只怕 也好 不了
也好 不了 怎么
不了 怎么 说琏
怎么 说琏 二奶奶
说琏 二奶奶 告
二奶奶 告 的
告 的 呢
的 呢 这些
呢 这些 话
这些 话 传到
话 传到 平儿
传到 平儿 耳内
平儿 耳内 甚
耳内 甚 是
甚 是 着急
是 着急 看着
着急 看着 凤姐
看着 凤姐 的
凤姐 的 样子
的 样子 实在
样子 实在 是
实在 是 不能
是 不能 好
不能 好 的
好 的 了
的 了 况且
了 况且 贾琏
况且 贾琏 近日
贾琏 近日 并
近日 并 不
并 不 似
不 似 先前
似 先前 的
先前 的 恩爱
的 恩爱 本来
恩爱 本来 事
本来 事 也
事 也 多
也 多 竟像
多 竟像 不
竟像 不 与
不 与 他
与 他 相干
他 相干 的
相干 的 平儿
的 平儿 在
平儿 在 凤姐
在 凤姐 跟前
凤姐 跟前 只管
跟前 只管 劝慰
只管 劝慰 又
劝慰 又 兼
又 兼 着
兼 着 邢王二
着 邢王二 夫人
邢王二 夫人 回家
夫人 回家 几日
回家 几日 只
几日 只 打发
只 打发 人来
打发 人来 问问
人来 问问 并不
问问 并不 亲身
并不 亲身 来看
亲身 来看 凤姐
来看 凤姐 心里
凤姐 心里 更加
心里 更加 悲苦
更加 悲苦 贾琏
悲苦 贾琏 回来
贾琏 回来 也
回来 也 没有
也 没有 一句
没有 一句 贴心
一句 贴心 的话
贴心 的话 凤姐
的话 凤姐 此时
凤姐 此时 只求
此时 只求 速死
只求 速死 心里
速死 心里 一想
心里 一想 邪魔
一想 邪魔 悉至
邪魔 悉至 只见
悉至 只见 尤二姐
只见 尤二姐 从
尤二姐 从 房后
从 房后 走来
房后 走来 渐近
走来 渐近 床前
渐近 床前 说
床前 说 姐姐
说 姐姐 许久
姐姐 许久 的
许久 的 不见
的 不见 了
不见 了 做
了 做 妹妹
做 妹妹 的
妹妹 的 想念
的 想念 的
想念 的 很
的 很 要
很 要 见
要 见 不能
见 不能 如今
不能 如今 好容易
如今 好容易 进来
好容易 进来 见见
进来 见见 姐姐
见见 姐姐 姐姐
姐姐 姐姐 的
姐姐 的 心机
的 心机 也
心机 也 用尽
也 用尽 了
用尽 了 咱们
了 咱们 的
咱们 的 二爷
的 二爷 糊涂
二爷 糊涂 也
糊涂 也 不领
也 不领 姐姐
不领 姐姐 的
姐姐 的 情
的 情 反倒
情 反倒 怨
反倒 怨 姐姐
怨 姐姐 作事
姐姐 作事 过于
作事 过于 刻薄
过于 刻薄 把
刻薄 把 他的
把 他的 前程
他的 前程 去了
前程 去了 叫
去了 叫 他
叫 他 如今
他 如今 见不得人
如今 见不得人 我
见不得人 我 替
我 替 姐姐
替 姐姐 气
姐姐 气 不平
气 不平 凤姐
不平 凤姐 恍惚
凤姐 恍惚 说
恍惚 说 道
说 道 我
道 我 如今
我 如今 也
如今 也 后悔
也 后悔 我的
后悔 我的 心忒窄
我的 心忒窄 了
心忒窄 了 妹妹
了 妹妹 不念旧恶
妹妹 不念旧恶 还
不念旧恶 还 来
还 来 瞧
来 瞧 我
瞧 我 平儿
我 平儿 在
平儿 在 旁
在 旁 听见
旁 听见 说
听见 说 道
说 道 奶奶
道 奶奶 说
奶奶 说 什么
说 什么 凤姐
什么 凤姐 一时
凤姐 一时 苏醒
一时 苏醒 想起
苏醒 想起 尤二姐
想起 尤二姐 已死
尤二姐 已死 必是
已死 必是 他来
必是 他来 索命
他来 索命 被
索命 被 平儿
被 平儿 叫
平儿 叫 醒
叫 醒 心里
醒 心里 害怕
心里 害怕 又
害怕 又 不肯
又 不肯 说出
不肯 说出 只得
说出 只得 勉强
只得 勉强 说道
勉强 说道 我
说道 我 神魂不定
我 神魂不定 想
神魂不定 想 是
想 是 说梦话
是 说梦话 给
说梦话 给 我
给 我 捶
我 捶 捶
捶 捶 平儿
捶 平儿 上去
平儿 上去 捶
上去 捶 着
捶 着 见个
着 见个 小丫头
见个 小丫头 子
小丫头 子 进来
子 进来 说是
进来 说是 刘
说是 刘 老老
刘 老老 来了
老老 来了 婆子
来了 婆子 们
婆子 们 带
们 带 着
带 着 来
着 来 请
来 请 奶奶
请 奶奶 的
奶奶 的 安
的 安 平儿
安 平儿 急忙
平儿 急忙 下来
急忙 下来 说
下来 说 在
说 在 那里
在 那里 呢
那里 呢 小丫头
呢 小丫头 子
小丫头 子 说
子 说 他
说 他 不敢
他 不敢 就
不敢 就 进来
就 进来 还
进来 还 听
还 听 奶奶
听 奶奶 的
奶奶 的 示下
的 示下 平儿
示下 平儿 听了
平儿 听了 点头
听了 点头 想
点头 想 凤姐
想 凤姐 病里
凤姐 病里 必是
病里 必是 懒怠
必是 懒怠 见
懒怠 见 人
见 人 便
人 便 说道
便 说道 奶奶
说道 奶奶 现在
奶奶 现在 养神
现在 养神 呢
养神 呢 暂且
呢 暂且 叫
暂且 叫 他
叫 他 等
他 等 着
等 着 你
着 你 问
你 问 他
问 他 来
他 来 有
来 有 什么
有 什么 事
什么 事 么
事 么 小丫头
么 小丫头 子
小丫头 子 说道
子 说道 他们
说道 他们 问
他们 问 过了
问 过了 没有
过了 没有 事
没有 事 说
事 说 知道
说 知道 老太太
知道 老太太 去世
老太太 去世 了
去世 了 因
了 因 没有
因 没有 报
没有 报 才
报 才 来
才 来 迟
来 迟 了
迟 了 小丫头
了 小丫头 子
小丫头 子 说着
子 说着 凤姐
说着 凤姐 听见
凤姐 听见 便叫
听见 便叫 平儿
便叫 平儿 你
平儿 你 来
你 来 人家
来 人家 好心
人家 好心 来
好心 来 瞧
来 瞧 不可
瞧 不可 冷淡
不可 冷淡 了
冷淡 了 他
了 他 你
他 你 去
你 去 请了
去 请了 刘
请了 刘 老老
刘 老老 进来
老老 进来 我
进来 我 和
我 和 他
和 他 说说话
他 说说话 儿
说说话 儿 平儿
儿 平儿 只得
平儿 只得 出来
只得 出来 请
出来 请 刘
请 刘 老老
刘 老老 这里
老老 这里 坐
这里 坐 凤
坐 凤 姐刚
凤 姐刚 要
姐刚 要 合眼
要 合眼 又见
合眼 又见 一个
又见 一个 男人
一个 男人 一个
男人 一个 女人
一个 女人 走向
女人 走向 炕前
走向 炕前 就
炕前 就 像
就 像 要
像 要 上
要 上 炕
上 炕 的
炕 的 凤姐
的 凤姐 急忙
凤姐 急忙 便叫
急忙 便叫 平儿
便叫 平儿 说
平儿 说 那里
说 那里 来了
那里 来了 一个
来了 一个 男人
一个 男人 跑
男人 跑 到
跑 到 这里
到 这里 来了
这里 来了 连
来了 连 叫
连 叫 了
叫 了 两声
了 两声 只见
两声 只见 丰儿
只见 丰儿 小红
丰儿 小红 赶来
小红 赶来 说
赶来 说 奶奶
说 奶奶 要
奶奶 要 什么
要 什么 凤姐
什么 凤姐 睁眼
凤姐 睁眼 一瞧
睁眼 一瞧 不见
一瞧 不见 有人
不见 有人 心里
有人 心里 明白
心里 明白 不肯
明白 不肯 说
不肯 说 出来
说 出来 便
出来 便 问
便 问 丰儿
问 丰儿 道
丰儿 道 平儿
道 平儿 这
平儿 这 东西
这 东西 那里
东西 那里 去了
那里 去了 丰儿
去了 丰儿 道
丰儿 道 不是
道 不是 奶奶
不是 奶奶 叫
奶奶 叫 去
叫 去 请
去 请 刘
请 刘 老老
刘 老老 去了
老老 去了 么
去了 么 凤姐
么 凤姐 定
凤姐 定 了
定 了 一会
了 一会 神
一会 神 也
神 也 不
也 不 言语
不 言语 只见
言语 只见 平儿
只见 平儿 同
平儿 同 刘
同 刘 老老
刘 老老 带了
老老 带了 一个
带了 一个 小
一个 小 女孩儿
小 女孩儿 进来
女孩儿 进来 说
进来 说 我们
说 我们 姑奶奶
我们 姑奶奶 在
姑奶奶 在 那里
在 那里 平儿
那里 平儿 引到
平儿 引到 炕边
引到 炕边 刘
炕边 刘 老老
刘 老老 便说
老老 便说 请
便说 请 姑奶奶
请 姑奶奶 安
姑奶奶 安 凤姐
安 凤姐 睁眼
凤姐 睁眼 一看
睁眼 一看 不觉
一看 不觉 一阵
不觉 一阵 伤心
一阵 伤心 说
伤心 说 老
说 老 老
老 老 你好
老 你好 怎么
你好 怎么 这时候
怎么 这时候 才
这时候 才 来
才 来 你
来 你 瞧
你 瞧 你
瞧 你 外孙女儿
你 外孙女儿 也
外孙女儿 也 长
也 长 的
长 的 这么
的 这么 大
这么 大 了
大 了 刘
了 刘 老老
刘 老老 看着
老老 看着 凤姐
看着 凤姐 骨
凤姐 骨 瘦
骨 瘦 如
瘦 如 柴
如 柴 神情恍惚
柴 神情恍惚 心里
神情恍惚 心里 也
心里 也 就
也 就 悲惨
就 悲惨 起来
悲惨 起来 说
起来 说 我的
说 我的 奶奶
我的 奶奶 怎么
奶奶 怎么 这
怎么 这 几个
这 几个 月
几个 月 不见
月 不见 就
不见 就 病
就 病 到
病 到 这个
到 这个 分儿
这个 分儿 我
分儿 我 糊涂
我 糊涂 的
糊涂 的 要死
的 要死 怎么
要死 怎么 不早
怎么 不早 来
不早 来 请
来 请 姑奶奶
请 姑奶奶 的
姑奶奶 的 安
的 安 便叫
安 便叫 青儿
便叫 青儿 给
青儿 给 姑奶奶
