第 43 章
43 章 闲
章 闲 取乐
闲 取乐 偶攒
取乐 偶攒 金庆寿
偶攒 金庆寿 不了情
金庆寿 不了情 暂
不了情 暂 撮土
暂 撮土 为
撮土 为 香
为 香 话
香 话 说
话 说 王夫人
说 王夫人 因见
王夫人 因见 贾母
因见 贾母 那日
贾母 那日 在
那日 在 大观园
在 大观园 不过
大观园 不过 着
不过 着 了
着 了 些
了 些 风寒
些 风寒 不是
风寒 不是 什么
不是 什么 大病
什么 大病 请
大病 请 医生
请 医生 吃
医生 吃 了
吃 了 两剂
了 两剂 药
两剂 药 也
药 也 就好
也 就好 了
就好 了 命
了 命 凤姐
命 凤姐 来
凤姐 来 吩咐
来 吩咐 他
吩咐 他 预备
他 预备 给
预备 给 贾政
给 贾政 带送
贾政 带送 东西
带送 东西 正
东西 正 商议
正 商议 着
商议 着 只见
着 只见 贾母
只见 贾母 打发
贾母 打发 人来
打发 人来 叫
人来 叫 王夫人
叫 王夫人 忙
王夫人 忙 引着
忙 引着 凤姐儿
引着 凤姐儿 过来
凤姐儿 过来 王夫人
过来 王夫人 又
王夫人 又 请问
又 请问 这会子
请问 这会子 可
这会子 可 又
可 又 觉
又 觉 大安
觉 大安 些
大安 些 贾母
些 贾母 道
贾母 道 今日
道 今日 可
今日 可 大好
可 大好 了
大好 了 方才
了 方才 你们
方才 你们 送来
你们 送来 野鸡
送来 野鸡 崽子
野鸡 崽子 汤
崽子 汤 我尝
汤 我尝 了
我尝 了 一尝
了 一尝 倒
一尝 倒 有
倒 有 味儿
有 味儿 又
味儿 又 吃
又 吃 了
吃 了 两块
了 两块 肉
两块 肉 心里
肉 心里 很
心里 很 受用
很 受用 王夫人
受用 王夫人 笑道
王夫人 笑道 这是
笑道 这是 凤丫头
这是 凤丫头 孝敬
凤丫头 孝敬 老太太
孝敬 老太太 的
老太太 的 算
的 算 他的
算 他的 孝心
他的 孝心 虔
孝心 虔 不枉
虔 不枉 了
不枉 了 素日
了 素日 老太太
素日 老太太 疼
老太太 疼 他
疼 他 贾母
他 贾母 点头
贾母 点头 笑道
点头 笑道 难为
笑道 难为 他
难为 他 想着
他 想着 若是
想着 若是 还有
若是 还有 生
还有 生 的
生 的 再炸
的 再炸 上
再炸 上 两块
上 两块 咸浸
两块 咸浸 浸
咸浸 浸 的
浸 的 喝粥
的 喝粥 有
喝粥 有 味儿
有 味儿 那汤
味儿 那汤 虽好
那汤 虽好 就
虽好 就 只
就 只 不对
只 不对 稀饭
不对 稀饭 凤姐
稀饭 凤姐 听了
凤姐 听了 连忙
听了 连忙 答
连忙 答 应
答 应 命人
应 命人 到
命人 到 大
到 大 厨房
大 厨房 传话
厨房 传话 这里
传话 这里 贾母
这里 贾母 又
贾母 又 向
又 向 王夫人
向 王夫人 笑道
王夫人 笑道 我
笑道 我 打发
我 打发 人
打发 人 找
人 找 你
找 你 来
你 来 不
来 不 为
不 为 别的
为 别的 初二
别的 初二 日
初二 日 是
日 是 凤丫头
是 凤丫头 的
凤丫头 的 生日
的 生日 上
生日 上 两年
上 两年 我原
两年 我原 想着
我原 想着 替
想着 替 他
替 他 做生日
他 做生日 偏到
做生日 偏到 跟前
偏到 跟前 又
跟前 又 有事
又 有事 就
有事 就 混过去
就 混过去 了
混过去 了 今年
了 今年 人
今年 人 又
人 又 齐全
又 齐全 料
齐全 料 着
料 着 又
着 又 没事
又 没事 咱们
没事 咱们 大家
咱们 大家 好生
