第 42 章
42 章 蘅
章 蘅 芜君
蘅 芜君 兰言解
芜君 兰言解 疑癖
兰言解 疑癖 潇湘
疑癖 潇湘 子雅谑
潇湘 子雅谑 补馀音
子雅谑 补馀音 话
补馀音 话 说
话 说 贾母王
说 贾母王 夫人
贾母王 夫人 去
夫人 去 后
去 后 姐妹
后 姐妹 们
姐妹 们 复
们 复 进园
复 进园 来
进园 来 吃饭
来 吃饭 那
吃饭 那 刘
那 刘 老老
刘 老老 带
老老 带 着
带 着 板儿
着 板儿 先来
板儿 先来 见
先来 见 凤姐
见 凤姐 儿
凤姐 儿 说
儿 说 明日
说 明日 一早
明日 一早 定要
一早 定要 家
定要 家 去了
家 去了 虽然
去了 虽然 住
虽然 住 了
住 了 两三天
了 两三天 日子
两三天 日子 却
日子 却 不多
却 不多 把
不多 把 古往今来
把 古往今来 没
古往今来 没 见过
没 见过 的
见过 的 没吃过
的 没吃过 的
没吃过 的 没
的 没 听见
没 听见 的
听见 的 都
的 都 经验
都 经验 过了
经验 过了 难得
过了 难得 老太太
难得 老太太 和
老太太 和 姑奶奶
和 姑奶奶 并
姑奶奶 并 那些
并 那些 小姐
那些 小姐 们
小姐 们 连
们 连 各房
连 各房 里
各房 里 的
里 的 姑娘
的 姑娘 们
姑娘 们 都
们 都 这样
都 这样 怜贫惜老
这样 怜贫惜老 照看
怜贫惜老 照看 我
照看 我 我
我 我 这
我 这 一
这 一 回去
一 回去 没
回去 没 别的
没 别的 报答
别的 报答 惟有
报答 惟有 请些
惟有 请些 高香
请些 高香 天
高香 天 天给
天 天给 你们
天给 你们 念佛
你们 念佛 保佑
念佛 保佑 你们
保佑 你们 长命百岁
你们 长命百岁 的
长命百岁 的 就算
的 就算 我的
就算 我的 心
我的 心 了
心 了 凤姐儿
了 凤姐儿 笑道
凤姐儿 笑道 你别
笑道 你别 喜欢
你别 喜欢 都是
喜欢 都是 为
都是 为 你
为 你 老太太
你 老太太 也
老太太 也 叫
也 叫 风吹
叫 风吹 病了
风吹 病了 躺
病了 躺 着
躺 着 嚷
着 嚷 不
嚷 不 舒服
不 舒服 我们
舒服 我们 大
我们 大 姐儿
大 姐儿 也
姐儿 也 着
也 着 了
着 了 凉
了 凉 了
凉 了 在
了 在 那里
在 那里 发热
那里 发热 呢
发热 呢 刘
呢 刘 老老
刘 老老 听了
老老 听了 忙
听了 忙 叹道
忙 叹道 老太太
叹道 老太太 有
老太太 有 年纪
有 年纪 了
年纪 了 不惯
了 不惯 十分
不惯 十分 劳乏
十分 劳乏 的
劳乏 的 凤姐儿
的 凤姐儿 道
凤姐儿 道 从来不
道 从来不 像
从来不 像 昨儿
像 昨儿 高兴
昨儿 高兴 往常
高兴 往常 也
往常 也 进
也 进 园子
进 园子 逛去
园子 逛去 不过
逛去 不过 到
不过 到 一两处
到 一两处 坐坐
一两处 坐坐 就
坐坐 就 来了
就 来了 昨儿
来了 昨儿 因为
昨儿 因为 你
因为 你 在
你 在 这里
在 这里 要
这里 要 叫
要 叫 都
叫 都 逛逛
都 逛逛 一个
逛逛 一个 园子
一个 园子 倒
园子 倒 走
倒 走 了
走 了 多
了 多 半个
多 半个 大
半个 大 姐儿
大 姐儿 因为
姐儿 因为 我
因为 我 找
我 找 你
找 你 去
你 去 太太
去 太太 递
太太 递 了
递 了 一
了 一 块
一 块 糕
块 糕 给
糕 给 他
给 他 谁知
他 谁知 风
谁知 风 地里
风 地里 吃
地里 吃 了
吃 了 就
了 就 发起
就 发起 热来
发起 热来 刘老
热来 刘老 老道
刘老 老道 妞妞
老道 妞妞 儿
妞妞 儿 只怕
儿 只怕 不大
只怕 不大 进
不大 进 园子
进 园子 比
园子 比 不得
比 不得 我们
不得 我们 的
我们 的 孩子
的 孩子 一会
孩子 一会 走
一会 走 那个
走 那个 坟
那个 坟 圈子里
坟 圈子里 不
圈子里 不 跑
不 跑 去
跑 去 一则
去 一则 风拍
一则 风拍 了
风拍 了 也是
了 也是 有的
也是 有的 二则
有的 二则 只
二则 只 怕
只 怕 他
怕 他 身上
他 身上 干净
身上 干净 眼睛
干净 眼睛 又
眼睛 又 净
又 净 或是
净 或是 遇见
或是 遇见 什么
遇见 什么 神
什么 神 了
神 了 依
了 依 我
依 我 说
我 说 给
说 给 他
给 他 瞧瞧
他 瞧瞧 祟
瞧瞧 祟 书本子
祟 书本子 仔细
书本子 仔细 撞客
仔细 撞客 着
撞客 着 一语
着 一语 提醒
一语 提醒 了
提醒 了 凤姐儿
了 凤姐儿 便叫
凤姐儿 便叫 平儿
便叫 平儿 拿出
平儿 拿出 玉匣记
拿出 玉匣记 来
玉匣记 来 叫彩明
来 叫彩明 来念
叫彩明 来念 彩明
来念 彩明 翻
彩明 翻 了
翻 了 一会子
了 一会子 念道
一会子 念道 八月
念道 八月 二十五日
八月 二十五日 病者
二十五日 病者 东南方
病者 东南方 得
东南方 得 之
