第 15 章
15 章 王凤姐
章 王凤姐 弄权
王凤姐 弄权 铁槛
弄权 铁槛 寺
铁槛 寺 秦鲸卿
寺 秦鲸卿 得趣
秦鲸卿 得趣 馒头
得趣 馒头 庵
馒头 庵 话
庵 话 说
话 说 宝玉
说 宝玉 举目
宝玉 举目 见
举目 见 北静王
见 北静王 世荣
北静王 世荣 头上
世荣 头上 戴着
头上 戴着 净白
戴着 净白 簪缨
净白 簪缨 银翅
簪缨 银翅 王帽
银翅 王帽 穿着
王帽 穿着 江牙
穿着 江牙 海水
江牙 海水 五爪
海水 五爪 龙
五爪 龙 白
龙 白 蟒袍
白 蟒袍 系着
蟒袍 系着 碧玉
系着 碧玉 红
碧玉 红 带
红 带 面如
带 面如 美玉
面如 美玉 目似
美玉 目似 明星
目似 明星 真好
明星 真好 秀丽
真好 秀丽 人物
秀丽 人物 宝玉
人物 宝玉 忙
宝玉 忙 抢
忙 抢 上来
抢 上来 参
上来 参 见
参 见 世荣
见 世荣 从
世荣 从 轿
从 轿 内
轿 内 伸手
内 伸手 搀住
伸手 搀住 见
搀住 见 宝玉
见 宝玉 戴着
宝玉 戴着 束发
戴着 束发 银冠
束发 银冠 勒
银冠 勒 着
勒 着 双龙
着 双龙 出海
双龙 出海 抹额
出海 抹额 穿着
抹额 穿着 白蟒
穿着 白蟒 箭
白蟒 箭 袖
箭 袖 围着
袖 围着 攒珠
围着 攒珠 银带
攒珠 银带 面若
银带 面若 春花
面若 春花 目如点
春花 目如点 漆
目如点 漆 北静王
漆 北静王 笑道
北静王 笑道 名不虚传
笑道 名不虚传 果然
名不虚传 果然 如
果然 如 宝
如 宝 似
宝 似 玉
似 玉 问
玉 问 衔
问 衔 的
衔 的 那宝贝
的 那宝贝 在
那宝贝 在 那里
在 那里 宝玉
那里 宝玉 见
宝玉 见 问
见 问 连忙
问 连忙 从
连忙 从 衣内
从 衣内 取出
衣内 取出 递
取出 递 与
递 与 北静
与 北静 王
北静 王 细细
王 细细 看了
细细 看了 又
看了 又 念
又 念 了
念 了 那
了 那 上头
那 上头 的
上头 的 字
的 字 因问
字 因问 果
因问 果 灵验
果 灵验 否
灵验 否 贾政忙
否 贾政忙 道
贾政忙 道 虽
道 虽 如此
虽 如此 说
如此 说 只是
说 只是 未曾
只是 未曾 试过
未曾 试过 北静王
试过 北静王 一面
北静王 一面 极口
一面 极口 称奇
极口 称奇 一面
称奇 一面 理顺
一面 理顺 彩
理顺 彩 绦
彩 绦 亲自
绦 亲自 与
亲自 与 宝玉
与 宝玉 带上
宝玉 带上 又
带上 又 携手
又 携手 问宝玉
携手 问宝玉 几岁
问宝玉 几岁 现读
几岁 现读 何书
现读 何书 宝玉
何书 宝玉 一一
宝玉 一一 答应
一一 答应 北静王
答应 北静王 见
北静王 见 他
见 他 语言
他 语言 清朗
语言 清朗 谈吐
清朗 谈吐 有
谈吐 有 致
有 致 一面
致 一面 又
一面 又 向
又 向 贾政笑
向 贾政笑 道
贾政笑 道 令郎
道 令郎 真
令郎 真 乃
真 乃 龙驹凤雏
乃 龙驹凤雏 非小
龙驹凤雏 非小 王在世
非小 王在世 翁前
王在世 翁前 唐突
翁前 唐突 将来
唐突 将来 雏凤
将来 雏凤 清于
雏凤 清于 老凤声
清于 老凤声 未可量
老凤声 未可量 也
未可量 也 贾政陪
也 贾政陪 笑道
贾政陪 笑道 犬子
笑道 犬子 岂敢
犬子 岂敢 谬承
岂敢 谬承 金奖
谬承 金奖 赖藩
金奖 赖藩 郡
赖藩 郡 馀
郡 馀 恩
馀 恩 果如
恩 果如 所言
果如 所言 亦荫生
所言 亦荫生 辈
亦荫生 辈 之幸
辈 之幸 矣
之幸 矣 北静王
矣 北静王 又
北静王 又 道
又 道 只是
道 只是 一件
只是 一件 令郎
一件 令郎 如此
令郎 如此 资质
如此 资质 想
资质 想 老太
想 老太 夫人
老太 夫人 自然
夫人 自然 钟爱
自然 钟爱 但
钟爱 但 吾辈
但 吾辈 后生
吾辈 后生 甚
后生 甚 不宜
甚 不宜 溺爱
不宜 溺爱 溺爱
溺爱 溺爱 则
溺爱 则 未免
则 未免 荒
未免 荒 失了
荒 失了 学业
失了 学业 昔小王
学业 昔小王 曾蹈
昔小王 曾蹈 此辙
曾蹈 此辙 想
此辙 想 令郎
想 令郎 亦
令郎 亦 未必
亦 未必 不如
未必 不如 是
不如 是 也
是 也 若
也 若 令郎
若 令郎 在家
令郎 在家 难以
在家 难以 用功
难以 用功 不妨
用功 不妨 常到
不妨 常到 寒邸
常到 寒邸 小王
寒邸 小王 虽
小王 虽 不
虽 不 才
不 才 却
才 却 多
却 多 蒙
多 蒙 海内
蒙 海内 众
海内 众 名士
众 名士 凡
名士 凡 至
凡 至 都
至 都 者
都 者 未有
者 未有 不
未有 不 垂青
不 垂青 目的
垂青 目的 是
目的 是 以
是 以 寒邸
以 寒邸 高人
寒邸 高人 颇
高人 颇 聚
颇 聚 令郎
聚 令郎 常去
令郎 常去 谈谈
常去 谈谈 会
谈谈 会 会
会 会 则
会 则 学问
则 学问 可以
学问 可以 日进
可以 日进 矣
日进 矣 贾政忙
矣 贾政忙 躬身
贾政忙 躬身 答道
躬身 答道 是
答道 是 北静王
是 北静王 又
北静王 又 将
又 将 腕上
将 腕上 一串
腕上 一串 念珠
一串 念珠 卸下来
念珠 卸下来 递
卸下来 递 与
递 与 宝玉
与 宝玉 道
宝玉 道 今日
道 今日 初会
今日 初会 仓卒
初会 仓卒 无
仓卒 无 敬贺
无 敬贺 之物
敬贺 之物 此系
之物 此系 圣上
此系 圣上 所赐
圣上 所赐 苓
所赐 苓 香
苓 香 念珠
香 念珠 一串
念珠 一串 权为
一串 权为 贺敬之
权为 贺敬之 礼
贺敬之 礼 宝玉
礼 宝玉 连忙
宝玉 连忙 接了
连忙 接了 回身
接了 回身 奉
回身 奉 与
奉 与 贾政
与 贾政 贾政
贾政 贾政 带
贾政 带 着
带 着 宝玉
着 宝玉 谢过
宝玉 谢过 了
谢过 了 于是
了 于是 贾赦
于是 贾赦 贾珍
贾赦 贾珍 等
贾珍 等 一齐
等 一齐 上来
一齐 上来 叩请
上来 叩请 回
叩请 回 舆
回 舆 北静王
舆 北静王 道
北静王 道 逝者
道 逝者 已登
逝者 已登 仙界
已登 仙界 非
仙界 非 你
非 你 我
你 我 碌碌
我 碌碌 尘寰
碌碌 尘寰 中人
尘寰 中人 小王
中人 小王 虽上
小王 虽上 叨
虽上 叨 天恩
叨 天恩 虚邀
天恩 虚邀 郡
虚邀 郡 袭
郡 袭 岂可
袭 岂可 越仙
岂可 越仙 而进
越仙 而进 呢
而进 呢 贾赦
呢 贾赦 等
贾赦 等 见
等 见 执意不从
见 执意不从 只得
执意不从 只得 谢恩
只得 谢恩 回来
谢恩 回来 命
回来 命 手下人
命 手下人 掩
手下人 掩 乐
掩 乐 停音
乐 停音 将
停音 将 殡
将 殡 过完
殡 过完 方让
过完 方让 北静王
方让 北静王 过去
北静王 过去 不在话下
过去 不在话下 且说
不在话下 且说 宁府
且说 宁府 送殡
宁府 送殡 一路
送殡 一路 热闹
一路 热闹 非常
热闹 非常 刚至
非常 刚至 城门
刚至 城门 又有
城门 又有 贾赦
又有 贾赦 贾政
贾赦 贾政 贾珍
贾政 贾珍 诸同寅
贾珍 诸同寅 属下
诸同寅 属下 各家
属下 各家 祭棚
各家 祭棚 接
祭棚 接 祭
接 祭 一一
祭 一一 的
一一 的 谢过
的 谢过 然后
谢过 然后 出
然后 出 城
出 城 竟奔
城 竟奔 铁槛
竟奔 铁槛 寺
铁槛 寺 大路
寺 大路 而
大路 而 来
而 来 彼时
来 彼时 贾珍
彼时 贾珍 带
贾珍 带 着
带 着 贾蓉
着 贾蓉 来到
贾蓉 来到 诸
来到 诸 长辈
诸 长辈 前
长辈 前 让
前 让 坐轿
让 坐轿 上马
坐轿 上马 因而
上马 因而 贾赦
因而 贾赦 一辈
贾赦 一辈 的
一辈 的 各自
的 各自 上
各自 上 了
上 了 车
了 车 轿
车 轿 贾珍
轿 贾珍 一辈
贾珍 一辈 的
一辈 的 也
的 也 将要
也 将要 上
将要 上 马
上 马 凤姐
马 凤姐 因
凤姐 因 惦记着
因 惦记着 宝玉
惦记着 宝玉 怕
宝玉 怕 他
怕 他 在
他 在 郊外
在 郊外 纵性
郊外 纵性 不服
纵性 不服 家人
不服 家人 的话
家人 的话 贾政
的话 贾政 管不着
贾政 管不着 惟恐
管不着 惟恐 有
惟恐 有 闪失
有 闪失 因此
闪失 因此 命
因此 命 小厮
命 小厮 来唤
小厮 来唤 他
来唤 他 宝玉
他 宝玉 只
宝玉 只 得到
只 得到 他车
得到 他车 前
他车 前 凤姐
前 凤姐 笑道
凤姐 笑道 好
笑道 好 兄弟
好 兄弟 你
兄弟 你 是
你 是 个
是 个 尊贵
个 尊贵 人
尊贵 人 和
人 和 女孩儿
和 女孩儿 似的
女孩儿 似的 人品
似的 人品 别学
人品 别学 他们
别学 他们 猴
他们 猴 在
猴 在 马上
在 马上 下来
马上 下来 咱们
下来 咱们 姐儿
咱们 姐儿 两个
姐儿 两个 同
两个 同 坐车
同 坐车 好不好
坐车 好不好 宝玉
好不好 宝玉 听说
宝玉 听说 便
听说 便 下
便 下 了
下 了 马
了 马 爬
马 爬 上
爬 上 凤姐
上 凤姐 车内
凤姐 车内 二人
车内 二人 说
二人 说 笑
说 笑 前进
笑 前进 不
前进 不 一时
不 一时 只见
一时 只见 那边
只见 那边 两
