第 85 章
85 章 贾存
章 贾存 周报
贾存 周报 升
周报 升 郎中
升 郎中 任
郎中 任 薛文起
任 薛文起 复惹
薛文起 复惹 放流
复惹 放流 刑
放流 刑 话
刑 话 说
话 说 赵姨娘
说 赵姨娘 正在
赵姨娘 正在 屋里
正在 屋里 抱怨
屋里 抱怨 贾环
抱怨 贾环 只听
贾环 只听 贾环
只听 贾环 在
贾环 在 外间
在 外间 屋里
外间 屋里 发话
屋里 发话 道
发话 道 我
道 我 不过
我 不过 弄倒
不过 弄倒 了
弄倒 了 药
了 药 铞
药 铞 子
铞 子 洒
子 洒 了
洒 了 一点
了 一点 子药
一点 子药 那丫头
子药 那丫头 子
那丫头 子 又
子 又 没
又 没 就
没 就 死了
就 死了 值
死了 值 的
值 的 他
的 他 也
他 也 骂
也 骂 我
骂 我 你
我 你 也
你 也 骂
也 骂 我
骂 我 赖
我 赖 我心
赖 我心 坏
我心 坏 把
坏 把 我
把 我 往
我 往 死里
往 死里 遭塌
死里 遭塌 等
遭塌 等 着
等 着 我
着 我 明儿
我 明儿 还要
明儿 还要 那
还要 那 小丫头
那 小丫头 子
小丫头 子 的
子 的 命
的 命 呢
命 呢 看
呢 看 你们
看 你们 怎么着
你们 怎么着 只
怎么着 只 叫
只 叫 他们
叫 他们 提防
他们 提防 着
提防 着 就是了
着 就是了 那
就是了 那 赵姨娘
那 赵姨娘 赶忙
赵姨娘 赶忙 从
赶忙 从 里间
从 里间 出来
里间 出来 握住
出来 握住 他的
握住 他的 嘴
他的 嘴 说道
嘴 说道 你
说道 你 还
你 还 只管
还 只管 信口
只管 信口 胡
信口 胡 还
胡 还 叫
还 叫 人家
叫 人家 先要
人家 先要 了
先要 了 你
了 你 的
你 的 命
的 命 呢
命 呢 娘儿
呢 娘儿 两个
娘儿 两个 吵
两个 吵 了
吵 了 一回
了 一回 赵姨娘
一回 赵姨娘 听见
赵姨娘 听见 凤姐
听见 凤姐 的话
凤姐 的话 越想
的话 越想 越气
越想 越气 也
越气 也 不
也 不 着
不 着 人来
着 人来 安慰
人来 安慰 凤姐
安慰 凤姐 一声
凤姐 一声 儿
一声 儿 过了
儿 过了 几天
过了 几天 巧姐儿
几天 巧姐儿 也好
巧姐儿 也好 了
也好 了 因此
了 因此 两边
因此 两边 结怨
两边 结怨 比
结怨 比 从前
比 从前 更
从前 更 加
更 加 一层
加 一层 了
一层 了 一日
了 一日 林之孝
一日 林之孝 进来
林之孝 进来 回道
进来 回道 今日
回道 今日 是
今日 是 北静郡王
是 北静郡王 生日
北静郡王 生日 请
生日 请 老爷
请 老爷 的
老爷 的 示下
的 示下 贾政
示下 贾政 吩咐
贾政 吩咐 道
吩咐 道 只
道 只 按
只 按 向
按 向 年
向 年 旧例
年 旧例 办
旧例 办 了
办 了 回
了 回 大老爷
回 大老爷 知道
大老爷 知道 送
知道 送 去
送 去 就是了
去 就是了 林之孝
就是了 林之孝 答应
林之孝 答应 了
答应 了 自去
了 自去 办
自去 办 理
办 理 不
理 不 一时
不 一时 贾赦
一时 贾赦 过来
贾赦 过来 同
过来 同 贾政
同 贾政 商议
贾政 商议 带了
商议 带了 贾珍
带了 贾珍 贾琏
贾珍 贾琏 宝玉
贾琏 宝玉 去
宝玉 去 给
去 给 北静王
给 北静王 拜寿
北静王 拜寿 别人
拜寿 别人 还
别人 还 不
还 不 理论
不 理论 惟有
理论 惟有 宝玉
惟有 宝玉 素日
宝玉 素日 仰慕
素日 仰慕 北静王
仰慕 北静王 的
北静王 的 容貌
的 容貌 威仪
容貌 威仪 巴不得
威仪 巴不得 常见
巴不得 常见 才好
常见 才好 遂
才好 遂 连忙
遂 连忙 换
连忙 换 了
换 了 衣服
了 衣服 跟着
衣服 跟着 来过
跟着 来过 北府
来过 北府 贾赦
北府 贾赦 贾政
贾赦 贾政 递
贾政 递 了
递 了 职名候
了 职名候 谕
职名候 谕 不多时
谕 不多时 里面
不多时 里面 出来
里面 出来 了
出来 了 一个
了 一个 太监
一个 太监 手里
太监 手里 掐着
手里 掐着 数
掐着 数 珠儿
数 珠儿 见
珠儿 见 了
见 了 贾赦
了 贾赦 贾政
贾赦 贾政 笑嘻嘻
贾政 笑嘻嘻 的
笑嘻嘻 的 说道
的 说道 二位
说道 二位 老爷
二位 老爷 好
老爷 好 贾赦
好 贾赦 贾政
贾赦 贾政 也
贾政 也 都
也 都 赶忙
都 赶忙 问好
赶忙 问好 他
问好 他 兄弟
他 兄弟 三人
兄弟 三人 也
三人 也 过来
也 过来 问
过来 问 了
问 了 好
了 好 那太监
好 那太监 道
那太监 道 王爷
道 王爷 叫
王爷 叫 请进去
叫 请进去 呢
请进去 呢 于是
呢 于是 爷儿
于是 爷儿 五个
爷儿 五个 跟着
五个 跟着 那
跟着 那 太监
那 太监 进入
太监 进入 府
进入 府 中
府 中 过了
中 过了 两层
过了 两层 门
两层 门 转过
门 转过 一层
转过 一层 殿
一层 殿 去
殿 去 里面
去 里面 方是
里面 方是 内
方是 内 宫门
内 宫门 刚到
宫门 刚到 门前
刚到 门前 大家
门前 大家 站
大家 站 住
站 住 那太监
住 那太监 先进
那太监 先进 去
先进 去 回
去 回 王爷
回 王爷 去了
王爷 去了 这里
去了 这里 门上
这里 门上 小太监
门上 小太监 都
小太监 都 迎
都 迎 着
迎 着 问
着 问 了
问 了 好
了 好 一时
好 一时 那太监
一时 那太监 出来
那太监 出来 说
出来 说 了
说 了 个
了 个 请
个 请 字
请 字 爷儿
字 爷儿 五个
爷儿 五个 肃敬
五个 肃敬 跟入
肃敬 跟入 只见
跟入 只见 北静郡王
只见 北静郡王 穿着
北静郡王 穿着 礼服
穿着 礼服 已迎
礼服 已迎 到
已迎 到 殿
到 殿 门廊
殿 门廊 下
门廊 下 贾赦
下 贾赦 贾政先
贾赦 贾政先 上来
贾政先 上来 请安
上来 请安 捱
请安 捱 次
捱 次 便是
次 便是 珍
便是 珍 琏
珍 琏 宝玉
琏 宝玉 请安
宝玉 请安 那
请安 那 北静郡王
那 北静郡王 单拉着
北静郡王 单拉着 宝玉
单拉着 宝玉 道
宝玉 道 我
道 我 久
我 久 不见
久 不见 你
不见 你 很
你 很 惦记
很 惦记 你
惦记 你 因
你 因 又
因 又 笑
又 笑 问道
笑 问道 你
问道 你 那块
你 那块 玉好
那块 玉好 宝玉
玉好 宝玉 躬着
宝玉 躬着 身
躬着 身 打着
身 打着 一半
打着 一半 千儿
一半 千儿 回道
千儿 回道 蒙王爷
回道 蒙王爷 福庇
蒙王爷 福庇 都
福庇 都 好
都 好 北静王
好 北静王 道
北静王 道 今日
道 今日 你
今日 你 来
你 来 没有
来 没有 什么
没有 什么 好
什么 好 东西
好 东西 给
东西 给 你
给 你 吃
你 吃 的
吃 的 倒是
的 倒是 大家
倒是 大家 说说话
大家 说说话 儿
说说话 儿 罢
儿 罢 说着
罢 说着 几个
说着 几个 老公
几个 老公 打
老公 打 起
打 起 帘子
起 帘子 北静王
帘子 北静王 说
北静王 说 请
说 请 自己
请 自己 却
自己 却 先
却 先 进去
先 进去 然后
进去 然后 贾赦
然后 贾赦 等
贾赦 等 都
等 都 躬
都 躬 着
躬 着 身
着 身 跟进去
身 跟进去 先是
跟进去 先是 贾赦
先是 贾赦 请
贾赦 请 北静王
请 北静王 受礼
北静王 受礼 北静王
受礼 北静王 也说
北静王 也说 了
也说 了 两句
了 两句 谦
两句 谦 辞
谦 辞 那
辞 那 贾赦
那 贾赦 早已
贾赦 早已 跪下
早已 跪下 次及
跪下 次及 贾政
次及 贾政 等
贾政 等 捱
等 捱 次
捱 次 行礼
次 行礼 自不必说
行礼 自不必说 那
自不必说 那 贾赦
那 贾赦 等复
贾赦 等复 肃敬
等复 肃敬 退出
肃敬 退出 北静王
退出 北静王 吩咐
北静王 吩咐 太监
吩咐 太监 等
太监 等 让
等 让 在
让 在 众戚
在 众戚 旧
众戚 旧 一处
旧 一处 好生
一处 好生 款待
好生 款待 却
款待 却 单留
却 单留 宝玉
单留 宝玉 在
宝玉 在 这里
在 这里 说话
这里 说话 儿
说话 儿 又
儿 又 赏
又 赏 了
赏 了 坐
了 坐 宝玉
坐 宝玉 又
宝玉 又 磕头
又 磕头 谢了恩
磕头 谢了恩 在
谢了恩 在 挨
在 挨 门边
挨 门边 绣
门边 绣 墩
绣 墩 上侧
墩 上侧 坐
上侧 坐 说
坐 说 了
说 了 一
了 一 回
一 回 读书
回 读书 作文
读书 作文 诸事
作文 诸事 北静王
诸事 北静王 甚加
北静王 甚加 爱惜
甚加 爱惜 又
爱惜 又 赏
又 赏 了
赏 了 茶
了 茶 因
茶 因 说道
因 说道 昨儿
说道 昨儿 巡抚
