第 111 章
111 章 鸳鸯
章 鸳鸯 女
鸳鸯 女 殉主登
女 殉主登 太虚
殉主登 太虚 狗
太虚 狗 彘
狗 彘 奴欺天
彘 奴欺天 招伙盗
奴欺天 招伙盗 话
招伙盗 话 说
话 说 凤姐
说 凤姐 听了
凤姐 听了 小丫头
听了 小丫头 的话
小丫头 的话 又
的话 又 气
又 气 又
气 又 急
又 急 又
急 又 伤心
又 伤心 不觉
伤心 不觉 吐
不觉 吐 了
吐 了 一口
了 一口 血
一口 血 便
血 便 昏晕
便 昏晕 过去
昏晕 过去 坐在
过去 坐在 地下
坐在 地下 平儿
地下 平儿 急来
平儿 急来 扶住
急来 扶住 忙
扶住 忙 叫
忙 叫 了
叫 了 人来
了 人来 搀扶着
人来 搀扶着 慢慢
搀扶着 慢慢 的
慢慢 的 送到
的 送到 自己
送到 自己 房中
自己 房中 将
房中 将 凤姐
将 凤姐 轻轻
凤姐 轻轻 的
轻轻 的 安放
的 安放 在
安放 在 炕上
在 炕上 立刻
炕上 立刻 叫
立刻 叫 小红
叫 小红 斟上
小红 斟上 一杯
斟上 一杯 开水
一杯 开水 送到
开水 送到 凤姐
送到 凤姐 唇边
凤姐 唇边 凤姐
唇边 凤姐 呷
凤姐 呷 了
呷 了 一口
了 一口 昏迷
一口 昏迷 仍
昏迷 仍 睡
仍 睡 秋桐
睡 秋桐 过来
秋桐 过来 略
过来 略 瞧了
略 瞧了 一瞧
瞧了 一瞧 便
一瞧 便 走开
便 走开 了
走开 了 平儿
了 平儿 也
平儿 也 不
也 不 叫
不 叫 他
叫 他 只见
他 只见 丰儿
只见 丰儿 在
丰儿 在 旁站
在 旁站 着
旁站 着 平儿
着 平儿 便说
平儿 便说 快去
便说 快去 回明
快去 回明 二位
回明 二位 太太
二位 太太 于是
太太 于是 丰儿
于是 丰儿 将
丰儿 将 凤姐
将 凤姐 吐血
凤姐 吐血 不能
吐血 不能 照应
不能 照应 的话
照应 的话 回
的话 回 了
回 了 邢王二
了 邢王二 夫人
邢王二 夫人 邢夫
夫人 邢夫 人
邢夫 人 打量
人 打量 凤姐
打量 凤姐 推病
凤姐 推病 藏躲
推病 藏躲 因
藏躲 因 这时
因 这时 女亲
这时 女亲 都
女亲 都 在内
都 在内 里
在内 里 也
里 也 不好
也 不好 说
不好 说 别的
说 别的 心里
别的 心里 却
心里 却 不
却 不 全信
不 全信 只说
全信 只说 叫
只说 叫 他
叫 他 歇
他 歇 着
歇 着 去罢
着 去罢 众人
去罢 众人 也
众人 也 并无
也 并无 言语
并无 言语 自然
言语 自然 这晚
自然 这晚 亲友
这晚 亲友 来往
亲友 来往 不
来往 不 绝
不 绝 幸得
绝 幸得 几个
幸得 几个 内亲
几个 内亲 照应
内亲 照应 家
照应 家 下人
家 下人 等
下人 等 见
等 见 凤姐
见 凤姐 不在
凤姐 不在 也有
不在 也有 偷闲
也有 偷闲 歇力
偷闲 歇力 的
歇力 的 乱乱
的 乱乱 吵吵
乱乱 吵吵 已
吵吵 已 闹得
已 闹得 七颠八倒
闹得 七颠八倒 不成
七颠八倒 不成 事体
不成 事体 了
事体 了 到
了 到 二
到 二 更
二 更 多天
更 多天 远客
多天 远客 去
远客 去 后
去 后 便
后 便 预备
便 预备 辞灵
预备 辞灵 孝幕
辞灵 孝幕 内
孝幕 内 的
内 的 女眷
的 女眷 大家
女眷 大家 都
大家 都 哭
