第 24 章
24 章 醉金刚
章 醉金刚 轻财
醉金刚 轻财 尚义
轻财 尚义 侠
尚义 侠 痴
侠 痴 女儿
痴 女儿 遗帕
女儿 遗帕 惹
遗帕 惹 相思
惹 相思 话
相思 话 说
话 说 黛玉
说 黛玉 正在
黛玉 正在 情思
正在 情思 萦逗
情思 萦逗 缠绵
萦逗 缠绵 固结
缠绵 固结 之
固结 之 时
之 时 忽
时 忽 有人
忽 有人 从
有人 从 背后
从 背后 拍
背后 拍 了
拍 了 一下
了 一下 说道
一下 说道 你
说道 你 作
你 作 什么
作 什么 一个人
什么 一个人 在
一个人 在 这里
在 这里 黛玉
这里 黛玉 唬
黛玉 唬 了
唬 了 一
了 一 跳
一 跳 回头
跳 回头 看时
回头 看时 不是
看时 不是 别人
不是 别人 却是
别人 却是 香菱
却是 香菱 黛玉
香菱 黛玉 道
黛玉 道 你
道 你 这个
你 这个 傻丫头
这个 傻丫头 冒冒失失
傻丫头 冒冒失失 的
冒冒失失 的 唬
的 唬 我
唬 我 一
我 一 跳
一 跳 这会子
跳 这会子 打
这会子 打 那里
打 那里 来
那里 来 香菱
来 香菱 嘻嘻
香菱 嘻嘻 的
嘻嘻 的 笑道
的 笑道 我
笑道 我 来
我 来 找
来 找 我们
找 我们 姑娘
我们 姑娘 总
姑娘 总 找不着
总 找不着 你们
找不着 你们 紫鹃
你们 紫鹃 也
紫鹃 也 找
也 找 你
找 你 呢
你 呢 说琏
呢 说琏 二奶奶
说琏 二奶奶 送了
二奶奶 送了 什么
送了 什么 茶叶
什么 茶叶 来了
茶叶 来了 回
来了 回 家去
回 家去 坐着
家去 坐着 罢
坐着 罢 一面
罢 一面 说
一面 说 一面
说 一面 拉着
一面 拉着 黛玉
拉着 黛玉 的
黛玉 的 手
的 手 回
手 回 潇湘
回 潇湘 馆来
潇湘 馆来 果然
馆来 果然 凤姐
果然 凤姐 送了
凤姐 送了 两
送了 两 小瓶
两 小瓶 上
小瓶 上 用
上 用 新
用 新 茶叶
新 茶叶 来
茶叶 来 黛玉
来 黛玉 和
黛玉 和 香菱
和 香菱 坐
香菱 坐 了
坐 了 谈
了 谈 讲些
谈 讲些 这
讲些 这 一个
这 一个 绣
一个 绣 的
绣 的 好
的 好 那
好 那 一个
那 一个 扎
一个 扎 的
扎 的 精
的 精 又
精 又 下
又 下 一回
下 一回 棋
一回 棋 看
棋 看 两句
看 两句 书
两句 书 香菱
书 香菱 便
香菱 便 走
便 走 了
走 了 不在话下
了 不在话下 且说
不在话下 且说 宝玉
且说 宝玉 因
宝玉 因 被
因 被 袭人
被 袭人 找回
袭人 找回 房去
找回 房去 只见
房去 只见 鸳鸯
只见 鸳鸯 歪
鸳鸯 歪 在
歪 在 床上
在 床上 看
床上 看 袭人
看 袭人 的
袭人 的 针线
的 针线 呢
针线 呢 见
呢 见 宝玉
见 宝玉 来
宝玉 来 了
来 了 便
了 便 说道
便 说道 你
说道 你 往
你 往 那里
往 那里 去了
那里 去了 老太太
去了 老太太 等
老太太 等 着
等 着 你
着 你 呢
你 呢 叫
呢 叫 你
叫 你 过
你 过 那边
过 那边 请
那边 请 大老爷
请 大老爷 的
大老爷 的 安去
的 安去 还
安去 还 不快
还 不快 去
不快 去 换
去 换 了
换 了 衣裳
了 衣裳 走
衣裳 走 呢
走 呢 袭人
呢 袭人 便
