第 68 章
68 章 苦
章 苦 尤娘
苦 尤娘 赚入
尤娘 赚入 大观园
赚入 大观园 酸
大观园 酸 凤姐
酸 凤姐 大闹
凤姐 大闹 宁国府
大闹 宁国府 话
宁国府 话 说
话 说 贾琏
说 贾琏 起身
贾琏 起身 去
起身 去 后
去 后 偏值
后 偏值 平安
偏值 平安 节度
平安 节度 巡边
节度 巡边 在外
巡边 在外 约
在外 约 一个月
约 一个月 方回
一个月 方回 贾琏未
方回 贾琏未 得
贾琏未 得 确信
得 确信 只得
确信 只得 住在
只得 住在 下处
住在 下处 等候
下处 等候 及至
等候 及至 回来
及至 回来 相见
回来 相见 将
相见 将 事
将 事 办妥
事 办妥 回程
办妥 回程 已
回程 已 是
已 是 将近
是 将近 两个
将近 两个 月
两个 月 的
月 的 限
的 限 了
限 了 谁知
了 谁知 凤姐
谁知 凤姐 早已
凤姐 早已 心下
早已 心下 算定
心下 算定 只得
算定 只得 贾琏
只得 贾琏 前脚
贾琏 前脚 走
前脚 走 了
走 了 回来
了 回来 便
回来 便 传
便 传 各色
传 各色 匠役
各色 匠役 收拾
匠役 收拾 东
收拾 东 厢房
东 厢房 三间
厢房 三间 照依
三间 照依 自己
照依 自己 正室
自己 正室 一样
正室 一样 装饰
一样 装饰 陈设
装饰 陈设 至
陈设 至 十四日
至 十四日 便
十四日 便 回
便 回 明贾母
回 明贾母 王夫人
明贾母 王夫人 说
王夫人 说 十五日
说 十五日 一
十五日 一 早要
一 早要 到
早要 到 姑子
到 姑子 庙
姑子 庙 进香
庙 进香 去
进香 去 只
去 只 带了
只 带了 平儿
带了 平儿 丰儿
平儿 丰儿 周瑞媳妇
丰儿 周瑞媳妇 旺
周瑞媳妇 旺 儿媳妇
旺 儿媳妇 四人
儿媳妇 四人 未曾
四人 未曾 上车
未曾 上车 便
上车 便 将
便 将 原故
将 原故 告诉
原故 告诉 了
告诉 了 众人
了 众人 又
众人 又 吩咐
又 吩咐 众
吩咐 众 男人
众 男人 素衣
男人 素衣 素盖
素衣 素盖 一径
素盖 一径 前来
一径 前来 兴儿
前来 兴儿 引路
兴儿 引路 一直
引路 一直 到了
一直 到了 门前
到了 门前 扣门
门前 扣门 鲍二家的
扣门 鲍二家的 开了
鲍二家的 开了 兴儿
开了 兴儿 笑道
兴儿 笑道 快回
笑道 快回 二奶奶
快回 二奶奶 去
二奶奶 去 大
去 大 奶奶
大 奶奶 来了
奶奶 来了 鲍二家的
来了 鲍二家的 听了
鲍二家的 听了 这句
听了 这句 顶梁
这句 顶梁 骨
顶梁 骨 走
骨 走 了
走 了 真魂
了 真魂 忙
真魂 忙 飞跑
忙 飞跑 进去
飞跑 进去 报
进去 报 与
报 与 尤二姐
与 尤二姐 尤二姐
尤二姐 尤二姐 虽
尤二姐 虽 也
虽 也 一惊
也 一惊 但
一惊 但 已
但 已 来了
已 来了 只得
来了 只得 以礼
只得 以礼 相见
以礼 相见 于是
相见 于是 忙
于是 忙 整理
忙 整理 衣裳
整理 衣裳 迎
衣裳 迎 了
迎 了 出来
了 出来 至
出来 至 门前
至 门前 凤姐
门前 凤姐 方下
凤姐 方下 了
方下 了 车
了 车 进来
车 进来 二姐
进来 二姐 一
二姐 一 看
一 看 只见
看 只见 头上
只见 头上 都是
头上 都是 素白
都是 素白 银器
素白 银器 身上
银器 身上 月白
身上 月白 缎子
月白 缎子 袄
缎子 袄 青
袄 青 缎子
青 缎子 掐
缎子 掐 银线
掐 银线 的
银线 的 褂子
的 褂子 白绫素
褂子 白绫素 裙
白绫素 裙 眉弯
裙 眉弯 柳叶
眉弯 柳叶 高吊
柳叶 高吊 两梢
高吊 两梢 目横
两梢 目横 丹凤
目横 丹凤 神凝
丹凤 神凝 三角
神凝 三角 俏丽
三角 俏丽 若
俏丽 若 三春
若 三春 之桃
三春 之桃 清素
之桃 清素 若
清素 若 九
若 九 秋之菊
九 秋之菊 周瑞旺
秋之菊 周瑞旺 儿
周瑞旺 儿 的
儿 的 二
的 二 女人
二 女人 搀
女人 搀 进院
搀 进院 来
进院 来 二姐
来 二姐 陪笑
二姐 陪笑 忙
陪笑 忙 迎上来
忙 迎上来 拜见
迎上来 拜见 张口
拜见 张口 便叫
张口 便叫 姐姐
便叫 姐姐 说
姐姐 说 今儿
说 今儿 实在
今儿 实在 不知
实在 不知 姐姐
不知 姐姐 下降
姐姐 下降 不曾
下降 不曾 远接
不曾 远接 求
远接 求 姐姐
求 姐姐 宽恕
姐姐 宽恕 说着
宽恕 说着 便
说着 便 拜
便 拜 下去
拜 下去 凤姐
下去 凤姐 忙
凤姐 忙 陪笑
忙 陪笑 还礼
陪笑 还礼 不迭
还礼 不迭 赶着
不迭 赶着 拉
赶着 拉 了
拉 了 二
了 二 姐儿
二 姐儿 的
姐儿 的 手
的 手 同入
手 同入 房中
同入 房中 凤姐
房中 凤姐 在上
凤姐 在上 坐
在上 坐 二姐
