第 38 章
38 章 林潇湘
章 林潇湘 魁夺
林潇湘 魁夺 菊花
魁夺 菊花 诗
菊花 诗 薛蘅芜讽
诗 薛蘅芜讽 和
薛蘅芜讽 和 螃蟹
和 螃蟹 咏
螃蟹 咏 话
咏 话 说
话 说 宝钗
说 宝钗 湘云
宝钗 湘云 计议
湘云 计议 已定
计议 已定 一宿
已定 一宿 无话
一宿 无话 次日
无话 次日 湘云
次日 湘云 便
湘云 便 请
便 请 贾母
请 贾母 等
贾母 等 赏
等 赏 桂花
赏 桂花 贾母
桂花 贾母 等
贾母 等 都说
等 都说 道
都说 道 倒是
道 倒是 他
倒是 他 有
他 有 兴头
有 兴头 须要
兴头 须要 扰
须要 扰 他
扰 他 这
他 这 雅兴
这 雅兴 至午
雅兴 至午 果然
至午 果然 贾母
果然 贾母 带了
贾母 带了 王夫人
带了 王夫人 凤姐
王夫人 凤姐 兼
凤姐 兼 请
兼 请 薛姨妈
请 薛姨妈 等
薛姨妈 等 进园
等 进园 来
进园 来 贾母因
来 贾母因 问
贾母因 问 那
问 那 一处
那 一处 好
一处 好 王夫人
好 王夫人 道
王夫人 道 凭
道 凭 老太太
凭 老太太 爱
老太太 爱 在
爱 在 那
在 那 一处
那 一处 就
一处 就 在
就 在 那
在 那 一处
那 一处 凤姐
一处 凤姐 道
凤姐 道 藕
道 藕 香榭
藕 香榭 已经
香榭 已经 摆下
已经 摆下 了
摆下 了 那
了 那 山坡
那 山坡 下
山坡 下 两棵
下 两棵 桂花
两棵 桂花 开
桂花 开 的
开 的 又
的 又 好
又 好 河里
好 河里 的
河里 的 水
的 水 又
水 又 碧
又 碧 清
碧 清 坐在
清 坐在 河
坐在 河 当中
河 当中 亭子
当中 亭子 上
亭子 上 不
上 不 敞亮
不 敞亮 吗
敞亮 吗 看看
吗 看看 水
看看 水 眼
水 眼 也
眼 也 清亮
也 清亮 贾母
清亮 贾母 听了
贾母 听了 说
听了 说 很
说 很 好
很 好 说着
好 说着 引
说着 引 了
引 了 众人
了 众人 往
众人 往 藕
往 藕 香榭
藕 香榭 来
香榭 来 原来
来 原来 这
原来 这 藕
这 藕 香榭
藕 香榭 盖
香榭 盖 在
盖 在 池中
在 池中 四面
池中 四面 有窗
四面 有窗 左右
有窗 左右 有
左右 有 回廊
有 回廊 也是
回廊 也是 跨水
也是 跨水 接峰
跨水 接峰 后面
接峰 后面 又有
后面 又有 曲折
又有 曲折 桥
曲折 桥 众人
桥 众人 上
众人 上 了
上 了 竹桥
了 竹桥 凤姐
竹桥 凤姐 忙
凤姐 忙 上来
忙 上来 搀
上来 搀 着
搀 着 贾母
着 贾母 口里
贾母 口里 说道
口里 说道 老祖宗
说道 老祖宗 只管
老祖宗 只管 迈
只管 迈 大步
迈 大步 走
大步 走 不相干
走 不相干 这
不相干 这 竹子
这 竹子 桥
竹子 桥 规矩
桥 规矩 是
规矩 是 硌
是 硌 吱
硌 吱 硌
吱 硌 吱
硌 吱 的
吱 的 一时
的 一时 进入
一时 进入 榭
进入 榭 中
榭 中 只见
中 只见 栏杆
只见 栏杆 外
栏杆 外 另
外 另 放
另 放 着
放 着 两张
着 两张 竹案
两张 竹案 一个
竹案 一个 上面
一个 上面 设着
上面 设着 杯
设着 杯 箸
杯 箸 酒具
箸 酒具 一个
酒具 一个 上
一个 上 头
上 头 设着
头 设着 茶
设着 茶 筅
茶 筅 茶具
筅 茶具 各色
茶具 各色 盏
各色 盏 碟
盏 碟 那边
碟 那边 有
那边 有 两三个
有 两三个 丫头
两三个 丫头 煽
丫头 煽 风炉
煽 风炉 煮茶
风炉 煮茶 这边
煮茶 这边 另有
这边 另有 几个
另有 几个 丫头
几个 丫头 也
丫头 也 煽
也 煽 风炉
煽 风炉 烫酒
风炉 烫酒 呢
烫酒 呢 贾母忙
呢 贾母忙 笑
贾母忙 笑 问
笑 问 这茶
问 这茶 想
这茶 想 的
想 的 很
的 很 好
很 好 且
好 且 是
且 是 地方
是 地方 东西
地方 东西 都
东西 都 干净
都 干净 湘云
干净 湘云 笑道
湘云 笑道 这是
笑道 这是 宝姐姐
这是 宝姐姐 帮着
宝姐姐 帮着 我
帮着 我 预备
我 预备 的
预备 的 贾母
的 贾母 道
贾母 道 我
道 我 说
我 说 那
说 那 孩子
那 孩子 细致
孩子 细致 凡事
细致 凡事 想
凡事 想 的
想 的 妥当
的 妥当 一
妥当 一 面说
一 面说 一面
面说 一面 又
一面 又 看见
又 看见 柱子
看见 柱子 上
柱子 上 挂
上 挂 的
挂 的 墨漆
的 墨漆 嵌
墨漆 嵌 蚌
嵌 蚌 的
蚌 的 对子
的 对子 命
对子 命 湘云
命 湘云 念道
湘云 念道 芙蓉
念道 芙蓉 影破
芙蓉 影破 归
影破 归 兰桨
归 兰桨 菱藕香
兰桨 菱藕香 深泻
菱藕香 深泻 竹桥
深泻 竹桥 贾母
竹桥 贾母 听了
贾母 听了 又
听了 又 抬头
又 抬头 看
抬头 看 匾
看 匾 因
匾 因 回头
因 回头 向
回头 向 薛姨妈
向 薛姨妈 道
薛姨妈 道 我先
道 我先 小时
我先 小时 家里
小时 家里 也有
家里 也有 这么
也有 这么 一个
这么 一个 亭子
一个 亭子 叫做
亭子 叫做 什么
叫做 什么 枕霞阁
什么 枕霞阁 我
枕霞阁 我 那时
我 那时 也
那时 也 只
也 只 像
只 像 他
像 他 姐妹
他 姐妹 们
