第 56 章
56 章 敏
章 敏 探春
敏 探春 兴利
探春 兴利 除
兴利 除 宿弊
除 宿弊 贤
宿弊 贤 宝钗
贤 宝钗 小惠全
宝钗 小惠全 大体
小惠全 大体 话
大体 话 说
话 说 平儿
说 平儿 陪
平儿 陪 着
陪 着 凤姐
着 凤姐 吃了饭
凤姐 吃了饭 伏侍
吃了饭 伏侍 盥漱
伏侍 盥漱 毕
盥漱 毕 方往
毕 方往 探春
方往 探春 处来
探春 处来 只见
处来 只见 院中
只见 院中 寂静
院中 寂静 只有
寂静 只有 丫鬟
只有 丫鬟 婆子
丫鬟 婆子 一个个
婆子 一个个 都
一个个 都 站
都 站 在
站 在 窗外
在 窗外 听候
窗外 听候 平儿
听候 平儿 进入
平儿 进入 厅
进入 厅 中
厅 中 他
中 他 姐妹
他 姐妹 姑嫂
姐妹 姑嫂 三人
姑嫂 三人 正
三人 正 商议
正 商议 些
商议 些 家务
些 家务 说的
家务 说的 便是
说的 便是 年内
便是 年内 赖
年内 赖 大家
赖 大家 请
大家 请 吃酒
请 吃酒 他家
吃酒 他家 花园
他家 花园 中
花园 中 事故
中 事故 见
事故 见 他
见 他 来了
他 来了 探春
来了 探春 便命
探春 便命 他
便命 他 脚踏
他 脚踏 上
脚踏 上 坐
上 坐 了
坐 了 因
了 因 说道
因 说道 我想
说道 我想 的
我想 的 事
的 事 不
事 不 为
不 为 别的
为 别的 只
别的 只 想着
只 想着 我们
想着 我们 一月
我们 一月 所用
一月 所用 的
所用 的 头油
的 头油 脂粉
头油 脂粉 又是
脂粉 又是 二两
又是 二两 的
二两 的 事
的 事 我想
事 我想 咱们
我想 咱们 一月
咱们 一月 已有
一月 已有 了
已有 了 二两
了 二两 月
二两 月 银
月 银 丫头
银 丫头 们
丫头 们 又
们 又 另
又 另 有
另 有 月
有 月 钱
月 钱 可不是
钱 可不是 又
可不是 又 同
又 同 刚才
同 刚才 学里
刚才 学里 的
学里 的 八两
的 八两 一
八两 一 样
一 样 重重叠叠
样 重重叠叠 这事
重重叠叠 这事 虽
这事 虽 小
虽 小 钱
小 钱 有限
钱 有限 看起来
有限 看起来 也
看起来 也 不
也 不 妥当
不 妥当 你
妥当 你 奶奶
你 奶奶 怎么
奶奶 怎么 就
怎么 就 没想到
就 没想到 这个
没想到 这个 呢
这个 呢 平儿
呢 平儿 笑道
平儿 笑道 这
笑道 这 有个
这 有个 原故
有个 原故 姑娘
原故 姑娘 们
姑娘 们 所用
们 所用 的
所用 的 这些
的 这些 东西
这些 东西 自然
东西 自然 该
自然 该 有
该 有 分例
有 分例 每月
分例 每月 每处
每月 每处 买办
每处 买办 买
买办 买 了
买 了 令女
了 令女 人们
令女 人们 交送
人们 交送 我们
交送 我们 收管
我们 收管 不过
收管 不过 预备
不过 预备 姑娘
预备 姑娘 们
姑娘 们 使用
们 使用 就
使用 就 罢了
就 罢了 没有
罢了 没有 个
没有 个 我们
个 我们 天天
我们 天天 各人
天天 各人 拿着
各人 拿着 钱
拿着 钱 找人
钱 找人 买
找人 买 这些
买 这些 去
这些 去 的
去 的 所以
的 所以 外头
所以 外头 买办
外头 买办 总领
买办 总领 了
总领 了 去
了 去 按
去 按 月
按 月 使
月 使 女人
使 女人 按房
女人 按房 交给
按房 交给 我们
交给 我们 至
我们 至 于
至 于 姑娘
于 姑娘 们
姑娘 们 每月
们 每月 的
每月 的 这
的 这 二两
这 二两 原
二两 原 不是
原 不是 为
不是 为 买
为 买 这些
买 这些 的
这些 的 为的是
的 为的是 一时
为的是 一时 当家的
一时 当家的 奶奶
当家的 奶奶 太太
奶奶 太太 或
太太 或 不在
或 不在 家
不在 家 或
家 或 不得闲
或 不得闲 姑娘
不得闲 姑娘 们
姑娘 们 偶然
们 偶然 要个
偶然 要个 钱
要个 钱 使
钱 使 省得
使 省得 找人
省得 找人 去
找人 去 这
去 这 不过
这 不过 是
不过 是 恐怕
是 恐怕 姑娘
恐怕 姑娘 们
姑娘 们 受委屈
们 受委屈 意
受委屈 意 思
意 思 如今
思 如今 我
如今 我 冷眼
我 冷眼 看着
冷眼 看着 各
看着 各 屋里
各 屋里 我们
屋里 我们 的
我们 的 姐妹
的 姐妹 都是
姐妹 都是 现拿钱
都是 现拿钱 买
现拿钱 买 这些
买 这些 东西
这些 东西 的
东西 的 竟有
的 竟有 了
竟有 了 一半
了 一半 子
一半 子 我
子 我 就
我 就 疑惑
就 疑惑 不是
疑惑 不是 买办
不是 买办 脱
买办 脱 了
脱 了 空
了 空 就是
空 就是 买
就是 买 的
买 的 不是
的 不是 正经货
不是 正经货 探春
正经货 探春 李纨
探春 李纨 都
李纨 都 笑道
都 笑道 你
笑道 你 也
你 也 留心
也 留心 看
留心 看 出来
看 出来 了
出来 了 脱空
了 脱空 是
脱空 是 没有
是 没有 的
没有 的 只是
的 只是 迟些
只是 迟些 日子
迟些 日子 催急
日子 催急 了
催急 了 不知
了 不知 那里
不知 那里 弄些
那里 弄些 来
弄些 来 不过
来 不过 是
不过 是 个
是 个 名
个 名 儿
名 儿 其实
儿 其实 使不得
其实 使不得 依然
使不得 依然 还
依然 还 得
还 得 现买
得 现买 就
现买 就 用
就 用 二两
用 二两 银子
二两 银子 另
银子 另 叫
另 叫 别人
叫 别人 的
别人 的 奶妈
的 奶妈 子
奶妈 子 的
子 的 弟兄
