第 33 章
33 章 手足
章 手足 眈眈
手足 眈眈 小动
眈眈 小动 唇舌
小动 唇舌 不肖
唇舌 不肖 种种
不肖 种种 大承笞
种种 大承笞 挞
大承笞 挞 却说
挞 却说 王夫人
却说 王夫人 唤
王夫人 唤 上
唤 上 金钏儿
上 金钏儿 的
金钏儿 的 母亲
的 母亲 来
母亲 来 拿
来 拿 了
拿 了 几件
了 几件 簪环
几件 簪环 当面
簪环 当面 赏
当面 赏 了
赏 了 又
了 又 吩咐
又 吩咐 请
吩咐 请 几众
请 几众 僧人
几众 僧人 念经
僧人 念经 超度
念经 超度 他
超度 他 金钏儿
他 金钏儿 的
金钏儿 的 母亲
的 母亲 磕
母亲 磕 了
磕 了 头
了 头 谢
头 谢 了
谢 了 出去
了 出去 原来
出去 原来 宝玉
原来 宝玉 会
宝玉 会 过雨村
会 过雨村 回来
过雨村 回来 听见
回来 听见 金钏儿
听见 金钏儿 含羞
金钏儿 含羞 自尽
含羞 自尽 心中
自尽 心中 早已
心中 早已 五内
早已 五内 摧伤
五内 摧伤 进来
摧伤 进来 又
进来 又 被
又 被 王夫人
被 王夫人 数说
王夫人 数说 教训
数说 教训 了
教训 了 一番
了 一番 也
一番 也 无可
也 无可 回说
无可 回说 看见
回说 看见 宝钗进
看见 宝钗进 来
宝钗进 来 方得
来 方得 便
方得 便 走出
便 走出 茫然不知
走出 茫然不知 何往
茫然不知 何往 背着手
何往 背着手 低着头
背着手 低着头 一面
低着头 一面 感叹
一面 感叹 一面
感叹 一面 慢慢
一面 慢慢 的
慢慢 的 信步
的 信步 走
信步 走 至
走 至 厅
至 厅 上
厅 上 刚
上 刚 转过
刚 转过 屏门
转过 屏门 不想
屏门 不想 对面
不想 对面 来
对面 来 了
来 了 一人
了 一人 正
一人 正 往里
正 往里 走
往里 走 可巧
走 可巧 撞
可巧 撞 了
撞 了 个
了 个 满怀
个 满怀 只听
满怀 只听 那人
只听 那人 喝
那人 喝 一声
喝 一声 站住
一声 站住 宝玉
站住 宝玉 唬
宝玉 唬 了
唬 了 一
了 一 跳
一 跳 抬头
跳 抬头 看时
抬头 看时 不是
看时 不是 别人
不是 别人 却是
别人 却是 他
却是 他 父亲
他 父亲 早
父亲 早 不觉
早 不觉 倒
不觉 倒 抽
倒 抽 了
抽 了 一口
了 一口 凉气
一口 凉气 只得
凉气 只得 垂手
只得 垂手 一旁
垂手 一旁 站
一旁 站 着
站 着 贾政道
着 贾政道 好端端
贾政道 好端端 的
好端端 的 你
的 你 垂头丧气
你 垂头丧气 的
垂头丧气 的 什么
的 什么 方才
什么 方才 雨村
方才 雨村 来了
雨村 来了 要
来了 要 见
要 见 你
见 你 那
你 那 半天
那 半天 才
半天 才 出来
才 出来 既
出来 既 出来
既 出来 了
出来 了 全无
了 全无 一点
全无 一点 慷慨
一点 慷慨 挥洒
慷慨 挥洒 的
挥洒 的 谈吐
的 谈吐 仍
谈吐 仍 是
仍 是 委
是 委 委琐
委 委琐 琐
委琐 琐 的
琐 的 我看
的 我看 你
我看 你 脸上
你 脸上 一团
脸上 一团 私欲
一团 私欲 愁闷
私欲 愁闷 气色
愁闷 气色 这会子
气色 这会子 又
这会子 又 嗳声叹气
又 嗳声叹气 你
嗳声叹气 你 那些
你 那些 还
那些 还 不足
还 不足 还
不足 还 不自在
还 不自在 无故
不自在 无故 这样
无故 这样 是
这样 是 什么
是 什么 原故
什么 原故 宝
原故 宝 玉
宝 玉 素日
玉 素日 虽然
素日 虽然 口角
虽然 口角 伶俐
口角 伶俐 此时
伶俐 此时 一心
此时 一心 却
一心 却 为
却 为 金钏儿
为 金钏儿 感伤
金钏儿 感伤 恨不得
感伤 恨不得 也
恨不得 也 身亡
也 身亡 命
身亡 命 殒
命 殒 如今
殒 如今 见
如今 见 他
见 他 父
他 父 亲说
父 亲说 这些
亲说 这些 话
这些 话 究竟
话 究竟 不曾
究竟 不曾 听
不曾 听 明白
听 明白 了
明白 了 只是
了 只是 怔怔
只是 怔怔 的
怔怔 的 站
的 站 着
站 着 贾
着 贾 政见
贾 政见 他
政见 他 惶悚
他 惶悚 应对
惶悚 应对 不
应对 不 似
不 似 往日
似 往日 原本
往日 原本 无气
原本 无气 的
无气 的 这一来
的 这一来 倒生
这一来 倒生 了
倒生 了 三分
了 三分 气
三分 气 方欲
气 方欲 说话
方欲 说话 忽有
说话 忽有 门上
忽有 门上 人
门上 人 来回
人 来回 忠顺
来回 忠顺 亲王
忠顺 亲王 府
亲王 府 里
府 里 有人
里 有人 来
有人 来 要
来 要 见
要 见 老爷
见 老爷 贾政听
老爷 贾政听 了
贾政听 了 心下
了 心下 疑惑
心下 疑惑 暗
疑惑 暗 暗
暗 暗 思忖
暗 思忖 道
思忖 道 素日
道 素日 并不
素日 并不 与
并不 与 忠顺
与 忠顺 府
忠顺 府 来往
府 来往 为什么
来往 为什么 今日
为什么 今日 打发
今日 打发 人来
打发 人来 一面
人来 一面 想
一面 想 一面
想 一面 命
一面 命 快
命 快 请
快 请 厅
请 厅 上
厅 上 坐
上 坐 急忙
坐 急忙 进内
急忙 进内 更衣
进内 更衣 出来
更衣 出来 接见
出来 接见 时
接见 时 却是
时 却是 忠顺
却是 忠顺 府
忠顺 府 长府
府 长府 官
长府 官 一面
官 一面 彼此
一面 彼此 见
彼此 见 了
见 了 礼
了 礼 归
礼 归 坐献茶
归 坐献茶 未及
坐献茶 未及 叙谈
未及 叙谈 那长府
叙谈 那长府 官先
那长府 官先 就
官先 就 说道
就 说道 下官
说道 下官 此来
下官 此来 并非
此来 并非 擅造潭府
并非 擅造潭府 皆
擅造潭府 皆 因
皆 因 奉命
因 奉命 而
奉命 而 来
而 来 有
来 有 一件事
有 一件事 相求
一件事 相求 看
相求 看 王爷
看 王爷 面上
王爷 面上 敢烦
面上 敢烦 老先生
敢烦 老先生 做主
老先生 做主 不但
做主 不但 王爷
不但 王爷 知情
王爷 知情 且
知情 且 连
且 连 下
连 下 官辈
下 官辈 亦
官辈 亦 感谢
亦 感谢 不尽
感谢 不尽 贾政听
不尽 贾政听 了
贾政听 了 这话
了 这话 摸不着头脑
这话 摸不着头脑 忙
摸不着头脑 忙 陪笑
忙 陪笑 起身
陪笑 起身 问道
起身 问道 大人
问道 大人 既
大人 既 奉王
既 奉王 命而来
奉王 命而来 不知
命而来 不知 有
不知 有 何见谕
有 何见谕 望
何见谕 望 大人
望 大人 宣明
大人 宣明 学生
宣明 学生 好
学生 好 遵谕
好 遵谕 承办
遵谕 承办 那长府
承办 那长府 官
那长府 官 冷笑
官 冷笑 道
冷笑 道 也
道 也 不必
也 不必 承办
不必 承办 只用
承办 只用 老先生
只用 老先生 一句
老先生 一句 话
一句 话 就
话 就 完
就 完 了
完 了 我们
了 我们 府
我们 府 里
府 里 有
里 有 一个
有 一个 做
一个 做 小旦
做 小旦 的
小旦 的 琪
的 琪 官
琪 官 一向
官 一向 好好
一向 好好 在
好好 在 府
在 府 如今
府 如今 竟
如今 竟 三五日
竟 三五日 不见
三五日 不见 回去
不见 回去 各处
回去 各处 去
各处 去 找
去 找 又
找 又 摸不着
又 摸不着 他的
摸不着 他的 道路
他的 道路 因此
道路 因此 各处
因此 各处 察访
各处 察访 这一
察访 这一 城内
这一 城内 十停
