第 92 章
92 章 评女
章 评女 传巧姐
评女 传巧姐 慕贤良
传巧姐 慕贤良 玩
慕贤良 玩 母珠贾
玩 母珠贾 政参
母珠贾 政参 聚散
政参 聚散 话
聚散 话 说
话 说 宝玉
说 宝玉 从潇湘
宝玉 从潇湘 馆
从潇湘 馆 出来
馆 出来 连忙
出来 连忙 问
连忙 问 秋纹
问 秋纹 道
秋纹 道 老爷
道 老爷 叫
老爷 叫 我作
叫 我作 什么
我作 什么 秋纹笑
什么 秋纹笑 道
秋纹笑 道 没
道 没 有
没 有 叫
有 叫 袭人
叫 袭人 姐姐
袭人 姐姐 叫
姐姐 叫 我
叫 我 请
我 请 二爷
请 二爷 我怕
二爷 我怕 你
我怕 你 不来
你 不来 才
不来 才 哄
才 哄 你
哄 你 的
你 的 宝玉
的 宝玉 听了
宝玉 听了 才
听了 才 把
才 把 心
把 心 放下
心 放下 因说
放下 因说 你们
因说 你们 请
你们 请 我
请 我 也罢
我 也罢 了
也罢 了 何苦
了 何苦 来
何苦 来 唬
来 唬 我
唬 我 说着
我 说着 回到
说着 回到 怡红院
回到 怡红院 内
怡红院 内 袭人
内 袭人 便
袭人 便 问道
便 问道 你
问道 你 这好
你 这好 半天
这好 半天 到
半天 到 那里
到 那里 去了
那里 去了 宝玉
去了 宝玉 道
宝玉 道 在
道 在 林姑娘
在 林姑娘 那边
林姑娘 那边 说起
那边 说起 姨妈家
说起 姨妈家 宝姐姐
姨妈家 宝姐姐 的
宝姐姐 的 事来
的 事来 就
事来 就 坐住
就 坐住 了
坐住 了 袭人
了 袭人 又
袭人 又 问道
又 问道 说些
问道 说些 什么
说些 什么 宝玉
什么 宝玉 将
宝玉 将 打
将 打 禅语
打 禅语 的话
禅语 的话 述
的话 述 了
述 了 一遍
了 一遍 袭人
一遍 袭人 道
袭人 道 你
道 你 们
你 们 再
们 再 没个
再 没个 计较
没个 计较 正经
计较 正经 说些
正经 说些 家常
说些 家常 闲话
家常 闲话 儿
闲话 儿 或
儿 或 讲究
或 讲究 些
讲究 些 诗句
些 诗句 也是
诗句 也是 好
也是 好 的
好 的 怎么
的 怎么 又说
怎么 又说 到
又说 到 禅语
到 禅语 上
禅语 上 了
上 了 又
了 又 不是
又 不是 和尚
不是 和尚 宝玉
和尚 宝玉 道
宝玉 道 你
道 你 不
你 不 知道
不 知道 我们
知道 我们 有
我们 有 我们
有 我们 的
我们 的 禅机
的 禅机 别人
禅机 别人 是
别人 是 插
是 插 不下
插 不下 嘴
不下 嘴 去
嘴 去 的
去 的 袭人
的 袭人 笑道
袭人 笑道 你们
笑道 你们 参禅
你们 参禅 参翻
参禅 参翻 了
参翻 了 又
了 又 叫
又 叫 我们
叫 我们 跟着
我们 跟着 打闷葫芦
跟着 打闷葫芦 了
打闷葫芦 了 宝玉
了 宝玉 道
宝玉 道 头
道 头 里
头 里 我
里 我 也
我 也 年纪
也 年纪 小
年纪 小 他
小 他 也
他 也 孩子气
也 孩子气 所以
孩子气 所以 我
所以 我 说
我 说 了
说 了 不
了 不 留神
不 留神 的话
留神 的话 他
的话 他 就
他 就 恼
就 恼 了
恼 了 如今
了 如今 我
如今 我 也
我 也 留神
也 留神 他
留神 他 也
他 也 没有
也 没有 恼
没有 恼 的
恼 的 了
的 了 只是
了 只是 他
只是 他 近来
他 近来 不
近来 不 常
不 常 过来
常 过来 我
过来 我 又
我 又 念书
又 念书 偶然
念书 偶然 到
偶然 到 一处
到 一处 好像
一处 好像 生疏
好像 生疏 了
生疏 了 似的
了 似的 袭人
似的 袭人 道
袭人 道 原该
道 原该 这么着
原该 这么着 才
这么着 才 是
才 是 都
是 都 长
都 长 了
长 了 几岁
了 几岁 年纪
几岁 年纪 了
年纪 了 怎么
了 怎么 好意思
怎么 好意思 还
好意思 还 像
还 像 小孩子
像 小孩子 时候
小孩子 时候 的
时候 的 样
的 样 子
样 子 宝玉
子 宝玉 点头
宝玉 点头 道
点头 道 我
道 我 也
我 也 知道
也 知道 如今
知道 如今 且
如今 且 不用说
且 不用说 那个
不用说 那个 我
那个 我 问
我 问 你
问 你 老太太
你 老太太 那里
老太太 那里 打发
那里 打发 人来
打发 人来 说
人来 说 什么
说 什么 来
什么 来 着
来 着 没有
着 没有 袭人
没有 袭人 道
袭人 道 没有
道 没有 说
没有 说 什么
说 什么 宝玉
什么 宝玉 道
宝玉 道 必是
道 必是 老太太
必是 老太太 忘了
老太太 忘了 明儿
忘了 明儿 不是
明儿 不是 十一月
不是 十一月 初一
十一月 初一 日
初一 日 么
日 么 年
么 年 年
年 年 老太太
年 老太太 那里
老太太 那里 必是
那里 必是 个
必是 个 老规矩
个 老规矩 要办
老规矩 要办 消寒会
要办 消寒会 齐
消寒会 齐 打伙儿
齐 打伙儿 坐下
打伙儿 坐下 喝酒
坐下 喝酒 说
喝酒 说 笑
说 笑 我
笑 我 今日
我 今日 已经
今日 已经 在
已经 在 学
在 学 房里
学 房里 告
房里 告 了
告 了 假
了 假 了
假 了 这会子
了 这会子 没有
这会子 没有 信儿
没有 信儿 明儿
信儿 明儿 可是
明儿 可是 去不去
可是 去不去 呢
去不去 呢 若
呢 若 去了
若 去了 呢
去了 呢 白白的
呢 白白的 告
白白的 告 了
告 了 假
了 假 若不
假 若不 去
若不 去 老爷
去 老爷 知道
老爷 知道 了
知道 了 又说
了 又说 我
又说 我 偷懒
我 偷懒 袭人
偷懒 袭人 道
袭人 道 据
道 据 我
据 我 说
我 说 你
说 你 竟是
你 竟是 去
竟是 去 的
去 的 是
的 是 才
是 才 念
才 念 的
念 的 好些
的 好些 儿
好些 儿 了
儿 了 又
了 又 想
又 想 歇
想 歇 着
歇 着 我
着 我 劝
我 劝 你
劝 你 也
你 也 该
也 该 上点
该 上点 紧儿
上点 紧儿 了
紧儿 了 昨儿
了 昨儿 听
昨儿 听 见
听 见 太太
见 太太 说
太太 说 兰哥儿
说 兰哥儿 念书
兰哥儿 念书 真好
念书 真好 他
真好 他 打学
他 打学 房里
打学 房里 回来
房里 回来 还
回来 还 各自
还 各自 念书
各自 念书 作
念书 作 文章
作 文章 天天
文章 天天 晚上
天天 晚上 弄
晚上 弄 到
弄 到 四
到 四 更
四 更 多
更 多 天才
多 天才 睡
天才 睡 你
睡 你 比
你 比 他
比 他 大多
他 大多 了
大多 了 又是
了 又是 叔叔
又是 叔叔 倘或
叔叔 倘或 赶不上
倘或 赶不上 他
赶不上 他 又
他 又 叫
又 叫 老太太
叫 老太太 生气
老太太 生气 倒
生气 倒 不
倒 不 如
不 如 明儿
如 明儿 早起
明儿 早起 去罢
早起 去罢 麝月
去罢 麝月 道
麝月 道 这么
道 这么 冷天
这么 冷天 已经
冷天 已经 告
已经 告 了
告 了 假
了 假 又去
假 又去 叫学
又去 叫学 房里
叫学 房里 说
房里 说 既
说 既 这么
既 这么 着
这么 着 就
着 就 不该
就 不该 告假
不该 告假 呀
告假 呀 显见
呀 显见 的
显见 的 是
的 是 告谎
是 告谎 假脱
告谎 假脱 滑儿
假脱 滑儿 依
滑儿 依 我
依 我 说
我 说 乐得
说 乐得 歇
乐得 歇 一天
歇 一天 就是
一天 就是 老太太
就是 老太太 忘记
老太太 忘记 了
忘记 了 咱们
了 咱们 这里
咱们 这里 就
这里 就 不消
就 不消 寒
不消 寒 了
寒 了 么
了 么 咱们
么 咱们 也
咱们 也 闹
也 闹 个
闹 个 会儿
个 会儿 不好
会儿 不好 么
不好 么 袭人
么 袭人 道
袭人 道 都是
道 都是 你
都是 你 起头
你 起头 儿
起头 儿 二爷
儿 二爷 更
二爷 更 不肯
更 不肯 去了
不肯 去了 麝月
去了 麝月 道
麝月 道 我
道 我 也是
我 也是 乐
也是 乐 一天
乐 一天 是
一天 是 一天
是 一天 比
一天 比 不得
比 不得 你
不得 你 要
你 要 好
要 好 名儿
好 名儿 使
名儿 使 唤
使 唤 一个月
唤 一个月 再
一个月 再 多
再 多 得
多 得 二两
得 二两 银子
二两 银子 袭人
银子 袭人 啐
袭人 啐 道
啐 道 小
道 小 蹄子
小 蹄子 儿
蹄子 儿 人家
儿 人家 说
人家 说 正经话
说 正经话 你
正经话 你 又来
你 又来 胡
又来 胡 拉
胡 拉 混扯
拉 混扯 的
混扯 的 了
的 了 麝月
了 麝月 道
麝月 道 我
道 我 倒
我 倒 不是
倒 不是 混
不是 混 拉扯
混 拉扯 我
拉扯 我 是
我 是 为
是 为 你
为 你 袭人
你 袭人 道
袭人 道 为
道 为 我
为 我 什么
我 什么 麝月
什么 麝月 道
麝月 道 二爷
道 二爷 上学
二爷 上学 去了
上学 去了 你
去了 你 又
你 又 该
又 该 咕嘟
该 咕嘟 着
咕嘟 着 嘴
着 嘴 想着
嘴 想着 巴不得
想着 巴不得 二爷
巴不得 二爷 早些
二爷 早些 儿
早些 儿 回来
儿 回来 就
回来 就 有
就 有 说
有 说 有
说 有 笑
有 笑 的
笑 的 了
的 了 这会子
了 这会子 又
这会子 又 假撇清
又 假撇清 何苦
假撇清 何苦 呢
何苦 呢 我
呢 我 都
我 都 看见
都 看见 了
看见 了 袭人
了 袭人 正要
袭人 正要 骂
正要 骂 他
骂 他 只见
他 只见 老太太
只见 老太太 那里
