第 114 章
114 章 王熙
章 王熙 凤历幻
王熙 凤历幻 返
凤历幻 返 金陵
返 金陵 甄应嘉
金陵 甄应嘉 蒙恩
甄应嘉 蒙恩 还玉
蒙恩 还玉 阙
还玉 阙 却说
阙 却说 宝玉
却说 宝玉 宝钗
宝玉 宝钗 听说
宝钗 听说 凤姐
听说 凤姐 病
凤姐 病 的
病 的 危急
的 危急 赶忙
危急 赶忙 起来
赶忙 起来 丫头
起来 丫头 秉烛
丫头 秉烛 伺候
秉烛 伺候 正要
伺候 正要 出院
正要 出院 只见
出院 只见 王夫人
只见 王夫人 那边
王夫人 那边 打发
那边 打发 人
打发 人 来说
人 来说 琏
来说 琏 二奶奶
琏 二奶奶 不好
二奶奶 不好 了
不好 了 还
了 还 没有
还 没有 咽气
没有 咽气 二爷
咽气 二爷 二奶奶
二爷 二奶奶 且慢
二奶奶 且慢 些
且慢 些 过去
些 过去 罢
过去 罢 琏
罢 琏 二奶奶
琏 二奶奶 的
二奶奶 的 病
的 病 有些
病 有些 古怪
有些 古怪 从
古怪 从 三更
从 三更 天起
三更 天起 到
天起 到 四
到 四 更
四 更 时候
更 时候 没有
时候 没有 住嘴
没有 住嘴 说
住嘴 说 了
说 了 好些
了 好些 胡话
好些 胡话 要
胡话 要 船要
要 船要 轿
船要 轿 只说
轿 只说 赶到
只说 赶到 金陵
赶到 金陵 归入
金陵 归入 什么
归入 什么 册子
什么 册子 去
册子 去 众人
去 众人 不
众人 不 懂
不 懂 他
懂 他 只是
他 只是 哭
只是 哭 哭喊
哭 哭喊 喊
哭喊 喊 琏
喊 琏 二爷
琏 二爷 没
二爷 没 有
没 有 法儿
有 法儿 只得
法儿 只得 去糊船
只得 去糊船 轿
去糊船 轿 还
轿 还 没
还 没 拿来
没 拿来 琏
拿来 琏 二奶奶
琏 二奶奶 喘
二奶奶 喘 着
喘 着 气
着 气 等
气 等 着
等 着 呢
着 呢 太太
呢 太太 叫
太太 叫 我们
叫 我们 过来
我们 过来 说
过来 说 等琏
说 等琏 二奶奶
等琏 二奶奶 去了
二奶奶 去了 再
去了 再 过去
再 过去 罢
过去 罢 宝玉
罢 宝玉 道
宝玉 道 这
道 这 也
这 也 奇
也 奇 他
奇 他 到
他 到 金陵
到 金陵 做
金陵 做 什么
做 什么 去
什么 去 袭人
去 袭人 轻
袭人 轻 轻
轻 轻 的
轻 的 说道
的 说道 你
说道 你 不是
你 不是 那年
不是 那年 做梦
那年 做梦 我
做梦 我 还
我 还 记得
还 记得 说
记得 说 有
