第 52 章
52 章 俏
章 俏 平儿情
俏 平儿情 掩虾
平儿情 掩虾 须
掩虾 须 镯
须 镯 勇
镯 勇 晴雯
勇 晴雯 病补
晴雯 病补 孔雀
病补 孔雀 裘
孔雀 裘 话
裘 话 说
话 说 贾母
说 贾母 道
贾母 道 正是
道 正是 这个
正是 这个 了
这个 了 上次
了 上次 我
上次 我 要说
我 要说 这话
要说 这话 我见
这话 我见 你们
我见 你们 大事
你们 大事 多
大事 多 如今
多 如今 又
如今 又 添出
又 添出 些
添出 些 事来
些 事来 你们
事来 你们 固然
你们 固然 不敢
固然 不敢 抱怨
不敢 抱怨 未免
抱怨 未免 想着
未免 想着 我
想着 我 只顾
我 只顾 疼
只顾 疼 这些
疼 这些 小孙子
这些 小孙子 孙女儿
小孙子 孙女儿 们
孙女儿 们 就
们 就 不
就 不 体贴
不 体贴 你
体贴 你 们
你 们 这
们 这 当家人
这 当家人 了
当家人 了 你
了 你 既
你 既 这么
既 这么 说
这么 说 出来
说 出来 便
出来 便 好了
便 好了 因此
好了 因此 时
因此 时 薛姨妈
时 薛姨妈 李婶娘
薛姨妈 李婶娘 都
李婶娘 都 在座
都 在座 邢夫人
在座 邢夫人 及
邢夫人 及 尤氏
及 尤氏 等
尤氏 等 也
等 也 都
也 都 过来
都 过来 请安
过来 请安 还
请安 还 未
还 未 过去
未 过去 贾母因
过去 贾母因 向
贾母因 向 王夫人
向 王夫人 等
王夫人 等 说道
等 说道 今日
说道 今日 我
今日 我 才
我 才 说
才 说 这话
说 这话 素日
这话 素日 我
素日 我 不
我 不 说
不 说 一则
说 一则 怕
一则 怕 逞
怕 逞 了
逞 了 凤丫头
了 凤丫头 的
凤丫头 的 脸
的 脸 二则
脸 二则 众人
二则 众人 不服
众人 不服 今日
不服 今日 你们
今日 你们 都
你们 都 在
都 在 这里
在 这里 都是
这里 都是 经
都是 经 过
经 过 妯娌
过 妯娌 姑嫂
妯娌 姑嫂 的
姑嫂 的 还有
的 还有 他
还有 他 这么
他 这么 想得到
这么 想得到 的
想得到 的 没有
的 没有 薛姨妈
没有 薛姨妈 李婶娘
薛姨妈 李婶娘 尤氏
李婶娘 尤氏 齐笑
尤氏 齐笑 说
齐笑 说 真
说 真 个
真 个 少有
个 少有 别人
少有 别人 不过
别人 不过 是
不过 是 礼
是 礼 上
礼 上 的
上 的 面
的 面 情儿
面 情儿 实在
情儿 实在 他
实在 他 是
他 是 真
是 真 疼
真 疼 小姑子
疼 小姑子 小叔子
小姑子 小叔子 就是
小叔子 就是 老太太
就是 老太太 跟前
老太太 跟前 也是
跟前 也是 真
也是 真 孝顺
真 孝顺 贾母
孝顺 贾母 点头
贾母 点头 叹道
点头 叹道 我
叹道 我 虽
我 虽 疼
虽 疼 他
疼 他 我
他 我 又怕
我 又怕 他
又怕 他 太伶俐
他 太伶俐 了
太伶俐 了 也
了 也 不是
也 不是 好事
不是 好事 凤姐儿
好事 凤姐儿 忙
凤姐儿 忙 笑道
忙 笑道 这话
笑道 这话 老祖宗
这话 老祖宗 说
老祖宗 说 差
说 差 了
差 了 世人
了 世人 都说
世人 都说 太伶俐
都说 太伶俐 聪明
太伶俐 聪明 怕
聪明 怕 活
怕 活 不长
活 不长 世人
不长 世人 都说
世人 都说 世人
都说 世人 都
世人 都 信
都 信 独
信 独 老祖宗
独 老祖宗 不当
老祖宗 不当 说
不当 说 不当
说 不当 信
不当 信 老祖宗
信 老祖宗 只有
老祖宗 只有 伶俐
只有 伶俐 聪明
伶俐 聪明 过
聪明 过 我
过 我 十倍
我 十倍 的
十倍 的 怎
的 怎 么
怎 么 如今
么 如今 这么
如今 这么 福寿双全
这么 福寿双全 的
福寿双全 的 只怕
的 只怕 我
只怕 我 明儿
我 明儿 还胜
明儿 还胜 老祖宗
还胜 老祖宗 一倍
老祖宗 一倍 呢
一倍 呢 我活
呢 我活 一千岁
我活 一千岁 后
一千岁 后 等
后 等 老祖宗
等 老祖宗 归
老祖宗 归 了
归 了 西
了 西 我
西 我 才
我 才 死
才 死 呢
死 呢 贾母笑
呢 贾母笑 道
贾母笑 道 众人
道 众人 都
众人 都 死了
都 死了 单剩
死了 单剩 咱们
单剩 咱们 两个
咱们 两个 老妖精
两个 老妖精 有
老妖精 有 什么
有 什么 意
什么 意 思
意 思 说的
思 说的 众人
说的 众人 都
众人 都 笑
都 笑 了
笑 了 宝玉
了 宝玉 因
宝玉 因 惦记着
