第 72 章
72 章 王熙凤
章 王熙凤 恃
王熙凤 恃 强
恃 强 羞
强 羞 说
羞 说 病
说 病 来旺
病 来旺 妇倚势
来旺 妇倚势 霸
妇倚势 霸 成亲
霸 成亲 且说
成亲 且说 鸳鸯
且说 鸳鸯 出了
鸳鸯 出了 角门
出了 角门 脸上
角门 脸上 犹热
脸上 犹热 心内
犹热 心内 突突
心内 突突 的
突突 的 乱
的 乱 跳
乱 跳 真是
跳 真是 意外
真是 意外 之事
意外 之事 因想
之事 因想 这事非
因想 这事非 常
这事非 常 若
常 若 说
若 说 出来
说 出来 奸盗
出来 奸盗 相连
奸盗 相连 关系人
相连 关系人 命
关系人 命 还
命 还 保不住
还 保不住 带累
保不住 带累 旁人
带累 旁人 横竖
旁人 横竖 与
横竖 与 自己
与 自己 无干
自己 无干 且
无干 且 藏
且 藏 在
藏 在 心内
在 心内 不
心内 不 说
不 说 给
说 给 人
给 人 知道
人 知道 回房
知道 回房 复
回房 复 了
复 了 贾母
了 贾母 的
贾母 的 命
的 命 大家
命 大家 安息
大家 安息 不提
安息 不提 却说
不提 却说 司棋因
却说 司棋因 从小儿
司棋因 从小儿 和
从小儿 和 他
和 他 姑表兄弟
他 姑表兄弟 一处
姑表兄弟 一处 玩笑
一处 玩笑 起初
玩笑 起初 时
起初 时 小儿
时 小儿 戏言
小儿 戏言 便
戏言 便 都
便 都 订下
都 订下 将来
订下 将来 不
将来 不 娶
不 娶 不
娶 不 嫁
不 嫁 近年
嫁 近年 大
近年 大 了
大 了 彼此
了 彼此 又
彼此 又 出
又 出 落得
出 落得 品貌
落得 品貌 风流
品貌 风流 常时
风流 常时 司棋
常时 司棋 回家
司棋 回家 时
回家 时 二人
时 二人 眉来眼去
二人 眉来眼去 旧
眉来眼去 旧 情
旧 情 不断
情 不断 只
不断 只 不能
只 不能 入手
不能 入手 又
入手 又 彼此
又 彼此 生怕
彼此 生怕 父母
生怕 父母 不
父母 不 从
不 从 二人
从 二人 便
二人 便 设法
便 设法 彼此
设法 彼此 里外
彼此 里外 买嘱
里外 买嘱 园内
买嘱 园内 老婆
园内 老婆 子们
老婆 子们 留门
子们 留门 看道
留门 看道 今日
看道 今日 赶乱
今日 赶乱 方从外
赶乱 方从外 进来
方从外 进来 初次
进来 初次 入港
初次 入港 虽未
入港 虽未 成双
虽未 成双 却
成双 却 也
却 也 海誓山盟
也 海誓山盟 私传
海誓山盟 私传 表记
私传 表记 已有
表记 已有 无限
已有 无限 风情
无限 风情 忽
风情 忽 被
忽 被 鸳鸯
被 鸳鸯 惊散
鸳鸯 惊散 那
惊散 那 小厮
那 小厮 早穿
小厮 早穿 花度
早穿 花度 柳
花度 柳 从
柳 从 角门
从 角门 出去
角门 出去 了
出去 了 司
了 司 棋
司 棋 一夜
棋 一夜 不曾
一夜 不曾 睡着
不曾 睡着 又
睡着 又 后悔
又 后悔 不
后悔 不 来
不 来 至
来 至 次日
至 次日 见
次日 见 了
见 了 鸳鸯
了 鸳鸯 自是
鸳鸯 自是 脸上
自是 脸上 一
脸上 一 红一白
一 红一白 百般
红一白 百般 过不去
百般 过不去 心内
过不去 心内 怀着鬼胎
心内 怀着鬼胎 茶饭无心
怀着鬼胎 茶饭无心 起坐
茶饭无心 起坐 恍惚
起坐 恍惚 挨
恍惚 挨 了
挨 了 两日
了 两日 竟
两日 竟 不
竟 不 听见
不 听见 有
听见 有 动静
有 动静 方略
动静 方略 放下
方略 放下 了
放下 了 心
了 心 这日
心 这日 晚间
这日 晚间 忽
晚间 忽 有个
忽 有个 婆子
有个 婆子 来
婆子 来 悄悄
来 悄悄 告诉
悄悄 告诉 道
告诉 道 你
道 你 表兄
你 表兄 竟
表兄 竟 逃走
竟 逃走 了
逃走 了 三四天
了 三四天 没上家
三四天 没上家 如今
没上家 如今 打
如今 打 发
打 发 人
发 人 四处
人 四处 找
四处 找 他
找 他 呢
他 呢 司棋
呢 司棋 听了
司棋 听了 又
听了 又 急
又 急 又
急 又 气
又 气 又
气 又 伤心
又 伤心 因
伤心 因 想道
因 想道 纵然
想道 纵然 闹出来
纵然 闹出来 也
闹出来 也 该死
也 该死 在
该死 在 一处
在 一处 真真
一处 真真 男人
真真 男人 没
男人 没 情意
没 情意 先
情意 先 就
先 就 走
就 走 了
走 了 因此
了 因此 又
因此 又 添
又 添 了
添 了 一层
了 一层 气
一层 气 次日
气 次日 便觉
次日 便觉 心内
便觉 心内 不快
心内 不快 支持不住
不快 支持不住 一头
支持不住 一头 躺倒
一头 躺倒 恹恹
躺倒 恹恹 的
恹恹 的 成
的 成 了
成 了 病了
了 病了 鸳鸯
病了 鸳鸯 闻知
鸳鸯 闻知 那边
闻知 那边 无故
那边 无故 走
无故 走 了
走 了 一个
了 一个 小厮
一个 小厮 园内
小厮 园内 司棋
园内 司棋 病重
司棋 病重 要往
病重 要往 外
要往 外 挪
外 挪 心下
挪 心下 料定
