第 37 章
37 章 秋爽斋
章 秋爽斋 偶结
秋爽斋 偶结 海棠
偶结 海棠 社
海棠 社 蘅
社 蘅 芜院
蘅 芜院 夜拟
芜院 夜拟 菊花
夜拟 菊花 题
菊花 题 话
题 话 说
话 说 史湘云
说 史湘云 回家
史湘云 回家 后
回家 后 宝玉
后 宝玉 等
宝玉 等 仍
等 仍 不过
仍 不过 在
不过 在 园中
在 园中 嬉游
园中 嬉游 吟咏
嬉游 吟咏 不提
吟咏 不提 且说
不提 且说 贾政
且说 贾政 自元妃
贾政 自元妃 归省
自元妃 归省 之后
归省 之后 居官
之后 居官 更加
居官 更加 勤慎
更加 勤慎 以期
勤慎 以期 仰答
以期 仰答 皇恩
仰答 皇恩 皇上
皇恩 皇上 见
皇上 见 他
见 他 人品
他 人品 端方
人品 端方 风声
端方 风声 清肃
风声 清肃 虽非
清肃 虽非 科第
虽非 科第 出身
科第 出身 却是
出身 却是 书香
却是 书香 世代
书香 世代 因特
世代 因特 将
因特 将 他
将 他 点
他 点 了
点 了 学差
了 学差 也
学差 也 无非
也 无非 是
无非 是 选拔
是 选拔 真才
选拔 真才 之意
真才 之意 这
之意 这 贾政
这 贾政 只得
贾政 只得 奉
只得 奉 了
奉 了 旨
了 旨 择于
旨 择于 八月
择于 八月 二十日
八月 二十日 起身
二十日 起身 是
起身 是 日
是 日 拜别
日 拜别 过
拜别 过 宗祠
过 宗祠 及
宗祠 及 贾母
及 贾母 便
贾母 便 起身
便 起身 而去
起身 而去 宝玉
而去 宝玉 等
宝玉 等 如何
等 如何 送行
如何 送行 以及
送行 以及 贾政
以及 贾政 出差
贾政 出差 外面
出差 外面 诸事
外面 诸事 不及
诸事 不及 细述
不及 细述 单表
细述 单表 宝玉
单表 宝玉 自
宝玉 自 贾政
自 贾政 起身
贾政 起身 之后
起身 之后 每日
之后 每日 在
每日 在 园中
在 园中 任意
园中 任意 纵性
任意 纵性 游荡
纵性 游荡 真
游荡 真 把
真 把 光阴
把 光阴 虚度
光阴 虚度 岁月
虚度 岁月 空
岁月 空 添
空 添 这日
添 这日 甚觉
这日 甚觉 无聊
甚觉 无聊 便
无聊 便 往
便 往 贾母王
往 贾母王 夫人
贾母王 夫人 处来
夫人 处来 混
处来 混 了
混 了 一
了 一 混
一 混 仍旧
混 仍旧 进园
仍旧 进园 来了
进园 来了 刚换
来了 刚换 了
刚换 了 衣裳
了 衣裳 只见
衣裳 只见 翠墨
只见 翠墨 进来
翠墨 进来 手里
进来 手里 拿着
手里 拿着 一幅
拿着 一幅 花笺
一幅 花笺 送与
花笺 送与 他
送与 他 看
他 看 宝玉
看 宝玉 因道
宝玉 因道 可是
因道 可是 我
可是 我 忘了
我 忘了 才
忘了 才 要
才 要 瞧
要 瞧 瞧
瞧 瞧 三妹妹
瞧 三妹妹 去
三妹妹 去 你
去 你 来
你 来 的
来 的 正好
的 正好 可
正好 可 好些
可 好些 了
好些 了 翠墨
了 翠墨 道
翠墨 道 姑娘
道 姑娘 好了
姑娘 好了 今儿
好了 今儿 也
今儿 也 不
也 不 吃药
不 吃药 了
吃药 了 不过
了 不过 是
不过 是 冷
是 冷 着
冷 着 一点儿
着 一点儿 宝玉
一点儿 宝玉 听说
宝玉 听说 便
听说 便 展开
便 展开 花笺
展开 花笺 看时
花笺 看时 上面
看时 上面 写道
上面 写道 妹探
写道 妹探 谨启
妹探 谨启 二兄文
谨启 二兄文 几
二兄文 几 前夕
几 前夕 新霁
前夕 新霁 月色
新霁 月色 如洗
月色 如洗 因惜
如洗 因惜 清景
因惜 清景 难逢
清景 难逢 未忍
难逢 未忍 就
未忍 就 卧
就 卧 漏
卧 漏 已
漏 已 三
已 三 转
三 转 犹
转 犹 徘徊
犹 徘徊 桐槛
徘徊 桐槛 之下
桐槛 之下 竟为
之下 竟为 风露
竟为 风露 所
风露 所 欺
所 欺 致获
欺 致获 采薪之患
致获 采薪之患 昨亲
采薪之患 昨亲 劳抚嘱
昨亲 劳抚嘱 已
劳抚嘱 已 复遣
已 复遣 侍儿
复遣 侍儿 问
侍儿 问 切
问 切 兼以
切 兼以 鲜荔
兼以 鲜荔 并
鲜荔 并 真卿
并 真卿 墨迹
真卿 墨迹 见
墨迹 见 赐
见 赐 抑何惠
赐 抑何惠 爱之深
抑何惠 爱之深 耶
爱之深 耶 今
耶 今 因伏
今 因伏 几处
因伏 几处 默
几处 默 忽思
默 忽思 历来
忽思 历来 古人
历来 古人 处名
古人 处名 攻利夺
处名 攻利夺 之场
攻利夺 之场 犹置些
之场 犹置些 山
犹置些 山 滴水
山 滴水 之区
滴水 之区 远
之区 远 招近
远 招近 揖
招近 揖 投辖攀辕
揖 投辖攀辕 务结
投辖攀辕 务结 二三
务结 二三 同志
二三 同志 盘桓
同志 盘桓 其中
盘桓 其中 或
其中 或 竖
或 竖 词坛
竖 词坛 或
词坛 或 开吟社
或 开吟社 虽因
开吟社 虽因 一时
虽因 一时 之
一时 之 偶兴
之 偶兴 每成
偶兴 每成 千古
每成 千古 之佳谈
千古 之佳谈 妹
之佳谈 妹 虽
妹 虽 不
虽 不 才
不 才 幸叨
才 幸叨 陪
幸叨 陪 泉石
陪 泉石 之间
泉石 之间 兼慕
之间 兼慕 薛林雅调
兼慕 薛林雅调 风庭
薛林雅调 风庭 月
风庭 月 榭
月 榭 惜
榭 惜 未
惜 未 宴集
未 宴集 诗人
宴集 诗人 帘杏溪桃
诗人 帘杏溪桃 或
帘杏溪桃 或 可醉
或 可醉 飞吟
可醉 飞吟 盏
飞吟 盏 孰谓
盏 孰谓 雄才
孰谓 雄才 莲社
雄才 莲社 独许
莲社 独许 须眉
独许 须眉 不教雅会
须眉 不教雅会 东山
不教雅会 东山 让
东山 让 余
让 余 脂粉
余 脂粉 耶
脂粉 耶 若蒙造
耶 若蒙造 雪
若蒙造 雪 而
雪 而 来
而 来 敢请
来 敢请 扫花
敢请 扫花 以
扫花 以 俟
以 俟 谨启
俟 谨启 宝玉
谨启 宝玉 看了
宝玉 看了 不觉
看了 不觉 喜的
不觉 喜的 拍手
喜的 拍手 笑道
拍手 笑道 倒是
笑道 倒是 三妹妹
倒是 三妹妹 高雅
三妹妹 高雅 我
高雅 我 如今
我 如今 就
如今 就 去
就 去 商议
去 商议 一面
商议 一面 说
一面 说 一面
说 一面 就
一面 就 走
就 走 翠墨
走 翠墨 跟
翠墨 跟 在
跟 在 后面
