第 61 章
61 章 投鼠忌器
章 投鼠忌器 宝玉
投鼠忌器 宝玉 瞒
宝玉 瞒 赃
瞒 赃 判冤
赃 判冤 决狱
判冤 决狱 平儿
决狱 平儿 行权
平儿 行权 话
行权 话 说
话 说 那
说 那 柳家的
那 柳家的 听了
柳家的 听了 这
听了 这 小么儿
这 小么儿 一席话
小么儿 一席话 笑道
一席话 笑道 好
笑道 好 猴儿
好 猴儿 崽子
猴儿 崽子 你
崽子 你 亲
你 亲 婶子
亲 婶子 找
婶子 找 野老
找 野老 儿去
野老 儿去 了
儿去 了 你
了 你 不多
你 不多 得
不多 得 一个
得 一个 叔叔
一个 叔叔 吗
叔叔 吗 有
吗 有 什么
有 什么 疑
什么 疑 的
疑 的 别
的 别 叫
别 叫 我
叫 我 把
我 把 你
把 你 头上
你 头上 的
头上 的 杩
的 杩 子
杩 子 盖
子 盖 揪
盖 揪 下来
揪 下来 还
下来 还 不
还 不 开门
不 开门 让
开门 让 我
让 我 进去
我 进去 呢
进去 呢 那
呢 那 小厮
那 小厮 且
小厮 且 不
且 不 推门
不 推门 又
推门 又 拉
又 拉 着
拉 着 笑道
着 笑道 好
笑道 好 婶子
好 婶子 你
婶子 你 这
你 这 一
这 一 进去
一 进去 好歹
进去 好歹 偷
好歹 偷 几个
偷 几个 杏儿
几个 杏儿 出来
杏儿 出来 赏
出来 赏 我
赏 我 吃
我 吃 我
吃 我 这里
我 这里 老
这里 老 等
老 等 你
等 你 要
你 要 忘了
要 忘了 日后
忘了 日后 半夜三更
日后 半夜三更 打酒
半夜三更 打酒 买油
打酒 买油 的
买油 的 我
的 我 不
我 不 给
不 给 你老
给 你老 人家
你老 人家 开门
人家 开门 也
开门 也 不
也 不 答应
不 答应 你
答应 你 随
你 随 你
随 你 干
你 干 叫
干 叫 去
叫 去 柳氏
去 柳氏 啐
柳氏 啐 道
啐 道 发了
道 发了 昏
发了 昏 的
昏 的 今年
的 今年 还
今年 还 比
还 比 往年
比 往年 把
往年 把 这
把 这 些
这 些 东西
些 东西 都
东西 都 分给
都 分给 了
分给 了 众
了 众 妈妈
众 妈妈 了
妈妈 了 一个个
了 一个个 的
一个个 的 不
的 不 像
不 像 抓破
像 抓破 了
抓破 了 脸
了 脸 的
脸 的 人
的 人 打
人 打 树底下
打 树底下 一
树底下 一 过
一 过 两眼
过 两眼 就
两眼 就 像
就 像 那
像 那 黧鸡
那 黧鸡 似的
黧鸡 似的 还动
似的 还动 他的
还动 他的 果子
他的 果子 可是
果子 可是 你
可是 你 舅母
你 舅母 姨娘
舅母 姨娘 两三个
