第 50 章
50 章 芦雪庭
章 芦雪庭 争联
芦雪庭 争联 即景
争联 即景 诗
即景 诗 暖
诗 暖 香坞
暖 香坞 雅制
香坞 雅制 春
雅制 春 灯谜
春 灯谜 话
灯谜 话 说
话 说 薛宝钗
说 薛宝钗 道
薛宝钗 道 到底
道 到底 分
到底 分 个
分 个 次序
个 次序 让
次序 让 我
让 我 写
我 写 出来
写 出来 说着
出来 说着 便令
说着 便令 众人
便令 众人 拈阄
众人 拈阄 为序
拈阄 为序 起首
为序 起首 恰是
起首 恰是 李氏
恰是 李氏 然后
李氏 然后 按次
然后 按次 各
按次 各 各
各 各 开出
各 开出 凤姐儿
开出 凤姐儿 道
凤姐儿 道 既
道 既 这么
既 这么 说
这么 说 我
说 我 也说
我 也说 一句
也说 一句 在
一句 在 上头
在 上头 众人
上头 众人 都
众人 都 笑
都 笑 起来
笑 起来 了
起来 了 说
了 说 这么
说 这么 更妙
这么 更妙 了
更妙 了 宝钗
了 宝钗 将
宝钗 将 稻香
将 稻香 老农
稻香 老农 之上
老农 之上 补
之上 补 了
补 了 一个
了 一个 凤
一个 凤 字
凤 字 李纨
字 李纨 又
李纨 又 将
又 将 题目
将 题目 讲
题目 讲 给
讲 给 他
给 他 听
他 听 凤姐儿
听 凤姐儿 想
凤姐儿 想 了
想 了 半天
了 半天 笑道
半天 笑道 你们
笑道 你们 别
你们 别 笑话
别 笑话 我
笑话 我 我
我 我 只有
我 只有 了
只有 了 一句
了 一句 粗话
一句 粗话 可是
粗话 可是 五个
可是 五个 字
五个 字 的
字 的 下剩
的 下剩 的
下剩 的 我
的 我 就
我 就 不
就 不 知道
不 知道 了
知道 了 众人
了 众人 都
众人 都 笑道
都 笑道 越是
笑道 越是 粗话
越是 粗话 越
粗话 越 好
越 好 你说
好 你说 了
你说 了 就
了 就 只管
就 只管 干
只管 干 正事
干 正事 去罢
正事 去罢 凤姐儿
去罢 凤姐儿 笑道
凤姐儿 笑道 想
笑道 想 下雪
想 下雪 必刮
下雪 必刮 北风
必刮 北风 昨夜
北风 昨夜 听见
昨夜 听见 一夜
听见 一夜 的
一夜 的 北风
的 北风 我
北风 我 有
我 有 一句
有 一句 这
一句 这 一句
这 一句 就是
一句 就是 一夜
就是 一夜 北风
一夜 北风 紧
北风 紧 使得
紧 使得 使不得
使得 使不得 我
使不得 我 就
我 就 不管
就 不管 了
不管 了 众人
了 众人 听说
众人 听说 都
听说 都 相视
都 相视 笑道
相视 笑道 这句
笑道 这句 虽
这句 虽 粗
虽 粗 不见
粗 不见 底下
不见 底下 的
底下 的 这
的 这 正是
这 正是 会
正是 会 作诗
会 作诗 的
作诗 的 起法
的 起法 不但
起法 不但 好
不但 好 而
好 而 且
而 且 留
且 留 了
留 了 写
了 写 不尽
写 不尽 的
不尽 的 多少
的 多少 地步
多少 地步 与
地步 与 后人
与 后人 就是
后人 就是 这句
就是 这句 为首
这句 为首 稻香
为首 稻香 老农
稻香 老农 快
老农 快 写
快 写 上
写 上 续
上 续 下去
续 下去 凤
下去 凤 姐儿
凤 姐儿 和
姐儿 和 李婶娘
和 李婶娘 平儿
李婶娘 平儿 又
平儿 又 吃
又 吃 了
吃 了 两
了 两 杯酒
两 杯酒 自去
杯酒 自去 了
自去 了 这里
了 这里 李纨
这里 李纨 就
李纨 就 写
就 写 了
写 了 一夜
了 一夜 北风
一夜 北风 紧
北风 紧 自己
紧 自己 联道
自己 联道 开门
联道 开门 雪尚
开门 雪尚 飘
雪尚 飘 入泥怜
飘 入泥怜 洁白
入泥怜 洁白 香菱
洁白 香菱 道
香菱 道 匝地
道 匝地 惜
匝地 惜 琼瑶
惜 琼瑶 有意
琼瑶 有意 荣
有意 荣 枯草
荣 枯草 探春
枯草 探春 道
探春 道 无心
道 无心 饰
无心 饰 萎苗
饰 萎苗 价高
萎苗 价高 村酿
价高 村酿 熟
村酿 熟 李绮
熟 李绮 道
李绮 道 年稔
道 年稔 府
年稔 府 粱
府 粱 饶
粱 饶 葭
饶 葭 动灰飞管
葭 动灰飞管 李纹
动灰飞管 李纹 道
李纹 道 阳回
道 阳回 斗转
阳回 斗转 杓
斗转 杓 寒山
杓 寒山 已
寒山 已 失翠
已 失翠 岫
失翠 岫 烟道
岫 烟道 冻浦
烟道 冻浦 不生潮
冻浦 不生潮 易挂
不生潮 易挂 疏枝
易挂 疏枝 柳
疏枝 柳 湘云
柳 湘云 道
湘云 道 难堆
道 难堆 破叶蕉
难堆 破叶蕉 麝
破叶蕉 麝 煤融
麝 煤融 宝鼎
煤融 宝鼎 宝琴
宝鼎 宝琴 道
宝琴 道 绮袖
道 绮袖 笼金
绮袖 笼金 貂
笼金 貂 光夺
貂 光夺 窗前
光夺 窗前 镜
窗前 镜 黛玉
镜 黛玉 道
黛玉 道 香
道 香 粘
香 粘 壁上
粘 壁上 椒
壁上 椒 斜风
椒 斜风 仍
斜风 仍 故故
仍 故故 宝玉
故故 宝玉 道
宝玉 道 清梦转
道 清梦转 聊聊
清梦转 聊聊 何处
聊聊 何处 梅花
何处 梅花 笛
梅花 笛 宝钗
笛 宝钗 道
宝钗 道 谁家
道 谁家 碧玉
谁家 碧玉 箫
碧玉 箫 鳌
箫 鳌 愁坤轴陷
鳌 愁坤轴陷 李纨
愁坤轴陷 李纨 笑道
李纨 笑道 我
笑道 我 替
我 替 你们
替 你们 看热酒
你们 看热酒 去罢
看热酒 去罢 宝钗
去罢 宝钗 命
宝钗 命 宝琴
命 宝琴 续联
宝琴 续联 只见
续联 只见 湘云
只见 湘云 起来
湘云 起来 道
起来 道 龙斗
道 龙斗 阵云
龙斗 阵云 销
阵云 销 野岸
销 野岸 回
野岸 回 孤
回 孤 棹
孤 棹 宝琴
棹 宝琴 也
宝琴 也 联道
也 联道 吟
联道 吟 鞭
吟 鞭 指
鞭 指 灞桥
指 灞桥 赐
灞桥 赐 裘怜
赐 裘怜 抚戍
裘怜 抚戍 湘云
抚戍 湘云 那里
湘云 那里 肯
那里 肯 让
肯 让 人
让 人 且
人 且 别人
且 别人 也
别人 也 不如
也 不如 他
不如 他 敏捷
他 敏捷 都
敏捷 都 看
都 看 他
看 他 扬眉
他 扬眉 挺身
扬眉 挺身 的
挺身 的 说道
的 说道 加絮念征
说道 加絮念征 徭
加絮念征 徭 坳
徭 坳 垤
坳 垤 审夷险
垤 审夷险 宝钗
审夷险 宝钗 连声
宝钗 连声 赞好
连声 赞好 也
赞好 也 便
也 便 联道
便 联道 枝柯
联道 枝柯 怕
枝柯 怕 动摇
怕 动摇 皑皑
动摇 皑皑 轻
皑皑 轻 趁步
轻 趁步 黛玉
趁步 黛玉 忙
黛玉 忙 联道
忙 联道 剪剪
联道 剪剪 舞随
剪剪 舞随 腰
舞随 腰 苦茗成
腰 苦茗成 新赏
苦茗成 新赏 一面
新赏 一面 说
一面 说 一面
说 一面 推
一面 推 宝玉
推 宝玉 命
宝玉 命 他
命 他 联
他 联 宝玉
联 宝玉 正看
宝玉 正看 宝琴
正看 宝琴 宝钗
宝琴 宝钗 黛玉
宝钗 黛玉 三人共战
黛玉 三人共战 湘云
三人共战 湘云 十分
