第 46 章
46 章 尴尬
章 尴尬 人
尴尬 人 难免
人 难免 尴尬事
难免 尴尬事 鸳鸯
尴尬事 鸳鸯 女誓
鸳鸯 女誓 绝
女誓 绝 鸳鸯
绝 鸳鸯 偶
鸳鸯 偶 话
偶 话 说
话 说 黛玉
说 黛玉 直到
黛玉 直到 四
直到 四 更
四 更 将
更 将 阑
将 阑 方
阑 方 渐渐
方 渐渐 的
渐渐 的 睡去
的 睡去 暂且
睡去 暂且 无
暂且 无 话
无 话 如今
话 如今 且说
如今 且说 凤姐儿
且说 凤姐儿 因见
凤姐儿 因见 邢夫人
因见 邢夫人 叫
邢夫人 叫 他
叫 他 不知
他 不知 何事
不知 何事 忙
何事 忙 另
忙 另 穿戴
另 穿戴 了
穿戴 了 一番
了 一番 坐车
一番 坐车 过来
坐车 过来 邢
过来 邢 夫人
邢 夫人 将
夫人 将 房内
将 房内 人遣
房内 人遣 出
人遣 出 悄悄
出 悄悄 向
悄悄 向 凤姐儿
向 凤姐儿 道
凤姐儿 道 叫
道 叫 你
叫 你 来
你 来 不
来 不 为
不 为 别的
为 别的 有
别的 有 一件
有 一件 为难
一件 为难 的
为难 的 事
的 事 老爷
事 老爷 托
老爷 托 我
托 我 我
我 我 不得
我 不得 主意
不得 主意 先
主意 先 和
先 和 你
和 你 商议
你 商议 老爷
商议 老爷 因
老爷 因 看上
因 看上 了
看上 了 老太太
了 老太太 屋里
老太太 屋里 的
屋里 的 鸳鸯
的 鸳鸯 要
鸳鸯 要 他
要 他 在
他 在 房里
在 房里 叫
房里 叫 我
叫 我 和
我 和 老太太
和 老太太 讨去
老太太 讨去 我想
讨去 我想 这
我想 这 倒是
这 倒是 常有
倒是 常有 的
常有 的 事
的 事 就
事 就 怕
就 怕 老太太
怕 老太太 不
老太太 不 给
不 给 你
给 你 可
你 可 有
可 有 法子
有 法子 办
法子 办 这件
办 这件 事
这件 事 么
事 么 凤姐儿
么 凤姐儿 听了
凤姐儿 听了 忙
听了 忙 陪笑
忙 陪笑 道
陪笑 道 依
道 依 我
依 我 说
我 说 竟
说 竟 别碰
竟 别碰 这个
别碰 这个 钉子
这个 钉子 去
钉子 去 老太太
去 老太太 离
老太太 离 了
离 了 鸳鸯
了 鸳鸯 饭
鸳鸯 饭 也
饭 也 吃不下
也 吃不下 去
吃不下 去 那里
去 那里 就
那里 就 舍得
就 舍得 了
舍得 了 况且
了 况且 平日
况且 平日 说起
平日 说起 闲话
说起 闲话 来
闲话 来 老太太
来 老太太 常说
老太太 常说 老爷
常说 老爷 如今
老爷 如今 上
如今 上 了
上 了 年纪
了 年纪 做
年纪 做 什么
做 什么 左
什么 左 一个
左 一个 右
一个 右 一个
右 一个 的
一个 的 放在
的 放在 屋里
放在 屋里 头宗
屋里 头宗 耽误
头宗 耽误 了
耽误 了 人家
了 人家 的
人家 的 女孩儿
的 女孩儿 二则
女孩儿 二则 放着
二则 放着 身
放着 身 子
身 子 不
子 不 保养
不 保养 官儿
保养 官儿 也
官儿 也 不
也 不 好生
不 好生 做
好生 做 成日
做 成日 和
成日 和 小老婆
和 小老婆 喝酒
小老婆 喝酒 太太
喝酒 太太 听听
太太 听听 很
听听 很 喜欢
很 喜欢 咱们
喜欢 咱们 老爷
咱们 老爷 么
老爷 么 这会子
么 这会子 躲
这会子 躲 还
躲 还 怕
还 怕 躲
怕 躲 不及
躲 不及 这
不及 这 不是
这 不是 拿草
不是 拿草 棍儿
拿草 棍儿 戳
棍儿 戳 老虎
戳 老虎 的
老虎 的 鼻子眼儿
的 鼻子眼儿 去
鼻子眼儿 去 吗
去 吗 太太
吗 太太 别恼
太太 别恼 我
别恼 我 是
我 是 不敢
是 不敢 去
不敢 去 的
去 的 明放
的 明放 着
明放 着 不中用
着 不中用 而且
不中用 而且 反
而且 反 招出
反 招出 没意思
招出 没意思 来
没意思 来 老爷
来 老爷 如今
老爷 如今 上
如今 上 了
上 了 年纪
了 年纪 行事
年纪 行事 不免
行事 不免 有点儿
不免 有点儿 背晦
有点儿 背晦 太太
背晦 太太 劝劝
太太 劝劝 才
劝劝 才 是
才 是 比
是 比 不得
比 不得 年轻
不得 年轻 做
年轻 做 这些
做 这些 事
这些 事 无碍
事 无碍 如今
无碍 如今 兄弟
如今 兄弟 侄儿
兄弟 侄儿 儿子
侄儿 儿子 孙子
儿子 孙子 一大群
孙子 一大群 还
一大群 还 这么
还 这么 闹起来
这么 闹起来 怎么
闹起来 怎么 见
怎么 见 人
见 人 呢
人 呢 邢夫人
呢 邢夫人 冷笑
邢夫人 冷笑 道
冷笑 道 大家
道 大家 子
大家 子 三房
子 三房 四妾
三房 四妾 的
四妾 的 也
的 也 多
也 多 偏
多 偏 咱们
偏 咱们 就
咱们 就 使不得
就 使不得 我
使不得 我 劝
我 劝 了
劝 了 也
了 也 未必
也 未必 依
未必 依 就是
依 就是 老太太
就是 老太太 心爱
老太太 心爱 的
心爱 的 丫头
的 丫头 这么
丫头 这么 胡子
这么 胡子 苍白
胡子 苍白 了
苍白 了 又
了 又 做了
又 做了 官
做了 官 的
官 的 一个
的 一个 大儿子
一个 大儿子 要
大儿子 要 了
要 了 做
了 做 屋里人
做 屋里人 也
屋里人 也 未必
也 未必 好
未必 好 驳回
好 驳回 的
驳回 的 我
的 我 叫
我 叫 了
叫 了 你
了 你 来
你 来 不过
来 不过 商
不过 商 议
商 议 商议
议 商议 你
商议 你 先派
你 先派 了
先派 了 一篇
了 一篇 的
一篇 的 不是
的 不是 也有
不是 也有 叫
也有 叫 你
叫 你 去
你 去 的
去 的 理
的 理 自然
理 自然 是
自然 是 我
是 我 说
我 说 去
说 去 你
去 你 倒
你 倒 说
倒 说 我
说 我 不
我 不 劝
不 劝 你
劝 你 还是
你 还是 不知
还是 不知 老爷
不知 老爷 那
老爷 那 性子
那 性子 的
性子 的 劝
的 劝 不成
劝 不成 先
不成 先 和
先 和 我
和 我 闹起来
我 闹起来 凤姐
闹起来 凤姐 知道
凤姐 知道 邢夫人
知道 邢夫人 禀性
邢夫人 禀性 愚弱
禀性 愚弱 只知
愚弱 只知 奉承
只知 奉承 贾赦
奉承 贾赦 以
贾赦 以 自保
以 自保 次则婪
自保 次则婪 取
次则婪 取 财货
取 财货 为
财货 为 自得
为 自得 家下
自得 家下 一应
家下 一应 大小
一应 大小 事务
大小 事务 俱
事务 俱 由
俱 由 贾赦
由 贾赦 摆布
贾赦 摆布 凡
摆布 凡 出入
凡 出入 银钱
出入 银钱 一经
银钱 一经 他的
一经 他的 手
他的 手 便
手 便 克扣
便 克扣 异常
克扣 异常 以
异常 以 贾赦
以 贾赦 浪费
贾赦 浪费 为
浪费 为 名
为 名 须
名 须 得
须 得 我
得 我 就
我 就 中
就 中 俭省
中 俭省 方可
俭省 方可 偿补
方可 偿补 儿女
偿补 儿女 奴仆
儿女 奴仆 一人
奴仆 一人 不靠
一人 不靠 一言
不靠 一言 不
一言 不 听
不 听 如今
听 如今 又
如今 又 听
又 听 说
听 说 如此
说 如此 的话
如此 的话 便知
的话 便知 他
便知 他 又
他 又 弄
又 弄 左性子
弄 左性子 劝
左性子 劝 也
劝 也 不中用
也 不中用 了
不中用 了 连忙
了 连忙 陪笑
连忙 陪笑 说道
陪笑 说道 太太
说道 太太 这话
太太 这话 说的
这话 说的 极是
说的 极是 我
极是 我 能活
我 能活 了
能活 了 多大
了 多大 知道
多大 知道 什么
知道 什么 轻重
什么 轻重 想来
轻重 想来 父母
想来 父母 跟前
父母 跟前 别说
跟前 别说 一个
别说 一个 丫头
一个 丫头 就是
丫头 就是 那么
就是 那么 大
那么 大 的
大 的 一个
的 一个 活
一个 活 宝贝
活 宝贝 不
宝贝 不 给
不 给 老爷
给 老爷 给
老爷 给 谁
给 谁 背地里
谁 背地里 的话
背地里 的话 那里
的话 那里 信
那里 信 的
信 的 我
的 我 竟是
我 竟是 个
竟是 个 傻子
个 傻子 拿着
傻子 拿着 二爷
拿着 二爷 说
二爷 说 起
说 起 或
起 或 有
或 有 日
有 日 得
日 得 了
得 了 不是
了 不是 老爷
不是 老爷 太太
老爷 太太 恨
太太 恨 的
恨 的 那样
的 那样 恨不得
那样 恨不得 立刻
恨不得 立刻 拿来
立刻 拿来 一下子
拿来 一下子 打死
一下子 打死 及至
打死 及至 见
及至 见 了
见 了 面
了 面 也罢
面 也罢 了
也罢 了 依旧
了 依旧 拿着
依旧 拿着 老爷
拿着 老爷 太太
老爷 太太 心爱
太太 心爱 的
心爱 的 东西
的 东西 赏
东西 赏 他
赏 他 如今
他 如今 老太太
如今 老太太 待
老太太 待 老爷
待 老爷 自然
老爷 自然 也是
自然 也是 这么
也是 这么 着
这么 着 依
着 依 我
依 我 说
我 说 老太太
说 老太太 今儿
老太太 今儿 喜欢
今儿 喜欢 要讨
喜欢 要讨 今儿
要讨 今儿 就
今儿 就 讨去
就 讨去 我先
讨去 我先 过去
我先 过去 哄
过去 哄 着
哄 着 老太太
着 老太太 等
老太太 等 太太
等 太太 过去
太太 过去 了
过去 了 我
了 我 搭讪
我 搭讪 着
搭讪 着 走开
着 走开 把
走开 把 屋子里
把 屋子里 的
屋子里 的 人
的 人 我
人 我 也
我 也 带开
也 带开 太太
带开 太太 好
太太 好 和
好 和 老太太
和 老太太 说
老太太 说 给
说 给 了
给 了 更好
了 更好 不
更好 不 给
不 给 也
给 也 没
也 没 妨碍
没 妨碍 众人
妨碍 众人 也
众人 也 不能
也 不能 知道
不能 知道 邢夫人
知道 邢夫人 见
邢夫人 见 他
见 他 这般
他 这般 说
这般 说 便
说 便 又
便 又 喜欢
又 喜欢 起来
喜欢 起来 又
起来 又 告诉
又 告诉 他
告诉 他 道
他 道 我的
道 我的 主意
我的 主意 先
主意 先 不
先 不 和
不 和 老太太
和 老太太 说
老太太 说 老太太
说 老太太 说
老太太 说 不
说 不 给
不 给 这事
给 这事 就
这事 就 死了
就 死了 我
死了 我 心里
我 心里 想着
心里 想着 先悄
想着 先悄 悄
先悄 悄 的
悄 的 和
的 和 鸳鸯
和 鸳鸯 说
鸳鸯 说 他
说 他 虽
他 虽 害臊
虽 害臊 我
害臊 我 细细的
我 细细的 告诉
细细的 告诉 了
告诉 了 他
了 他 他
他 他 要是
他 要是 不
要是 不 言语
不 言语 就
言语 就 妥
就 妥 了
妥 了 那时
了 那时 再
那时 再 和
再 和 老太太
和 老太太 说
老太太 说 老太太
说 老太太 虽
老太太 虽 不依
虽 不依 搁不住
不依 搁不住 他
搁不住 他 愿意
他 愿意 常言
愿意 常言 人去
常言 人去 不中
人去 不中 留
不中 留 自然
留 自然 这
自然 这 就
这 就 妥
就 妥 了
妥 了 凤姐儿
了 凤姐儿 笑道
凤姐儿 笑道 到底
笑道 到底 是
到底 是 太太
是 太太 有
太太 有 智谋
有 智谋 这是
智谋 这是 千妥
这是 千妥 万妥
千妥 万妥 别说
万妥 别说 是
别说 是 鸳鸯
是 鸳鸯 凭
鸳鸯 凭 他
凭 他 是
他 是 谁
是 谁 那一
谁 那一 个
那一 个 不想
个 不想 巴高望上
不想 巴高望上 不想
巴高望上 不想 出头
不想 出头 的
出头 的 放着
的 放着 半个
放着 半个 主子
半个 主子 不
主子 不 做
不 做 倒
做 倒 愿意
倒 愿意 做
愿意 做 丫头
做 丫头 将来
丫头 将来 配个
将来 配个 小子
配个 小子 就
小子 就 完
就 完 了
完 了 呢
了 呢 邢夫人
呢 邢夫人 笑道
邢夫人 笑道 正是
笑道 正是 这个
正是 这个 话
这个 话 了
话 了 别说
了 别说 鸳鸯
别说 鸳鸯 就是
鸳鸯 就是 那些
就是 那些 执事
那些 执事 的
执事 的 大
的 大 丫头
大 丫头 谁
丫头 谁 不
谁 不 愿意
不 愿意 这样
愿意 这样 呢
这样 呢 你
呢 你 先
你 先 过去
先 过去 别露
过去 别露 一点
别露 一点 风声
一点 风声 我
风声 我 吃
我 吃 了
吃 了 晚饭
了 晚饭 就
晚饭 就 过来
就 过来 凤姐儿
过来 凤姐儿 暗想
凤姐儿 暗想 鸳鸯
暗想 鸳鸯 素昔
鸳鸯 素昔 是
素昔 是 个
是 个 极
个 极 有
极 有 心胸
有 心胸 气性
心胸 气性 的
气性 的 丫头
的 丫头 虽
丫头 虽 如此
虽 如此 说
如此 说 保
说 保 不严
保 不严 他
不严 他 愿意
他 愿意 不
愿意 不 愿意
不 愿意 我先
愿意 我先 过去
我先 过去 了
过去 了 太太
了 太太 后
太太 后 过去
后 过去 他
过去 他 要
他 要 依
要 依 了
依 了 便
了 便 没
便 没 的话
没 的话 说
的话 说 倘或
说 倘或 不依
倘或 不依 太太
不依 太太 是
太太 是 多
是 多 疑
多 疑 的
疑 的 人
的 人 只怕
人 只怕 疑
只怕 疑 我
疑 我 走
我 走 了
走 了 风声
了 风声 叫
风声 叫 他
叫 他 拿腔作势
他 拿腔作势 的
拿腔作势 的 那时
的 那时 太太
那时 太太 又见
太太 又见 应
又见 应 了
应 了 我
了 我 的话
我 的话 羞恼
的话 羞恼 变
羞恼 变 成怒
变 成怒 拿
成怒 拿 我
拿 我 出起
我 出起 气来
出起 气来 倒
气来 倒 没意思
倒 没意思 不
没意思 不 如同
不 如同 着
如同 着 一齐
着 一齐 过去
一齐 过去 了
过去 了 他
了 他 依
他 依 也罢
依 也罢 不依
也罢 不依 也罢
不依 也罢 就疑
也罢 就疑 不
就疑 不 到
不 到 我
到 我 身上
我 身上 了
身上 了 想
了 想 毕
想 毕 因
毕 因 笑道
因 笑道 才
笑道 才 我
才 我 临来
我 临来 舅母
临来 舅母 那边
舅母 那边 送了
那边 送了 两
送了 两 笼子
两 笼子 鹌鹑
笼子 鹌鹑 我
鹌鹑 我 吩咐
我 吩咐 他
吩咐 他 们
他 们 炸
们 炸 了
炸 了 原要
了 原要 赶
原要 赶 太太
赶 太太 晚饭
太太 晚饭 上
晚饭 上 送过来
上 送过来 我
送过来 我 才
我 才 进
才 进 大门
进 大门 时
大门 时 见
时 见 小子
见 小子 们
小子 们 抬车
们 抬车 说
抬车 说 太太
说 太太 的
太太 的 车拔
的 车拔 了
车拔 了 缝
了 缝 拿去
缝 拿去 收拾
拿去 收拾 去了
收拾 去了 不如
去了 不如 这会子
不如 这会子 坐
这会子 坐 了
坐 了 我的
了 我的 车
我的 车 一齐
车 一齐 过去
一齐 过去 倒好
过去 倒好 邢夫人
倒好 邢夫人 听了
邢夫人 听了 便命
听了 便命 人来
便命 人来 换
人来 换 衣裳
换 衣裳 凤姐
衣裳 凤姐 忙
凤姐 忙 着
忙 着 伏侍
着 伏侍 了
伏侍 了 一回
了 一回 娘儿
一回 娘儿 两个
娘儿 两个 坐车
两个 坐车 过来
坐车 过来 凤姐儿
过来 凤姐儿 又
凤姐儿 又 说道
又 说道 太太
说道 太太 过
太太 过 老太太
过 老太太 那里
老太太 那里 去
那里 去 我要
去 我要 跟
我要 跟 了
跟 了 去
了 去 老太太
去 老太太 要
老太太 要 问起
要 问起 我
问起 我 过来
我 过来 做
过来 做 什么
做 什么 那
什么 那 倒
那 倒 不好
倒 不好 不如
不好 不如 太太
不如 太太 先
太太 先 去
先 去 我脱
去 我脱 了
我脱 了 衣裳
了 衣裳 再来
衣裳 再来 邢夫人
再来 邢夫人 听了
邢夫人 听了 有理
听了 有理 便
有理 便 自往
便 自往 贾母
自往 贾母 处来
贾母 处来 和
处来 和 贾母
和 贾母 说
贾母 说 了
说 了 一回
了 一回 闲话
一回 闲话 儿
闲话 儿 便
儿 便 出来
便 出来 假托
出来 假托 往
假托 往 王夫人
往 王夫人 屋里
王夫人 屋里 去
屋里 去 从后
去 从后 屋门
从后 屋门 出去
屋门 出去 打
出去 打 鸳鸯
打 鸳鸯 的
鸳鸯 的 卧房
的 卧房 门前
卧房 门前 过
门前 过 只见
过 只见 鸳鸯
只见 鸳鸯 正
鸳鸯 正 坐在
正 坐在 那里
坐在 那里 做针线
那里 做针线 见
做针线 见 了
见 了 邢夫人
了 邢夫人 站
邢夫人 站 起来
站 起来 邢夫人
起来 邢夫人 笑道
邢夫人 笑道 做
笑道 做 什么
做 什么 呢
什么 呢 一面
呢 一面 说
一面 说 一面
说 一面 便
一面 便 过来
便 过来 接
过来 接 他
接 他 手内
他 手内 的
手内 的 针线
的 针线 道
针线 道 我
道 我 看看
我 看看 你
看看 你 扎
你 扎 的
扎 的 花儿
的 花儿 看了
花儿 看了 一看
看了 一看 又
一看 又 道
又 道 越发
道 越发 好了
越发 好了 遂
好了 遂 放下
遂 放下 针线
放下 针线 又
针线 又 浑身
又 浑身 打量
浑身 打量 只见
打量 只见 他
只见 他 穿着
他 穿着 半新
穿着 半新 的
半新 的 藕色
的 藕色 绫袄
藕色 绫袄 青缎
绫袄 青缎 掐
青缎 掐 牙
掐 牙 坎肩
牙 坎肩 儿
坎肩 儿 下面
儿 下面 水绿
下面 水绿 裙子
水绿 裙子 蜂腰
裙子 蜂腰 削背
蜂腰 削背 鸭蛋脸
削背 鸭蛋脸 乌油
鸭蛋脸 乌油 头发
乌油 头发 高高的
头发 高高的 鼻子
高高的 鼻子 两边
