第 69 章
69 章 弄
章 弄 小巧
弄 小巧 用
小巧 用 借剑杀人
用 借剑杀人 觉
借剑杀人 觉 大限
觉 大限 吞生
大限 吞生 金自逝
吞生 金自逝 话
金自逝 话 说
话 说 尤二姐
说 尤二姐 听了
尤二姐 听了 又
听了 又 感谢
又 感谢 不尽
感谢 不尽 只得
不尽 只得 跟
只得 跟 了
跟 了 他
了 他 来
他 来 尤氏
来 尤氏 那边
尤氏 那边 怎好
那边 怎好 不
怎好 不 过来
不 过来 呢
过来 呢 少
呢 少 不
少 不 得
不 得 也
得 也 过来
也 过来 跟着
过来 跟着 凤姐
跟着 凤姐 去
凤姐 去 回
去 回 凤姐
回 凤姐 笑
凤姐 笑 说
笑 说 你
说 你 只别
你 只别 说话
只别 说话 等
说话 等 我
等 我 去
我 去 说
去 说 尤氏
说 尤氏 道
尤氏 道 这个
道 这个 自然
这个 自然 但
自然 但 有了
但 有了 不是
有了 不是 往
不是 往 你
往 你 身上
你 身上 推
身上 推 就是了
推 就是了 说着
就是了 说着 大家
说着 大家 先至
大家 先至 贾母
先至 贾母 屋里
贾母 屋里 正值
屋里 正值 贾母
正值 贾母 和
贾母 和 园里
和 园里 姐妹
园里 姐妹 们
姐妹 们 说
们 说 笑
说 笑 解闷
笑 解闷 儿
解闷 儿 忽见
儿 忽见 凤姐
忽见 凤姐 带了
凤姐 带了 一个
带了 一个 绝
一个 绝 标致
绝 标致 的
标致 的 小
的 小 媳妇儿
小 媳妇儿 进来
媳妇儿 进来 忙觑
进来 忙觑 着眼
忙觑 着眼 瞧
着眼 瞧 说
瞧 说 这是
说 这是 谁家
这是 谁家 的
谁家 的 孩子
的 孩子 好
孩子 好 可怜见
好 可怜见 儿
可怜见 儿 的
儿 的 凤姐
的 凤姐 上来
凤姐 上来 笑道
上来 笑道 老祖宗
笑道 老祖宗 细细的
老祖宗 细细的 看看
细细的 看看 好
看看 好 不
好 不 好
不 好 说着
好 说着 忙拉二
说着 忙拉二 姐儿
忙拉二 姐儿 说
姐儿 说 这是
说 这是 太
这是 太 婆婆
太 婆婆 了
婆婆 了 快
了 快 磕头
快 磕头 二
磕头 二 姐儿
二 姐儿 忙行
姐儿 忙行 了
忙行 了 大礼
了 大礼 凤姐
大礼 凤姐 又
凤姐 又 指着
又 指着 众
指着 众 姐妹
众 姐妹 说
姐妹 说 这是
说 这是 某人
这是 某人 某人
某人 某人 太太
某人 太太 瞧过
太太 瞧过 回来
瞧过 回来 好见
回来 好见 礼
好见 礼 二
礼 二 姐儿
二 姐儿 听了
姐儿 听了 只得
听了 只得 又
只得 又 从
又 从 新
从 新 故意
新 故意 的
故意 的 问过
的 问过 垂头
问过 垂头 站
垂头 站 在
站 在 旁边
在 旁边 贾母
旁边 贾母 上下
贾母 上下 瞧了
上下 瞧了 瞧
瞧了 瞧 仰着
瞧 仰着 脸
仰着 脸 想
脸 想 了
想 了 想
了 想 因
想 因 又
因 又 笑
又 笑 问
笑 问 这
问 这 孩子
这 孩子 我
孩子 我 倒像
我 倒像 那里
倒像 那里 见过
那里 见过 他
见过 他 好
他 好 眼熟
好 眼熟 啊
眼熟 啊 凤姐
啊 凤姐 忙
凤姐 忙 又
忙 又 笑
又 笑 说
笑 说 老祖宗
说 老祖宗 且别
老祖宗 且别 讲
且别 讲 那些
讲 那些 只说
那些 只说 比
只说 比 我俊不俊
比 我俊不俊 贾母
我俊不俊 贾母 又
贾母 又 带上
又 带上 眼镜
带上 眼镜 命
眼镜 命 鸳鸯
命 鸳鸯 琥珀
鸳鸯 琥珀 把
琥珀 把 那
把 那 孩子
那 孩子 拉过来
孩子 拉过来 我
拉过来 我 瞧瞧
我 瞧瞧 肉皮儿
瞧瞧 肉皮儿 众人
肉皮儿 众人 都
众人 都 抿着嘴
都 抿着嘴 儿笑
抿着嘴 儿笑 推他
儿笑 推他 上去
推他 上去 贾母
上去 贾母 细
贾母 细 瞧了
细 瞧了 一遍
瞧了 一遍 又
一遍 又 命
又 命 琥珀
命 琥珀 拿出
琥珀 拿出 他的
拿出 他的 手来
他的 手来 我
