第 28 章
28 章 蒋玉
章 蒋玉 函情
蒋玉 函情 赠茜
函情 赠茜 香罗
赠茜 香罗 薛宝钗
香罗 薛宝钗 羞笼
薛宝钗 羞笼 红
羞笼 红 麝
红 麝 串
麝 串 话
串 话 说
话 说 林黛玉
说 林黛玉 只
林黛玉 只 因
只 因 昨夜
因 昨夜 晴雯
昨夜 晴雯 不
晴雯 不 开门
不 开门 一事
开门 一事 错疑
一事 错疑 在
错疑 在 宝玉
在 宝玉 身上
宝玉 身上 次日
身上 次日 又
次日 又 可巧
又 可巧 遇见
可巧 遇见 饯花
遇见 饯花 之期
饯花 之期 正在
之期 正在 一腔
正在 一腔 无明
一腔 无明 未曾
无明 未曾 发泄
未曾 发泄 又
发泄 又 勾起
又 勾起 伤春
勾起 伤春 愁思
伤春 愁思 因
愁思 因 把些
因 把些 残花
把些 残花 落瓣
残花 落瓣 去
落瓣 去 掩埋
去 掩埋 由不得
掩埋 由不得 感花
由不得 感花 伤己
感花 伤己 哭
伤己 哭 了
哭 了 几声
了 几声 便
几声 便 随口
便 随口 念
随口 念 了
念 了 几句
了 几句 不想
几句 不想 宝玉
不想 宝玉 在
宝玉 在 山坡
在 山坡 上
山坡 上 听见
上 听见 先
听见 先 不过
先 不过 点头
不过 点头 感叹
点头 感叹 次
感叹 次 又
次 又 听到
又 听到 侬
听到 侬 今
侬 今 葬花
今 葬花 人笑
葬花 人笑 痴
人笑 痴 他
痴 他 年
他 年 葬
年 葬 侬
葬 侬 知
侬 知 是
知 是 谁
是 谁 一朝
谁 一朝 春尽
一朝 春尽 红颜
春尽 红颜 老
红颜 老 花落
老 花落 人亡
花落 人亡 两
人亡 两 不知
两 不知 等
不知 等 句
等 句 不觉
句 不觉 恸
不觉 恸 倒
恸 倒 山坡
倒 山坡 上
山坡 上 怀里
上 怀里 兜
怀里 兜 的
兜 的 落花
的 落花 撒
落花 撒 了
撒 了 一地
了 一地 试想
一地 试想 林黛玉
试想 林黛玉 的
林黛玉 的 花颜月貌
的 花颜月貌 将来
花颜月貌 将来 亦
将来 亦 到
亦 到 无可
到 无可 寻觅
无可 寻觅 之
寻觅 之 时
之 时 宁
时 宁 不
宁 不 心碎
不 心碎 肠断
心碎 肠断 既
肠断 既 黛玉
既 黛玉 终归
黛玉 终归 无可
终归 无可 寻觅
无可 寻觅 之
寻觅 之 时
之 时 推之于
时 推之于 他人
推之于 他人 如
他人 如 宝钗
如 宝钗 香菱
宝钗 香菱 袭人
香菱 袭人 等
袭人 等 亦
等 亦 可以
亦 可以 到
可以 到 无可
到 无可 寻觅
无可 寻觅 之时
寻觅 之时 矣
之时 矣 宝钗
矣 宝钗 等
宝钗 等 终归
