第 34 章
34 章 情中情
章 情中情 因
情中情 因 情感
因 情感 妹妹
情感 妹妹 错里
妹妹 错里 错以
错里 错以 错
错以 错 劝
错 劝 哥哥
劝 哥哥 话
哥哥 话 说
话 说 袭人
说 袭人 见
袭人 见 贾母王
见 贾母王 夫人
贾母王 夫人 等
夫人 等 去
等 去 后
去 后 便
后 便 走来
便 走来 宝玉
走来 宝玉 身边
宝玉 身边 坐下
身边 坐下 含泪
坐下 含泪 问
含泪 问 他
问 他 怎么
他 怎么 就
怎么 就 打
就 打 到
打 到 这步田地
到 这步田地 宝玉
这步田地 宝玉 叹气
宝玉 叹气 说道
叹气 说道 不过
说道 不过 为
不过 为 那些
为 那些 事
那些 事 问
事 问 他
问 他 做
他 做 什么
做 什么 只是
什么 只是 下
只是 下 半截
下 半截 疼
半截 疼 的
疼 的 很
的 很 你
很 你 瞧瞧
你 瞧瞧 打坏
瞧瞧 打坏 了
打坏 了 那里
了 那里 袭人
那里 袭人 听说
袭人 听说 便
听说 便 轻轻
便 轻轻 的
轻轻 的 伸手
的 伸手 进去
伸手 进去 将
进去 将 中衣
将 中衣 脱下
中衣 脱下 略
脱下 略 动一动
略 动一动 宝玉
动一动 宝玉 便
宝玉 便 咬着牙
便 咬着牙 叫
咬着牙 叫 嗳哟
叫 嗳哟 袭人
嗳哟 袭人 连忙
袭人 连忙 停
连忙 停 住手
停 住手 如此
住手 如此 三四次
如此 三四次 才
三四次 才 褪
才 褪 下来
褪 下来 了
下来 了 袭人
了 袭人 看时
袭人 看时 只
看时 只 见
只 见 腿
见 腿 上
腿 上 半段
上 半段 青紫
半段 青紫 都
青紫 都 有
都 有 四
有 四 指阔
四 指阔 的
指阔 的 僵痕
的 僵痕 高
僵痕 高 起来
高 起来 袭人
起来 袭人 咬着牙
袭人 咬着牙 说道
咬着牙 说道 我的
说道 我的 娘
我的 娘 怎么
娘 怎么 下
怎么 下 这般
下 这般 的
这般 的 狠手
的 狠手 你
狠手 你 但凡
你 但凡 听
但凡 听 我
听 我 一句
我 一句 话
一句 话 也
话 也 不到
也 不到 这个
不到 这个 分儿
这个 分儿 幸而
分儿 幸而 没动
幸而 没动 筋骨
没动 筋骨 倘或
筋骨 倘或 打出
倘或 打出 个
打出 个 残
个 残 疾来
残 疾来 可
疾来 可 叫人
可 叫人 怎么样
叫人 怎么样 呢
怎么样 呢 正说
呢 正说 着
正说 着 只听
着 只听 丫鬟
只听 丫鬟 们
丫鬟 们 说
们 说 宝
说 宝 姑娘
宝 姑娘 来了
姑娘 来了 袭人
来了 袭人 听见
袭人 听见 知道
听见 知道 穿
知道 穿 不及
穿 不及 中衣
不及 中衣 便
中衣 便 拿
便 拿 了
拿 了 一床
了 一床 夹纱
一床 夹纱 被
夹纱 被 替
被 替 宝玉
替 宝玉 盖
宝玉 盖 了
盖 了 只见
了 只见 宝钗
只见 宝钗 手里
宝钗 手里 托
手里 托 着
托 着 一
着 一 丸药
一 丸药 走进
丸药 走进 来
走进 来 向
来 向 袭人
向 袭人 说道
袭人 说道 晚上
说道 晚上 把
晚上 把 这
把 这 药用
这 药用 酒
药用 酒 研开
酒 研开 替
研开 替 他
替 他 敷上
他 敷上 把
敷上 把 那
把 那 淤血
那 淤血 的
淤血 的 热毒
的 热毒 散开
热毒 散开 就好
散开 就好 了
就好 了 说毕
了 说毕 递
说毕 递 与
递 与 袭人
与 袭人 又
袭人 又 问
又 问 这会子
问 这会子 可
这会子 可 好些
可 好些 宝玉
好些 宝玉 一面
宝玉 一面 道谢
一面 道谢 说
道谢 说 好些
说 好些 了
好些 了 又
了 又 让
又 让 坐
让 坐 宝钗见
坐 宝钗见 他
宝钗见 他 睁开眼
他 睁开眼 说话
睁开眼 说话 不像
说话 不像 先时
不像 先时 心中
先时 心中 也
心中 也 宽慰
也 宽慰 了
宽慰 了 些
了 些 便
些 便 点头
便 点头 叹道
点头 叹道 早
叹道 早 听
早 听 人
听 人 一句
人 一句 话
一句 话 也
话 也 不
也 不 至
不 至 有
至 有 今日
有 今日 别说
今日 别说 老太太
别说 老太太 太太
老太太 太太 心疼
太太 心疼 就是
心疼 就是 我们
就是 我们 看着
我们 看着 心里
看着 心里 也
心里 也 刚
也 刚 说
刚 说 了
说 了 半句
了 半句 又
半句 又 忙
又 忙 咽住
忙 咽住 不
咽住 不 觉
不 觉 眼圈
觉 眼圈 微红
眼圈 微红 双腮带
微红 双腮带 赤
双腮带 赤 低头不语
赤 低头不语 了
低头不语 了 宝玉
了 宝玉 听得
宝玉 听得 这话
听得 这话 如此
这话 如此 亲切
如此 亲切 大有
亲切 大有 深意
大有 深意 忽见
深意 忽见 他
忽见 他 又
他 又 咽住
又 咽住 不往
咽住 不往 下
不往 下 说
下 说 红了脸
说 红了脸 低下头
红了脸 低下头 含着泪
低下头 含着泪 只管
含着泪 只管 弄
只管 弄 衣带
弄 衣带 那
衣带 那 一种
那 一种 软怯
一种 软怯 娇羞
软怯 娇羞 轻怜痛惜
娇羞 轻怜痛惜 之
