第 6 章
6 章 贾宝玉
章 贾宝玉 初试
贾宝玉 初试 云雨
初试 云雨 情
云雨 情 刘
情 刘 老老
刘 老老 一进
老老 一进 荣国府
一进 荣国府 却说
荣国府 却说 秦氏
却说 秦氏 因
秦氏 因 听见
因 听见 宝玉
听见 宝玉 梦中
宝玉 梦中 唤
梦中 唤 他的
唤 他的 乳名
他的 乳名 心中
乳名 心中 纳闷
心中 纳闷 又
纳闷 又 不好
又 不好 细问
不好 细问 彼时
细问 彼时 宝玉
彼时 宝玉 迷迷
宝玉 迷迷 惑惑
迷迷 惑惑 若有所失
惑惑 若有所失 遂
若有所失 遂 起身
遂 起身 解怀
起身 解怀 整衣
解怀 整衣 袭人
整衣 袭人 过来
袭人 过来 给
过来 给 他系
给 他系 裤带
他系 裤带 时
裤带 时 刚
时 刚 伸手
刚 伸手 至
伸手 至 大腿
至 大腿 处
大腿 处 只
处 只 觉
只 觉 冰冷
觉 冰冷 粘湿
冰冷 粘湿 的
粘湿 的 一片
的 一片 吓的
一片 吓的 忙
吓的 忙 褪
忙 褪 回手
褪 回手 来
回手 来 问
来 问 是
问 是 怎么
是 怎么 了
怎么 了 宝玉
了 宝玉 红了脸
宝玉 红了脸 把
红了脸 把 他的
把 他的 手
他的 手 一
手 一 捻
一 捻 袭人
捻 袭人 本是
袭人 本是 个
本是 个 聪明
个 聪明 女子
聪明 女子 年纪
女子 年纪 又
年纪 又 比
又 比 宝玉
比 宝玉 大
宝玉 大 两岁
大 两岁 近来
两岁 近来 也
近来 也 渐省
也 渐省 人事
渐省 人事 今见
人事 今见 宝玉
今见 宝玉 如
宝玉 如 此
如 此 光景
此 光景 心中
光景 心中 便
心中 便 觉察
便 觉察 了
觉察 了 一半
了 一半 不觉
一半 不觉 把
不觉 把 个
把 个 粉脸
个 粉脸 羞
粉脸 羞 的
羞 的 飞红
的 飞红 遂
飞红 遂 不好
遂 不好 再
不好 再 问
再 问 仍旧
问 仍旧 理好
仍旧 理好 衣裳
理好 衣裳 随至
衣裳 随至 贾母
随至 贾母 处来
贾母 处来 胡乱
处来 胡乱 吃
胡乱 吃 过
吃 过 晚饭
过 晚饭 过
晚饭 过 这边
过 这边 来
这边 来 趁众
来 趁众 奶娘
趁众 奶娘 丫鬟
奶娘 丫鬟 不在
丫鬟 不在 旁时
不在 旁时 另
旁时 另 取出
另 取出 一件
取出 一件 中
一件 中 衣
中 衣 与
衣 与 宝玉
与 宝玉 换上
宝玉 换上 宝玉
换上 宝玉 含羞
宝玉 含羞 央告
含羞 央告 道
央告 道 好
道 好 姐姐
好 姐姐 千万别
姐姐 千万别 告诉
千万别 告诉 人
告诉 人 袭人
人 袭人 也
袭人 也 含
也 含 着
含 着 羞
着 羞 悄悄
羞 悄悄 的
悄悄 的 笑
的 笑 问道
笑 问道 你
问道 你 为什么
你 为什么 说
为什么 说 到
说 到 这里
到 这里 把
这里 把 眼
把 眼 又
眼 又 往
又 往 四下里
往 四下里 瞧了
四下里 瞧了 瞧
瞧了 瞧 才
瞧 才 又
才 又 问道
又 问道 那
问道 那 是
那 是 那里
是 那里 流
那里 流 出来
流 出来 的
出来 的 宝玉
的 宝玉 只管
宝玉 只管 红着脸
只管 红着脸 不
红着脸 不 言语
不 言语 袭人
言语 袭人 却
袭人 却 只
却 只 瞅
只 瞅 着
瞅 着 他
着 他 笑
他 笑 迟
笑 迟 了
迟 了 一会
了 一会 宝玉
一会 宝玉 才
宝玉 才 把
才 把 梦中
把 梦中 之事
梦中 之事 细说
之事 细说 与
细说 与 袭人
与 袭人 听
袭人 听 说
听 说 到
说 到 云雨
到 云雨 私情
云雨 私情 羞
私情 羞 的
羞 的 袭人
的 袭人 掩面
袭人 掩面 伏身
掩面 伏身 而
伏身 而 笑
而 笑 宝玉
笑 宝玉 亦
宝玉 亦 素喜
亦 素喜 袭人
素喜 袭人 柔媚
袭人 柔媚 姣
柔媚 姣 俏
姣 俏 遂
俏 遂 强拉
遂 强拉 袭人
强拉 袭人 同领
袭人 同领 警幻
同领 警幻 所训
警幻 所训 之事
所训 之事 袭人
之事 袭人 自知
袭人 自知 贾母
自知 贾母 曾
贾母 曾 将
曾 将 他
将 他 给
他 给 了
给 了 宝玉
了 宝玉 也
宝玉 也 无可
也 无可 推托
无可 推托 的
推托 的 扭捏
的 扭捏 了
扭捏 了 半日
了 半日 无奈何
半日 无奈何 只得
无奈何 只得 和
只得 和 宝玉
和 宝玉 温存
宝玉 温存 了
温存 了 一番
了 一番 自此
一番 自此 宝玉
自此 宝玉 视
宝玉 视 袭人
视 袭人 更自
袭人 更自 不同
更自 不同 袭人
不同 袭人 待
袭人 待 宝玉
待 宝玉 也
宝玉 也 越发
也 越发 尽职
越发 尽职 了
尽职 了 这话
了 这话 暂且
这话 暂且 不提
暂且 不提 且说
不提 且说 荣府
且说 荣府 中
荣府 中 合算
中 合算 起来
合算 起来 从
起来 从 上
从 上 至
上 至 下
至 下 也有
下 也有 三百
也有 三百 馀
三百 馀 口
馀 口 人
口 人 一天
人 一天 也有
一天 也有 一二十件
也有 一二十件 事
一二十件 事 竟
事 竟 如
竟 如 乱麻
如 乱麻 一般
乱麻 一般 没个
一般 没个 头绪
没个 头绪 可
头绪 可 作
可 作 纲领
作 纲领 正思
纲领 正思 从
正思 从 那
从 那 一件事
那 一件事 那
一件事 那 一个人
那 一个人 写起
一个人 写起 方妙
写起 方妙 却
方妙 却 好
却 好 忽
好 忽 从
忽 从 千
从 千 里
