第 54 章
54 章 史太君
章 史太君 破
史太君 破 陈腐
破 陈腐 旧套
陈腐 旧套 王熙凤
旧套 王熙凤 效戏
王熙凤 效戏 彩斑
效戏 彩斑 衣
彩斑 衣 却说
衣 却说 贾珍贾
却说 贾珍贾 琏
贾珍贾 琏 暗暗
琏 暗暗 预备
暗暗 预备 下大
预备 下大 笸箩
下大 笸箩 的
笸箩 的 钱
的 钱 听见
钱 听见 贾母
听见 贾母 说赏
贾母 说赏 忙命
说赏 忙命 小厮
忙命 小厮 们
小厮 们 快
们 快 撒
快 撒 钱
撒 钱 只
钱 只 听
只 听 满台
听 满台 钱响
满台 钱响 贾母
钱响 贾母 大悦
贾母 大悦 二人
大悦 二人 遂
二人 遂 起身
遂 起身 小厮
起身 小厮 们
小厮 们 忙
们 忙 将
忙 将 一把
将 一把 新暖
一把 新暖 银壶
新暖 银壶 捧
银壶 捧 来
捧 来 递
来 递 与
递 与 贾琏
与 贾琏 手
贾琏 手 内
手 内 随了
内 随了 贾珍
随了 贾珍 趋至
贾珍 趋至 里面
趋至 里面 贾珍先
里面 贾珍先 到
贾珍先 到 李婶娘
到 李婶娘 席上
李婶娘 席上 躬身
席上 躬身 取下
躬身 取下 杯来
取下 杯来 回身
杯来 回身 贾琏忙
回身 贾琏忙 斟
贾琏忙 斟 了
斟 了 一盏
了 一盏 然后
一盏 然后 便
然后 便 至
便 至 薛姨妈
至 薛姨妈 席上
薛姨妈 席上 也
席上 也 斟
也 斟 了
斟 了 二人
了 二人 忙
二人 忙 起来
忙 起来 笑
起来 笑 说
笑 说 二位
说 二位 爷
二位 爷 请坐
爷 请坐 着
请坐 着 罢了
着 罢了 何必
罢了 何必 多礼
何必 多礼 于是
多礼 于是 除
于是 除 邢王二
除 邢王二 夫人
邢王二 夫人 满席
夫人 满席 都
满席 都 离
都 离 了
离 了 席
了 席 也
席 也 俱
也 俱 垂手
俱 垂手 旁站
垂手 旁站 贾珍
旁站 贾珍 等
贾珍 等 至
等 至 贾母
至 贾母 榻
贾母 榻 前
榻 前 因榻
前 因榻 矮
因榻 矮 二人
矮 二人 便
二人 便 屈膝
便 屈膝 跪
屈膝 跪 了
跪 了 贾珍
了 贾珍 在
贾珍 在 前
在 前 捧杯
前 捧杯 贾琏
捧杯 贾琏 在
贾琏 在 后
在 后 捧
后 捧 壶
捧 壶 虽
壶 虽 只
虽 只 二人
只 二人 捧
二人 捧 酒
捧 酒 那
酒 那 贾琮
那 贾琮 弟兄
贾琮 弟兄 等
弟兄 等 却
等 却 都是
却 都是 一溜
都是 一溜 排班
一溜 排班 随着
排班 随着 他
随着 他 二人
他 二人 进来
二人 进来 见
进来 见 他
见 他 二人
他 二人 跪下
二人 跪下 都
跪下 都 一溜
都 一溜 跪下
一溜 跪下 宝玉
跪下 宝玉 也
宝玉 也 忙
也 忙 跪
忙 跪 下
跪 下 湘云
下 湘云 悄推
湘云 悄推 他
悄推 他 笑道
他 笑道 你
笑道 你 这会子
你 这会子 又
这会子 又 帮
又 帮 着
帮 着 跪下
着 跪下 做
跪下 做 什么
做 什么 有
什么 有 这么着
有 这么着 的
这么着 的 呢
的 呢 你
呢 你 也
你 也 去
也 去 斟
去 斟 一巡酒
斟 一巡酒 岂
一巡酒 岂 不好
岂 不好 宝玉
不好 宝玉 悄
宝玉 悄 笑道
悄 笑道 再
笑道 再 等
再 等 一会
等 一会 再
一会 再 斟
再 斟 去
斟 去 说着
去 说着 等
说着 等 他
等 他 二人
他 二人 斟
二人 斟 完
斟 完 起
完 起 来
起 来 又
来 又 给
又 给 邢王二
给 邢王二 夫人
邢王二 夫人 斟
夫人 斟 过了
斟 过了 贾珍笑
过了 贾珍笑 说
贾珍笑 说 妹妹
说 妹妹 们
妹妹 们 怎么着
们 怎么着 呢
怎么着 呢 贾母
呢 贾母 等
贾母 等 都
等 都 说道
都 说道 你
说道 你 们
你 们 去罢
们 去罢 他们
去罢 他们 倒
他们 倒 便宜
倒 便宜 些
便宜 些 呢
些 呢 贾珍
呢 贾珍 等方
贾珍 等方 退出
等方 退出 当下
退出 当下 天有
当下 天有 二鼓
天有 二鼓 戏演
二鼓 戏演 的
戏演 的 是
的 是 八义
是 八义 观灯
八义 观灯 八出
观灯 八出 正在
八出 正在 热闹
正在 热闹 之际
热闹 之际 宝玉
之际 宝玉 因下席
宝玉 因下席 往
因下席 往 外
往 外 走
外 走 贾母问
走 贾母问 往
贾母问 往 那里
往 那里 去
那里 去 外头
去 外头 炮仗
外头 炮仗 利害
炮仗 利害 留神
利害 留神 天上
留神 天上 吊下
天上 吊下 火纸
吊下 火纸 来
火纸 来 烧着
来 烧着 宝玉
烧着 宝玉 笑
宝玉 笑 回说
笑 回说 不
回说 不 往
不 往 远去
往 远去 只
远去 只 出去
只 出去 就
出去 就 来
就 来 贾母命
来 贾母命 婆子
贾母命 婆子 们
婆子 们 好生
们 好生 跟着
好生 跟着 于是
跟着 于是 宝玉
于是 宝玉 出来
宝玉 出来 只有
出来 只有 麝月
只有 麝月 秋纹
麝月 秋纹 几个
秋纹 几个 小丫头
几个 小丫头 随着
小丫头 随着 贾母因
随着 贾母因 说
贾母因 说 袭人
说 袭人 怎么
袭人 怎么 不见
怎么 不见 他
不见 他 如今
他 如今 也
如今 也 有些
也 有些 拿
有些 拿 大
拿 大 了
大 了 单
了 单 支使
单 支使 小
支使 小 女孩儿
小 女孩儿 出来
女孩儿 出来 王夫人
出来 王夫人 忙
王夫人 忙 起身
忙 起身 笑
起身 笑 说道
笑 说道 他妈
说道 他妈 前日
他妈 前日 没
前日 没 了
没 了 因有
了 因有 热孝
因有 热孝 不便
热孝 不便 前头
不便 前头 来
前头 来 贾母
来 贾母 点头
贾母 点头 又
点头 又 笑道
又 笑道 跟
笑道 跟 主子
跟 主子 却
主子 却 讲
却 讲 不起
讲 不起 这
不起 这 孝
这 孝 与
孝 与 不孝
与 不孝 要是
不孝 要是 他
要是 他 还
他 还 跟
还 跟 我
跟 我 难道
我 难道 这会子
难道 这会子 也
这会子 也 不在
也 不在 这里
不在 这里 这些
这里 这些 竟成
这些 竟成 了
竟成 了 例
了 例 了
例 了 凤姐儿
了 凤姐儿 忙
凤姐儿 忙 过来
忙 过来 笑
过来 笑 回道
笑 回道 今晚
回道 今晚 便
今晚 便 没孝
便 没孝 那
没孝 那 园子
那 园子 里头
园子 里头 也
里头 也 须
也 须 得
须 得 看着
得 看着 灯烛
看着 灯烛 花爆
灯烛 花爆 最是
花爆 最是 担险
最是 担险 的
担险 的 这里
的 这里 一
这里 一 唱戏
一 唱戏 园子
唱戏 园子 里
园子 里 的
里 的 谁
的 谁 不来
谁 不来 偷
不来 偷 瞧
偷 瞧 瞧
瞧 瞧 他
瞧 他 还
他 还 细心
还 细心 各处
细心 各处 照看
各处 照看 况且
照看 况且 这一散
况且 这一散 后
这一散 后 宝兄弟
后 宝兄弟 回去
宝兄弟 回去 睡觉
回去 睡觉 各色
睡觉 各色 都是
各色 都是 齐全
都是 齐全 的
齐全 的 若
的 若 他
若 他 再
他 再 来了
再 来了 众人
来了 众人 又
众人 又 不
又 不 经心
不 经心 散
经心 散 了
散 了 回去
了 回去 铺盖
回去 铺盖 也是
铺盖 也是 冷
也是 冷 的
冷 的 茶水
的 茶水 也
茶水 也 不
也 不 齐全
不 齐全 便
齐全 便 各色
便 各色 都
各色 都 不
都 不 便宜
