第 35 章
35 章 白玉钏
章 白玉钏 亲尝
白玉钏 亲尝 莲叶
亲尝 莲叶 羹
莲叶 羹 黄金
羹 黄金 莺
黄金 莺 巧结
莺 巧结 梅花
巧结 梅花 络
梅花 络 话
络 话 说
话 说 宝钗
说 宝钗 分明
宝钗 分明 听见
分明 听见 黛玉
听见 黛玉 克薄
黛玉 克薄 他
克薄 他 因
他 因 惦记着
因 惦记着 母亲
惦记着 母亲 哥哥
母亲 哥哥 并不
哥哥 并不 回头
并不 回头 一径
回头 一径 去了
一径 去了 这
去了 这 里
这 里 黛玉
里 黛玉 仍旧
黛玉 仍旧 立于
仍旧 立于 花阴
立于 花阴 之下
花阴 之下 远远
之下 远远 的
远远 的 却
的 却 向怡红
却 向怡红 院内
向怡红 院内 望
院内 望 着
望 着 只见
着 只见 李纨
只见 李纨 迎春
李纨 迎春 探春
迎春 探春 惜
探春 惜 春
惜 春 并
春 并 丫鬟
并 丫鬟 人
丫鬟 人 等
人 等 都
等 都 向怡红
都 向怡红 院内
向怡红 院内 去过
院内 去过 之后
去过 之后 一起
之后 一起 一起
一起 一起 的
一起 的 散尽
的 散尽 了
散尽 了 只
了 只 不见
只 不见 凤姐儿
不见 凤姐儿 来
凤姐儿 来 心
来 心 里
心 里 自己
里 自己 盘算
自己 盘算 说道
盘算 说道 他
说道 他 怎么
他 怎么 不
怎么 不 来
不 来 瞧瞧
来 瞧瞧 宝玉
瞧瞧 宝玉 呢
宝玉 呢 便是
呢 便是 有事
便是 有事 缠住
有事 缠住 了
缠住 了 他
了 他 必定
他 必定 也是
必定 也是 要来
也是 要来 打
要来 打 个花
打 个花 胡哨
个花 胡哨 讨
胡哨 讨 老太太
讨 老太太 太太
老太太 太太 的
太太 的 好儿
的 好儿 才
好儿 才 是
才 是 呢
是 呢 今儿
呢 今儿 这
今儿 这 早晚
这 早晚 不
早晚 不 来
不 来 必有
来 必有 原故
必有 原故 一面
原故 一面 猜
一面 猜 疑
猜 疑 一面
疑 一面 抬头
一面 抬头 再看
抬头 再看 时
再看 时 只见
时 只见 花花
只见 花花 簇簇
花花 簇簇 一群
簇簇 一群 人
一群 人 又
人 又 向怡红
又 向怡红 院内
向怡红 院内 来了
院内 来了 定睛
来了 定睛 看时
定睛 看时 却是
看时 却是 贾母
却是 贾母 搭
贾母 搭 着
搭 着 凤姐
着 凤姐 的
凤姐 的 手
的 手 后头
手 后头 邢夫人
后头 邢夫人 王夫人
邢夫人 王夫人 跟着
王夫人 跟着 周姨娘
跟着 周姨娘 并
周姨娘 并 丫头
并 丫头 媳妇
丫头 媳妇 等
媳妇 等 人
等 人 都
人 都 进院
都 进院 去
进院 去 了
去 了 黛玉
了 黛玉 看了
黛玉 看了 不觉
看了 不觉 点头
不觉 点头 想起
点头 想起 有
想起 有 父母
有 父母 的
父母 的 好处
的 好处 来
好处 来 早
来 早 又
早 又 泪珠
又 泪珠 满面
泪珠 满面 少顷
满面 少顷 只见
少顷 只见 薛姨
只见 薛姨 妈
薛姨 妈 宝钗
妈 宝钗 等
宝钗 等 也
等 也 进去
也 进去 了
进去 了 忽见
了 忽见 紫鹃
忽见 紫鹃 从
紫鹃 从 背后
从 背后 走来
背后 走来 说道
走来 说道 姑娘
说道 姑娘 吃药
姑娘 吃药 去罢
吃药 去罢 开水
去罢 开水 又
开水 又 冷
又 冷 了
冷 了 黛玉
了 黛玉 道
黛玉 道 你
道 你 到底
你 到底 要
到底 要 怎么样
要 怎么样 只是
怎么样 只是 催
只是 催 我
催 我 吃
我 吃 不吃
吃 不吃 与
不吃 与 你
与 你 什么
你 什么 相干
什么 相干 紫鹃
相干 紫鹃 笑道
紫鹃 笑道 咳嗽
笑道 咳嗽 的
咳嗽 的 才
的 才 好了
才 好了 些
好了 些 又
些 又 不
又 不 吃药
不 吃药 了
吃药 了 如今
了 如今 虽
如今 虽 是
虽 是 五月
是 五月 里
五月 里 天气
里 天气 热
天气 热 到底
热 到底 也
到底 也 还
也 还 该
还 该 小心
该 小心 些
小心 些 大清早
些 大清早 起
大清早 起 在
起 在 这
在 这 个潮
这 个潮 地上
个潮 地上 站
地上 站 了
站 了 半日
了 半日 也
半日 也 该
也 该 回去
该 回去 歇歇
回去 歇歇 了
歇歇 了 一句
了 一句 话
一句 话 提醒
话 提醒 了
提醒 了 黛玉
了 黛玉 方
黛玉 方 觉得
方 觉得 有点儿
觉得 有点儿 腿酸
有点儿 腿酸 呆
腿酸 呆 了
呆 了 半日
了 半日 方慢慢
半日 方慢慢 的
方慢慢 的 扶
的 扶 着
扶 着 紫鹃
着 紫鹃 回到
紫鹃 回到 潇湘
