第 84 章
84 章 试
章 试 文字
试 文字 宝玉
文字 宝玉 始
宝玉 始 提亲
始 提亲 探
提亲 探 惊风
探 惊风 贾环重
惊风 贾环重 结怨
贾环重 结怨 却说
结怨 却说 薛姨妈
却说 薛姨妈 一时
薛姨妈 一时 因
一时 因 被
因 被 金桂
被 金桂 这场
金桂 这场 气
这场 气 怄
气 怄 得
怄 得 肝气
得 肝气 上
肝气 上 逆
上 逆 左胁
逆 左胁 作痛
左胁 作痛 宝钗
作痛 宝钗 明知
宝钗 明知 是
明知 是 这个
是 这个 原
这个 原 故
原 故 也
故 也 等不及
也 等不及 医生
等不及 医生 来看
医生 来看 先
来看 先 叫人
先 叫人 去
叫人 去 买
去 买 了
买 了 几钱
了 几钱 钩藤
几钱 钩藤 来
钩藤 来 浓浓的
来 浓浓的 煎
浓浓的 煎 了
煎 了 一碗
了 一碗 给
一碗 给 他
给 他 母亲
他 母亲 吃
母亲 吃 了
吃 了 又
了 又 和
又 和 秋菱
和 秋菱 给
秋菱 给 薛姨妈
给 薛姨妈 捶腿
薛姨妈 捶腿 揉
捶腿 揉 胸
揉 胸 停
胸 停 了
停 了 一会儿
了 一会儿 略觉
一会儿 略觉 安顿
略觉 安顿 些
安顿 些 薛姨妈
些 薛姨妈 只是
薛姨妈 只是 又
只是 又 悲
又 悲 又
悲 又 气
又 气 气
气 气 的
气 的 是
的 是 金桂
是 金桂 撒泼
金桂 撒泼 悲
撒泼 悲 的
悲 的 是
的 是 宝钗见
是 宝钗见 涵养
宝钗见 涵养 倒觉
涵养 倒觉 可怜
倒觉 可怜 宝钗
可怜 宝钗 又
宝钗 又 劝
又 劝 了
劝 了 一回
了 一回 不知不觉
一回 不知不觉 的
不知不觉 的 睡
的 睡 了
睡 了 一觉
了 一觉 肝气
一觉 肝气 也
肝气 也 渐渐
也 渐渐 平复
渐渐 平复 了
平复 了 宝钗
了 宝钗 便
宝钗 便 说道
便 说道 妈妈
说道 妈妈 你
妈妈 你 这种
你 这种 闲气
这种 闲气 不要
闲气 不要 放在心上
不要 放在心上 才好
放在心上 才好 过
才好 过 几天
过 几天 走
几天 走 的
走 的 动
的 动 了
动 了 乐得
了 乐得 往
乐得 往 那边
往 那边 老太太
那边 老太太 姨妈
老太太 姨妈 处去
姨妈 处去 说说话
处去 说说话 儿
说说话 儿 散
儿 散 散闷
散 散闷 也好
散闷 也好 家里
也好 家里 横竖
家里 横竖 有
横竖 有 我
有 我 和
我 和 秋菱
和 秋菱 照看
秋菱 照看 着
照看 着 谅
着 谅 他
谅 他 也
他 也 不敢
也 不敢 怎么着
不敢 怎么着 薛姨妈
怎么着 薛姨妈 点点头
薛姨妈 点点头 道
点点头 道 过
道 过 两日
过 两日 看
两日 看 罢了
看 罢了 且说
罢了 且说 元妃
且说 元妃 疾愈
元妃 疾愈 之后
疾愈 之后 家中
之后 家中 俱
家中 俱 各
俱 各 喜欢
各 喜欢 过了
喜欢 过了 几日
过了 几日 有
几日 有 几个
有 几个 老公
几个 老公 走来
老公 走来 带
走来 带 着
带 着 东西
着 东西 银
东西 银 两
银 两 宣
两 宣 贵妃
宣 贵妃 娘娘
贵妃 娘娘 之命
娘娘 之命 因
之命 因 家中
因 家中 省问
家中 省问 勤劳
省问 勤劳 俱有
勤劳 俱有 赏赐
俱有 赏赐 把
赏赐 把 物件
把 物件 银两
物件 银两 一一
银两 一一 交代
一一 交代 清楚
交代 清楚 贾
清楚 贾 赦
贾 赦 贾政
赦 贾政 等
贾政 等 禀明
等 禀明 了
禀明 了 贾母
了 贾母 一齐
贾母 一齐 谢恩
一齐 谢恩 毕
谢恩 毕 太监
毕 太监 吃
太监 吃 了
吃 了 茶
了 茶 去了
茶 去了 大家
去了 大家 回到
大家 回到 贾母房
回到 贾母房 中
贾母房 中 说
中 说 笑
说 笑 了
笑 了 一回
了 一回 外面
一回 外面 老婆子
外面 老婆子 传
老婆子 传 进来
传 进来 说
进来 说 小厮
说 小厮 们
小厮 们 来回
们 来回 道
来回 道 那边
道 那边 有人
那边 有人 请
有人 请 大老爷
请 大老爷 说
大老爷 说 要紧
说 要紧 的话
要紧 的话 呢
的话 呢 贾母
呢 贾母 便
贾母 便 向
便 向 贾赦
向 贾赦 道
贾赦 道 你
道 你 去罢
你 去罢 贾赦
去罢 贾赦 答应
贾赦 答应 着
答应 着 退出
着 退出 来自
退出 来自 去了
来自 去了 这里
去了 这里 贾母
这里 贾母 忽然
贾母 忽然 想起
忽然 想起 合
想起 合 贾政笑
合 贾政笑 道
贾政笑 道 娘娘
道 娘娘 心里
娘娘 心里 却
心里 却 甚实
却 甚实 惦记着
甚实 惦记着 宝玉
惦记着 宝玉 前儿
宝玉 前儿 还
前儿 还 特特
还 特特 的
特特 的 问
的 问 他
问 他 来
他 来 着
来 着 呢
着 呢 贾政陪
呢 贾政陪 笑道
贾政陪 笑道 只是
笑道 只是 宝玉
只是 宝玉 不大
宝玉 不大 肯
不大 肯 念书
肯 念书 辜负
念书 辜负 了
辜负 了 娘娘
了 娘娘 的
娘娘 的 美意
的 美意 贾
美意 贾 母道
贾 母道 我
母道 我 倒
我 倒 给
倒 给 他
给 他 上
他 上 了
上 了 个
了 个 好儿
个 好儿 说
好儿 说 他
说 他 近日
他 近日 文章
近日 文章 都
文章 都 做
都 做 上来
做 上来 了
上来 了 贾政笑
了 贾政笑 道
贾政笑 道 那里
道 那里 能
那里 能 像
能 像 老太太
像 老太太 的话
老太太 的话 呢
的话 呢 贾母
呢 贾母 道
贾母 道 你们
道 你们 时常
你们 时常 叫
时常 叫 他
叫 他 出去
他 出去 作诗
出去 作诗 作文
作诗 作文 难道
作文 难道 他
难道 他 都
他 都 没作
都 没作 上来
没作 上来 么
上来 么 小孩子
么 小孩子 家
小孩子 家 慢慢
家 慢慢 的
慢慢 的 教导
的 教导 他
教导 他 可是
他 可是 人家
可是 人家 说的
人家 说的 胖子
说的 胖子 也
胖子 也 不是
也 不是 一口
不是 一口 儿
一口 儿 吃
