第 27 章
27 章 滴翠
章 滴翠 亭
滴翠 亭 杨妃
亭 杨妃 戏
杨妃 戏 彩蝶
戏 彩蝶 埋
彩蝶 埋 香冢飞
埋 香冢飞 燕泣
香冢飞 燕泣 残红
燕泣 残红 话
残红 话 说
话 说 黛玉
说 黛玉 正自
黛玉 正自 悲泣
正自 悲泣 忽
悲泣 忽 听
忽 听 院门
听 院门 响处
院门 响处 只见
响处 只见 宝钗
只见 宝钗 出来
宝钗 出来 了
出来 了 宝玉
了 宝玉 袭人
宝玉 袭人 一群
袭人 一群 人
一群 人 都
人 都 送出
都 送出 来
送出 来 待要
来 待要 上去
待要 上去 问着
上去 问着 宝玉
问着 宝玉 又
宝玉 又 恐
又 恐 当着
恐 当着 众人
当着 众人 问羞
众人 问羞 了
问羞 了 宝玉
了 宝玉 不便
宝玉 不便 因而
不便 因而 闪过
因而 闪过 一旁
闪过 一旁 让
一旁 让 宝钗
让 宝钗 去
宝钗 去 了
去 了 宝玉
了 宝玉 等
宝玉 等 进去
等 进去 关了门
进去 关了门 方
关了门 方 转过
方 转过 来
转过 来 尚望
来 尚望 着
尚望 着 门
着 门 洒
门 洒 了
洒 了 几点
了 几点 泪
几点 泪 自觉
泪 自觉 无味
自觉 无味 转身
无味 转身 回来
转身 回来 无精打彩
回来 无精打彩 的
无精打彩 的 卸
的 卸 了
卸 了 残妆
了 残妆 紫鹃
残妆 紫鹃 雪雁
紫鹃 雪雁 素日
雪雁 素日 知道
素日 知道 黛玉
知道 黛玉 的
黛玉 的 情性
的 情性 无事
情性 无事 闷
无事 闷 坐
闷 坐 不是
坐 不是 愁眉
不是 愁眉 便是
愁眉 便是 长叹
便是 长叹 且
长叹 且 好端端
且 好端端 的
好端端 的 不知
的 不知 为着
不知 为着 什么
为着 什么 常常
什么 常常 的
常常 的 便
的 便 自泪
便 自泪 不
自泪 不 干
不 干 的
干 的 先时
的 先时 还有
先时 还有 人
还有 人 解劝
人 解劝 或怕
解劝 或怕 他
或怕 他 思
他 思 父母
思 父母 想
父母 想 家乡
想 家乡 受委屈
家乡 受委屈 用话
受委屈 用话 来
用话 来 宽慰
来 宽慰 谁知
宽慰 谁知 后来
谁知 后来 一年
后来 一年 一月
一年 一月 的
一月 的 竟是
的 竟是 常常
竟是 常常 如此
常常 如此 把
如此 把 这个
把 这个 样儿
这个 样儿 看惯
样儿 看惯 了
看惯 了 也
了 也 都
也 都 不
都 不 理论
不 理论 了
理论 了 所以
了 所以 也
所以 也 没人
也 没人 去理
没人 去理 他
去理 他 由他
他 由他 闷
由他 闷 坐
闷 坐 只管
坐 只管 外间
只管 外间 自便
外间 自便 去
自便 去 了
去 了 那黛玉
了 那黛玉 倚
那黛玉 倚 着床
倚 着床 栏杆
着床 栏杆 两
栏杆 两 手抱着
两 手抱着 膝
手抱着 膝 眼睛
膝 眼睛 含着泪
眼睛 含着泪 好似
含着泪 好似 木雕泥塑
好似 木雕泥塑 的
木雕泥塑 的 一般
的 一般 直坐
一般 直坐 到
直坐 到 二
到 二 更
二 更 多天
更 多天 方才
多天 方才 睡
方才 睡 了
睡 了 一宿
了 一宿 无话
一宿 无话 至
无话 至 次日
至 次日 乃是
次日 乃是 四月
乃是 四月 二十六日
四月 二十六日 原来
二十六日 原来 这日
原来 这日 未时
这日 未时 交
未时 交 芒种
交 芒种 节
芒种 节 尚古
节 尚古 风俗
尚古 风俗 凡交
风俗 凡交 芒种
凡交 芒种 节
芒种 节 的
节 的 这日
的 这日 都
这日 都 要
都 要 设
要 设 摆
设 摆 各色
摆 各色 礼物
各色 礼物 祭饯
礼物 祭饯 花神
祭饯 花神 言
花神 言 芒种
言 芒种 一
芒种 一 过
一 过 便是
过 便是 夏日
便是 夏日 了
夏日 了 众花
了 众花 皆
众花 皆 卸
皆 卸 花神
卸 花神 退位
花神 退位 须要
退位 须要 饯行
须要 饯行 闺中
饯行 闺中 更兴
闺中 更兴 这件
更兴 这件 风俗
这件 风俗 所以
风俗 所以 大观园
所以 大观园 中之人
大观园 中之人 都
