第 12 章
12 章 王熙凤
章 王熙凤 毒设
王熙凤 毒设 相思
毒设 相思 局
相思 局 贾天祥
局 贾天祥 正照
贾天祥 正照 风月
正照 风月 鉴
风月 鉴 话
鉴 话 说
话 说 凤姐
说 凤姐 正
凤姐 正 与
正 与 平儿
与 平儿 说话
平儿 说话 只见
说话 只见 有人
只见 有人 回说
有人 回说 瑞
回说 瑞 大爷
瑞 大爷 来了
大爷 来了 凤姐
来了 凤姐 命
凤姐 命 请进来
命 请进来 罢
请进来 罢 贾瑞见
罢 贾瑞见 请
贾瑞见 请 心中
请 心中 暗喜
心中 暗喜 见
暗喜 见 了
见 了 凤姐
了 凤姐 满面
凤姐 满面 陪笑
满面 陪笑 连连
陪笑 连连 问好
连连 问好 凤姐儿
问好 凤姐儿 也
凤姐儿 也 假意
也 假意 殷勤
假意 殷勤 让
殷勤 让 坐
让 坐 让茶
坐 让茶 贾瑞见
让茶 贾瑞见 凤姐
贾瑞见 凤姐 如此
凤姐 如此 打扮
如此 打扮 越发
打扮 越发 酥
越发 酥 倒
酥 倒 因
倒 因 饧
因 饧 了
饧 了 眼
了 眼 问道
眼 问道 二
问道 二 哥哥
二 哥哥 怎么
哥哥 怎么 还
怎么 还 不
还 不 回
不 回 来
回 来 凤姐
来 凤姐 道
凤姐 道 不知
道 不知 什么
不知 什么 缘故
什么 缘故 贾瑞笑
缘故 贾瑞笑 道
贾瑞笑 道 别是
道 别是 路上
别是 路上 有人
路上 有人 绊住
有人 绊住 了
绊住 了 脚
了 脚 舍不得
脚 舍不得 回来
舍不得 回来 了
回来 了 罢
了 罢 凤姐
罢 凤姐 道
凤姐 道 可知
道 可知 男人家
可知 男人家 见
男人家 见 一个
见 一个 爱
一个 爱 一个
爱 一个 也是
一个 也是 有的
也是 有的 贾瑞笑
有的 贾瑞笑 道
贾瑞笑 道 嫂子
道 嫂子 这话
嫂子 这话 错
这话 错 了
错 了 我
了 我 就
我 就 不是
就 不是 这样
不是 这样 人
这样 人 凤姐
人 凤姐 笑道
凤姐 笑道 像
笑道 像 你
像 你 这样
你 这样 的
这样 的 人
的 人 能有
人 能有 几个
能有 几个 呢
几个 呢 十个
呢 十个 里
十个 里 也
里 也 挑不出
也 挑不出 一个
挑不出 一个 来
一个 来 贾瑞
来 贾瑞 听了
贾瑞 听了 喜的
听了 喜的 抓耳挠腮
喜的 抓耳挠腮 又
抓耳挠腮 又 道
又 道 嫂子
道 嫂子 天天
嫂子 天天 也
天天 也 闷
也 闷 的
闷 的 很
的 很 凤姐
很 凤姐 道
凤姐 道 正是
道 正是 呢
正是 呢 只
呢 只 盼
只 盼 个人
盼 个人 来
个人 来 说话
来 说话 解解闷
说话 解解闷 儿
解解闷 儿 贾瑞笑
儿 贾瑞笑 道
贾瑞笑 道 我
道 我 倒
我 倒 天天
倒 天天 闲着
天天 闲着 若
闲着 若 天天
若 天天 过来
天天 过来 替
过来 替 嫂子
替 嫂子 解解闷
嫂子 解解闷 儿
解解闷 儿 可好
儿 可好 么
可好 么 凤姐
么 凤姐 笑道
凤姐 笑道 你
笑道 你 哄
你 哄 我
哄 我 呢
我 呢 你
呢 你 那里
你 那里 肯往
那里 肯往 我
肯往 我 这里
我 这里 来
这里 来 贾瑞
来 贾瑞 道
贾瑞 道 我
道 我 在
我 在 嫂子
在 嫂子 面前
嫂子 面前 若有
面前 若有 一句
若有 一句 谎话
一句 谎话 天打雷劈
