第 70 章
70 章 林黛玉
章 林黛玉 重建
林黛玉 重建 桃花
重建 桃花 社
桃花 社 史湘云偶
社 史湘云偶 填
史湘云偶 填 柳絮
填 柳絮 词
柳絮 词 话
词 话 说
话 说 贾琏自
说 贾琏自 在
贾琏自 在 梨
在 梨 香院
梨 香院 伴宿
香院 伴宿 七
伴宿 七 日夜
七 日夜 天天
日夜 天天 僧道
天天 僧道 不断
僧道 不断 做
不断 做 佛事
做 佛事 贾母
佛事 贾母 唤
贾母 唤 了
唤 了 他
了 他 去
他 去 吩咐
去 吩咐 不许
吩咐 不许 送往
不许 送往 家庙
送往 家庙 中
家庙 中 贾琏
中 贾琏 无法
贾琏 无法 只得
无法 只得 又
只得 又 和
又 和 时觉
和 时觉 说
时觉 说 了
说 了 就
了 就 在
就 在 尤三姐
在 尤三姐 之上
尤三姐 之上 点
之上 点 了
点 了 一个
了 一个 穴
一个 穴 破土
穴 破土 埋葬
破土 埋葬 那日
埋葬 那日 送殡
那日 送殡 只不过
送殡 只不过 族
只不过 族 中人
族 中人 与
中人 与 王姓
与 王姓 夫妇
王姓 夫妇 尤氏
夫妇 尤氏 婆媳
尤氏 婆媳 而已
婆媳 而已 凤姐
而已 凤姐 一应
凤姐 一应 不管
一应 不管 只
不管 只 凭
只 凭 他
凭 他 自去
他 自去 办理
自去 办理 又
办理 又 因年
又 因年 近岁
因年 近岁 逼
近岁 逼 诸事
逼 诸事 烦杂
诸事 烦杂 不算
烦杂 不算 外
不算 外 又有
外 又有 林
又有 林 之
林 之 孝
之 孝 开了
孝 开了 一个人
开了 一个人 单子
一个人 单子 来回
单子 来回 共有
来回 共有 八个
共有 八个 二十五岁
八个 二十五岁 的
二十五岁 的 单身
的 单身 小厮
单身 小厮 应该
小厮 应该 娶妻
应该 娶妻 成房
娶妻 成房 的
成房 的 等
的 等 里面
等 里面 有
里面 有 该
有 该 放
该 放 的
放 的 丫头
的 丫头 好求
丫头 好求 指配
好求 指配 凤姐
指配 凤姐 看了
凤姐 看了 先来
看了 先来 问
先来 问 贾母
问 贾母 和
贾母 和 王夫人
和 王夫人 大家
王夫人 大家 商议
大家 商议 虽
商议 虽 有
虽 有 几个
有 几个 应该
几个 应该 发配
应该 发配 的
发配 的 奈
的 奈 各人
奈 各人 皆
各人 皆 有
皆 有 缘故
有 缘故 第一个
缘故 第一个 鸳鸯
第一个 鸳鸯 发誓
鸳鸯 发誓 不去
发誓 不去 自
不去 自 那日
自 那日 之后
那日 之后 一向
之后 一向 未
一向 未 与
未 与 宝
与 宝 玉
宝 玉 说话
玉 说话 也
说话 也 不盛妆
也 不盛妆 浓饰
不盛妆 浓饰 众人
浓饰 众人 见
众人 见 他志坚
见 他志坚 也
他志坚 也 不好
也 不好 相强
不好 相强 第二个
相强 第二个 琥珀
第二个 琥珀 现
琥珀 现 又有
现 又有 病
又有 病 这
病 这 次
这 次 不能
次 不能 了
不能 了 彩云
了 彩云 因
彩云 因 近日
因 近日 和
近日 和 贾环
和 贾环 分崩
贾环 分崩 也
分崩 也 染
也 染 了
染 了 无医
了 无医 之症
无医 之症 只有
之症 只有 凤姐儿
只有 凤姐儿 和
凤姐儿 和 李纨
和 李纨 房中
李纨 房中 粗使
房中 粗使 的
粗使 的 大
的 大 丫头
大 丫头 发出
丫头 发出 去了
发出 去了 其
去了 其 馀
其 馀 年纪
馀 年纪 未足
年纪 未足 令
未足 令 他们
令 他们 外头
他们 外头 自娶
外头 自娶 去了
自娶 去了 原来
去了 原来 这
原来 这 一向
这 一向 因
一向 因 凤姐儿
因 凤姐儿 病了
凤姐儿 病了 李纨
病了 李纨 探春
李纨 探春 料理
探春 料理 家务
料理 家务 不得
家务 不得 闲暇
不得 闲暇 接着
闲暇 接着 过年
接着 过年 过节
过年 过节 许
过节 许 多
许 多 杂事
多 杂事 竟
杂事 竟 将
竟 将 诗社
将 诗社 搁起
诗社 搁起 如今
搁起 如今 仲春
如今 仲春 天气
仲春 天气 虽得
天气 虽得 了
虽得 了 工夫
了 工夫 争奈
工夫 争奈 宝玉
争奈 宝玉 因
宝玉 因 柳湘莲
因 柳湘莲 遁迹空门
柳湘莲 遁迹空门 又
遁迹空门 又 闻
又 闻 得
闻 得 尤三姐
得 尤三姐 自刎
尤三姐 自刎 尤二姐
自刎 尤二姐 被
尤二姐 被 凤姐
被 凤姐 逼死
凤姐 逼死 又
逼死 又 兼
又 兼 柳五儿
兼 柳五儿 自
柳五儿 自 那夜
自 那夜 监禁
那夜 监禁 之后
监禁 之后 病越
之后 病越 重
病越 重 了
重 了 连连
了 连连 接接
连连 接接 闲愁
接接 闲愁 胡恨
闲愁 胡恨 一重
胡恨 一重 不了
一重 不了 一重
不了 一重 添
一重 添 弄
添 弄 的
弄 的 情色
的 情色 若痴
情色 若痴 语言
若痴 语言 常乱
语言 常乱 似染
