第 90 章
90 章 失绵衣
章 失绵衣 贫女
失绵衣 贫女 耐嗷
贫女 耐嗷 嘈
耐嗷 嘈 送
嘈 送 果品
送 果品 小郎
果品 小郎 惊
小郎 惊 叵测
惊 叵测 却说
叵测 却说 黛玉
却说 黛玉 自立
黛玉 自立 意自
自立 意自 戕
意自 戕 之后
戕 之后 渐渐
之后 渐渐 不支
渐渐 不支 一日
不支 一日 竟至
一日 竟至 绝粒
竟至 绝粒 从前
绝粒 从前 十几天
从前 十几天 内
十几天 内 贾母
内 贾母 等
贾母 等 轮流
等 轮流 看望
轮流 看望 他
看望 他 有时
他 有时 还说
有时 还说 几句话
还说 几句话 这
几句话 这 两日
这 两日 索性
两日 索性 不大
索性 不大 言语
不大 言语 心里
言语 心里 虽
心里 虽 有时
虽 有时 昏晕
有时 昏晕 却
昏晕 却 也
却 也 有时
也 有时 清楚
有时 清楚 贾母
清楚 贾母 等
贾母 等 见
等 见 他
见 他 这病
他 这病 不似
这病 不似 无
不似 无 因而
无 因而 起
因而 起 也
起 也 将
也 将 紫鹃
将 紫鹃 雪雁
紫鹃 雪雁 盘问
雪雁 盘问 过
盘问 过 两次
过 两次 两个
两次 两个 那里
两个 那里 敢
那里 敢 说
敢 说 便是
说 便是 紫鹃
便是 紫鹃 欲
紫鹃 欲 向
欲 向 侍书
向 侍书 打听
侍书 打听 消息
打听 消息 又怕
消息 又怕 越闹
又怕 越闹 越
越闹 越 真
越 真 黛玉
真 黛玉 更
黛玉 更 死
更 死 得
死 得 快
得 快 了
快 了 所以
了 所以 见
所以 见 了
见 了 侍书
了 侍书 毫
侍书 毫 不
毫 不 提起
不 提起 那雪雁
提起 那雪雁 是
那雪雁 是 他
是 他 传话
他 传话 弄出
传话 弄出 这样
弄出 这样 原故
这样 原故 来
原故 来 此时
来 此时 恨不得
此时 恨不得 长出
恨不得 长出 百十个
长出 百十个 嘴
百十个 嘴 来说
嘴 来说 我
来说 我 没
我 没 说
没 说 自然
说 自然 更
自然 更 不敢
更 不敢 提起
不敢 提起 到了
提起 到了 这
到了 这 一天
这 一天 黛玉
一天 黛玉 绝粒
黛玉 绝粒 之
绝粒 之 日
之 日 紫鹃
日 紫鹃 料
紫鹃 料 无
料 无 指望
无 指望 了
指望 了 守
了 守 着
守 着 哭
着 哭 了
哭 了 会子
了 会子 因
会子 因 出来
因 出来 偷向
出来 偷向 雪雁
偷向 雪雁 道
雪雁 道 你
道 你 进
你 进 屋里
进 屋里 来
屋里 来 好好儿
来 好好儿 的
好好儿 的 守
的 守 着
守 着 他
着 他 我
他 我 去
我 去 回
去 回 老太太
回 老太太 太太
老太太 太太 和
太太 和 二奶奶
和 二奶奶 去
二奶奶 去 今日
去 今日 这个
今日 这个 光景
这个 光景 大非
光景 大非 往常
大非 往常 可比
往常 可比 了
可比 了 雪雁
了 雪雁 答应
雪雁 答应 紫鹃
答应 紫鹃 自去
紫鹃 自去 这里
自去 这里 雪雁
这里 雪雁 正在
雪雁 正在 屋里
正在 屋里 伴着
屋里 伴着 黛玉
伴着 黛玉 见
黛玉 见 他
见 他 昏昏沉沉
他 昏昏沉沉 小孩子
昏昏沉沉 小孩子 家
小孩子 家 那里
家 那里 见过
那里 见过 这个
见过 这个 样儿
这个 样儿 只
样儿 只 打量
只 打量 如此
打量 如此 便是
如此 便是 死的
便是 死的 光景
死的 光景 了
光景 了 心中
了 心中 又
心中 又 痛
又 痛 又怕
痛 又怕 恨不得
又怕 恨不得 紫鹃
恨不得 紫鹃 一时
紫鹃 一时 回来
一时 回来 才好
回来 才好 正怕
才好 正怕 着
正怕 着 只
着 只 听
只 听 窗外
听 窗外 脚步
窗外 脚步 走响
脚步 走响 雪雁
走响 雪雁 知是
雪雁 知是 紫鹃
知是 紫鹃 回来
紫鹃 回来 才
回来 才 放下
才 放下 心
放下 心 了
心 了 连忙
了 连忙 站
连忙 站 起来
站 起来 掀着
起来 掀着 里间
掀着 里间 帘子
里间 帘子 等
帘子 等 他
等 他 只见
他 只见 外面
只见 外面 帘子
外面 帘子 响处
帘子 响处 进来
响处 进来 了
进来 了 一个人
了 一个人 却是
一个人 却是 侍书
却是 侍书 那
侍书 那 侍书
那 侍书 是
侍书 是 探春
是 探春 打发
探春 打发 来看
打发 来看 黛玉
来看 黛玉 的
黛玉 的 见
的 见 雪雁
见 雪雁 在
雪雁 在 那里
在 那里 掀着
那里 掀着 帘子
掀着 帘子 便
帘子 便 问道
便 问道 姑娘
问道 姑娘 怎么样
姑娘 怎么样 雪雁
怎么样 雪雁 点点头
雪雁 点点头 儿
点点头 儿 叫
儿 叫 他
叫 他 进来
他 进来 侍
进来 侍 书
侍 书 跟
书 跟 进来
跟 进来 见
进来 见 紫鹃
见 紫鹃 不在
紫鹃 不在 屋里
不在 屋里 瞧了
屋里 瞧了 瞧
瞧了 瞧 黛玉
瞧 黛玉 只
黛玉 只 剩得
只 剩得 残喘
剩得 残喘 微延
残喘 微延 唬
微延 唬 的
唬 的 惊疑
的 惊疑 不止
惊疑 不止 因问
不止 因问 紫鹃
因问 紫鹃 姐姐
紫鹃 姐姐 呢
姐姐 呢 雪雁
呢 雪雁 道
雪雁 道 告诉
道 告诉 上
告诉 上 屋里
上 屋里 去了
屋里 去了 那雪雁
去了 那雪雁 此时
那雪雁 此时 只
此时 只 打量
只 打量 黛玉
打量 黛玉 心中
黛玉 心中 一无所
心中 一无所 知
一无所 知 了
知 了 又见
了 又见 紫鹃
又见 紫鹃 不在
紫鹃 不在 面前
不在 面前 因
面前 因 悄悄的
因 悄悄的 拉
悄悄的 拉 了
拉 了 侍书
了 侍书 的
侍书 的 手
的 手 问道
手 问道 你
问道 你 前日
你 前日 告诉
前日 告诉 我
告诉 我 说的
我 说的 什么
说的 什么 王大爷
什么 王大爷 给
王大爷 给 这里
给 这里 宝二爷
这里 宝二爷 说
宝二爷 说 了
说 了 亲
了 亲 是
亲 是 真话
是 真话 么
真话 么 侍书
么 侍书 道
侍书 道 怎么
道 怎么 不真
怎么 不真 雪雁
不真 雪雁 道
雪雁 道 多早
道 多早 晚
多早 晚 放定
晚 放定 的
放定 的 侍书
的 侍书 道
侍书 道 那里
道 那里 就
那里 就 放定
就 放定 了
放定 了 呢
了 呢 那
呢 那 一天
那 一天 我
一天 我 告诉
我 告诉 你
告诉 你 时
你 时 是
时 是 我
是 我 听见
我 听见 小红
听见 小红 说的
小红 说的 后来
说的 后来 我
后来 我 到
我 到 二奶奶
到 二奶奶 那边
二奶奶 那边 去
那边 去 二奶奶
去 二奶奶 正
二奶奶 正 和平
正 和平 姐姐
和平 姐姐 说
姐姐 说 呢
说 呢 道
呢 道 那
道 那 都是
那 都是 门客
都是 门客 们
门客 们 借着
们 借着 这个
借着 这个 事
这个 事 讨
事 讨 老爷
讨 老爷 的
老爷 的 喜欢
的 喜欢 往后
喜欢 往后 好
往后 好 拉拢
好 拉拢 的
拉拢 的 意思
的 意思 别说
意思 别说 大
别说 大 太太
大 太太 说
太太 说 不好
说 不好 就是
不好 就是 大
就是 大 太太
大 太太 愿意
太太 愿意 说
愿意 说 那姑
说 那姑 娘好
那姑 娘好 那大
娘好 那大 太太
那大 太太 眼里
太太 眼里 看
眼里 看 的
看 的 出
的 出 什么
出 什么 人来
什么 人来 再者
人来 再者 老太太
再者 老太太 心里
老太太 心里 早有
心里 早有 了
早有 了 人
了 人 了
人 了 就
了 就 在
就 在 咱们
在 咱们 园
咱们 园 子里
园 子里 的
子里 的 大
的 大 太太
大 太太 那里
太太 那里 摸
那里 摸 的
摸 的 着
的 着 底
着 底 呢
底 呢 老太太
呢 老太太 不过
老太太 不过 因
不过 因 老爷
因 老爷 的话
老爷 的话 不得不
的话 不得不 问问
不得不 问问 罢
问问 罢 咧
罢 咧 又
咧 又 听见
又 听见 二奶奶
听见 二奶奶 说
二奶奶 说 宝玉
说 宝玉 的
宝玉 的 事
的 事 老太太
事 老太太 总是
老太太 总是 要
总是 要 亲上
要 亲上 作亲
亲上 作亲 的
作亲 的 凭
的 凭 谁
凭 谁 来说
谁 来说 亲
来说 亲 横竖
亲 横竖 不中用
横竖 不中用 雪雁
不中用 雪雁 听到
雪雁 听到 这里
听到 这里 也
这里 也 忘了
也 忘了 神
忘了 神 了
神 了 因
了 因 说道
因 说道 这是
说道 这是 怎么
这是 怎么 说
怎么 说 白白的
说 白白的 送了
白白的 送了 我们
送了 我们 这
我们 这 一位
这 一位 的
一位 的 命
的 命 了
命 了 侍书
了 侍书 道
侍书 道 这
道 这 是从
这 是从 那里
是从 那里 说起
那里 说起 雪雁
说起 雪雁 道
雪雁 道 你
道 你 还
你 还 不
还 不 知道
不 知道 呢
知道 呢 前日
呢 前日 都是
前日 都是 我
都是 我 和
我 和 紫鹃
和 紫鹃 姐
紫鹃 姐 姐
姐 姐 说来
姐 说来 着
说来 着 这
着 这 一位
这 一位 听见
一位 听见 了
听见 了 就
了 就 弄
就 弄 到
弄 到 这步田地
到 这步田地 了
