第 22 章
22 章 听
章 听 曲文宝玉
听 曲文宝玉 悟
曲文宝玉 悟 禅机
悟 禅机 制
禅机 制 灯谜
制 灯谜 贾政
灯谜 贾政 悲
贾政 悲 谶语
悲 谶语 话
谶语 话 说
话 说 贾琏
说 贾琏 听
贾琏 听 凤姐儿
听 凤姐儿 说
凤姐儿 说 有
说 有 话
有 话 商量
话 商量 因
商量 因 止步
因 止步 问
止步 问 什么
问 什么 话
什么 话 凤姐
话 凤姐 道
凤姐 道 二十一
道 二十一 是
二十一 是 薛妹妹
是 薛妹妹 的
薛妹妹 的 生日
的 生日 你
生日 你 到底
你 到底 怎么样
到底 怎么样 贾琏
怎么样 贾琏 道
贾琏 道 我
道 我 知道
我 知道 怎么样
知道 怎么样 你
怎么样 你 连
你 连 多少
连 多少 大
多少 大 生日
大 生日 都料
生日 都料 理过
都料 理过 了
理过 了 这会子
了 这会子 倒
这会子 倒 没有
倒 没有 主意
没有 主意 了
主意 了 凤姐
了 凤姐 道
凤姐 道 大
道 大 生日
大 生日 是
生日 是 有
是 有 一定
有 一定 的
一定 的 则例
的 则例 如今
则例 如今 他
如今 他 这生
他 这生 日
这生 日 大
日 大 又
大 又 不是
又 不是 小
不是 小 又
小 又 不是
又 不是 所以
不是 所以 和
所以 和 你
和 你 商量
你 商量 贾琏
商量 贾琏 听了
贾琏 听了 低头
听了 低头 想
低头 想 了
想 了 半日
了 半日 道
半日 道 你
道 你 竟
你 竟 糊涂
竟 糊涂 了
糊涂 了 现有
了 现有 比例
现有 比例 那
比例 那 林妹妹
那 林妹妹 就是
林妹妹 就是 例
就是 例 往年
例 往年 怎么
往年 怎么 给
怎么 给 林妹妹
给 林妹妹 做
林妹妹 做 的
做 的 如今
的 如今 也
如今 也 照样
也 照样 给
照样 给 薛
给 薛 妹妹
薛 妹妹 做
妹妹 做 就是了
做 就是了 凤姐
就是了 凤姐 听了
凤姐 听了 冷笑
听了 冷笑 道
冷笑 道 我
道 我 难道
我 难道 这个
难道 这个 也
这个 也 不
也 不 知道
不 知道 我
知道 我 也
我 也 这么
也 这么 想来
这么 想来 着
想来 着 但
着 但 昨日
但 昨日 听见
昨日 听见 老太太
听见 老太太 说
老太太 说 问起
说 问起 大家
问起 大家 的
大家 的 年纪
的 年纪 生日
年纪 生日 来
生日 来 听见
来 听见 薛大妹妹
听见 薛大妹妹 今年
薛大妹妹 今年 十五岁
今年 十五岁 虽
十五岁 虽 不算
虽 不算 是
不算 是 整
是 整 生日
整 生日 也
生日 也 算得
也 算得 将
算得 将 笄
将 笄 的
笄 的 年
的 年 分儿
年 分儿 了
分儿 了 老太太
了 老太太 说
老太太 说 要
说 要 替
要 替 他
替 他 做生日
他 做生日 自然
做生日 自然 和
自然 和 往年
和 往年 给
往年 给 林妹妹
给 林妹妹 做
林妹妹 做 的
做 的 不同
的 不同 了
不同 了 贾琏
了 贾琏 道
贾琏 道 这么着
道 这么着 就
这么着 就 比
就 比 林妹妹
比 林妹妹 的
林妹妹 的 多
的 多 增些
多 增些 凤姐
增些 凤姐 道
凤姐 道 我
道 我 也
我 也 这么
也 这么 想
这么 想 着
想 着 所以
着 所以 讨
所以 讨 你
讨 你 的
你 的 口气
的 口气 儿
口气 儿 我
儿 我 私自
我 私自 添
私自 添 了
添 了 你
了 你 又
你 又 怪
又 怪 我
怪 我 不
我 不 回
不 回 明白
回 明白 了
明白 了 你
了 你 了
你 了 贾琏
了 贾琏 笑道
贾琏 笑道 罢
笑道 罢 罢
罢 罢 这
罢 这 空头
这 空头 情
空头 情 我
情 我 不领
我 不领 你
不领 你 不
你 不 盘察
不 盘察 我
盘察 我 就
我 就 够
就 够 了
够 了 我
了 我 还
我 还 怪
还 怪 你
怪 你 说着
你 说着 一径
说着 一径 去了
一径 去了 不在
去了 不在 话
不在 话 下
话 下 且说
下 且说 湘云
且说 湘云 住
湘云 住 了
住 了 两日
了 两日 便
两日 便 要
便 要 回去
要 回去 贾母因
回去 贾母因 说
贾母因 说 等
说 等 过了
等 过了 你
过了 你 宝姐姐
你 宝姐姐 的
宝姐姐 的 生日
的 生日 看了
生日 看了 戏
看了 戏 再
戏 再 回去
再 回去 湘云
回去 湘云 听了
