第 18 章
18 章 皇恩
章 皇恩 重元妃
皇恩 重元妃 省
重元妃 省 父母
省 父母 天伦乐
父母 天伦乐 宝玉
天伦乐 宝玉 呈
宝玉 呈 才
呈 才 藻
才 藻 话
藻 话 说
话 说 彼时
说 彼时 有人
彼时 有人 回
有人 回 工程
回 工程 上
工程 上 等
上 等 着
等 着 糊
着 糊 东西
糊 东西 的
东西 的 纱
的 纱 绫
纱 绫 请
绫 请 凤姐
请 凤姐 去
凤姐 去 开库
去 开库 又
开库 又 有人
又 有人 来回
有人 来回 请
来回 请 凤姐
请 凤姐 收
凤姐 收 金银
收 金银 器皿
金银 器皿 王夫人
器皿 王夫人 并
王夫人 并 上房
并 上房 丫鬟
上房 丫鬟 等
丫鬟 等 皆
等 皆 不
皆 不 得空儿
不 得空儿 宝钗因
得空儿 宝钗因 说道
宝钗因 说道 咱们
说道 咱们 别
咱们 别 在
别 在 这里
在 这里 碍手碍脚
这里 碍手碍脚 说着
碍手碍脚 说着 和
说着 和 宝玉
和 宝玉 等
宝玉 等 便
等 便 往
便 往 迎春
往 迎春 房中
迎春 房中 来
房中 来 王夫人
来 王夫人 日日
王夫人 日日 忙乱
日日 忙乱 直到
忙乱 直到 十月
直到 十月 里
十月 里 才
里 才 全备
才 全备 了
全备 了 监办
了 监办 的
监办 的 都
的 都 交清
都 交清 帐目
交清 帐目 各处
帐目 各处 古董
各处 古董 文玩
古董 文玩 俱
文玩 俱 已
俱 已 陈设
已 陈设 齐备
陈设 齐备 采办
齐备 采办 鸟雀
采办 鸟雀 自
鸟雀 自 仙鹤
自 仙鹤 鹿
仙鹤 鹿 兔
鹿 兔 以及
兔 以及 鸡
以及 鸡 鹅
鸡 鹅 等
鹅 等 亦
等 亦 已
亦 已 买
已 买 全
买 全 交于
全 交于 园中
交于 园中 各
园中 各 处
各 处 饲养
处 饲养 贾蔷
饲养 贾蔷 那边
贾蔷 那边 也
那边 也 演出
也 演出 二三十
演出 二三十 出杂
二三十 出杂 戏来
出杂 戏来 一班
戏来 一班 小
一班 小 尼姑
小 尼姑 道姑
尼姑 道姑 也
道姑 也 都
也 都 学会
都 学会 念佛
学会 念佛 诵经
念佛 诵经 于是
诵经 于是 贾
于是 贾 政略
贾 政略 觉
政略 觉 心中
觉 心中 安顿
心中 安顿 遂
安顿 遂 请
遂 请 贾母
请 贾母 到
贾母 到 园中
到 园中 色色
园中 色色 斟酌
色色 斟酌 点缀
斟酌 点缀 妥当
点缀 妥当 再
妥当 再 无
再 无 些微
无 些微 不合
些微 不合 之
不合 之 处
之 处 贾政才
处 贾政才 敢
贾政才 敢 题本
敢 题本 本上
题本 本上 之
本上 之 日
之 日 奉旨
日 奉旨 于
奉旨 于 明年
于 明年 正月十五
明年 正月十五 日
正月十五 日 上元
日 上元 之
上元 之 日
之 日 贵妃
日 贵妃 省亲
贵妃 省亲 贾府
省亲 贾府 奉
贾府 奉 了
奉 了 此旨
了 此旨 一发
此旨 一发 日夜
一发 日夜 不闲
日夜 不闲 连年
不闲 连年 也
连年 也 不能
也 不能 好生
不能 好生 过了
好生 过了 转眼
过了 转眼 元宵
转眼 元宵 在
元宵 在 迩
在 迩 自
迩 自 正月
自 正月 初八
正月 初八 就
初八 就 有
就 有 太监
有 太监 出来
太监 出来 先看
出来 先看 方向
先看 方向 何处
方向 何处 更衣
何处 更衣 何处
更衣 何处 燕坐
何处 燕坐 何处
燕坐 何处 受礼
何处 受礼 何处
受礼 何处 开宴
何处 开宴 何处
开宴 何处 退息
何处 退息 又有
退息 又有 巡察
又有 巡察 地方
巡察 地方 总理
