第 1 章
1 章 甄士隐
章 甄士隐 梦幻
甄士隐 梦幻 识通灵
梦幻 识通灵 贾雨村
识通灵 贾雨村 风尘
贾雨村 风尘 怀
风尘 怀 闺秀
怀 闺秀 此
闺秀 此 开卷
此 开卷 第一回
开卷 第一回 也
第一回 也 作者
也 作者 自云
作者 自云 曾
自云 曾 历过
曾 历过 一番
历过 一番 梦幻
一番 梦幻 之后
梦幻 之后 故
之后 故 将
故 将 真事
将 真事 隐去
真事 隐去 而
隐去 而 借
而 借 通灵
借 通灵 说
通灵 说 此
说 此 石头记
此 石头记 一书
石头记 一书 也
一书 也 故曰
也 故曰 甄士隐
故曰 甄士隐 云云
甄士隐 云云 但书中
云云 但书中 所记
但书中 所记 何事
所记 何事 何人
何事 何人 自己
何人 自己 又
自己 又 云
又 云 今
云 今 风尘碌碌
今 风尘碌碌 一事无成
风尘碌碌 一事无成 忽
一事无成 忽 念及
忽 念及 当日
念及 当日 所有
当日 所有 之
所有 之 女子
之 女子 一一
女子 一一 细考
一一 细考 较
细考 较 去
较 去 觉其
去 觉其 行止
觉其 行止 见识
行止 见识 皆
见识 皆 出
皆 出 我
出 我 之上
我 之上 我
之上 我 堂堂
我 堂堂 须眉
堂堂 须眉 诚不若
须眉 诚不若 彼
诚不若 彼 裙钗
彼 裙钗 我
裙钗 我 实愧
我 实愧 则
实愧 则 有
则 有 馀
有 馀 悔
馀 悔 又
悔 又 无益
又 无益 大
无益 大 无可
大 无可 如
无可 如 何之日
如 何之日 也
何之日 也 当此
也 当此 日
当此 日 欲
日 欲 将
欲 将 已往
将 已往 所赖
已往 所赖 天恩祖
所赖 天恩祖 德
天恩祖 德 锦衣
德 锦衣 纨
锦衣 纨 之
纨 之 时
之 时 饫甘餍肥
时 饫甘餍肥 之
饫甘餍肥 之 日
之 日 背父
日 背父 兄
背父 兄 教育
兄 教育 之恩
教育 之恩 负
之恩 负 师友
负 师友 规训
师友 规训 之德
规训 之德 以致
之德 以致 今日
以致 今日 一技无成
今日 一技无成 半生
一技无成 半生 潦倒
半生 潦倒 之罪
潦倒 之罪 编述
之罪 编述 一集
编述 一集 以
一集 以 告
以 告 天下
告 天下 知
天下 知 我
知 我 之
我 之 负罪
之 负罪 固多
负罪 固多 然
固多 然 闺阁
然 闺阁 中
闺阁 中 历历
中 历历 有人
历历 有人 万
有人 万 不可
万 不可 因
不可 因 我
因 我 之
我 之 不肖
之 不肖 自护己
不肖 自护己 短
自护己 短 一
短 一 并
一 并 使
并 使 其
使 其 泯灭
其 泯灭 也
泯灭 也 所以
也 所以 蓬牖
所以 蓬牖 茅
蓬牖 茅 椽
茅 椽 绳床瓦灶
椽 绳床瓦灶 并
绳床瓦灶 并 不足
并 不足 妨
不足 妨 我
妨 我 襟怀
我 襟怀 况
襟怀 况 那
况 那 晨风
那 晨风 夕
晨风 夕 月
夕 月 阶柳
月 阶柳 庭花
阶柳 庭花 更
庭花 更 觉得
更 觉得 润人
觉得 润人 笔墨
润人 笔墨 我
笔墨 我 虽不学
我 虽不学 无文
虽不学 无文 又
无文 又 何妨
又 何妨 用
何妨 用 假语
用 假语 村言
假语 村言 敷
村言 敷 演出
敷 演出 来
演出 来 亦可
来 亦可 使
亦可 使 闺阁
使 闺阁 昭传
闺阁 昭传 复可破
昭传 复可破 一时
复可破 一时 之闷
一时 之闷 醒
之闷 醒 同人
醒 同人 之目
同人 之目 不
之目 不 亦
不 亦 宜乎
亦 宜乎 故曰
宜乎 故曰 贾雨村
故曰 贾雨村 云云
贾雨村 云云 更于
云云 更于 篇
更于 篇 中间
篇 中间 用
中间 用 梦
用 梦 幻
梦 幻 等
幻 等 字
等 字 却是
字 却是 此书
却是 此书 本旨
此书 本旨 兼寓
本旨 兼寓 提醒
兼寓 提醒 阅者
提醒 阅者 之意
阅者 之意 看官
之意 看官 你
看官 你 道
你 道 此书
道 此书 从何
此书 从何 而
从何 而 起
而 起 说来
起 说来 虽近
说来 虽近 荒唐
虽近 荒唐 细玩
荒唐 细玩 颇
细玩 颇 有
颇 有 趣味
有 趣味 却说
趣味 却说 那
却说 那 女娲
那 女娲 氏炼
女娲 氏炼 石补
氏炼 石补 天之时
石补 天之时 于
天之时 于 大
于 大 荒山
大 荒山 无稽
荒山 无稽 崖
无稽 崖 炼成
崖 炼成 高
炼成 高 十二
高 十二 丈
十二 丈 见方
丈 见方 二十四丈
见方 二十四丈 大
二十四丈 大 的
大 的 顽石
的 顽石 三万
顽石 三万 六千五百
三万 六千五百 零一
六千五百 零一 块
零一 块 那
块 那 娲
那 娲 皇
娲 皇 只用
皇 只用 了
只用 了 三万
了 三万 六千五百
三万 六千五百 块
六千五百 块 单单
块 单单 剩下
单单 剩下 一块
剩下 一块 未用
一块 未用 弃
未用 弃 在
弃 在 青埂峰
在 青埂峰 下
青埂峰 下 谁知
下 谁知 此石
谁知 此石 自经
此石 自经 锻炼
自经 锻炼 之后
锻炼 之后 灵性
之后 灵性 已通
灵性 已通 自去
已通 自去 自来
自去 自来 可大可小
自来 可大可小 因见
可大可小 因见 众
因见 众 石俱得
众 石俱得 补天
石俱得 补天 独
补天 独 自己
独 自己 无才
自己 无才 不得
无才 不得 入选
不得 入选 遂
入选 遂 自怨
遂 自怨 自愧
自怨 自愧 日夜
自愧 日夜 悲哀
日夜 悲哀 一日
悲哀 一日 正当
一日 正当 嗟悼
正当 嗟悼 之际
嗟悼 之际 俄见
之际 俄见 一僧
俄见 一僧 一道
一僧 一道 远远
一道 远远 而
远远 而 来
而 来 生得
来 生得 骨格
生得 骨格 不凡
骨格 不凡 丰神
不凡 丰神 迥异
丰神 迥异 来到
迥异 来到 这
来到 这 青埂峰
这 青埂峰 下
青埂峰 下 席地
下 席地 坐谈
席地 坐谈 见
坐谈 见 着
见 着 这块
着 这块 鲜莹
这块 鲜莹 明洁
鲜莹 明洁 的
明洁 的 石头
的 石头 且
石头 且 又
且 又 缩成
又 缩成 扇坠
缩成 扇坠 一般
扇坠 一般 甚属
一般 甚属 可爱
甚属 可爱 那僧托于
可爱 那僧托于 掌上
那僧托于 掌上 笑道
掌上 笑道 形体
笑道 形体 倒
形体 倒 也是
倒 也是 个
也是 个 灵物
个 灵物 了
灵物 了 只
了 只 是
只 是 没有
是 没有 实在
没有 实在 的
实在 的 好处
的 好处 须
好处 须 得
须 得 再
得 再 镌
再 镌 上
镌 上 几个
上 几个 字
几个 字 使
字 使 人人
使 人人 见
人人 见 了
见 了 便知
了 便知 你
便知 你 是
你 是 件
是 件 奇物
件 奇物 然后
奇物 然后 携
然后 携 你
携 你 到
你 到 那
到 那 昌明
那 昌明 隆盛
昌明 隆盛 之邦
隆盛 之邦 诗礼
之邦 诗礼 簪缨
诗礼 簪缨 之族
簪缨 之族 花柳
之族 花柳 繁华
花柳 繁华 地
繁华 地 温柔
地 温柔 富贵
温柔 富贵 乡
富贵 乡 那里
乡 那里 去
那里 去 走一遭
去 走一遭 石头
走一遭 石头 听了
石头 听了 大喜
听了 大喜 因问
大喜 因问 不知
因问 不知 可
不知 可 镌
可 镌 何字
镌 何字 携到
何字 携到 何方
携到 何方 望
何方 望 乞
望 乞 明示
乞 明示 那僧笑
明示 那僧笑 道
那僧笑 道 你
道 你 且莫
你 且莫 问
且莫 问 日后
问 日后 自然
日后 自然 明白
自然 明白 说毕
明白 说毕 便袖
说毕 便袖 了
便袖 了 同
了 同 那道人
同 那道人 飘然
那道人 飘然 而去
飘然 而去 竟
而去 竟 不知
竟 不知 投向
不知 投向 何方
投向 何方 又
何方 又 不知
又 不知 过了
不知 过了 几世
过了 几世 几劫
几世 几劫 因
几劫 因 有个
因 有个 空空道人
有个 空空道人 访道
空空道人 访道 求仙
访道 求仙 从
求仙 从 这大
从 这大 荒山
这大 荒山 无稽
荒山 无稽 崖
无稽 崖 青埂峰
崖 青埂峰 下
青埂峰 下 经过
下 经过 忽见
经过 忽见 一块
忽见 一块 大石
一块 大石 上面
大石 上面 字迹
上面 字迹 分明
字迹 分明 编述
分明 编述 历历
编述 历历 空空道人
历历 空空道人 乃
空空道人 乃 从头
乃 从头 一看
从头 一看 原来
一看 原来 是
原来 是 无
是 无 才
无 才 补天
才 补天 幻形
补天 幻形 入世
幻形 入世 被
入世 被 那
被 那 茫茫大士
那 茫茫大士 渺渺真人
茫茫大士 渺渺真人 携入
渺渺真人 携入 红尘
携入 红尘 引登
红尘 引登 彼岸
引登 彼岸 的
彼岸 的 一块
的 一块 顽石
一块 顽石 上
顽石 上 面叙
上 面叙 着
面叙 着 堕落
着 堕落 之
堕落 之 乡
之 乡 投胎
乡 投胎 之
投胎 之 处
之 处 以及
处 以及 家庭
以及 家庭 琐事
家庭 琐事 闺阁
琐事 闺阁 闲情
闺阁 闲情 诗词
闲情 诗词 谜语
诗词 谜语 倒
谜语 倒 还
倒 还 全备
还 全备 只
全备 只 是
只 是 朝代
是 朝代 年纪
朝代 年纪 失落
年纪 失落 无考
失落 无考 后面
无考 后面 又有
后面 又有 一
又有 一 偈
一 偈 云
偈 云 无才
云 无才 可
无才 可 去
可 去 补
去 补 苍天
补 苍天 枉入
苍天 枉入 红尘
枉入 红尘 若
红尘 若 许年
若 许年 此系
许年 此系 身前
此系 身前 身后事
身前 身后事 倩
身后事 倩 谁
倩 谁 记去
谁 记去 作奇
记去 作奇 传
作奇 传 空空道人
传 空空道人 看了
空空道人 看了 一回
看了 一回 晓得
一回 晓得 这
晓得 这 石头
这 石头 有些
石头 有些 来历
有些 来历 遂
来历 遂 向
遂 向 石头
向 石头 说道
石头 说道 石兄
说道 石兄 你
石兄 你 这
你 这 一段
这 一段 故事
一段 故事 据
故事 据 你
据 你 自己
你 自己 说来
自己 说来 有些
说来 有些 趣味
有些 趣味 故
趣味 故 镌
故 镌 写
镌 写 在
写 在 此
在 此 意欲
此 意欲 闻世
意欲 闻世 传奇
闻世 传奇 据
传奇 据 我
据 我 看来
我 看来 第一件
看来 第一件 无朝
第一件 无朝 代
无朝 代 年纪
代 年纪 可考
年纪 可考 第二件
可考 第二件 并无
第二件 并无 大贤
并无 大贤 大忠
大贤 大忠 理
大忠 理 朝廷
理 朝廷 治
朝廷 治 风俗
治 风俗 的
风俗 的 善政
的 善政 其中
善政 其中 只不过
其中 只不过 几个
只不过 几个 异
几个 异 样
异 样 女子
样 女子 或情
女子 或情 或
或情 或 痴
或 痴 或小才
痴 或小才 微善
或小才 微善 我
微善 我 纵然
我 纵然 抄去
纵然 抄去 也
抄去 也 算不得
也 算不得 一种
算不得 一种 奇书
一种 奇书 石头
奇书 石头 果然
石头 果然 答
果然 答 道
答 道 我师
道 我师 何必
我师 何必 太痴
何必 太痴 我想
太痴 我想 历来
我想 历来 野史
历来 野史 的
野史 的 朝代
的 朝代 无非
朝代 无非 假借
无非 假借 汉
假借 汉 唐
汉 唐 的
唐 的 名色
的 名色 莫如
名色 莫如 我
莫如 我 这
我 这 石头
这 石头 所记
石头 所记 不
所记 不 借此
不 借此 套
借此 套 只
套 只 按
只 按 自己
按 自己 的
自己 的 事体
的 事体 情理
事体 情理 反倒
情理 反倒 新鲜
反倒 新鲜 别致
新鲜 别致 况且
别致 况且 那
况且 那 野史
那 野史 中
野史 中 或
中 或 讪谤
或 讪谤 君相
讪谤 君相 或
君相 或 贬人
或 贬人 妻女
贬人 妻女 奸淫
妻女 奸淫 凶恶
奸淫 凶恶 不可胜数
凶恶 不可胜数 更
不可胜数 更 有
更 有 一种
有 一种 风月
一种 风月 笔墨
风月 笔墨 其
笔墨 其 淫秽
其 淫秽 污臭
淫秽 污臭 最易
污臭 最易 坏人
最易 坏人 子弟
坏人 子弟 至于
子弟 至于 才子佳人
至于 才子佳人 等
才子佳人 等 书
等 书 则
书 则 又
则 又 开口
又 开口 文君
开口 文君 满篇
文君 满篇 子建
满篇 子建 千部一腔
子建 千部一腔 千人一面
千部一腔 千人一面 且终
千人一面 且终 不能不
且终 不能不 涉淫滥
不能不 涉淫滥 在
涉淫滥 在 作者
在 作者 不过
作者 不过 要
不过 要 写出
要 写出 自己
写出 自己 的
自己 的 两首
的 两首 情诗
两首 情诗 艳
情诗 艳 赋来
艳 赋来 故假
赋来 故假 捏
故假 捏 出
捏 出 男女
出 男女 二人
男女 二人 名姓
二人 名姓 又
名姓 又 必旁
又 必旁 添
必旁 添 一小
添 一小 人
一小 人 拨乱
人 拨乱 其间
拨乱 其间 如戏
其间 如戏 中
如戏 中 的
中 的 小丑
的 小丑 一般
小丑 一般 更
一般 更 可厌
更 可厌 者
可厌 者 之乎者也
者 之乎者也 非理
之乎者也 非理 即文
非理 即文 大
即文 大 不
大 不 近情
不 近情 自相矛盾
近情 自相矛盾 竟
自相矛盾 竟 不如
竟 不如 我
不如 我 这
我 这 半世
这 半世 亲见亲闻
半世 亲见亲闻 的
亲见亲闻 的 几个
的 几个 女子
几个 女子 虽
女子 虽 不敢
虽 不敢 说
不敢 说 强似
说 强似 前
强似 前 代书
前 代书 中
代书 中 所有
中 所有 之
所有 之 人
之 人 但观
人 但观 其
但观 其 事迹
其 事迹 原委
事迹 原委 亦可
原委 亦可 消愁
亦可 消愁 破闷
消愁 破闷 至于
破闷 至于 几首
至于 几首 歪诗
几首 歪诗 也
歪诗 也 可以
也 可以 喷饭
可以 喷饭 供酒
喷饭 供酒 其间
供酒 其间 离合悲欢
其间 离合悲欢 兴衰
离合悲欢 兴衰 际遇
兴衰 际遇 俱
际遇 俱 是
俱 是 按迹循踪
是 按迹循踪 不敢
按迹循踪 不敢 稍加
不敢 稍加 穿凿
稍加 穿凿 至失
穿凿 至失 其真
至失 其真 只愿
其真 只愿 世人
只愿 世人 当
世人 当 那醉
当 那醉 馀
那醉 馀 睡醒
馀 睡醒 之
睡醒 之 时
之 时 或
时 或 避事
或 避事 消愁
避事 消愁 之际
消愁 之际 把
之际 把 此
把 此 一玩
此 一玩 不
一玩 不 但是
不 但是 洗旧
但是 洗旧 翻新
洗旧 翻新 却
翻新 却 也
却 也 省
也 省 了
省 了 些
了 些 寿命
些 寿命 筋力
寿命 筋力 不
筋力 不 更
不 更 去
更 去 谋虚逐妄
去 谋虚逐妄 了
谋虚逐妄 了 我师
了 我师 意为
我师 意为 如何
意为 如何 空空道人
如何 空空道人 听
空空道人 听 如此
听 如此 说
如此 说 思忖
说 思忖 半晌
思忖 半晌 将
半晌 将 这
将 这 石头记
这 石头记 再
石头记 再 检阅
再 检阅 一遍
检阅 一遍 因见
一遍 因见 上面
因见 上面 大旨
上面 大旨 不
大旨 不 过
不 过 谈情
过 谈情 亦
谈情 亦 只是
亦 只是 实录
只是 实录 其
实录 其 事
其 事 绝无
事 绝无 伤时
绝无 伤时 诲淫
伤时 诲淫 之病
诲淫 之病 方
之病 方 从头至尾
方 从头至尾 抄写
从头至尾 抄写 回来
抄写 回来 闻世
回来 闻世 传奇
闻世 传奇 从此
传奇 从此 空空道人
从此 空空道人 因
空空道人 因 空见
因 空见 色
空见 色 由色
色 由色 生情
由色 生情 传情
生情 传情 入色
传情 入色 自色
入色 自色 悟空
自色 悟空 遂
