第 47 章
47 章 呆
章 呆 霸王
呆 霸王 调情
霸王 调情 遭苦
调情 遭苦 打
遭苦 打 冷
打 冷 郎君
冷 郎君 惧祸
郎君 惧祸 走
惧祸 走 他
走 他 乡
他 乡 话
乡 话 说
话 说 王夫人
说 王夫人 听见
王夫人 听见 邢夫人
听见 邢夫人 来了
邢夫人 来了 连忙
来了 连忙 迎着
连忙 迎着 出去
迎着 出去 邢夫人
出去 邢夫人 犹
邢夫人 犹 不知
犹 不知 贾母
不知 贾母 已知
贾母 已知 鸳鸯
已知 鸳鸯 之
鸳鸯 之 事
之 事 正
事 正 还
正 还 又来
还 又来 打听
又来 打听 信息
打听 信息 进
信息 进 了
进 了 院门
了 院门 早有
院门 早有 几个
早有 几个 婆子
几个 婆子 悄悄的
婆子 悄悄的 回
悄悄的 回 了
回 了 他
了 他 他
他 他 才
他 才 知道
才 知道 待要
知道 待要 回去
待要 回去 里面
回去 里面 已知
里面 已知 又见
已知 又见 王夫人
又见 王夫人 接
王夫人 接 出来
接 出来 了
出来 了 少不得
了 少不得 进来
少不得 进来 先
进来 先 与
先 与 贾母
与 贾母 请安
贾母 请安 贾母
请安 贾母 一声
贾母 一声 儿
一声 儿 不
儿 不 言语
不 言语 自己
言语 自己 也
自己 也 觉得
也 觉得 愧悔
觉得 愧悔 凤姐儿
愧悔 凤姐儿 早指
凤姐儿 早指 一事
早指 一事 回避
一事 回避 了
回避 了 鸳鸯
了 鸳鸯 也
鸳鸯 也 自回
也 自回 房去
自回 房去 生气
房去 生气 薛姨妈
生气 薛姨妈 王夫人
薛姨妈 王夫人 等
王夫人 等 恐碍
等 恐碍 着
恐碍 着 邢夫人
着 邢夫人 的
邢夫人 的 脸面
的 脸面 也
脸面 也 都
也 都 渐渐
都 渐渐 退
渐渐 退 了
退 了 邢夫人
了 邢夫人 且
邢夫人 且 不敢
且 不敢 出去
不敢 出去 贾母
出去 贾母 见
贾母 见 无人
见 无人 方
无人 方 说道
方 说道 我
说道 我 听见
我 听见 你
听见 你 替
你 替 你
替 你 老爷
你 老爷 说媒
老爷 说媒 来了
说媒 来了 你
来了 你 倒
你 倒 也
倒 也 三从四德
也 三从四德 的
三从四德 的 只是
的 只是 这
只是 这 贤惠
这 贤惠 也
贤惠 也 太
也 太 过了
太 过了 你们
过了 你们 如今
你们 如今 也是
如今 也是 孙子
也是 孙子 儿子
孙子 儿子 满眼
儿子 满眼 了
满眼 了 你
了 你 还
你 还 怕
还 怕 他
怕 他 使性子
他 使性子 我
使性子 我 听见
我 听见 你
听见 你 还
你 还 由
还 由 着
由 着 你
着 你 老爷
你 老爷 的
老爷 的 那
的 那 性子
那 性子 闹
性子 闹 邢夫人
闹 邢夫人 满面
邢夫人 满面 通红
满面 通红 回道
通红 回道 我
回道 我 劝
我 劝 过
劝 过 几次
过 几次 不依
几次 不依 老太太
不依 老太太 还有
老太太 还有 什么
还有 什么 不
什么 不 知道
不 知道 的
知道 的 呢
的 呢 我
呢 我 也是
我 也是 不得已
也是 不得已 儿
不得已 儿 贾母
儿 贾母 道
贾母 道 他
道 他 逼
他 逼 着
逼 着 你
着 你 杀人
你 杀人 你
杀人 你 也
你 也 杀
也 杀 去
杀 去 如今
去 如今 你
如今 你 也
你 也 想想
也 想想 你
想想 你 兄弟
你 兄弟 媳妇
兄弟 媳妇 本来
媳妇 本来 老实
本来 老实 又生
老实 又生 的
又生 的 多
的 多 病多
多 病多 痛
病多 痛 上上下下
痛 上上下下 那
上上下下 那 不是
那 不是 他
不是 他 操心
他 操心 你
操心 你 一个
你 一个 媳妇
一个 媳妇 虽然
媳妇 虽然 帮着
虽然 帮着 也是
帮着 也是 天天
也是 天天 丢下
天天 丢下 耙
丢下 耙 儿
耙 儿 弄
儿 弄 扫帚
弄 扫帚 凡百
扫帚 凡百 事情
凡百 事情 我
事情 我 如今
我 如今 自己
如今 自己 减了
自己 减了 他们
减了 他们 两个
他们 两个 就
两个 就 有些
就 有些 不到
有些 不到 的
不到 的 去处
的 去处 有
去处 有 鸳鸯
有 鸳鸯 那
鸳鸯 那 孩子
那 孩子 还
孩子 还 心细
还 心细 些
心细 些 我的
些 我的 事情
我的 事情 他
事情 他 还
他 还 想着
还 想着 一点
想着 一点 子
一点 子 该
子 该 要
该 要 的
要 的 他
的 他 就要
他 就要 了
就要 了 来
了 来 该添
来 该添 什么
该添 什么 他
什么 他 就
他 就 趁
就 趁 空儿
趁 空儿 告诉
空儿 告诉 他们
告诉 他们 添
他们 添 了
添 了 鸳鸯
了 鸳鸯 再
鸳鸯 再 不
再 不 这么着
不 这么着 娘儿
这么着 娘儿 两个
娘儿 两个 里头
两个 里头 外头
里头 外头 大
外头 大 的
大 的 小
的 小 的
小 的 那里
的 那里 不
那里 不 忽略
不 忽略 一件
忽略 一件 半件
一件 半件 我
半件 我 如今
我 如今 反倒
如今 反倒 自己
反倒 自己 操心
自己 操心 去不成
操心 去不成 还是
去不成 还是 天天
还是 天天 盘
天天 盘 算
盘 算 和
算 和 他们
和 他们 要
他们 要 东要
要 东要 西去
东要 西去 我
西去 我 这
我 这 屋里
这 屋里 有的
屋里 有的 没有
有的 没有 的
没有 的 剩
的 剩 了
剩 了 他
了 他 一个
他 一个 年纪
一个 年纪 也
年纪 也 大些
也 大些 我
大些 我 凡
我 凡 做事
凡 做事 的
做事 的 脾气
的 脾气 性格
脾气 性格 儿
性格 儿 他
儿 他 还
他 还 知道
还 知道 些
知道 些 他
些 他 二则
他 二则 也
二则 也 还
也 还 投
还 投 主子
投 主子 的
主子 的 缘法
的 缘法 他
缘法 他 也
他 也 并不
也 并不 指着
并不 指着 我
指着 我 和
我 和 那位
和 那位 太太
那位 太太 要
太太 要 衣裳
要 衣裳 去
衣裳 去 又
去 又 和
又 和 那位
和 那位 奶奶
那位 奶奶 要
奶奶 要 银子
要 银子 去
银子 去 所以
去 所以 这
所以 这 几年
这 几年 一应
几年 一应 事情
一应 事情 他说
事情 他说 什么
他说 什么 从
什么 从 你
从 你 小婶
你 小婶 和
小婶 和 你
和 你 媳妇
你 媳妇 起
媳妇 起 至家
起 至家 下
至家 下 大大小小
下 大大小小 没有
大大小小 没有 不信
没有 不信 的
不信 的 所以
的 所以 不单
所以 不单 我
不单 我 得
我 得 靠
得 靠 连
靠 连 你
连 你 小婶
你 小婶 媳妇
小婶 媳妇 也
媳妇 也 都
也 都 省心
都 省心 我
省心 我 有了
我 有了 这么
有了 这么 个人
这么 个人 就是
个人 就是 媳妇
就是 媳妇 孙子
媳妇 孙子 媳妇
孙子 媳妇 想不到
媳妇 想不到 的
想不到 的 我
的 我 也
我 也 不得
也 不得 缺
不得 缺 了
缺 了 也
了 也 没气
也 没气 可生
没气 可生 了
可生 了 这会子
了 这会子 他
这会子 他 去了
他 去了 你们
去了 你们 又
你们 又 弄
又 弄 什么
弄 什么 人来
什么 人来 我
人来 我 使
我 使 你们
使 你们 就
你们 就 弄
就 弄 他
弄 他 那么
他 那么 个
那么 个 真
个 真 珠儿
真 珠儿 似的
珠儿 似的 人
似的 人 来
人 来 不会
来 不会 说话
不会 说话 也
说话 也 无用
也 无用 我
无用 我 正要
我 正要 打发
正要 打发 人
打发 人 和
人 和 你
和 你 老爷
你 老爷 说
老爷 说 去
说 去 他
去 他 要
他 要 什么
要 什么 人
什么 人 我
人 我 这里
我 这里 有钱
这里 有钱 叫
有钱 叫 他
叫 他 只管
他 只管 一万八千
只管 一万八千 的
一万八千 的 买去
的 买去 就是
买去 就是 要
就是 要 这个
要 这个 丫头
这个 丫头 不能
丫头 不能 留下
不能 留下 他
留下 他 伏侍
他 伏侍 我
伏侍 我 几年
我 几年 就
几年 就 和
就 和 他
和 他 日夜
他 日夜 伏侍
日夜 伏侍 我
伏侍 我 尽
我 尽 了
尽 了 孝
了 孝 的
孝 的 一样
的 一样 你
一样 你 来
你 来 的
来 的 也
的 也 巧
也 巧 就
巧 就 去
就 去 说
去 说 更
说 更 妥当
更 妥当 了
妥当 了 说毕
了 说毕 命人
说毕 命人 来
命人 来 请了
来 请了 姨太太
请了 姨太太 你
姨太太 你 姑娘
你 姑娘 们
姑娘 们 来
们 来 才
来 才 高兴
才 高兴 说个
高兴 说个 话儿
说个 话儿 怎么
话儿 怎么 又
怎么 又 都
又 都 散
