第 71 章
71 章 嫌隙
章 嫌隙 人
嫌隙 人 有心
人 有心 生
有心 生 嫌隙
生 嫌隙 鸳鸯
嫌隙 鸳鸯 女
鸳鸯 女 无意
女 无意 遇
无意 遇 鸳鸯
遇 鸳鸯 话
鸳鸯 话 说
话 说 贾母
说 贾母 处
贾母 处 两个
处 两个 丫头
两个 丫头 匆匆忙忙
丫头 匆匆忙忙 来
匆匆忙忙 来 找
来 找 宝玉
找 宝玉 口里
宝玉 口里 说道
口里 说道 二爷
说道 二爷 快
二爷 快 跟着
快 跟着 我们
跟着 我们 走
我们 走 罢
走 罢 老爷
罢 老爷 家
老爷 家 来了
家 来了 宝玉
来了 宝玉 听了
宝玉 听了 又
听了 又 喜
又 喜 又
喜 又 愁
又 愁 只得
愁 只得 忙忙
只得 忙忙 换
忙忙 换 了
换 了 衣服
了 衣服 前来
衣服 前来 请安
前来 请安 贾政正
请安 贾政正 在
贾政正 在 贾
在 贾 母
贾 母 房中
母 房中 连
房中 连 衣服
连 衣服 未换
衣服 未换 看见
未换 看见 宝玉
看见 宝玉 进来
宝玉 进来 请安
进来 请安 心中
请安 心中 自是
心中 自是 喜欢
自是 喜欢 却
喜欢 却 又
却 又 有些
又 有些 伤感
有些 伤感 之意
伤感 之意 又
之意 又 叙
又 叙 了
叙 了 些
了 些 任上
些 任上 的
任上 的 事情
的 事情 贾母
事情 贾母 便说
贾母 便说 你
便说 你 也
你 也 乏
也 乏 了
乏 了 歇歇
了 歇歇 去罢
歇歇 去罢 贾政忙
去罢 贾政忙 站
贾政忙 站 起来
站 起来 笑
起来 笑 着
笑 着 答
着 答 应
答 应 了
应 了 个
了 个 是
个 是 又
是 又 略
又 略 站
略 站 着
站 着 说
着 说 了
说 了 几句话
了 几句话 才
几句话 才 退出
才 退出 来
退出 来 宝玉
来 宝玉 等
宝玉 等 也
等 也 都
也 都 跟
都 跟 过来
跟 过来 贾政
过来 贾政 自然
贾政 自然 问
自然 问 问
问 问 他的
问 他的 工课
他的 工课 也
工课 也 就
也 就 散
就 散 了
散 了 原来
了 原来 贾政回
原来 贾政回 京
贾政回 京 复命
京 复命 因是
复命 因是 学差
因是 学差 故
学差 故 不敢
故 不敢 先到
不敢 先到 家中
先到 家中 珍
家中 珍 琏
珍 琏 宝玉
琏 宝玉 头
宝玉 头 一天
头 一天 便
一天 便 迎出
便 迎出 一站
迎出 一站 去
一站 去 接见
去 接见 了
接见 了 贾政先
了 贾政先 请了
贾政先 请了 贾母
请了 贾母 的
贾母 的 安
的 安 便命
安 便命 都
便命 都 回家
都 回家 伺候
回家 伺候 次日
伺候 次日 面圣
次日 面圣 诸事
面圣 诸事 完毕
诸事 完毕 才
完毕 才 回家
才 回家 来
回家 来 又
来 又 蒙
又 蒙 恩赐
蒙 恩赐 假
恩赐 假 一月
假 一月 在家
一月 在家 歇息
在家 歇息 因
歇息 因 年景
因 年景 渐
