第 79 章
79 章 薛文起
章 薛文起 悔
薛文起 悔 娶
悔 娶 河东
娶 河东 吼
河东 吼 贾迎春
吼 贾迎春 误嫁
贾迎春 误嫁 中山狼
误嫁 中山狼 话
中山狼 话 说
话 说 宝玉
说 宝玉 才
宝玉 才 祭完
才 祭完 了
祭完 了 晴雯
了 晴雯 只听
晴雯 只听 花阴中
只听 花阴中 有
花阴中 有 个人
有 个人 声
个人 声 倒
声 倒 吓了一跳
倒 吓了一跳 细看
吓了一跳 细看 不是
细看 不是 别人
不是 别人 却是
别人 却是 黛玉
却是 黛玉 满面
黛玉 满面 含笑
满面 含笑 口内
含笑 口内 说道
口内 说道 好
说道 好 新奇
好 新奇 的
新奇 的 祭文
的 祭文 可
祭文 可 与
可 与 曹娥
与 曹娥 碑
曹娥 碑 并
碑 并 传
并 传 了
传 了 宝
了 宝 玉
宝 玉 听了
玉 听了 不觉
听了 不觉 红了脸
不觉 红了脸 笑
红了脸 笑 答道
笑 答道 我
答道 我 想着
我 想着 世上
想着 世上 这些
世上 这些 祭文
这些 祭文 都
祭文 都 过于
都 过于 熟烂
过于 熟烂 了
熟烂 了 所以
了 所以 改个
所以 改个 新样
改个 新样 原
新样 原 不过
原 不过 是
不过 是 我
是 我 一时
我 一时 的
一时 的 玩意儿
的 玩意儿 谁知
玩意儿 谁知 被
谁知 被 你
被 你 听见
你 听见 了
听见 了 有
了 有 什么
有 什么 大
什么 大 使不得
大 使不得 的
使不得 的 何不
的 何不 改削
何不 改削 改削
改削 改削 黛玉
改削 黛玉 道
黛玉 道 原稿
道 原稿 在
原稿 在 那里
在 那里 倒要
那里 倒要 细细的
倒要 细细的 看看
细细的 看看 长篇大论
看看 长篇大论 不知
长篇大论 不知 说的
不知 说的 是
说的 是 什么
是 什么 只
什么 只 听见
只 听见 中间
听见 中间 两句
中间 两句 什么
两句 什么 红绡
什么 红绡 帐
红绡 帐 里
帐 里 公子
里 公子 情深
公子 情深 黄土
情深 黄土 陇中
黄土 陇中 女儿
陇中 女儿 命薄
女儿 命薄 这
命薄 这 一联
这 一联 意
一联 意 思
意 思 却
思 却 好
却 好 只是
好 只是 红绡
只是 红绡 帐
红绡 帐 里
帐 里 未免
里 未免 俗滥些
未免 俗滥些 放着
俗滥些 放着 现成
放着 现成 的
现成 的 真事
的 真事 为什么
真事 为什么 不用
为什么 不用 宝玉
不用 宝玉 忙
宝玉 忙 问
忙 问 什么
问 什么 现成
什么 现成 的
现成 的 真事
的 真事 黛玉
真事 黛玉 笑道
黛玉 笑道 咱们
笑道 咱们 如今
咱们 如今 都
如今 都 系
都 系 霞彩
系 霞彩 纱糊
霞彩 纱糊 的
纱糊 的 窗
的 窗 何不
窗 何不 说
何不 说 茜
说 茜 纱窗
茜 纱窗 下
纱窗 下 公子
下 公子 多情
公子 多情 呢
多情 呢 宝玉
呢 宝玉 听了
宝玉 听了 不禁
听了 不禁 跌脚
不禁 跌脚 笑道
跌脚 笑道 好极
笑道 好极 好极
好极 好极 到底
好极 到底 是
到底 是 你
是 你 想
你 想 得出
想 得出 说
得出 说 得出
说 得出 可知
得出 可知 天下
可知 天下 古今
天下 古今 现成
古今 现成 的
现成 的 好景
的 好景 好事
好景 好事 尽多
好事 尽多 只是
尽多 只是 我们
只是 我们 愚人
我们 愚人 想
愚人 想 不
想 不 出来
不 出来 罢了
出来 罢了 但
罢了 但 只
但 只 一件
只 一件 虽然
一件 虽然 这一
虽然 这一 改新妙
这一 改新妙 之
改新妙 之 极
之 极 却是
极 却是 你
却是 你 在
你 在 这里
在 这里 住着
这里 住着 还
住着 还 可以
还 可以 我实
可以 我实 不敢当
我实 不敢当 说着
不敢当 说着 又
说着 又 连说
又 连说 不敢
连说 不敢 黛玉
不敢 黛玉 笑道
黛玉 笑道 何妨
笑道 何妨 我的
何妨 我的 窗
我的 窗 即可
窗 即可 为
即可 为 你
为 你 之
你 之 窗
之 窗 何必如此
窗 何必如此 分晰
何必如此 分晰 也
分晰 也 太
也 太 生疏
太 生疏 了
生疏 了 古人
了 古人 异姓
古人 异姓 陌路
异姓 陌路 尚然
陌路 尚然 肥马轻裘
尚然 肥马轻裘 敝
肥马轻裘 敝 之
敝 之 无憾
之 无憾 何况
无憾 何况 咱们
何况 咱们 宝玉
咱们 宝玉 笑道
宝玉 笑道 论交
笑道 论交 道
论交 道 不在
道 不在 肥马轻裘
不在 肥马轻裘 即
肥马轻裘 即 黄金
即 黄金 白璧
黄金 白璧 亦
白璧 亦 不当
亦 不当 锱铢较量
不当 锱铢较量 倒是
锱铢较量 倒是 这
倒是 这 唐突
这 唐突 闺阁
唐突 闺阁 上头
闺阁 上头 却
上头 却 万万
却 万万 使不得
万万 使不得 的
使不得 的 如今
的 如今 我
如今 我 索性
我 索性 将
索性 将 公子
将 公子 女儿
公子 女儿 改去
女儿 改去 竟
