第 44 章
44 章 变生不测
章 变生不测 凤姐
变生不测 凤姐 泼
凤姐 泼 醋
泼 醋 喜出望外
醋 喜出望外 平儿理
喜出望外 平儿理 妆
平儿理 妆 话
妆 话 说
话 说 宝玉
说 宝玉 和
宝玉 和 姐妹
和 姐妹 一处
姐妹 一处 坐着
一处 坐着 同
坐着 同 众人
同 众人 看演
众人 看演 荆钗记
看演 荆钗记 黛玉
荆钗记 黛玉 因
黛玉 因 看到
因 看到 男
看到 男 祭
男 祭 这出
祭 这出 上
这出 上 便
上 便 和
便 和 宝钗
和 宝钗 说道
宝钗 说道 这
说道 这 王十朋
这 王十朋 也
王十朋 也 不通
也 不通 的
不通 的 很
的 很 不管
很 不管 在
不管 在 那里
在 那里 祭一
那里 祭一 祭
祭一 祭 罢了
祭 罢了 必定
罢了 必定 跑
必定 跑 到
跑 到 江
到 江 边上
江 边上 来
边上 来 做
来 做 什么
做 什么 俗语说
什么 俗语说 睹物思人
俗语说 睹物思人 天下
睹物思人 天下 的
天下 的 水
的 水 总归
水 总归 一源
总归 一源 不拘
一源 不拘 那里
不拘 那里 的
那里 的 水
的 水 舀
水 舀 一碗
舀 一碗 看着
一碗 看着 哭
看着 哭 去
哭 去 也
去 也 就
也 就 尽情
就 尽情 了
尽情 了 宝钗
了 宝钗 不答
宝钗 不答 宝玉
不答 宝玉 听了
宝玉 听了 却
听了 却 又
却 又 发起
又 发起 呆来
发起 呆来 且说
呆来 且说 贾母
且说 贾母 心想
贾母 心想 今日
心想 今日 不比
今日 不比 往日
不比 往日 定要
往日 定要 教
定要 教 凤姐
教 凤姐 痛乐
凤姐 痛乐 一日
痛乐 一日 本
一日 本 自己
本 自己 懒怠
自己 懒怠 坐席
懒怠 坐席 只
坐席 只 在
只 在 里
在 里 间
里 间 屋里
间 屋里 榻
屋里 榻 上
榻 上 歪
上 歪 着
歪 着 和
着 和 薛姨妈
和 薛姨妈 看戏
薛姨妈 看戏 随
看戏 随 心爱
随 心爱 吃
心爱 吃 的
吃 的 拣
的 拣 几样
拣 几样 放在
几样 放在 小几上
放在 小几上 随意
小几上 随意 吃
随意 吃 着
吃 着 说话
着 说话 儿
说话 儿 将
儿 将 自己
将 自己 两桌
自己 两桌 席面
两桌 席面 赏
席面 赏 那
赏 那 没有
那 没有 席面
没有 席面 的
席面 的 大
的 大 小丫头
大 小丫头 并
小丫头 并 那
并 那 应
那 应 着
应 着 差
着 差 的
差 的 妇人
的 妇人 等
妇人 等 命
等 命 他们
命 他们 在
他们 在 窗外
在 窗外 廊
窗外 廊 檐下
廊 檐下 也
檐下 也 只管
也 只管 坐着
只管 坐着 随意
坐着 随意 吃喝
随意 吃喝 不必
吃喝 不必 拘礼
不必 拘礼 王夫人
拘礼 王夫人 和
王夫人 和 邢夫人
和 邢夫人 在
邢夫人 在 地下
在 地下 高
地下 高 桌上
高 桌上 坐着
桌上 坐着 外面
坐着 外面 几席
外面 几席 是
几席 是 他们
是 他们 姐妹
他们 姐妹 们
姐妹 们 坐
们 坐 贾母
坐 贾母 不时
贾母 不时 吩咐
不时 吩咐 尤氏
吩咐 尤氏 等
尤氏 等 让
等 让 凤丫头
让 凤丫头 坐
凤丫头 坐 上面
坐 上面 你们
上面 你们 好生
你们 好生 替
好生 替 我
替 我 待
我 待 东
待 东 难为
东 难为 他
难为 他 一年到头
他 一年到头 辛苦
一年到头 辛苦 尤氏
辛苦 尤氏 答应
尤氏 答应 了
答应 了 又
了 又 笑
又 笑 回道
笑 回道 他说
回道 他说 坐
他说 坐 不惯
坐 不惯 首席
不惯 首席 坐在
首席 坐在 上
坐在 上 头
上 头 横
头 横 不是
横 不是 竖
不是 竖 不是
竖 不是 的
不是 的 酒
的 酒 也
酒 也 不肯
也 不肯 喝
不肯 喝 贾母
喝 贾母 听了
贾母 听了 笑道
听了 笑道 你
笑道 你 不会
你 不会 等
不会 等 我
等 我 亲自
我 亲自 让
亲自 让 他
让 他 去
他 去 凤姐儿
去 凤姐儿 忙
凤姐儿 忙 也
忙 也 进来
也 进来 笑
进来 笑 说
笑 说 老祖宗
说 老祖宗 别信
老祖宗 别信 他们
别信 他们 的话
他们 的话 我
的话 我 喝了
我 喝了 好几
喝了 好几 钟
好几 钟 了
钟 了 贾母笑
了 贾母笑 着
贾母笑 着 命
着 命 尤氏
命 尤氏 等
尤氏 等 拉
等 拉 他
拉 他 出去
他 出去 按
出去 按 在
按 在 椅子
在 椅子 上
椅子 上 你们
上 你们 都
你们 都 轮流
都 轮流 敬
轮流 敬 他
敬 他 他
他 他 再
他 再 不吃
再 不吃 我
不吃 我 当真
我 当真 的
当真 的 就
的 就 亲自
就 亲自 去了
亲自 去了 尤氏
去了 尤氏 听说
尤氏 听说 忙
听说 忙 笑
忙 笑 着
笑 着 又
着 又 拉
又 拉 他
拉 他 出来
他 出来 坐下
出来 坐下 命人
坐下 命人 拿
命人 拿 了
拿 了 台
了 台 盏
台 盏 斟
盏 斟 了
斟 了 酒
了 酒 笑道
酒 笑道 一年到头
笑道 一年到头 难为
一年到头 难为 你
难为 你 孝顺
你 孝顺 老太太
孝顺 老太太 太太
老太太 太太 和
太太 和 我
和 我 我
我 我 今儿
我 今儿 没什么
今儿 没什么 疼
没什么 疼 你
疼 你 的
你 的 亲自
的 亲自 斟酒
亲自 斟酒 我
斟酒 我 的
我 的 乖乖
的 乖乖 你
乖乖 你 在
你 在 我
在 我 手里
我 手里 喝
手里 喝 一口
喝 一口 罢
一口 罢 凤姐儿
罢 凤姐儿 笑道
凤姐儿 笑道 你
笑道 你 要
你 要 安心
要 安心 孝敬
安心 孝敬 我
孝敬 我 跪下
我 跪下 我
跪下 我 就
我 就 喝
就 喝 尤氏笑
喝 尤氏笑 道
尤氏笑 道 说的
道 说的 你
说的 你 不知
你 不知 是
不知 是 谁
是 谁 我
谁 我 告诉
我 告诉 你说
告诉 你说 罢
你说 罢 好容易
罢 好容易 今儿
好容易 今儿 这
今儿 这 一遭
这 一遭 过了
一遭 过了 后儿
过了 后儿 知
后儿 知 道
知 道 还
道 还 得
还 得 像
得 像 今儿
像 今儿 这样
今儿 这样 的
这样 的 不得了
的 不得了 趁着
不得了 趁着 尽力
趁着 尽力 灌
尽力 灌 两钟子
灌 两钟子 罢
两钟子 罢 凤姐儿
罢 凤姐儿 见
凤姐儿 见 推
见 推 不过
推 不过 只得
不过 只得 喝了
只得 喝了 两钟
喝了 两钟 接着
两钟 接着 众
接着 众 姐妹
众 姐妹 也
姐妹 也 来
也 来 凤姐
来 凤姐 也
凤姐 也 只得
也 只得 每人
只得 每人 的
每人 的 喝了
的 喝了 两口
喝了 两口 赖嬷嬷
两口 赖嬷嬷 见
赖嬷嬷 见 贾母
见 贾母 尚且
贾母 尚且 这
尚且 这 等
这 等 高兴
等 高兴 也
高兴 也 少不得
也 少不得 来
少不得 来 凑趣儿
来 凑趣儿 领着
凑趣儿 领着 些
领着 些 嬷嬷
些 嬷嬷 们
嬷嬷 们 也
们 也 来
也 来 敬酒
来 敬酒 凤姐儿
敬酒 凤姐儿 也
凤姐儿 也 难
也 难 推脱
难 推脱 只得
推脱 只得 喝了
只得 喝了 两口
喝了 两口 鸳
两口 鸳 鸯
鸳 鸯 等
鸯 等 也
等 也 都
也 都 来敬
都 来敬 凤姐儿
来敬 凤姐儿 真
凤姐儿 真 不能
真 不能 了
不能 了 忙
了 忙 央告
忙 央告 道
央告 道 好
道 好 姐姐
好 姐姐 们
姐姐 们 饶
们 饶 了
饶 了 我
了 我 罢
我 罢 我
罢 我 明儿
我 明儿 再
明儿 再 喝
再 喝 罢
喝 罢 鸳鸯
罢 鸳鸯 笑道
鸳鸯 笑道 真个
笑道 真个 的
真个 的 我们
的 我们 是
我们 是 没脸
是 没脸 的
没脸 的 了
的 了 就是
了 就是 我们
就是 我们 在
我们 在 太太
在 太太 跟前
太太 跟前 太太
跟前 太太 还
太太 还 赏个
还 赏个 脸儿
赏个 脸儿 呢
脸儿 呢 往常
呢 往常 倒
往常 倒 有些
倒 有些 体面
有些 体面 今儿
体面 今儿 当着
今儿 当着 这些
当着 这些 人
这些 人 倒
人 倒 做起
倒 做起 主子
做起 主子 的
主子 的 款儿
的 款儿 来了
款儿 来了 我原
来了 我原 不该
我原 不该 来
不该 来 不
来 不 喝
