第 9 章
9 章 训劣子
章 训劣子 李贵
训劣子 李贵 承
李贵 承 申饬
承 申饬 嗔
申饬 嗔 顽童
嗔 顽童 茗烟
顽童 茗烟 闹
茗烟 闹 书房
闹 书房 话
书房 话 说
话 说 秦邦业
说 秦邦业 父子
秦邦业 父子 专候
父子 专候 贾
专候 贾 家人
贾 家人 来
家人 来 送
来 送 上学
送 上学 之信
上学 之信 原来
之信 原来 宝玉
原来 宝玉 急于
宝玉 急于 要
急于 要 和
要 和 秦钟
和 秦钟 相遇
秦钟 相遇 遂择
相遇 遂择 了
遂择 了 后
了 后 日
后 日 一定
日 一定 上学
一定 上学 打发
上学 打发 人
打发 人 送了
人 送了 信
送了 信 到了
信 到了 这天
到了 这天 宝玉
这天 宝玉 起来
宝玉 起来 时
起来 时 袭人
时 袭人 早已
袭人 早已 把
早已 把 书笔
把 书笔 文物
书笔 文物 收
文物 收 拾
收 拾 停妥
拾 停妥 坐在
停妥 坐在 床沿
坐在 床沿 上
床沿 上 发闷
上 发闷 见
发闷 见 宝玉
见 宝玉 起来
宝玉 起来 只得
起来 只得 伏侍
只得 伏侍 他
伏侍 他 梳洗
他 梳洗 宝玉
梳洗 宝玉 见
宝玉 见 他
见 他 闷闷
他 闷闷 的
闷闷 的 问道
的 问道 好
问道 好 姐姐
好 姐姐 你
姐姐 你 怎么
你 怎么 又
怎么 又 不
又 不 喜欢
不 喜欢 了
喜欢 了 难道
了 难道 怕
难道 怕 我
怕 我 上学
我 上学 去
上学 去 撂
去 撂 的
撂 的 你们
的 你们 冷清
你们 冷清 了
冷清 了 不成
了 不成 袭人
不成 袭人 笑
袭人 笑 道
笑 道 这是
道 这是 那里
这是 那里 的话
那里 的话 念书
的话 念书 是
念书 是 很
是 很 好
很 好 的
好 的 事
的 事 不然
事 不然 就
不然 就 潦倒
就 潦倒 一辈子
潦倒 一辈子 了
一辈子 了 终久
了 终久 怎么样
终久 怎么样 呢
怎么样 呢 但
呢 但 只
但 只 一件
只 一件 只是
一件 只是 念书
只是 念书 的
念书 的 时候
的 时候 儿
时候 儿 想着
儿 想着 书
想着 书 不念
书 不念 的
不念 的 时候
的 时候 儿
时候 儿 想着
儿 想着 家
想着 家 总别
家 总别 和
总别 和 他们
和 他们 玩闹
他们 玩闹 碰见
玩闹 碰见 老
碰见 老 爷
老 爷 不是
爷 不是 玩
不是 玩 的
玩 的 虽说
的 虽说 是
虽说 是 奋志
是 奋志 要强
奋志 要强 那
要强 那 工课
那 工课 宁可
工课 宁可 少些
宁可 少些 一则
少些 一则 贪多嚼不烂
一则 贪多嚼不烂 二则
贪多嚼不烂 二则 身子
二则 身子 也
身子 也 要
也 要 保重
要 保重 这
保重 这 就是
这 就是 我的
就是 我的 意思
我的 意思 你
意思 你 好歹
你 好歹 体谅
好歹 体谅 些
体谅 些 袭人
些 袭人 说
袭人 说 一句
说 一句 宝玉
一句 宝玉 答应
宝玉 答应 一句
答应 一句 袭人
一句 袭人 又
袭人 又 道
又 道 大毛
道 大毛 儿
大毛 儿 衣服
儿 衣服 我
衣服 我 也
我 也 包好
也 包好 了
包好 了 交给
了 交给 小子
交给 小子 们
小子 们 去了
们 去了 学里
去了 学里 冷
学里 冷 好歹
冷 好歹 想着
好歹 想着 添换
想着 添换 比
添换 比 不得
比 不得 家里
不得 家里 有人
家里 有人 照顾
有人 照顾 脚炉
照顾 脚炉 手炉
脚炉 手炉 也
手炉 也 交出去
也 交出去 了
交出去 了 你
了 你 可
你 可 逼
可 逼 着
逼 着 他们
着 他们 给
他们 给 你
给 你 笼上
你 笼上 那
笼上 那 一起
那 一起 懒贼
一起 懒贼 你
懒贼 你 不
你 不 说
不 说 他
说 他 们
他 们 乐得
们 乐得 不
乐得 不 动
不 动 白
动 白 冻坏
白 冻坏 了
冻坏 了 你
了 你 宝玉
你 宝玉 道
宝玉 道 你
道 你 放心
你 放心 我
放心 我 自己
我 自己 都
自己 都 会
都 会 调停
会 调停 的
调停 的 你们
的 你们 也
你们 也 可别
也 可别 闷死
可别 闷死 在
闷死 在 这
在 这 屋里
这 屋里 长
屋里 长 和
长 和 林妹妹
和 林妹妹 一处
林妹妹 一处 玩玩儿
一处 玩玩儿 去
玩玩儿 去 才好
去 才好 说着
才好 说着 俱
说着 俱 已
俱 已 穿戴
已 穿戴 齐备
穿戴 齐备 袭人
齐备 袭人 催
袭人 催 他
催 他 去
他 去 见
去 见 贾母
见 贾母 贾政
贾母 贾政 王夫人
贾政 王夫人 宝玉
王夫人 宝玉 又
宝玉 又 嘱咐
又 嘱咐 了
嘱咐 了 晴雯
了 晴雯 麝月
晴雯 麝月 几句
麝月 几句 方
几句 方 出来
方 出来 见
出来 见 贾母
见 贾母 贾母
贾母 贾母 也
贾母 也 不免
也 不免 有
不免 有 几句
有 几句 嘱咐
几句 嘱咐 的话
嘱咐 的话 然后
的话 然后 去
然后 去 见
去 见 王夫人
见 王夫人 又
王夫人 又 出来
又 出来 到
出来 到 书房
到 书房 中见
书房 中见 贾政
中见 贾政 这日
贾政 这日 贾政正
这日 贾政正 在
贾政正 在 书房
在 书房 中和
书房 中和 清客
中和 清客 相公
清客 相公 们
相公 们 说闲话
们 说闲话 儿
说闲话 儿 忽见
儿 忽见 宝玉
忽见 宝玉 进来
宝玉 进来 请安
进来 请安 回说
请安 回说 上学
回说 上学 去
上学 去 贾政
去 贾政 冷笑
贾政 冷笑 道
冷笑 道 你
道 你 要
你 要 再
要 再 提
再 提 上学
提 上学 两个
上学 两个 字
两个 字 连
字 连 我
连 我 也
我 也 羞死
也 羞死 了
羞死 了 依
了 依 我
依 我 的话
我 的话 你
的话 你 竟
你 竟 玩
竟 玩 你
玩 你 的
你 的 去
的 去 是
去 是 正经
是 正经 看
正经 看 仔细
看 仔细 站
仔细 站 腌
站 腌 了
腌 了 我
了 我 这个
我 这个 地
这个 地 靠
地 靠 腌
靠 腌 了
腌 了 我
了 我 这个
我 这个 门
这个 门 众
门 众 清客
众 清客 都
清客 都 起身
都 起身 笑
起身 笑 道
笑 道 老世翁
道 老世翁 何必如此
老世翁 何必如此 今日
何必如此 今日 世兄
今日 世兄 一去
世兄 一去 二三年
一去 二三年 就
二三年 就 可
就 可 显身
可 显身 成名
显身 成名 的
成名 的 断不似
的 断不似 往年
断不似 往年 仍作
往年 仍作 小儿
仍作 小儿 之态
小儿 之态 了
之态 了 天
了 天 也
天 也 将
也 将 饭时
将 饭时 了
饭时 了 世兄
了 世兄 竟快
世兄 竟快 请
竟快 请 罢
请 罢 说着
罢 说着 便
说着 便 有
便 有 两个
有 两个 年老
两个 年老 的
年老 的 携了
的 携了 宝玉
携了 宝玉 出去
宝玉 出去 贾政因
出去 贾政因 问
贾政因 问 跟
问 跟 宝玉
跟 宝玉 的
宝玉 的 是
的 是 谁
是 谁 只
谁 只 听见
只 听见 外面
听见 外面 答应
外面 答应 了
答应 了 一声
了 一声 早
一声 早 进来
早 进来 三四个
进来 三四个 大汉
三四个 大汉 打千
大汉 打千 儿
打千 儿 请安
儿 请安 贾政
请安 贾政 看时
贾政 看时 是
看时 是 宝玉
是 宝玉 奶姆
宝玉 奶姆 的
奶姆 的 儿子
的 儿子 名唤
儿子 名唤 李贵
名唤 李贵 的
李贵 的 因向
的 因向 他
因向 他 道
他 道 你们
道 你们 成日
你们 成日 家
成日 家 跟
家 跟 他
跟 他 上学
他 上学 他
上学 他 到底
他 到底 念
到底 念 了
念 了 些
了 些 什么
些 什么 书
什么 书 倒念
书 倒念 了
倒念 了 些
了 些 流言混话
些 流言混话 在
流言混话 在 肚子
在 肚子 里
肚子 里 学
里 学 了
学 了 些
了 些 精致
些 精致 的
精致 的 淘气
的 淘气 等
淘气 等 我闲
等 我闲 一闲
我闲 一闲 先
一闲 先 揭
先 揭 了
揭 了 你
了 你 的
你 的 皮
的 皮 再
皮 再 和
再 和 那
