第 45 章
45 章 金兰契
章 金兰契 互剖
金兰契 互剖 金兰语
互剖 金兰语 风雨
金兰语 风雨 夕闷制
风雨 夕闷制 风雨
夕闷制 风雨 词
风雨 词 话
词 话 说
话 说 凤姐儿
说 凤姐儿 正
凤姐儿 正 抚恤
正 抚恤 平儿
抚恤 平儿 忽见
平儿 忽见 众
忽见 众 姐妹
众 姐妹 进来
姐妹 进来 忙
进来 忙 让
忙 让 了
让 了 坐
了 坐 平儿斟
坐 平儿斟 上
平儿斟 上 茶
上 茶 来
茶 来 凤姐儿
来 凤姐儿 笑道
凤姐儿 笑道 今儿
笑道 今儿 来
今儿 来 的
来 的 这些
的 这些 人
这些 人 倒像
人 倒像 下帖子
倒像 下帖子 请了
下帖子 请了 来
请了 来 的
来 的 探春
的 探春 先
探春 先 笑道
先 笑道 我们
笑道 我们 有
我们 有 两件事
有 两件事 一件
两件事 一件 是
一件 是 我的
是 我的 一件
我的 一件 是
一件 是 四
是 四 妹妹
四 妹妹 的
妹妹 的 还
的 还 夹
还 夹 着
夹 着 老太太
着 老太太 的话
老太太 的话 凤姐儿
的话 凤姐儿 笑道
凤姐儿 笑道 有
笑道 有 什么
有 什么 事
什么 事 这
事 这 么
这 么 要紧
么 要紧 探春
要紧 探春 笑道
探春 笑道 我们
笑道 我们 起
我们 起 了
起 了 个
了 个 诗社
个 诗社 头
诗社 头 一社
头 一社 就
一社 就 不
就 不 齐全
不 齐全 众人
齐全 众人 脸软
众人 脸软 所以
脸软 所以 就
所以 就 乱
就 乱 了
乱 了 例
了 例 了
例 了 我
了 我 想必
我 想必 得
想必 得 你
得 你 去
你 去 做
去 做 个
做 个 监社
个 监社 御史
监社 御史 铁面无私
御史 铁面无私 才好
铁面无私 才好 再
才好 再 四
再 四 妹妹
四 妹妹 为
妹妹 为 画
为 画 园子
画 园子 用
园子 用 的
用 的 东西
的 东西 这般
东西 这般 那般
这般 那般 不全
那般 不全 回
不全 回 了
回 了 老太太
了 老太太 老太太
老太太 老太太 说
老太太 说 只怕
说 只怕 后头
只怕 后头 楼底下
后头 楼底下 还有
楼底下 还有 先
还有 先 剩下
先 剩下 的
剩下 的 找
的 找 一
找 一 找
一 找 若
找 若 有
若 有 呢
有 呢 拿
呢 拿 出来
拿 出来 若
出来 若 没有
若 没有 叫人
没有 叫人 买去
叫人 买去 凤姐儿
买去 凤姐儿 笑道
凤姐儿 笑道 我
笑道 我 又
我 又 不会
又 不会 做什
不会 做什 么
做什 么 湿
么 湿 咧
湿 咧 干
咧 干 的
