第 106 章
106 章 王熙凤
章 王熙凤 致祸
王熙凤 致祸 抱
致祸 抱 羞惭
抱 羞惭 贾太君
羞惭 贾太君 祷天消
贾太君 祷天消 祸患
祷天消 祸患 话
祸患 话 说
话 说 贾政闻
说 贾政闻 知
贾政闻 知 贾母
知 贾母 危急
贾母 危急 即忙
危急 即忙 进去
即忙 进去 看视
进去 看视 见
看视 见 贾母
见 贾母 惊吓
贾母 惊吓 气逆
惊吓 气逆 王夫人
气逆 王夫人 鸳鸯
王夫人 鸳鸯 等
鸳鸯 等 唤醒
等 唤醒 回来
唤醒 回来 即用
回来 即用 疏气
即用 疏气 安神
疏气 安神 的
安神 的 丸药
的 丸药 服了
丸药 服了 渐渐
服了 渐渐 的
渐渐 的 好些
的 好些 只是
好些 只是 伤心落泪
只是 伤心落泪 贾政
伤心落泪 贾政 在
贾政 在 旁
在 旁 劝慰
旁 劝慰 总
劝慰 总 说
总 说 是
说 是 儿子
是 儿子 们
儿子 们 不肖
们 不肖 招
不肖 招 了
招 了 祸来
了 祸来 累
祸来 累 老太太
累 老太太 受惊
老太太 受惊 若
受惊 若 老太太
若 老太太 宽慰
老太太 宽慰 些
宽慰 些 儿子
些 儿子 们
儿子 们 尚可
们 尚可 在
尚可 在 外
在 外 料理
外 料理 若是
料理 若是 老太太
若是 老太太 有
老太太 有 什么
有 什么 不自在
什么 不自在 儿子
不自在 儿子 们
儿子 们 的
们 的 罪孽
的 罪孽 更重
罪孽 更重 了
更重 了 贾母
了 贾母 道
贾母 道 我活
道 我活 了
我活 了 八十
了 八十 多岁
八十 多岁 自作
多岁 自作 女孩儿
自作 女孩儿 起
女孩儿 起 到
起 到 你
到 你 父亲
你 父亲 手里
父亲 手里 都
手里 都 托
都 托 着
托 着 祖宗
着 祖宗 的
祖宗 的 福
的 福 从
福 从 没有
从 没有 听见
没有 听见 过
听见 过 这些
过 这些 事
这些 事 如
事 如 今到
如 今到 老
今到 老 了
老 了 见
了 见 你们
见 你们 倘或
你们 倘或 受罪
倘或 受罪 叫
受罪 叫 我
叫 我 心里
我 心里 过
心里 过 的
过 的 去
的 去 吗
去 吗 倒不如
吗 倒不如 合上
倒不如 合上 眼随
合上 眼随 你们
眼随 你们 去
你们 去 罢了
去 罢了 说
罢了 说 着
说 着 又
着 又 哭
又 哭 贾政
哭 贾政 此时
贾政 此时 着急
此时 着急 异常
着急 异常 又
异常 又 听
又 听 外面
听 外面 说
外面 说 请
说 请 老爷
请 老爷 内廷
老爷 内廷 有信
内廷 有信 贾政
有信 贾政 急忙
贾政 急忙 出来
急忙 出来 见
出来 见 是
见 是 北静王
是 北静王 府
北静王 府 长史
府 长史 一
长史 一 见面
一 见面 便说
见面 便说 大喜
便说 大喜 贾政
大喜 贾政 谢
贾政 谢 了
谢 了 请
了 请 长史
请 长史 坐下
长史 坐下 请问
坐下 请问 王爷
请问 王爷 有何
王爷 有何 谕旨
有何 谕旨 那
谕旨 那 长史
那 长史 道
长史 道 我们
道 我们 王爷
我们 王爷 同西
王爷 同西 平郡王
同西 平郡王 进内
平郡王 进内 复奏
进内 复奏 将
复奏 将 大人
将 大人 惧怕
大人 惧怕 之心
惧怕 之心 感激
之心 感激 天恩
感激 天恩 之语
天恩 之语 都
之语 都 代奏
