第 104 章
104 章 醉金刚
章 醉金刚 小鳅
醉金刚 小鳅 生
小鳅 生 大浪
生 大浪 痴公子
大浪 痴公子 馀
痴公子 馀 痛触
馀 痛触 前情
痛触 前情 话
前情 话 说
话 说 贾雨村
说 贾雨村 刚欲
贾雨村 刚欲 过渡
刚欲 过渡 见
过渡 见 有人
见 有人 飞奔而来
有人 飞奔而来 跑
飞奔而来 跑 到
跑 到 跟前
到 跟前 口称
跟前 口称 老爷
口称 老爷 方才
老爷 方才 逛
方才 逛 的
逛 的 那庙
的 那庙 火起
那庙 火起 了
火起 了 雨村
了 雨村 回首
雨村 回首 看时
回首 看时 只见
看时 只见 烈焰
只见 烈焰 烧天
烈焰 烧天 飞灰
烧天 飞灰 蔽日
飞灰 蔽日 雨村
蔽日 雨村 心想
雨村 心想 这
心想 这 也
这 也 奇怪
也 奇怪 我
奇怪 我 才
我 才 出来
才 出来 走
出来 走 不多
走 不多 远
不多 远 这火
远 这火 从何而来
这火 从何而来 莫非
从何而来 莫非 士隐
莫非 士隐 遭劫
士隐 遭劫 于
遭劫 于 此
于 此 欲
此 欲 待
欲 待 回去
待 回去 又
回去 又 恐误
又 恐误 了
恐误 了 过河
了 过河 若不
过河 若不 回去
若不 回去 心下
回去 心下 又
心下 又 不安
又 不安 想
不安 想 了
想 了 一想
了 一想 便
一想 便 问道
便 问道 你
问道 你 方才
你 方才 见
方才 见 那
见 那 老
那 老 道士
老 道士 出来
道士 出来 了
出来 了 没
了 没 有
没 有 那
有 那 人道
那 人道 小
人道 小 的
小 的 原随
的 原随 老爷
原随 老爷 出来
老爷 出来 因
出来 因 腹内
因 腹内 疼痛
腹内 疼痛 略
疼痛 略 走
略 走 了
走 了 一
了 一 走
一 走 回头
走 回头 看见
回头 看见 一片
看见 一片 火
一片 火 光
火 光 原来
光 原来 就是
原来 就是 那庙
就是 那庙 中火起
那庙 中火起 特
中火起 特 赶来
特 赶来 禀知
赶来 禀知 老爷
禀知 老爷 并
老爷 并 没有
并 没有 见
没有 见 有人
见 有人 出来
有人 出来 雨村
出来 雨村 虽则
雨村 虽则 心里
虽则 心里 狐疑
心里 狐疑 究竟
狐疑 究竟 是
究竟 是 名利
是 名利 关心
名利 关心 的
关心 的 人
的 人 那
人 那 肯回去
那 肯回去 看视
肯回去 看视 便叫
看视 便叫 那
便叫 那 人
那 人 你
人 你 在
你 在 这里
在 这里 等
这里 等 火灭
等 火灭 了
火灭 了 进
了 进 去
进 去 瞧
去 瞧 那
瞧 那 老道
那 老道 在
老道 在 与
在 与 不在
与 不在 即来
不在 即来 回禀
即来 回禀 那
回禀 那 人
那 人 只得
人 只得 答应
只得 答应 了
答应 了 伺候
了 伺候 雨村
伺候 雨村 过河
雨村 过河 仍
过河 仍 自去
仍 自去 查看
自去 查看 查
查看 查 了
查 了 几处
了 几处 遇
几处 遇 公馆
遇 公馆 便
公馆 便 自
便 自 歇下
自 歇下 明日
歇下 明日 又行
明日 又行 一程
又行 一程 进
一程 进 了
进 了 都
了 都 门
都 门 众
门 众 衙役
众 衙役 接着
衙役 接着 前呼后拥
接着 前呼后拥 的
前呼后拥 的 走
的 走 着
走 着 雨村
着 雨村 坐在
雨村 坐在 轿内
坐在 轿内 听见
轿内 听见 轿前
听见 轿前 开路
轿前 开路 的
开路 的 人
