第 60 章
60 章 茉莉
章 茉莉 粉替
茉莉 粉替 去
粉替 去 蔷薇
去 蔷薇 硝
蔷薇 硝 玫瑰露
硝 玫瑰露 引出
玫瑰露 引出 茯苓
引出 茯苓 霜
茯苓 霜 话
霜 话 说
话 说 袭人
说 袭人 因问
袭人 因问 平儿
因问 平儿 何事
平儿 何事 这
何事 这 等
这 等 忙乱
等 忙乱 平儿
忙乱 平儿 笑道
平儿 笑道 都是
笑道 都是 世人
都是 世人 想不到
世人 想不到 的
想不到 的 说
的 说 来
说 来 也好
来 也好 笑
也好 笑 等
笑 等 过
等 过 几日
过 几日 告诉
几日 告诉 你
告诉 你 如今
你 如今 没
如今 没 头绪
没 头绪 呢
头绪 呢 且
呢 且 也
且 也 不
也 不 得闲儿
不 得闲儿 一语
得闲儿 一语 未了
一语 未了 只见
未了 只见 李
只见 李 纨
李 纨 的
纨 的 丫鬟
的 丫鬟 来了
丫鬟 来了 说
来了 说 平姐姐
说 平姐姐 可
平姐姐 可 在
可 在 这里
在 这里 奶奶
这里 奶奶 等
奶奶 等 你
等 你 你
你 你 怎么
你 怎么 不
怎么 不 去了
不 去了 平儿忙
去了 平儿忙 转身
平儿忙 转身 出来
转身 出来 口内
出来 口内 笑
口内 笑 说
笑 说 来了
说 来了 来了
来了 来了 袭人
来了 袭人 等
袭人 等 笑道
等 笑道 他
笑道 他 奶奶
他 奶奶 病了
奶奶 病了 他
病了 他 又
他 又 成
又 成 了
成 了 香饽饽
了 香饽饽 了
香饽饽 了 都
了 都 抢
都 抢 不到
抢 不到 手
不到 手 平儿
手 平儿 去了
平儿 去了 不提
去了 不提 这里
不提 这里 宝玉
这里 宝玉 便叫
宝玉 便叫 春燕
便叫 春燕 你
春燕 你 跟
你 跟 了
跟 了 你
了 你 妈
你 妈 去
妈 去 到
去 到 宝姑
到 宝姑 娘
宝姑 娘 房里
娘 房里 把
房里 把 莺儿
把 莺儿 安
莺儿 安 伏安
安 伏安 伏
伏安 伏 也
伏 也 不可
也 不可 白
不可 白 得罪
白 得罪 了
得罪 了 他
了 他 春燕
他 春燕 一面
春燕 一面 答应
一面 答应 了
答应 了 和
了 和 他
和 他 妈
他 妈 出去
妈 出去 宝玉
出去 宝玉 又
宝玉 又 隔
又 隔 窗
隔 窗 说道
窗 说道 不可
说道 不可 当着
不可 当着 宝
当着 宝 姑娘
宝 姑娘 说
姑娘 说 看
说 看 叫
看 叫 莺儿
叫 莺儿 倒
莺儿 倒 受
倒 受 了
受 了 教导
了 教导 娘儿
教导 娘儿 两个
娘儿 两个 应
两个 应 了
应 了 出来
了 出来 一面
出来 一面 走
一面 走 着
走 着 一面
着 一面 说闲话
一面 说闲话 儿
说闲话 儿 春燕
儿 春燕 因向
春燕 因向 他娘
因向 他娘 道
他娘 道 我
道 我 素日
我 素日 劝
素日 劝 你
劝 你 老人家
你 老人家 再
老人家 再 不信
再 不信 何苦
不信 何苦 闹出
何苦 闹出 没趣
闹出 没趣 来
没趣 来 才
来 才 罢
才 罢 他娘
罢 他娘 笑道
他娘 笑道 小
笑道 小 蹄子
小 蹄子 你
蹄子 你 走
你 走 罢
走 罢 俗语
罢 俗语 说
俗语 说 不经一事
说 不经一事 不长一智
不经一事 不长一智 我
不长一智 我 如今
我 如今 知道
如今 知道 了
知道 了 你
了 你 又
你 又 该
又 该 来
该 来 支问
来 支问 着
支问 着 我
着 我 了
我 了 春燕
了 春燕 笑道
春燕 笑道 妈
笑道 妈 你
妈 你 若
你 若 好生
若 好生 安分守己
好生 安分守己 在
安分守己 在 这
在 这 屋里
这 屋里 长久
