第 109 章
109 章 候芳魂
章 候芳魂 五儿
候芳魂 五儿 承
五儿 承 错爱
承 错爱 还
错爱 还 孽债
还 孽债 迎女
孽债 迎女 返真元
迎女 返真元 话
返真元 话 说
话 说 宝钗
说 宝钗 叫
宝钗 叫 袭人
叫 袭人 问
袭人 问 出
问 出 原故
出 原故 恐
原故 恐 宝玉
恐 宝玉 悲伤
宝玉 悲伤 成疾
悲伤 成疾 便
成疾 便 将
便 将 黛玉
将 黛玉 临死
黛玉 临死 的话
临死 的话 与
的话 与 袭人
与 袭人 假作
袭人 假作 闲
假作 闲 谈
闲 谈 说是
谈 说是 人
说是 人 在
人 在 世上
在 世上 有意
世上 有意 有情
有意 有情 到了
有情 到了 死后
到了 死后 各自
死后 各自 干
各自 干 各自
干 各自 的
各自 的 去了
的 去了 并
去了 并 不是
并 不是 生前
不是 生前 那
生前 那 样
那 样 的
样 的 人
的 人 死后
人 死后 还是
死后 还是 那样
还是 那样 活人
那样 活人 虽
活人 虽 有
虽 有 痴心
有 痴心 死的
痴心 死的 竟
死的 竟 不
竟 不 知道
不 知道 况且
知道 况且 林姑娘
况且 林姑娘 既
林姑娘 既 说
既 说 仙
说 仙 去
仙 去 他
去 他 看
他 看 凡人
看 凡人 是
凡人 是 个
是 个 不堪
个 不堪 的
不堪 的 浊物
的 浊物 那里
浊物 那里 还肯
那里 还肯 混
还肯 混 在
混 在 世上
在 世上 只是
世上 只是 人
只是 人 自己
人 自己 疑心
自己 疑心 所以
疑心 所以 招出
所以 招出 些
招出 些 邪魔外祟
些 邪魔外祟 来
邪魔外祟 来 缠扰
来 缠扰 宝钗
缠扰 宝钗 虽是
宝钗 虽是 与
虽是 与 袭人
与 袭人 说话
袭人 说话 原说
说话 原说 给
原说 给 宝玉
给 宝玉 听
宝玉 听 的
听 的 袭人
的 袭人 会意
袭人 会意 也
会意 也 说是
也 说是 没有
说是 没有 的
没有 的 事
的 事 若
事 若 说
若 说 林姑娘
说 林姑娘 的
林姑娘 的 魂灵
的 魂灵 儿
魂灵 儿 还
儿 还 在
还 在 园里
在 园里 我们
园里 我们 也
我们 也 算
也 算 相好
算 相好 怎么
相好 怎么 没有
怎么 没有 梦见
没有 梦见 过
梦见 过 一次
过 一次 宝玉
一次 宝玉 在
宝玉 在 外面
在 外面 听
外面 听 着
听 着 细细的
着 细细的 想道
细细的 想道 果然
想道 果然 也
果然 也 奇
也 奇 我
奇 我 知道
我 知道 林妹妹
知道 林妹妹 死了
林妹妹 死了 那
死了 那 一日
那 一日 不想
一日 不想 几遍
不想 几遍 怎
几遍 怎 么
怎 么 从没
么 从没 梦见
从没 梦见 想必
梦见 想必 他
想必 他 到
他 到 天上
到 天上 去了
天上 去了 瞧
去了 瞧 我
瞧 我 这
我 这 凡夫俗子
这 凡夫俗子 不能
凡夫俗子 不能 交通
不能 交通 神明
交通 神明 所以
神明 所以 梦
所以 梦 都
梦 都 没有
都 没有 一
没有 一 个儿
一 个儿 我
个儿 我 如今
我 如今 就
如今 就 在
就 在 外间
在 外间 睡
外间 睡 或者
睡 或者 我
或者 我 从
我 从 园里
从 园里 回来
园里 回来 他
回来 他 知道
他 知道 我的
知道 我的 心
我的 心 肯
心 肯 与
肯 与 我
与 我 梦里
我 梦里 一见
梦里 一见 我
一见 我 必要
我 必要 问
必要 问 他
问 他 实在
他 实在 那里
实在 那里 去了
那里 去了 我
去了 我 也
我 也 时常
也 时常 祭奠
时常 祭奠 若是
祭奠 若是 果然
若是 果然 不理
果然 不理 我
不理 我 这
我 这 浊物
这 浊物 竟无
浊物 竟无 一梦
竟无 一梦 我
一梦 我 便
我 便 也
便 也 不想
也 不想 他
不想 他 了
他 了 主意
了 主意 已定
主意 已定 便说
已定 便说 我
便说 我 今夜
我 今夜 就
今夜 就 在
就 在 外间
在 外间 睡
外间 睡 你们
睡 你们 也
你们 也 不用
也 不用 管
不用 管 我
管 我 宝
我 宝 钗
宝 钗 也
钗 也 不强
也 不强 他
不强 他 只说
他 只说 你
只说 你 不用
你 不用 胡思乱想
不用 胡思乱想 你
胡思乱想 你 没
你 没 瞧见
没 瞧见 太太
瞧见 太太 因
太太 因 你
因 你 园里
你 园里 去了
园里 去了 急
去了 急 的话
急 的话 都说
的话 都说 不
都说 不 出来
不 出来 你
出来 你 这会子
