第 3 章
3 章 托
章 托 内兄
托 内兄 如海荐
内兄 如海荐 西宾
如海荐 西宾 接
西宾 接 外孙
接 外孙 贾母
外孙 贾母 惜
贾母 惜 孤女
惜 孤女 却说
孤女 却说 雨村
却说 雨村 忙
雨村 忙 回头
忙 回头 看时
回头 看时 不是
看时 不是 别人
不是 别人 乃是
别人 乃是 当日
乃是 当日 同僚
当日 同僚 一案
同僚 一案 参革
一案 参革 的
参革 的 张如圭
的 张如圭 他系
张如圭 他系 此地
他系 此地 人
此地 人 革后
人 革后 家居
革后 家居 今
家居 今 打听
今 打听 得
打听 得 都
得 都 中奏
都 中奏 准起
中奏 准起 复旧
准起 复旧 员之信
复旧 员之信 他
员之信 他 便
他 便 四下里
便 四下里 寻情
四下里 寻情 找门路
寻情 找门路 忽
找门路 忽 遇见
忽 遇见 雨村
遇见 雨村 故忙
雨村 故忙 道喜
故忙 道喜 二人
道喜 二人 见
二人 见 了
见 了 礼
了 礼 张如圭
礼 张如圭 便
张如圭 便 将
便 将 此信
将 此信 告知
此信 告知 雨村
告知 雨村 雨村
雨村 雨村 欢喜
雨村 欢喜 忙忙
欢喜 忙忙 叙
忙忙 叙 了
叙 了 两
了 两 句
两 句 各自
句 各自 别去
各自 别去 回家
别去 回家 冷子兴
回家 冷子兴 听得
冷子兴 听得 此言
听得 此言 便
此言 便 忙
便 忙 献计
忙 献计 令雨村
献计 令雨村 央求
令雨村 央求 林如海
央求 林如海 转向
林如海 转向 都
转向 都 中
都 中 去
中 去 央烦
去 央烦 贾政
央烦 贾政 雨村领
贾政 雨村领 其意
雨村领 其意 而别
其意 而别 回至馆
而别 回至馆 中
回至馆 中 忙
中 忙 寻邸
忙 寻邸 报看
寻邸 报看 真确
报看 真确 了
真确 了 次日
了 次日 面谋
次日 面谋 之
面谋 之 如海
之 如海 如
如海 如 海道
如 海道 天缘
海道 天缘 凑巧
天缘 凑巧 因贱
凑巧 因贱 荆
因贱 荆 去世
荆 去世 都
去世 都 中家
都 中家 岳母
中家 岳母 念及
岳母 念及 小女
念及 小女 无人
小女 无人 依傍
无人 依傍 前
依傍 前 已
前 已 遣
已 遣 了
遣 了 男女
了 男女 船
男女 船 只来
船 只来 接
只来 接 因
接 因 小女
因 小女 未曾
小女 未曾 大
未曾 大 痊
大 痊 故
痊 故 尚未
故 尚未 行
尚未 行 此刻
行 此刻 正思
此刻 正思 送女
正思 送女 进京
送女 进京 因向
进京 因向 蒙
因向 蒙 教训
蒙 教训 之恩
教训 之恩 未经
之恩 未经 酬报
未经 酬报 遇此
酬报 遇此 机会
遇此 机会 岂
机会 岂 有
岂 有 不
有 不 尽心
不 尽心 图报
尽心 图报 之理
图报 之理 弟已
之理 弟已 预筹
弟已 预筹 之
预筹 之 修下荐
之 修下荐 书
修下荐 书 一封
书 一封 托
一封 托 内兄
托 内兄 务为
内兄 务为 周
务为 周 全
周 全 方可
全 方可 稍
方可 稍 尽弟
稍 尽弟 之
尽弟 之 鄙诚
之 鄙诚 即
鄙诚 即 有所
即 有所 费
有所 费 弟于
费 弟于 内
弟于 内 家信
内 家信 中
家信 中 写明
中 写明 不劳
写明 不劳 吾兄
不劳 吾兄 多虑
吾兄 多虑 雨村
多虑 雨村 一
雨村 一 面打
一 面打 恭
面打 恭 谢不释
恭 谢不释 口
谢不释 口 一面
口 一面 又问
一面 又问 不知
又问 不知 令亲
