第 25 章
25 章 魇
章 魇 魔法
魇 魔法 叔嫂
魔法 叔嫂 逢五鬼
叔嫂 逢五鬼 通灵玉
逢五鬼 通灵玉 蒙蔽
通灵玉 蒙蔽 遇双真
蒙蔽 遇双真 话
遇双真 话 说
话 说 小红
说 小红 心神恍惚
小红 心神恍惚 情思
心神恍惚 情思 缠绵
情思 缠绵 忽
缠绵 忽 朦胧
忽 朦胧 睡去
朦胧 睡去 遇见
睡去 遇见 贾芸
遇见 贾芸 要
贾芸 要 拉
要 拉 他
拉 他 却
他 却 回身
却 回身 一跑
回身 一跑 被
一跑 被 门槛
被 门槛 绊
门槛 绊 了
绊 了 一跤
了 一跤 唬
一跤 唬 醒过来
唬 醒过来 方知
醒过来 方知 是
方知 是 梦
是 梦 因此
梦 因此 翻来覆去
因此 翻来覆去 一夜
翻来覆去 一夜 无眠
一夜 无眠 至
无眠 至 次日
至 次日 天明
次日 天明 方才
天明 方才 起来
方才 起来 有
起来 有 几个
有 几个 丫头
几个 丫头 来会
丫头 来会 他
来会 他 去
他 去 打扫
去 打扫 屋子
打扫 屋子 地面
屋子 地面 舀
地面 舀 洗脸水
舀 洗脸水 这
洗脸水 这 小红
这 小红 也
小红 也 不
也 不 梳妆
不 梳妆 向镜
梳妆 向镜 中
向镜 中 胡乱
中 胡乱 挽
胡乱 挽 了
挽 了 一
了 一 挽
一 挽 头发
挽 头发 洗
头发 洗 了
洗 了 洗手
了 洗手 脸
洗手 脸 便来
脸 便来 打扫
便来 打扫 房屋
打扫 房屋 谁知
房屋 谁知 宝玉
谁知 宝玉 昨儿
宝玉 昨儿 见
昨儿 见 了
见 了 他
了 他 也
他 也 就
也 就 留
就 留 心
留 心 想着
心 想着 指
想着 指 名唤
指 名唤 他来
名唤 他来 使用
他来 使用 一则
使用 一则 怕
一则 怕 袭人
怕 袭人 等
袭人 等 多心
等 多心 二则
多心 二则 又
二则 又 不知
又 不知 他
不知 他 是
他 是 怎么
是 怎么 个
怎么 个 情性
个 情性 因而
情性 因而 纳闷
因而 纳闷 早晨
纳闷 早晨 起来
早晨 起来 也
起来 也 不
也 不 梳洗
不 梳洗 只
梳洗 只 坐着
只 坐着 出神
坐着 出神 一时
出神 一时 下
一时 下 了
下 了 纸
了 纸 窗
纸 窗 隔着
窗 隔着 纱
隔着 纱 屉子
纱 屉子 向外看
屉子 向外看 的
向外看 的 真切
的 真切 只见
真切 只见 几个
只见 几个 丫头
几个 丫头 在
丫头 在 那里
在 那里 打扫
那里 打扫 院子
打扫 院子 都
院子 都 擦
都 擦 胭
擦 胭 抹粉
胭 抹粉 插花
抹粉 插花 带柳
插花 带柳 的
带柳 的 独
的 独 不见
独 不见 昨儿
不见 昨儿 那一
昨儿 那一 个
那一 个 宝玉
个 宝玉 便
宝玉 便 拉
便 拉 着
拉 着 鞋
着 鞋 走出
鞋 走出 房门
走出 房门 只
房门 只 装做
只 装做 看花
装做 看花 东瞧西望
看花 东瞧西望 一
东瞧西望 一 抬头
一 抬头 只见
抬头 只见 西南角
只见 西南角 上
西南角 上 游廊
上 游廊 下
游廊 下 栏杆
下 栏杆 旁有
栏杆 旁有 一个人
旁有 一个人 倚
一个人 倚 在
倚 在 那里
在 那里 却
那里 却 为
却 为 一株
为 一株 海棠花
一株 海棠花 所
海棠花 所 遮
所 遮 看
遮 看 不
看 不 真切
不 真切 近前
真切 近前 一步
近前 一步 仔细
一步 仔细 看时
仔细 看时 正是
看时 正是 昨儿
正是 昨儿 那个
昨儿 那个 丫头
那个 丫头 在
丫头 在 那里
在 那里 出神
那里 出神 此时
出神 此时 宝玉
此时 宝玉 要
宝玉 要 迎上去
要 迎上去 又
迎上去 又 不好意思
又 不好意思 正
不好意思 正 想着
正 想着 忽见
想着 忽见 碧痕
忽见 碧痕 来
碧痕 来 请
来 请 洗脸
请 洗脸 只得
洗脸 只得 进去
只得 进去 了
进去 了 却说
了 却说 小红
却说 小红 正自
小红 正自 出神
正自 出神 忽见
出神 忽见 袭人
忽见 袭人 招手
袭人 招手 叫
招手 叫 他
叫 他 只得
他 只得 走上
只得 走上 前来
走上 前来 袭人
前来 袭人 笑道
袭人 笑道 咱们
笑道 咱们 的
咱们 的 喷壶
的 喷壶 坏
喷壶 坏 了
坏 了 你
了 你 到
你 到 林姑娘
到 林姑娘 那边
林姑娘 那边 借用
那边 借用 一用
借用 一用 小红
一用 小红 便
小红 便 走向
便 走向 潇湘
走向 潇湘 馆
潇湘 馆 去
馆 去 到了
去 到了 翠烟桥
到了 翠烟桥 抬头
翠烟桥 抬头 一望
抬头 一望 只见
一望 只见 山坡
只见 山坡 高处
山坡 高处 都
高处 都 拦
都 拦 着
拦 着 帷幕
着 帷幕 方
帷幕 方 想起
方 想起 今日
想起 今日 有匠
今日 有匠 役
有匠 役 在
役 在 此种
在 此种 树
此种 树 原来
树 原来 远远
原来 远远 的
远远 的 一簇
的 一簇 人
一簇 人 在
人 在 那里
在 那里 掘土
那里 掘土 贾芸
掘土 贾芸 正
贾芸 正 坐在
正 坐在 山子石
坐在 山子石 上
山子石 上 监工
上 监工 小红
监工 小红 待要
小红 待要 过去
待要 过去 又
过去 又 不敢
又 不敢 过去
不敢 过去 只得
过去 只得 悄悄
只得 悄悄 向潇
悄悄 向潇 湘馆
向潇 湘馆 取
湘馆 取 了
取 了 喷壶
了 喷壶 而
喷壶 而 回
而 回 无精打彩
回 无精打彩 自向
无精打彩 自向 房内
自向 房内 躺
房内 躺 着
躺 着 众人
着 众人 只说
众人 只说 他
只说 他 是
他 是 身子
是 身子 不快
身子 不快 也
不快 也 不
也 不 理论
不 理论 过了
理论 过了 一日
过了 一日 原来
一日 原来 次日
原来 次日 是
次日 是 王子腾
是 王子腾 夫人
王子腾 夫人 的
夫人 的 寿诞
的 寿诞 那里
寿诞 那里 原
那里 原 打发
原 打发 人来
打发 人来 请
人来 请 贾母
请 贾母 王夫人
贾母 王夫人 王夫人
王夫人 王夫人 见
王夫人 见 贾母
见 贾母 不去
贾母 不去 也
不去 也 不便
也 不便 去了
不便 去了 倒是
