第 78 章
78 章 老
章 老 学士
老 学士 闲征
学士 闲征 词
闲征 词 痴公子
词 痴公子 杜撰
痴公子 杜撰 芙蓉
杜撰 芙蓉 诔
芙蓉 诔 话
诔 话 说
话 说 两个
说 两个 尼姑
两个 尼姑 领了
尼姑 领了 芳官
领了 芳官 等
芳官 等 去
等 去 后
去 后 王夫人
后 王夫人 便
王夫人 便 往
便 往 贾母
往 贾母 处来
贾母 处来 见
处来 见 贾母
见 贾母 喜欢
贾母 喜欢 便
喜欢 便 趁便
便 趁便 回
趁便 回 道
回 道 宝玉
道 宝玉 屋里
宝玉 屋里 有个
屋里 有个 晴雯
有个 晴雯 那个
晴雯 那个 丫头
那个 丫头 也
丫头 也 大
也 大 了
大 了 而且
了 而且 一年
而且 一年 之间
一年 之间 病
之间 病 不
病 不 离身
不 离身 我
离身 我 常见
我 常见 他
常见 他 比
他 比 别人
比 别人 分外
别人 分外 淘气
分外 淘气 也
淘气 也 懒
也 懒 前日
懒 前日 又
前日 又 病倒
又 病倒 了
病倒 了 十几天
了 十几天 叫
十几天 叫 大夫
叫 大夫 瞧
大夫 瞧 说是
瞧 说是 女儿
说是 女儿 痨
女儿 痨 所以
痨 所以 我
所以 我 就
我 就 赶
就 赶 着
赶 着 叫
着 叫 他
叫 他 下去
他 下去 了
下去 了 若养
了 若养 好了
若养 好了 也
好了 也 不用
也 不用 叫
不用 叫 他
叫 他 进来
他 进来 就
进来 就 赏
就 赏 他家
赏 他家 配人
他家 配人 去
配人 去 也罢
去 也罢 了
也罢 了 再
了 再 那
再 那 几个
那 几个 学
几个 学 戏
学 戏 的
戏 的 女孩子
的 女孩子 我
女孩子 我 也
我 也 做主
也 做主 放
做主 放 了
放 了 一则
了 一则 他们
一则 他们 都
他们 都 会
都 会 戏
会 戏 口里
戏 口里 没轻没重
口里 没轻没重 只会
没轻没重 只会 混说
只会 混说 女孩儿
混说 女孩儿 们
女孩儿 们 听了
们 听了 如何
听了 如何 使得
如何 使得 二则
使得 二则 他们
二则 他们 唱会子
他们 唱会子 戏
唱会子 戏 白放
戏 白放 了
白放 了 他们
了 他们 也是
他们 也是 应该
也是 应该 的
应该 的 况
的 况 丫头
况 丫头 们
丫头 们 也
们 也 太
也 太 多
太 多 若
多 若 说
若 说 不够
说 不够 使
不够 使 再
使 再 挑上
再 挑上 几个
挑上 几个 来
几个 来 也是
来 也是 一样
也是 一样 贾母
一样 贾母 听了
贾母 听了 点头
听了 点头 道
点头 道 这是
道 这是 正理
这是 正理 我
正理 我 也
我 也 正
也 正 想着
正 想着 如此
想着 如此 但
如此 但 晴雯
但 晴雯 这
晴雯 这 丫头
这 丫头 我看
丫头 我看 他
我看 他 甚好
他 甚好 言谈
甚好 言谈 针线
言谈 针线 都
针线 都 不及
都 不及 他
不及 他 将来
他 将来 还
将来 还 可以
还 可以 给宝
可以 给宝 玉
给宝 玉 使唤
玉 使唤 的
使唤 的 谁知
的 谁知 变
谁知 变 了
变 了 王夫人
了 王夫人 笑道
王夫人 笑道 老太太
笑道 老太太 挑中
老太太 挑中 的
挑中 的 人原
的 人原 不错
人原 不错 只是
不错 只是 他命里
只是 他命里 没造
他命里 没造 化
没造 化 所以
化 所以 得
所以 得 了
得 了 这个
了 这个 病
这个 病 俗语
病 俗语 又说
俗语 又说 女大十八变
又说 女大十八变 况且
女大十八变 况且 有
况且 有 本事
有 本事 的
本事 的 人
的 人 未免
人 未免 就
未免 就 有些
就 有些 调歪
有些 调歪 老太太
调歪 老太太 还有
老太太 还有 什么
还有 什么 不曾
什么 不曾 经历
不曾 经历 过
经历 过 的
过 的 三年
的 三年 前
三年 前 我
前 我 也
我 也 就
也 就 留心
就 留心 这件
留心 这件 事
这件 事 先
事 先 只取
先 只取 中
只取 中 了
中 了 他
了 他 我
他 我 留心
我 留心 看了
留心 看了 去
看了 去 他色色
去 他色色 比人强
他色色 比人强 只是
比人强 只是 不大
只是 不大 沉重
不大 沉重 知
沉重 知 大体
知 大体 莫若
大体 莫若 袭人
莫若 袭人 第一
袭人 第一 虽说
第一 虽说 贤妻
虽说 贤妻 美妾
贤妻 美妾 也
美妾 也 要
也 要 性情
要 性情 和顺
性情 和顺 举止
和顺 举止 重
举止 重 的
重 的 更好
的 更好 些
更好 些 袭人
些 袭人 的
袭人 的 模样
的 模样 虽
模样 虽 比晴雯
虽 比晴雯 次一等
比晴雯 次一等 然
次一等 然 放在
然 放在 房
放在 房 里
房 里 也
里 也 算是
也 算是 一二
算是 一二 等
一二 等 的
等 的 况且
的 况且 行事
况且 行事 大方
行事 大方 心地
大方 心地 老实
心地 老实 这
老实 这 几年
这 几年 从未
几年 从未 同着
从未 同着 宝玉
同着 宝玉 淘气
宝玉 淘气 凡
淘气 凡 宝玉
凡 宝玉 十分
宝玉 十分 胡闹
十分 胡闹 的
胡闹 的 事
的 事 他
事 他 只有
他 只有 死
只有 死 劝
死 劝 的
劝 的 因此
的 因此 品
因此 品 择了
品 择了 二年
择了 二年 一点
二年 一点 不错
一点 不错 了
不错 了 我
了 我 悄悄的
我 悄悄的 把
悄悄的 把 他
把 他 丫
他 丫 头
丫 头 的
头 的 月
的 月 钱
月 钱 止住
钱 止住 我的
止住 我的 月
我的 月 分
