第 97 章
97 章 林黛玉
章 林黛玉 焚稿
林黛玉 焚稿 断
焚稿 断 痴情
断 痴情 薛宝钗
痴情 薛宝钗 出闺成
薛宝钗 出闺成 大礼
出闺成 大礼 话
大礼 话 说
话 说 黛玉
说 黛玉 到
黛玉 到 潇湘
到 潇湘 馆
潇湘 馆 门口
馆 门口 紫鹃
门口 紫鹃 说
紫鹃 说 了
说 了 一句
了 一句 话
一句 话 更
话 更 动了心
更 动了心 一时
动了心 一时 吐
一时 吐 出血
吐 出血 来
出血 来 几乎
来 几乎 晕
几乎 晕 倒
晕 倒 亏了
倒 亏了 紫鹃
亏了 紫鹃 还同
紫鹃 还同 着
还同 着 秋纹
着 秋纹 两个
秋纹 两个 人
两个 人 搀扶着
人 搀扶着 黛玉
搀扶着 黛玉 到
黛玉 到 屋里
到 屋里 来
屋里 来 那时
来 那时 秋纹
那时 秋纹 去
秋纹 去 后
去 后 紫鹃
后 紫鹃 雪雁
紫鹃 雪雁 守
雪雁 守 着
守 着 见
着 见 他
见 他 渐渐
他 渐渐 苏醒过来
渐渐 苏醒过来 问
苏醒过来 问 紫鹃
问 紫鹃 道
紫鹃 道 你们
道 你们 守
你们 守 着
守 着 哭
着 哭 什么
哭 什么 紫鹃
什么 紫鹃 见
紫鹃 见 他
见 他 说话
他 说话 明白
说话 明白 倒放
明白 倒放 了
倒放 了 心
了 心 了
心 了 因说
了 因说 姑娘
因说 姑娘 刚才
姑娘 刚才 打
刚才 打 老太太
打 老太太 那边
老太太 那边 回来
那边 回来 身上
回来 身上 觉着
身上 觉着 不大好
觉着 不大好 唬
不大好 唬 的
唬 的 我们
的 我们 没
我们 没 了
没 了 主意
了 主意 所以
主意 所以 哭
所以 哭 了
哭 了 黛玉
了 黛玉 笑道
黛玉 笑道 我
笑道 我 那里
我 那里 就
那里 就 能够
就 能够 死
能够 死 呢
死 呢 这
呢 这 一句
这 一句 话
一句 话 没完
话 没完 又
没完 又 喘成
又 喘成 一处
喘成 一处 原来
一处 原来 黛玉
原来 黛玉 因
黛玉 因 今日
因 今日 听得
今日 听得 宝玉
听得 宝玉 宝钗
宝玉 宝钗 的
宝钗 的 事情
的 事情 这本
事情 这本 是
这本 是 他
是 他 数年
他 数年 的
数年 的 心病
的 心病 一时
心病 一时 急怒
一时 急怒 所
急怒 所 以
所 以 迷惑
以 迷惑 了
迷惑 了 本性
了 本性 及至
本性 及至 回来
及至 回来 吐
回来 吐 了
吐 了 这
了 这 一口
这 一口 血
一口 血 心中
血 心中 却
心中 却 渐渐
却 渐渐 的
渐渐 的 明白
的 明白 过来
明白 过来 把头
过来 把头 里
把头 里 的
里 的 事
的 事 一字
事 一字 也
一字 也 不
也 不 记得
不 记得 这会子
记得 这会子 见
这会子 见 紫鹃
见 紫鹃 哭
紫鹃 哭 了
哭 了 方
了 方 模糊
方 模糊 想起
模糊 想起 傻大姐
想起 傻大姐 的话
傻大姐 的话 来
的话 来 此时
来 此时 反
此时 反 不
反 不 伤心
不 伤心 惟求速
伤心 惟求速 死
惟求速 死 以
死 以 完此债
以 完此债 这里
完此债 这里 紫鹃
这里 紫鹃 雪雁
紫鹃 雪雁 只得
雪雁 只得 守
只得 守 着
守 着 想要
着 想要 告诉
想要 告诉 人去
告诉 人去 怕
人去 怕 又
怕 又 像
又 像 上
像 上 回招
上 回招 的
回招 的 凤姐
的 凤姐 说
凤姐 说 他
说 他 们
他 们 失惊打怪
们 失惊打怪 那知
失惊打怪 那知 秋纹
那知 秋纹 回去
秋纹 回去 神色
回去 神色 慌张
神色 慌张 正值
慌张 正值 贾母
正值 贾母 睡起
贾母 睡起 中觉
睡起 中觉 来
中觉 来 看见
来 看见 这般光景
看见 这般光景 便
这般光景 便 问
便 问 怎么
问 怎么 了
怎么 了 秋纹
了 秋纹 吓的
秋纹 吓的 连忙
吓的 连忙 把
连忙 把 刚才
把 刚才 的
刚才 的 事
的 事 回
事 回 了
回 了 一遍
了 一遍 贾母
一遍 贾母 大惊
贾母 大惊 说
大惊 说 这
说 这 还
这 还 了得
还 了得 连忙
了得 连忙 着
连忙 着 人
着 人 叫
人 叫 了
叫 了 王夫人
了 王夫人 凤姐
王夫人 凤姐 过来
凤姐 过来 告诉
过来 告诉 了
告诉 了 他
了 他 婆媳
他 婆媳 两个
婆媳 两个 凤姐
两个 凤姐 道
凤姐 道 我
道 我 都
我 都 嘱咐
都 嘱咐 了
嘱咐 了 这是
了 这是 什么
这是 什么 人
什么 人 走
人 走 了
走 了 风
了 风 了
风 了 呢
了 呢 这
呢 这 不
这 不 更是
不 更是 一件
更是 一件 难事
一件 难事 了
难事 了 吗
了 吗 贾母
吗 贾母 道
贾母 道 且
道 且 别管
且 别管 那些
别管 那些 先
那些 先 瞧瞧
先 瞧瞧 去
瞧瞧 去 是
去 是 怎么样
是 怎么样 了
怎么样 了 说着
了 说着 便
说着 便 起身
便 起身 带
起身 带 着
带 着 王夫人
着 王夫人 凤姐
王夫人 凤姐 等
凤姐 等 过来
等 过来 看视
过来 看视 见
看视 见 黛玉
见 黛玉 颜色
黛玉 颜色 如雪
颜色 如雪 并无
如雪 并无 一点
并无 一点 血色
一点 血色 神气
血色 神气 昏沉
神气 昏沉 气息
昏沉 气息 微细
气息 微细 半日
微细 半日 又
半日 又 咳嗽
又 咳嗽 了
咳嗽 了 一阵
了 一阵 丫头
一阵 丫头 递
丫头 递 了
递 了 痰盂
了 痰盂 吐出
痰盂 吐出 都是
吐出 都是 痰
都是 痰 中带
痰 中带 血
中带 血 的
血 的 大家
的 大家 都
大家 都 慌
都 慌 了
慌 了 只见
了 只见 黛玉
只见 黛玉 微微
黛玉 微微 睁眼
微微 睁眼 看见
睁眼 看见 贾母
看见 贾母 在
贾母 在 他
在 他 旁边
他 旁边 便
旁边 便 喘吁吁
便 喘吁吁 的
喘吁吁 的 说道
的 说道 老太太
说道 老太太 你
老太太 你 白疼
你 白疼 了
白疼 了 我
了 我 了
我 了 贾母
了 贾母 一闻
贾母 一闻 此言
一闻 此言 十分
此言 十分 难受
十分 难受 便道
难受 便道 好孩子
便道 好孩子 你养
好孩子 你养 着
你养 着 罢
着 罢 不怕
罢 不怕 的
不怕 的 黛
的 黛 玉
黛 玉 微微一笑
玉 微微一笑 把
微微一笑 把 眼
把 眼 又
