第 63 章
63 章 寿怡红
章 寿怡红 群芳
寿怡红 群芳 开
群芳 开 夜宴
开 夜宴 死
夜宴 死 金丹独
死 金丹独 艳理
金丹独 艳理 亲丧
艳理 亲丧 话
亲丧 话 说
话 说 宝玉
说 宝玉 回至
宝玉 回至 房中
回至 房中 洗手
房中 洗手 因
洗手 因 和
因 和 袭人
和 袭人 商议
袭人 商议 晚间
商议 晚间 吃酒
晚间 吃酒 大家
吃酒 大家 取乐
大家 取乐 不可
取乐 不可 拘泥
不可 拘泥 如今
拘泥 如今 吃
如今 吃 什么
吃 什么 好
什么 好 早说
好 早说 给
早说 给 他们
给 他们 备办
他们 备办 去
备办 去 袭人
去 袭人 笑道
袭人 笑道 你
笑道 你 放心
你 放心 我
放心 我 和晴雯
我 和晴雯 麝月
和晴雯 麝月 秋
麝月 秋 纹
秋 纹 四个
纹 四个 人
四个 人 每人
人 每人 五钱
每人 五钱 银子
五钱 银子 共是
银子 共是 二两
共是 二两 芳官
二两 芳官 碧痕
芳官 碧痕 春燕
碧痕 春燕 四儿
春燕 四儿 四个
四儿 四个 人
四个 人 每人
人 每人 三钱
每人 三钱 银子
三钱 银子 他们
银子 他们 告假
他们 告假 的
告假 的 不算
的 不算 共是
不算 共是 三两
共是 三两 二钱
三两 二钱 银子
二钱 银子 早已
银子 早已 交给
早已 交给 了
交给 了 柳嫂子
了 柳嫂子 预备
柳嫂子 预备 四十
预备 四十 碟
四十 碟 果子
碟 果子 我
果子 我 和
我 和 平儿
和 平儿 说
平儿 说 了
说 了 已经
了 已经 抬
已经 抬 了
抬 了 一罐
了 一罐 好
一罐 好 绍兴酒
好 绍兴酒 藏
绍兴酒 藏 在
藏 在 那边
在 那边 了
那边 了 我们
了 我们 八个
我们 八个 人单
八个 人单 替
人单 替 你
替 你 做生日
你 做生日 宝玉
做生日 宝玉 听了
宝玉 听了 喜的
听了 喜的 忙
喜的 忙 说
忙 说 他们
说 他们 是
他们 是 那里
是 那里 的
那里 的 钱
的 钱 不该
钱 不该 叫
不该 叫 他们
叫 他们 出才
他们 出才 是
出才 是 晴雯
是 晴雯 道
晴雯 道 他们
道 他们 没钱
他们 没钱 难道
没钱 难道 我们
难道 我们 是
我们 是 有钱
是 有钱 的
有钱 的 这
的 这 原是
这 原是 各人
原是 各人 的
各人 的 心
的 心 那怕
心 那怕 他
那怕 他 偷
他 偷 的
偷 的 呢
的 呢 只管
呢 只管 领
只管 领 他的
领 他的 情
他的 情 就是了
情 就是了 宝玉
就是了 宝玉 听了
宝玉 听了 笑
听了 笑 说
笑 说 你
说 你 说的
你 说的 是
说的 是 袭人
是 袭人 笑道
袭人 笑道 你
笑道 你 这个
你 这个 人
这个 人 一天
人 一天 不
一天 不 捱
不 捱 他
捱 他 两句
他 两句 硬话
两句 硬话 村
硬话 村 你
村 你 你
你 你 再
你 再 过不去
再 过不去 晴雯
过不去 晴雯 笑道
晴雯 笑道 你
笑道 你 如今
你 如今 也
如今 也 学坏
也 学坏 了
学坏 了 专会
了 专会 调三窝四
专会 调三窝四 说着
调三窝四 说着 大家
说着 大家 都
大家 都 笑
都 笑 了
笑 了 宝玉
了 宝玉 说
宝玉 说 关
说 关 了
关 了 院门
了 院门 罢
院门 罢 袭人
罢 袭人 笑道
袭人 笑道 怪不得
笑道 怪不得 人
怪不得 人 说
人 说 你
说 你 是
你 是 无事忙
是 无事忙 这
无事忙 这 会
这 会 子
会 子 关了门
子 关了门 人倒
关了门 人倒 疑惑
人倒 疑惑 起来
疑惑 起来 索性
起来 索性 再
索性 再 等一等
再 等一等 宝玉
等一等 宝玉 点头
宝玉 点头 因说
点头 因说 我
因说 我 出去
我 出去 走走
