第 102 章
102 章 宁国府
章 宁国府 骨肉
宁国府 骨肉 病灾
骨肉 病灾 大观园
病灾 大观园 符水驱
大观园 符水驱 妖孽
符水驱 妖孽 话
妖孽 话 说
话 说 王夫人
说 王夫人 打发
王夫人 打发 人来
打发 人来 唤
人来 唤 宝钗
唤 宝钗 宝钗
宝钗 宝钗 连忙
宝钗 连忙 过来
连忙 过来 请了
过来 请了 安
请了 安 王夫人
安 王夫人 道
王夫人 道 你
道 你 三妹妹
你 三妹妹 如
三妹妹 如 今要
如 今要 出嫁
今要 出嫁 了
出嫁 了 你们
了 你们 作
你们 作 嫂子
作 嫂子 的
嫂子 的 大家
的 大家 开导
大家 开导 开导
开导 开导 他
开导 他 也是
他 也是 你们
也是 你们 姊妹
你们 姊妹 之情
姊妹 之情 况且
之情 况且 他
况且 他 也是
他 也是 个明
也是 个明 白
个明 白 孩子
白 孩子 我看
孩子 我看 你们
我看 你们 两个
你们 两个 也
两个 也 很
也 很 合的来
很 合的来 只是
合的来 只是 我
只是 我 听见
我 听见 说
听见 说 宝玉
说 宝玉 听见
宝玉 听见 他
听见 他 三妹妹
他 三妹妹 出门子
三妹妹 出门子 哭
出门子 哭 的
哭 的 了
的 了 不
了 不 的
不 的 你
的 你 也
你 也 该
也 该 劝劝
该 劝劝 他
劝劝 他 才
他 才 是
才 是 如今
是 如今 我的
如今 我的 身子
我的 身子 是
身子 是 十病九痛
是 十病九痛 的
十病九痛 的 你
的 你 二嫂子
你 二嫂子 也是
二嫂子 也是 三日
也是 三日 好
三日 好 两日
好 两日 不好
两日 不好 你
不好 你 还
你 还 心地
还 心地 明白
心地 明白 些
明白 些 诸事
些 诸事 该管
诸事 该管 的
该管 的 也
的 也 别说
也 别说 只管
别说 只管 吞着
只管 吞着 不肯
吞着 不肯 得罪人
不肯 得罪人 将来
得罪人 将来 这
将来 这 一番
这 一番 家事
一番 家事 都是
家事 都是 你
都是 你 的
你 的 担子
的 担子 宝钗
担子 宝钗 答应
宝钗 答应 着
答应 着 王夫人
着 王夫人 又
王夫人 又 说道
又 说道 还有
说道 还有 一件事
还有 一件事 你
一件事 你 二嫂子
你 二嫂子 昨
二嫂子 昨 儿
昨 儿 带了
儿 带了 柳家媳妇
带了 柳家媳妇 的
柳家媳妇 的 丫头
的 丫头 来
丫头 来 说
来 说 补在
说 补在 你们
补在 你们 屋里
你们 屋里 宝钗
屋里 宝钗 道
宝钗 道 今日
道 今日 平儿
今日 平儿 才
平儿 才 带
才 带 过来
带 过来 说是
过来 说是 太太
说是 太太 和
太太 和 二奶奶
和 二奶奶 的
二奶奶 的 主意
的 主意 王夫人
主意 王夫人 道
王夫人 道 是
道 是 呦
是 呦 你
呦 你 二嫂子
你 二嫂子 和
二嫂子 和 我
和 我 说
我 说 我想
说 我想 也
我想 也 没要紧
也 没要紧 不便
没要紧 不便 驳
不便 驳 他的
驳 他的 回
他的 回 只是
回 只是 一件
只是 一件 我见
一件 我见 那
我见 那 孩子
那 孩子 眉眼
孩子 眉眼 儿
眉眼 儿 上头
儿 上头 也
上头 也 不是
也 不是 个
不是 个 很
个 很 安顿
很 安顿 的
安顿 的 起先
的 起先 为
起先 为 宝玉
为 宝玉 房里
宝玉 房里 的
房里 的 丫头
的 丫头 狐狸
丫头 狐狸 似的
狐狸 似的 我
似的 我 撵
我 撵 了
撵 了 几个
了 几个 那
几个 那 时候
那 时候 你
时候 你 也
你 也 自然
也 自然 知道
自然 知道 才
知道 才 搬
才 搬 回家
搬 回家 去
回家 去 的
去 的 如今
的 如今 有
如今 有 你
有 你 固然
你 固然 不比
固然 不比 先前
不比 先前 了
先前 了 我
了 我 告诉
我 告诉 你
告诉 你 不过
你 不过 留点神
不过 留点神 儿
留点神 儿 就是了
儿 就是了 你们
就是了 你们 屋里
你们 屋里 就是
屋里 就是 袭人
就是 袭人 那
袭人 那 孩子
那 孩子 还
孩子 还 可以
还 可以 使得
可以 使得 宝钗
使得 宝钗 答应
宝钗 答应 了
答应 了 又说
了 又说 了
又说 了 几句话
了 几句话 便
几句话 便 过来
便 过来 了
过来 了 饭后
了 饭后 到了
饭后 到了 探春
到了 探春 那边
探春 那边 自有
那边 自有 一
自有 一 番
一 番 殷勤
番 殷勤 劝慰
殷勤 劝慰 之言
劝慰 之言 不必
之言 不必 细说
不必 细说 次日
细说 次日 探春
次日 探春 将要
探春 将要 起身
将要 起身 又来
起身 又来 辞
又来 辞 宝玉
辞 宝玉 宝玉
宝玉 宝玉 自然
宝玉 自然 难割
自然 难割 难分
难割 难分 探春
难分 探春 倒
探春 倒 将
倒 将 纲常
将 纲常 大体
纲常 大体 的
大体 的 话
的 话 说的
话 说的 宝玉
说的 宝玉 始而
宝玉 始而 低头不语
始而 低头不语 后来
低头不语 后来 转悲
后来 转悲 作喜
转悲 作喜 似有
作喜 似有 醒悟
似有 醒悟 之意
醒悟 之意 于是
之意 于是 探春
于是 探春 放心
探春 放心 辞别
放心 辞别 众
辞别 众 人
众 人 竟
人 竟 上轿
竟 上轿 登程
上轿 登程 水舟
登程 水舟 陆车
水舟 陆车 而去
陆车 而去 先前
而去 先前 众
先前 众 姊妹
众 姊妹 们
姊妹 们 都
们 都 住在
都 住在 大观园
住在 大观园 中
大观园 中 后来
中 后来 贾妃
后来 贾妃 薨
贾妃 薨 后
薨 后 也
后 也 不
也 不 修葺
不 修葺 到了
修葺 到了 宝玉
到了 宝玉 娶亲
宝玉 娶亲 林
娶亲 林 黛玉
林 黛玉 一死
黛玉 一死 史湘云
一死 史湘云 回去
史湘云 回去 宝琴
回去 宝琴 在
宝琴 在 家住
在 家住 着
家住 着 园中
着 园中 人少
园中 人少 况
人少 况 兼
况 兼 天气
兼 天气 寒冷
天气 寒冷 李纨
寒冷 李纨 姊妹
李纨 姊妹 探
姊妹 探 春
探 春 惜春
春 惜春 等
惜春 等 俱
等 俱 挪回
俱 挪回 旧所
挪回 旧所 到了
旧所 到了 花朝月夕
到了 花朝月夕 依旧
花朝月夕 依旧 相约
依旧 相约 玩耍
相约 玩耍 如今
玩耍 如今 探春
如今 探春 一去
探春 一去 宝玉
一去 宝玉 病后
宝玉 病后 不出
病后 不出 屋门
不出 屋门 益发
屋门 益发 没有
益发 没有 高兴
没有 高兴 的
高兴 的 人
的 人 了
人 了 所以
了 所以 园中
所以 园中 寂寞
园中 寂寞 只有
寂寞 只有 几家
只有 几家 看园
几家 看园 的
看园 的 人
的 人 住着
人 住着 那日
住着 那日 尤氏
那日 尤氏 过来
尤氏 过来 送
过来 送 探春
送 探春 起身
探春 起身 因
起身 因 天晚
因 天晚 省得
天晚 省得 套车
省得 套车 便
套车 便 从前
便 从前 年
从前 年 在
年 在 园里
在 园里 开通
园里 开通 宁府
开通 宁府 的
宁府 的 那
的 那 个
那 个 便门
个 便门 里
便门 里 走
里 走 过去
走 过去 了
过去 了 觉得
了 觉得 凄凉
觉得 凄凉 满目
凄凉 满目 台榭
满目 台榭 依然
台榭 依然 女墙
依然 女墙 一带
女墙 一带 都
一带 都 种作
都 种作 园地
种作 园地 一般
园地 一般 心中
一般 心中 怅
心中 怅 然
怅 然 如有所失
然 如有所失 因到
如有所失 因到 家中
因到 家中 便
家中 便 有些
便 有些 身上
有些 身上 发热
身上 发热 扎挣
发热 扎挣 一两天
扎挣 一两天 竟
一两天 竟 躺倒
竟 躺倒 了
躺倒 了 日间
了 日间 的
日间 的 发烧
的 发烧 犹
发烧 犹 可
犹 可 夜里
可 夜里 身热
夜里 身热 异常
身热 异常 便
异常 便 谵语
便 谵语 绵绵
谵语 绵绵 贾珍
绵绵 贾珍 连忙
贾珍 连忙 请了
连忙 请了 大夫
请了 大夫 看视
大夫 看视 说
看视 说 感冒
说 感冒 起的
感冒 起的 如今
起的 如今 缠经
如今 缠经 入
缠经 入 了
入 了 足
了 足 阳明胃
足 阳明胃 经
阳明胃 经 所以
经 所以 谵语
所以 谵语 不清
谵语 不清 如
不清 如 有所
如 有所 见
有所 见 有了
见 有了 大秽
有了 大秽 即可
大秽 即可 身安
即可 身安 尤氏
身安 尤氏 服了
尤氏 服了 两剂
服了 两剂 并不
两剂 并不 稍减
并不 稍减 更加
稍减 更加 发起
更加 发起 狂来
发起 狂来 贾珍
狂来 贾珍 着急
贾珍 着急 便叫
着急 便叫 贾蓉
便叫 贾蓉 来
贾蓉 来 打听
来 打听 外头
打听 外头 有
外头 有 好
有 好 医生
好 医生 再
医生 再 请
再 请 几
请 几 位来
几 位来 瞧瞧
位来 瞧瞧 贾蓉
瞧瞧 贾蓉 回道
贾蓉 回道 前儿
回道 前儿 这个
前儿 这个 大夫
这个 大夫 是
大夫 是 最
是 最 兴时
最 兴时 的
兴时 的 了
的 了 只怕
了 只怕 我
只怕 我 母亲
我 母亲 的
母亲 的 病
的 病 不是
病 不是 药
不是 药 治得
药 治得 好
治得 好 的
好 的 贾珍
的 贾珍 道
贾珍 道 胡说
道 胡说 不
胡说 不 吃药
不 吃药 难道
吃药 难道 由他去
难道 由他去 罢
由他去 罢 贾蓉
罢 贾蓉 道
贾蓉 道 不是
道 不是 说
不是 说 不治
说 不治 为
不治 为 的
为 的 是
的 是 前日
是 前日 母亲
前日 母亲 往
母亲 往 西府
往 西府 去
西府 去 回来
去 回来 是
回来 是 穿着
是 穿着 园子
穿着 园子 里
园子 里 走
里 走 过来
走 过来 的
过来 的 一
的 一 到了
一 到了 家
到了 家 就
家 就 身上
就 身上 发烧
身上 发烧 别是
发烧 别是 撞
别是 撞 客着
撞 客着 了
客着 了 罢
了 罢 外头
罢 外头 有个
外头 有个 毛半仙
有个 毛半仙 是
毛半仙 是 南方人
是 南方人 卦
南方人 卦 起的
卦 起的 很灵
起的 很灵 不如
很灵 不如 请
不如 请 他
请 他 来
他 来 占算
来 占算 占算
占算 占算 看
占算 看 有
看 有 信儿
有 信儿 呢
信儿 呢 就
呢 就 依着
就 依着 他
依着 他 要是
他 要是 不中用
要是 不中用 再
不中用 再 请
再 请 别的
请 别的 好
别的 好 大夫
好 大夫 来
大夫 来 贾珍
来 贾珍 听了
贾珍 听了 即刻
听了 即刻 叫人
即刻 叫人 请来
叫人 请来 坐在
请来 坐在 书房
坐在 书房 内
书房 内 喝了
内 喝了 茶
喝了 茶 便说
茶 便说 府上
便说 府上 叫
府上 叫 我
叫 我 不知
我 不知 占什
不知 占什 么
占什 么 事
么 事 贾蓉
事 贾蓉 道
贾蓉 道 家母
道 家母 有病
家母 有病 请教
有病 请教 一卦
请教 一卦 毛半仙
一卦 毛半仙 道
毛半仙 道 既
道 既 如此
既 如此 取
如此 取 净水
取 净水 洗手
净水 洗手 设
洗手 设 下
设 下 香案
下 香案 让
香案 让 我
让 我 起出
我 起出 一课
起出 一课 来看
一课 来看 就是了
来看 就是了 一时
就是了 一时 下人
一时 下人 安排
下人 安排 定
安排 定 了
定 了 他
了 他 便
他 便 怀里
便 怀里 掏出
怀里 掏出 卦筒
掏出 卦筒 来
卦筒 来 走到
来 走到 上头
走到 上头 恭恭敬敬
上头 恭恭敬敬 的
恭恭敬敬 的 作了
的 作了 一个
作了 一个 揖
一个 揖 手内
揖 手内 摇着
手内 摇着 卦筒
摇着 卦筒 口里
卦筒 口里 念道
口里 念道 伏以
念道 伏以 太极
伏以 太极 两仪
太极 两仪 交感
两仪 交感 图书
交感 图书 出而
图书 出而 变化不穷
出而 变化不穷 神圣
变化不穷 神圣 作而
神圣 作而 诚求
作而 诚求 必应
诚求 必应 兹有
必应 兹有 信官
兹有 信官 贾某
信官 贾某 为
贾某 为 因母
为 因母 病
因母 病 虔
病 虔 请
虔 请 伏羲
请 伏羲 文王
伏羲 文王 周公
文王 周公 孔子
周公 孔子 四大
孔子 四大 圣人
四大 圣人 鉴临
圣人 鉴临 在上
鉴临 在上 诚感
在上 诚感 则
诚感 则 灵
则 灵 有
灵 有 凶报
有 凶报 凶
凶报 凶 有吉报
凶 有吉报 吉
有吉报 吉 先请
吉 先请 内象
先请 内象 三爻
内象 三爻 说着
三爻 说着 将
说着 将 筒
将 筒 内
筒 内 的
内 的 钱
的 钱 倒
钱 倒 在
倒 在 盘内
在 盘内 说
盘内 说 有灵
说 有灵 的
有灵 的 头
的 头 一爻
头 一爻 就是
一爻 就是 交
就是 交 拿
交 拿 起来
拿 起来 又
起来 又 摇
又 摇 了
摇 了 一摇
了 一摇 倒
一摇 倒 出来
倒 出来 说是
出来 说是 单
说是 单 第三
单 第三 爻
第三 爻 又是
爻 又是 交
又是 交 检起
交 检起 钱来
检起 钱来 嘴里
钱来 嘴里 说是
嘴里 说是 内爻
说是 内爻 已示
内爻 已示 更请
已示 更请 外象
更请 外象 三爻
外象 三爻 完成
三爻 完成 一卦
完成 一卦 起
一卦 起 出来
起 出来 是
出来 是 单拆单
是 单拆单 那
单拆单 那 毛半仙
那 毛半仙 收了
毛半仙 收了 卦
收了 卦 筒
卦 筒 和
筒 和 铜钱
和 铜钱 便
铜钱 便 坐下
便 坐下 问道
坐下 问道 请坐
问道 请坐 请坐
请坐 请坐 让
请坐 让 我
让 我 来
我 来 细细的
来 细细的 看看
细细的 看看 这个
看看 这个 卦
这个 卦 乃是
卦 乃是 未济
乃是 未济 之卦
未济 之卦 世爻
之卦 世爻 是
世爻 是 第三
是 第三 爻
第三 爻 午火
爻 午火 兄弟
午火 兄弟 劫财
兄弟 劫财 晦气
劫财 晦气 是
晦气 是 一定
是 一定 该
一定 该 有的
该 有的 如今
有的 如今 尊驾
如今 尊驾 为母
尊驾 为母 问病
为母 问病 用
问病 用 神是
用 神是 初爻
神是 初爻 真是
初爻 真是 父母
真是 父母 爻
父母 爻 动出
爻 动出 官鬼
动出 官鬼 来
官鬼 来 五爻
来 五爻 上
五爻 上 又有
上 又有 一层
又有 一层 官鬼
一层 官鬼 我看
官鬼 我看 令堂
我看 令堂 太夫人
令堂 太夫人 的
太夫人 的 病
的 病 是
病 是 不轻
是 不轻 的
不轻 的 还好
的 还好 还好
还好 还好 如今
还好 如今 子亥
如今 子亥 之水
子亥 之水 休囚
之水 休囚 寅木动
休囚 寅木动 而
寅木动 而 生火
而 生火 世爻
生火 世爻 上
世爻 上 动出
上 动出 一个
动出 一个 子孙
一个 子孙 来
子孙 来 倒是
来 倒是 克鬼
倒是 克鬼 的
克鬼 的 况且
的 况且 日月
况且 日月 生身
日月 生身 再
生身 再 隔
再 隔 两日
隔 两日 子水
两日 子水 官鬼
子水 官鬼 落空
官鬼 落空 交到
落空 交到 戌日
交到 戌日 就好
戌日 就好 了
就好 了 但是
了 但是 父
但是 父 母爻
父 母爻 上
母爻 上 变鬼
上 变鬼 恐怕
变鬼 恐怕 令尊大人
恐怕 令尊大人 也
令尊大人 也 有些
也 有些 关碍
有些 关碍 就是
关碍 就是 本身
就是 本身 世爻
本身 世爻 比劫
世爻 比劫 过重
比劫 过重 到了
过重 到了 水旺
到了 水旺 土衰
水旺 土衰 的
土衰 的 日子
的 日子 也
日子 也 不好
也 不好 说完
不好 说完 了
说完 了 便
了 便 撅着
便 撅着 胡子
撅着 胡子 坐着
胡子 坐着 贾蓉
坐着 贾蓉 起先
贾蓉 起先 听
起先 听 他
听 他 捣鬼
他 捣鬼 心里
捣鬼 心里 忍不住
心里 忍不住 要
忍不住 要 笑
要 笑 听
笑 听 他
听 他 讲的
他 讲的 卦
讲的 卦 理
卦 理 明白
理 明白 又说
明白 又说 生怕
又说 生怕 父亲
生怕 父亲 也
父亲 也 不
也 不 好
不 好 便
好 便 说道
便 说道 卦
说道 卦 是
卦 是 极
是 极 高明
极 高明 的
高明 的 但
的 但 不知
但 不知 我
不知 我 母亲
我 母亲 到底
母亲 到底 是
到底 是 什么
是 什么 病
什么 病 毛半仙
病 毛半仙 道
毛半仙 道 据
道 据 这卦
据 这卦 上
这卦 上 世爻
上 世爻 午火
世爻 午火 变水
午火 变水 相克
变水 相克 必是
相克 必是 寒火
必是 寒火 凝结
寒火 凝结 若要
凝结 若要 断得
若要 断得 清楚
断得 清楚 揲
清楚 揲 蓍
揲 蓍 也
蓍 也 不大
也 不大 明白
不大 明白 除非
明白 除非 用
除非 用 大六壬
用 大六壬 才
大六壬 才 断
才 断 的
断 的 准
的 准 贾蓉
准 贾蓉 道
贾蓉 道 先生
道 先生 都
