第 49 章
49 章 琉璃
章 琉璃 世界
琉璃 世界 白雪红梅
世界 白雪红梅 脂粉
白雪红梅 脂粉 香娃
脂粉 香娃 割腥
香娃 割腥 啖
割腥 啖 膻
啖 膻 话
膻 话 说
话 说 香菱
说 香菱 见
香菱 见 众人
见 众人 正说
众人 正说 笑
正说 笑 他
笑 他 便
他 便 迎上去
便 迎上去 笑道
迎上去 笑道 你们
笑道 你们 看
你们 看 这首
看 这首 诗
这首 诗 要
诗 要 使得
要 使得 我
使得 我 就
我 就 还
就 还 学
还 学 要
学 要 还
要 还 不好
还 不好 我
不好 我 就
我 就 死了
就 死了 这
死了 这 做
这 做 诗
做 诗 的
诗 的 心
的 心 了
心 了 说着
了 说着 把
说着 把 诗递
把 诗递 与
诗递 与 黛玉
与 黛玉 及
黛玉 及 众人
及 众人 看时
众人 看时 只见
看时 只见 写道
只见 写道 是
写道 是 精华
是 精华 欲
精华 欲 掩料
欲 掩料 应难
掩料 应难 影自娟娟魄
应难 影自娟娟魄 自寒
影自娟娟魄 自寒 一片
自寒 一片 砧
一片 砧 敲
砧 敲 千里
敲 千里 白
千里 白 半轮
白 半轮 鸡唱
半轮 鸡唱 五更
鸡唱 五更 残
五更 残 绿
残 绿 蓑江
绿 蓑江 上秋闻
蓑江 上秋闻 笛
上秋闻 笛 红袖
笛 红袖 楼头
红袖 楼头 夜
楼头 夜 倚栏
夜 倚栏 博得
倚栏 博得 嫦娥
博得 嫦娥 应
嫦娥 应 自问
应 自问 何缘
自问 何缘 不
何缘 不 使永团
不 使永团 众人
使永团 众人 看了
众人 看了 笑道
看了 笑道 这首
笑道 这首 不但
这首 不但 好
不但 好 而且
好 而且 新巧
而且 新巧 有
新巧 有 意趣
有 意趣 可知
意趣 可知 俗语说
可知 俗语说 天下无难事
俗语说 天下无难事 只怕有心人
天下无难事 只怕有心人 社里
只怕有心人 社里 一定
社里 一定 请
一定 请 你
请 你 了
你 了 香菱
了 香菱 听了
香菱 听了 心下
听了 心下 不
心下 不 信
不 信 料
信 料 着
料 着 是
着 是 他们
是 他们 哄
他们 哄 自己
哄 自己 的话
自己 的话 还
的话 还 只管
还 只管 问黛
只管 问黛 玉宝钗
问黛 玉宝钗 等
玉宝钗 等 正说
等 正说 之间
正说 之间 只见
之间 只见 几个
只见 几个 小丫头
几个 小丫头 并
小丫头 并 老婆子
并 老婆子 忙忙
老婆子 忙忙 的
忙忙 的 走来
的 走来 都
走来 都 笑道
都 笑道 来了
笑道 来了 好些
来了 好些 姑娘
好些 姑娘 奶
姑娘 奶 奶们
奶 奶们 我们
奶们 我们 都
我们 都 不
都 不 认得
不 认得 奶奶
认得 奶奶 姑娘
奶奶 姑娘 们
姑娘 们 快
们 快 认亲
快 认亲 去
认亲 去 李纨
去 李纨 笑道
李纨 笑道 这是
笑道 这是 那里
这是 那里 的话
那里 的话 你
的话 你 到
你 到 底
到 底 说
底 说 明白
说 明白 了
明白 了 是
了 是 谁
是 谁 的
谁 的 亲戚
的 亲戚 那婆子
亲戚 那婆子 丫头
那婆子 丫头 都
丫头 都 笑道
都 笑道 奶奶
笑道 奶奶 的
奶奶 的 两位
的 两位 妹子
两位 妹子 都
妹子 都 来了
都 来了 还有
来了 还有 一位
还有 一位 姑娘
一位 姑娘 说是
姑娘 说是 薛
说是 薛 大姑娘
薛 大姑娘 的
大姑娘 的 妹子
的 妹子 还有
妹子 还有 一位
还有 一位 爷
一位 爷 说是
爷 说是 薛大爷
说是 薛大爷 的
薛大爷 的 兄弟
的 兄弟 我
兄弟 我 这会子
我 这会子 请
这会子 请 姨
请 姨 太太
姨 太太 去
太太 去 呢
去 呢 奶奶
呢 奶奶 和
奶奶 和 姑娘
和 姑娘 们
姑娘 们 先上去
们 先上去 罢
先上去 罢 说着
罢 说着 一径
说着 一径 去了
一径 去了 宝钗笑
去了 宝钗笑 道
宝钗笑 道 我们
道 我们 薛蝌
我们 薛蝌 和
薛蝌 和 他
和 他 妹子
他 妹子 来了
妹子 来了 不成
来了 不成 李纨
不成 李纨 笑道
李纨 笑道 或者
笑道 或者 我
或者 我 婶娘
我 婶娘 又
婶娘 又 上京
又 上京 来了
上京 来了 怎么
来了 怎么 他们
怎么 他们 都
他们 都 凑
都 凑 在
凑 在 一处
在 一处 这
一处 这 可是
这 可是 奇事
可是 奇事 大家
奇事 大家 来至
大家 来至 王夫人
来至 王夫人 上房
王夫人 上房 只见
上房 只见 黑压压
只见 黑压压 的
黑压压 的 一地
的 一地 又有
一地 又有 邢夫人
又有 邢夫人 的
邢夫人 的 嫂子
的 嫂子 带了
嫂子 带了 女儿
带了 女儿 岫
女儿 岫 烟
岫 烟 进京
烟 进京 来
进京 来 投
来 投 邢夫人
投 邢夫人 的
邢夫人 的 可巧
的 可巧 凤姐
可巧 凤姐 之兄
凤姐 之兄 王仁
之兄 王仁 也
王仁 也 正
也 正 进京
正 进京 两
进京 两 亲家
两 亲家 一处
亲家 一处 搭帮
一处 搭帮 来了
搭帮 来了 走
来了 走 至
走 至 半路
至 半路 泊船
半路 泊船 时
泊船 时 遇见
