第 26 章
26 章 蜂腰
章 蜂腰 桥设
蜂腰 桥设 言传
桥设 言传 心事
言传 心事 潇湘
心事 潇湘 馆
潇湘 馆 春困
馆 春困 发
春困 发 幽情
发 幽情 话
幽情 话 说
话 说 宝玉
说 宝玉 养
宝玉 养 过了
养 过了 三十三天
过了 三十三天 之后
三十三天 之后 不但
之后 不但 身体
不但 身体 强壮
身体 强壮 亦且
强壮 亦且 连
亦且 连 脸上
连 脸上 疮痕
脸上 疮痕 平复
疮痕 平复 仍
平复 仍 回大
仍 回大 观园
回大 观园 去
观园 去 这
去 这 也
这 也 不在话下
也 不在话下 且说
不在话下 且说 近日
且说 近日 宝玉
近日 宝玉 病
宝玉 病 的
病 的 时节
的 时节 贾芸
时节 贾芸 带
贾芸 带 着
带 着 家
着 家 下
家 下 小厮
下 小厮 坐更
小厮 坐更 看守
坐更 看守 昼夜
看守 昼夜 在
昼夜 在 这里
在 这里 那小红
这里 那小红 同
那小红 同 众
同 众 丫鬟
众 丫鬟 也
丫鬟 也 在
也 在 这里
在 这里 守
这里 守 着
守 着 宝玉
着 宝玉 彼此
宝玉 彼此 相见
彼此 相见 日多
相见 日多 渐渐
日多 渐渐 的
渐渐 的 混熟
的 混熟 了
混熟 了 小红
了 小红 见
小红 见 贾芸
见 贾芸 手里
贾芸 手里 拿着
手里 拿着 块
拿着 块 绢子
块 绢子 倒像
绢子 倒像 是
倒像 是 自己
是 自己 从前
自己 从前 掉
从前 掉 的
掉 的 待要
的 待要 问
待要 问 他
问 他 又
他 又 不好
又 不好 问
不好 问 不料
问 不料 那
不料 那 和尚
那 和尚 道士
和尚 道士 来过
道士 来过 用不着
来过 用不着 一切
用不着 一切 男人
一切 男人 贾芸
男人 贾芸 仍
贾芸 仍 种树
仍 种树 去了
种树 去了 这件
去了 这件 事待
这件 事待 放下
事待 放下 又
放下 又 放不下
又 放不下 待要
放不下 待要 问去
待要 问去 又
问去 又 怕人
又 怕人 猜疑
怕人 猜疑 正是
猜疑 正是 犹豫不决
正是 犹豫不决 神魂不定
犹豫不决 神魂不定 之际
神魂不定 之际 忽
之际 忽 听
忽 听 窗外
听 窗外 问道
窗外 问道 姐姐
问道 姐姐 在
姐姐 在 屋里
在 屋里 没有
屋里 没有 小红
没有 小红 闻听
小红 闻听 在
闻听 在 窗
在 窗 眼内
窗 眼内 望外
眼内 望外 一看
望外 一看 原来
一看 原来 是
原来 是 本院
是 本院 的
本院 的 个
的 个 小丫头
个 小丫头 佳蕙
小丫头 佳蕙 因答
佳蕙 因答 说
因答 说 在
说 在 家里
在 家里 呢
家里 呢 你
呢 你 进来
你 进来 罢
进来 罢 佳蕙
罢 佳蕙 听了
佳蕙 听了 跑
听了 跑 进来
跑 进来 就
进来 就 坐在
就 坐在 床上
坐在 床上 笑道
床上 笑道 我
笑道 我 好
我 好 造化
好 造化 才
造化 才 在
才 在 院子
在 院子 里
院子 里 洗
里 洗 东西
洗 东西 宝玉
东西 宝玉 叫
宝玉 叫 往
叫 往 林姑娘
往 林姑娘 那里
林姑娘 那里 送
那里 送 茶叶
送 茶叶 花大姐姐
茶叶 花大姐姐 交给
花大姐姐 交给 我
交给 我 送
我 送 去
送 去 可巧
去 可巧 老太太
可巧 老太太 给
老太太 给 林姑娘
给 林姑娘 送
林姑娘 送 钱
送 钱 来
钱 来 正
来 正 分给
正 分给 他
分给 他 们
他 们 的
们 的 丫头
的 丫头 们
丫头 们 呢
们 呢 见
呢 见 我
见 我 去了
我 去了 林姑娘
去了 林姑娘 就
林姑娘 就 抓
就 抓 了
抓 了 两把
了 两把 给
两把 给 我
给 我 也
我 也 不知
也 不知 是
不知 是 多少
是 多少 你
多少 你 替
你 替 我
替 我 收着
我 收着 便
收着 便 把手
便 把手 绢子
把手 绢子 打开
绢子 打开 把
打开 把 钱
把 钱 倒
钱 倒 出来
倒 出来 交给
出来 交给 小红
交给 小红 小红
小红 小红 就
小红 就 替
就 替 他
替 他 一五一十
他 一五一十 的
一五一十 的 数
的 数 了
数 了 收起
了 收起 佳蕙
收起 佳蕙 道
佳蕙 道 你
道 你 这
你 这 两日
这 两日 心里
两日 心里 到底
心里 到底 觉着
到底 觉着 怎么样
觉着 怎么样 依
怎么样 依 我
依 我 说
我 说 你
说 你 竟
你 竟 家去
竟 家去 住
家去 住 两日
住 两日 请
两日 请 一个
请 一个 大夫
一个 大夫 来
大夫 来 瞧瞧
来 瞧瞧 吃
瞧瞧 吃 两剂
吃 两剂 药
两剂 药 就好
药 就好 了
就好 了 小红道
了 小红道 那里
小红道 那里 的话
那里 的话 好好儿
的话 好好儿 的
好好儿 的 家去
的 家去 做
家去 做 什么
做 什么 佳蕙
什么 佳蕙 道
佳蕙 道 我
道 我 想起
我 想起 来了
想起 来了 林姑娘
来了 林姑娘 生
林姑娘 生 的
生 的 弱
的 弱 时常
弱 时常 他
时常 他 吃药
他 吃药 你
吃药 你 就
你 就 和
就 和 他
和 他 要些
他 要些 来
要些 来 吃
来 吃 也是
吃 也是 一
也是 一 样
一 样 小红道
样 小红道 胡说
小红道 胡说 药
胡说 药 也是
药 也是 混吃
也是 混吃 的
