第 64 章
64 章 幽
章 幽 淑女
幽 淑女 悲题
淑女 悲题 五美吟
悲题 五美吟 浪荡子
五美吟 浪荡子 情遗
浪荡子 情遗 九龙
情遗 九龙 佩
九龙 佩 话
佩 话 说
话 说 贾蓉见
说 贾蓉见 家中
贾蓉见 家中 诸事
家中 诸事 已妥
诸事 已妥 连忙
已妥 连忙 赶至
连忙 赶至 寺
赶至 寺 中
寺 中 回明
中 回明 贾珍
回明 贾珍 于是
贾珍 于是 连夜
于是 连夜 分派
连夜 分派 各项
分派 各项 执事
各项 执事 人役
执事 人役 并
人役 并 预备
并 预备 一切
预备 一切 应用
一切 应用 幡
应用 幡 杠等物
幡 杠等物 择于
杠等物 择于 初四
择于 初四 日
初四 日 卯时
日 卯时 请
卯时 请 灵柩
请 灵柩 进城
灵柩 进城 一面
进城 一面 使人
一面 使人 知会
使人 知会 诸位
知会 诸位 亲友
诸位 亲友 是
亲友 是 日
是 日 丧仪
日 丧仪 耀
丧仪 耀 宾客如云
耀 宾客如云 自铁槛
宾客如云 自铁槛 寺
自铁槛 寺 至
寺 至 宁府
至 宁府 夹路
宁府 夹路 看
夹路 看 的
看 的 何止
的 何止 数万人
何止 数万人 内中
数万人 内中 有
内中 有 嗟叹
有 嗟叹 的
嗟叹 的 也有
的 也有 羡慕
也有 羡慕 的
羡慕 的 又有
的 又有 一等
又有 一等 半瓶醋
一等 半瓶醋 的
半瓶醋 的 读书人
的 读书人 说是
读书人 说是 丧礼
说是 丧礼 与其
丧礼 与其 奢易
与其 奢易 莫若
奢易 莫若 俭戚
莫若 俭戚 的
俭戚 的 一路
的 一路 纷纷议论
一路 纷纷议论 不一
纷纷议论 不一 至
不一 至 未
至 未 申时
未 申时 方到
申时 方到 将
方到 将 灵柩
将 灵柩 停放
灵柩 停放 正堂
停放 正堂 之内
正堂 之内 供奠
之内 供奠 举哀
供奠 举哀 已毕
举哀 已毕 亲友
已毕 亲友 渐
亲友 渐 次散
渐 次散 回
次散 回 只
回 只 剩族
只 剩族 中人
剩族 中人 分理
中人 分理 迎宾
分理 迎宾 送客
迎宾 送客 等
送客 等 事
等 事 近亲
事 近亲 只有
近亲 只有 邢舅
只有 邢舅 太爷
邢舅 太爷 相伴
太爷 相伴 未
相伴 未 去
未 去 贾珍贾
去 贾珍贾 蓉
贾珍贾 蓉 此
蓉 此 时为
此 时为 礼法
时为 礼法 所拘
礼法 所拘 不免
所拘 不免 在
不免 在 灵
在 灵 旁籍
灵 旁籍 草
旁籍 草 枕块
草 枕块 恨苦
枕块 恨苦 居丧
恨苦 居丧 人散
居丧 人散 后
人散 后 仍
后 仍 乘空
仍 乘空 在内
乘空 在内 亲
在内 亲 女眷
亲 女眷 中厮
女眷 中厮 混
中厮 混 宝玉
混 宝玉 亦
宝玉 亦 每日
亦 每日 在
每日 在 宁府
在 宁府 穿孝
宁府 穿孝 至晚
穿孝 至晚 人散
至晚 人散 方回
人散 方回 园里
方回 园里 凤姐
园里 凤姐 身体
凤姐 身体 未愈
身体 未愈 虽
未愈 虽 不能
虽 不能 时常
不能 时常 在
时常 在 此
在 此 或
此 或 遇着
或 遇着 开坛
遇着 开坛 诵经
开坛 诵经 亲友
诵经 亲友 上
亲友 上 祭
上 祭 之
祭 之 日
之 日 亦
日 亦 扎挣
亦 扎挣 过来
扎挣 过来 相帮
过来 相帮 尤氏
相帮 尤氏 料理
尤氏 料理 一日
料理 一日 供毕
一日 供毕 早饭
供毕 早饭 因
早饭 因 天气
因 天气 尚长
天气 尚长 贾珍
尚长 贾珍 等
贾珍 等 连日
等 连日 劳倦
连日 劳倦 不免
劳倦 不免 在
不免 在 灵旁
在 灵旁 假寐
灵旁 假寐 宝玉
假寐 宝玉 见无客
宝玉 见无客 至
见无客 至 遂
至 遂 欲
遂 欲 回家
欲 回家 看视
回家 看视 黛玉
看视 黛玉 因先
黛玉 因先 回至
因先 回至 怡红院
回至 怡红院 中
怡红院 中 进入
中 进入 门来
进入 门来 只见
门来 只见 院中
只见 院中 寂静
院中 寂静 无人
寂静 无人 有
无人 有 几
有 几 个
几 个 老婆子
个 老婆子 和
老婆子 和 那
和 那 小丫头
那 小丫头 们
小丫头 们 在
们 在 回廊
在 回廊 下取
回廊 下取 便
下取 便 乘凉
便 乘凉 也有
乘凉 也有 睡
也有 睡 卧
睡 卧 的
卧 的 也有
的 也有 坐着
也有 坐着 打盹
坐着 打盹 的
打盹 的 宝玉
的 宝玉 也
宝玉 也 不去
也 不去 惊动
不去 惊动 只有
惊动 只有 四儿
只有 四儿 看见
四儿 看见 连忙
看见 连忙 上
连忙 上 前来
上 前来 打
前来 打 帘子
打 帘子 将
帘子 将 掀起
将 掀起 时
掀起 时 只见
时 只见 芳官
只见 芳官 自内
芳官 自内 带笑
自内 带笑 跑
带笑 跑 出
跑 出 几乎
出 几乎 和
几乎 和 宝玉
和 宝玉 撞个满怀
宝玉 撞个满怀 一见
撞个满怀 一见 宝玉
一见 宝玉 方
宝玉 方 含笑
方 含笑 站
含笑 站 着
站 着 说道
着 说道 你
说道 你 怎么
你 怎么 来了
怎么 来了 你
来了 你 快给我
你 快给我 拦
快给我 拦 住
拦 住 晴雯
住 晴雯 他
晴雯 他 要
他 要 打
要 打 我
打 我 呢
我 呢 一语
呢 一语 未了
一语 未了 只
未了 只 听见
只 听见 屋里
听见 屋里 唏
屋里 唏 哗喇
唏 哗喇 的
哗喇 的 乱响
的 乱响 不知
乱响 不知 是
不知 是 何物
是 何物 撒
何物 撒 了
撒 了 一地
了 一地 随后
一地 随后 晴雯
随后 晴雯 赶来
晴雯 赶来 骂道
赶来 骂道 我看
骂道 我看 你
我看 你 这
你 这 小
这 小 蹄子
小 蹄子 儿往
蹄子 儿往 那里
儿往 那里 去
那里 去 输
去 输 了
输 了 不
了 不 叫
不 叫 打
叫 打 宝玉
打 宝玉 不在
宝玉 不在 家
不在 家 我看
家 我看 有
我看 有 谁
有 谁 来
谁 来 救
来 救 你
救 你 宝玉
你 宝玉 连忙
宝玉 连忙 带笑
连忙 带笑 拦住
带笑 拦住 道
拦住 道 你
道 你 妹子
你 妹子 小
妹子 小 不知
小 不知 怎么
不知 怎么 得罪
怎么 得罪 了
得罪 了 你
了 你 看
你 看 我的
看 我的 分
我的 分 上饶
分 上饶 他
上饶 他 罢
他 罢 晴雯
罢 晴雯 也
晴雯 也 不想
也 不想 宝玉
不想 宝玉 此时
宝玉 此时 回来
此时 回来 乍
回来 乍 一见
乍 一见 不觉
一见 不觉 好笑
不觉 好笑 遂
好笑 遂 笑
遂 笑 说道
笑 说道 芳
说道 芳 官
芳 官 竟是
官 竟是 个
竟是 个 狐狸精
个 狐狸精 变
狐狸精 变 的
变 的 就是
的 就是 会
就是 会 拘神遣将
会 拘神遣将 的
拘神遣将 的 符咒
的 符咒 也
符咒 也 没有
也 没有 这么
没有 这么 快
这么 快 又
快 又 笑道
又 笑道 就是
笑道 就是 你
就是 你 真
你 真 请了
真 请了 神来
请了 神来 我
神来 我 也
我 也 不怕
也 不怕 遂
不怕 遂 夺手
遂 夺手 仍
夺手 仍 要
仍 要 捉拿
要 捉拿 芳官
捉拿 芳官 早已
芳官 早已 藏
早已 藏 在
藏 在 身后
在 身后 搂
身后 搂 着
搂 着 宝玉
着 宝玉 不
宝玉 不 放
不 放 宝玉
放 宝玉 遂
宝玉 遂 一手
遂 一手 拉
一手 拉 了
拉 了 晴雯
了 晴雯 一手
晴雯 一手 携了
一手 携了 芳官
携了 芳官 进来
芳官 进来 看时
进来 看时 只见
看时 只见 西边
只见 西边 炕上
西边 炕上 麝月
炕上 麝月 秋纹
麝月 秋纹 碧痕
秋纹 碧痕 春燕
碧痕 春燕 等
春燕 等 正在
等 正在 那里
正在 那里 抓
那里 抓 子儿
抓 子儿 赢
子儿 赢 瓜子儿
赢 瓜子儿 呢
瓜子儿 呢 却是
呢 却是 芳官
却是 芳官 输给
芳官 输给 晴雯
输给 晴雯 芳官
晴雯 芳官 不肯
