第 112 章
112 章 活
章 活 冤孽
活 冤孽 妙姑
冤孽 妙姑 遭
妙姑 遭 大劫
遭 大劫 死
大劫 死 雠
死 雠 仇
雠 仇 赵妾
仇 赵妾 赴
赵妾 赴 冥
赴 冥 曹
冥 曹 话
曹 话 说
话 说 凤姐
说 凤姐 命
凤姐 命 捆起
命 捆起 上夜
捆起 上夜 的
上夜 的 女人
的 女人 送营
女人 送营 审问
送营 审问 众
审问 众 女人
众 女人 跪地
女人 跪地 哀求
跪地 哀求 林之孝
哀求 林之孝 同
林之孝 同 贾芸
同 贾芸 道
贾芸 道 你们
道 你们 求
你们 求 也
求 也 无益
也 无益 老爷
无益 老爷 派
老爷 派 我们
派 我们 看家
我们 看家 没事
看家 没事 是
没事 是 造化
是 造化 如今
造化 如今 有
如今 有 了事
有 了事 上下
了事 上下 都
上下 都 耽
都 耽 不是
耽 不是 谁
不是 谁 救得
谁 救得 你
救得 你 若
你 若 说是
若 说是 周瑞
说是 周瑞 的
周瑞 的 干儿子
的 干儿子 连
干儿子 连 太太
连 太太 起
太太 起 里里外外
起 里里外外 的
里里外外 的 都
的 都 不
都 不 干净
不 干净 凤姐
干净 凤姐 喘吁吁
凤姐 喘吁吁 的
喘吁吁 的 说道
的 说道 这
说道 这 都是
这 都是 命里
都是 命里 所招
命里 所招 和
所招 和 他们
和 他们 说
他们 说 什么
说 什么 带了
什么 带了 他们
带了 他们 去
他们 去 就是了
去 就是了 那
就是了 那 丢
那 丢 的
丢 的 东西
的 东西 你告
东西 你告 诉
你告 诉 营里
诉 营里 去
营里 去 说
去 说 实在
说 实在 是
实在 是 老太太
是 老太太 的
老太太 的 东西
的 东西 问
东西 问 老爷
问 老爷 们
老爷 们 才
们 才 知道
才 知道 等
知道 等 我们
等 我们 报了
我们 报了 去
报了 去 请了
去 请了 老爷
请了 老爷 们
老爷 们 回来
们 回来 自然
回来 自然 开了
自然 开了 失单
开了 失单 送来
失单 送来 文官
