第 108 章
108 章 强
章 强 欢笑
强 欢笑 蘅
欢笑 蘅 芜庆
蘅 芜庆 生辰
芜庆 生辰 死
生辰 死 缠绵
死 缠绵 潇湘
缠绵 潇湘 闻
潇湘 闻 鬼哭
闻 鬼哭 却说
鬼哭 却说 贾政先
却说 贾政先 前
贾政先 前 曾
前 曾 将
曾 将 房产
将 房产 并
房产 并 大观园
并 大观园 奏请
大观园 奏请 入官
奏请 入官 内廷
入官 内廷 不
内廷 不 收
不 收 又
收 又 无人居住
又 无人居住 只好
无人居住 只好 封锁
只好 封锁 因
封锁 因 园子
因 园子 接连
园子 接连 尤氏惜
接连 尤氏惜 春
尤氏惜 春 住宅
春 住宅 太觉
住宅 太觉 旷阔
太觉 旷阔 无人
旷阔 无人 遂
无人 遂 将
遂 将 包勇罚
将 包勇罚 看
包勇罚 看 荒园
看 荒园 此时
荒园 此时 贾政
此时 贾政 理家
贾政 理家 奉
理家 奉 了
奉 了 贾母
了 贾母 之命
贾母 之命 将
之命 将 人口
将 人口 渐次
人口 渐次 减少
渐次 减少 诸凡
减少 诸凡 省俭
诸凡 省俭 尚且
省俭 尚且 不能
尚且 不能 支持
不能 支持 幸喜
支持 幸喜 凤姐
幸喜 凤姐 是
凤姐 是 贾母
是 贾母 心爱
贾母 心爱 的
心爱 的 人
的 人 王夫人
人 王夫人 等
王夫人 等 虽
等 虽 不大
虽 不大 喜欢
不大 喜欢 若
喜欢 若 说
若 说 治家
说 治家 办事
治家 办事 尚能
办事 尚能 出力
尚能 出力 所以
出力 所以 内事
所以 内事 仍交
内事 仍交 凤姐
仍交 凤姐 办理
凤姐 办理 但
办理 但 近来
但 近来 因
近来 因 被
因 被 抄
被 抄 以后
抄 以后 诸事
以后 诸事 运用
诸事 运用 不
运用 不 来
不 来 也是
来 也是 每形
也是 每形 拮据
每形 拮据 那些
拮据 那些 房
那些 房 头上
房 头上 下人
头上 下人 等
下人 等 原是
等 原是 宽裕
原是 宽裕 惯
宽裕 惯 了
惯 了 的
了 的 如今
的 如今 较
如今 较 往日
较 往日 十去
往日 十去 其
十去 其 七
其 七 怎能
七 怎能 周到
怎能 周到 不免
周到 不免 怨言
不免 怨言 不
怨言 不 绝
不 绝 凤姐
绝 凤姐 也
凤姐 也 不敢
也 不敢 推辞
不敢 推辞 在
推辞 在 贾母
在 贾母 前
贾母 前 扶病
前 扶病 承欢
扶病 承欢 过了
承欢 过了 些
过了 些 时
些 时 贾赦
时 贾赦 贾珍
贾赦 贾珍 各到
贾珍 各到 当差
各到 当差 地方
当差 地方 恃
地方 恃 有
恃 有 用度
有 用度 暂且
用度 暂且 自安
暂且 自安 写书
自安 写书 回家
写书 回家 都
回家 都 言
都 言 安逸
言 安逸 家中
安逸 家中 不必
家中 不必 挂念
不必 挂念 于是
挂念 于是 贾母
于是 贾母 放心
贾母 放心 邢夫人
放心 邢夫人 尤氏
邢夫人 尤氏 也
尤氏 也 略略
也 略略 宽怀
略略 宽怀 一日
宽怀 一日 史湘云
一日 史湘云 出嫁
史湘云 出嫁 回门
出嫁 回门 来
回门 来 贾母
来 贾母 这边
贾母 这边 请安
这边 请安 贾母
请安 贾母 提起
贾母 提起 他
提起 他 女婿
他 女婿 甚好
女婿 甚好 史湘云
甚好 史湘云 也
史湘云 也 将
也 将 那里
将 那里 家中
那里 家中 平安
家中 平安 的话
平安 的话 说
的话 说 了
说 了 请
了 请 老太太
请 老太太 放心
老太太 放心 又
放心 又 提起
又 提起 黛玉
提起 黛玉 去世
黛玉 去世 不免
去世 不免 大家
不免 大家 落泪
大家 落泪 贾母
落泪 贾母 又
贾母 又 想起
又 想起 迎春
想起 迎春 苦楚
迎春 苦楚 越觉
苦楚 越觉 悲伤
越觉 悲伤 起来
悲伤 起来 史湘云
起来 史湘云 解劝
史湘云 解劝 一回
解劝 一回 又到
一回 又到 各家
又到 各家 请安
各家 请安 问好
请安 问好 毕
问好 毕 仍到
毕 仍到 贾母
仍到 贾母 房中
贾母 房中 安歇
房中 安歇 言及
安歇 言及 薛家
言及 薛家 这样
薛家 这样 人家
这样 人家 被
人家 被 薛大哥
被 薛大哥 闹
薛大哥 闹 的
闹 的 家破人亡
的 家破人亡 今年
家破人亡 今年 虽是
今年 虽是 缓决
虽是 缓决 人犯
缓决 人犯 明
人犯 明 年
明 年 不知
年 不知 可能
不知 可能 减等
可能 减等 贾母
减等 贾母 道
贾母 道 你
道 你 还
你 还 不
还 不 知道
不 知道 呢
知道 呢 昨儿
呢 昨儿 蟠
昨儿 蟠 儿媳妇
蟠 儿媳妇 死的
儿媳妇 死的 不
死的 不 明白
不 明白 几乎
明白 几乎 又
几乎 又 闹出
又 闹出 一场
闹出 一场 事来
一场 事来 还
事来 还 幸亏
还 幸亏 老佛爷
幸亏 老佛爷 有眼
老佛爷 有眼 叫
有眼 叫 他
叫 他 带来
他 带来 的
带来 的 丫头
的 丫头 自己
丫头 自己 供
自己 供 出来
供 出来 了
出来 了 那
了 那 夏奶奶
那 夏奶奶 没
夏奶奶 没 的
没 的 闹
的 闹 了
闹 了 自家
了 自家 拦住
自家 拦住 相验
拦住 相验 你
相验 你 姨妈
你 姨妈 这里
姨妈 这里 才
这里 才 将
才 将 皮
将 皮 裹
皮 裹 肉
裹 肉 的
肉 的 打发
的 打发 出去
打发 出去 了
出去 了 如今
了 如今 守着
如今 守着 蝌儿
守着 蝌儿 过日子
蝌儿 过日子 这
过日子 这 孩子
这 孩子 却
孩子 却 有
却 有 良心
有 良心 他说
良心 他说 哥哥
他说 哥哥 在
哥哥 在 监里
在 监里 尚
监里 尚 没
尚 没 完事
没 完事 不肯
完事 不肯 娶亲
不肯 娶亲 你
娶亲 你 邢妹妹
你 邢妹妹 在
邢妹妹 在 大
在 大 太太
大 太太 那边
太太 那边 也
那边 也 就
也 就 很苦
就 很苦 琴
很苦 琴 姑娘
琴 姑娘 为
姑娘 为 他
为 他 公公
他 公公 死了
公公 死了 还
死了 还 没满
还 没满 服
没满 服 梅家
服 梅家 尚未
梅家 尚未 娶
尚未 娶 去
娶 去 你说
去 你说 说
你说 说 真真是
说 真真是 六亲
真真是 六亲 同运
六亲 同运 薛家
同运 薛家 是
薛家 是 这么着
是 这么着 二
这么着 二 太太
二 太太 的
太太 的 娘家
的 娘家 大舅
娘家 大舅 太爷
大舅 太爷 一死
太爷 一死 凤丫头
一死 凤丫头 的
凤丫头 的 哥哥
的 哥哥 也
哥哥 也 不成人
也 不成人 那
不成人 那 二舅
那 二舅 太爷
二舅 太爷 是
太爷 是 个
是 个 小气
个 小气 的
小气 的 又是
的 又是 官项
又是 官项 不清
官项 不清 也是
不清 也是 打饥荒
也是 打饥荒 甄家
打饥荒 甄家 自从
甄家 自从 抄家
自从 抄家 以后
抄家 以后 别
以后 别 无
别 无 信息
无 信息 湘云
信息 湘云 道
湘云 道 三
道 三 姐姐
三 姐姐 去了
姐姐 去了 曾
去了 曾 有
曾 有 书字
有 书字 回来
书字 回来 么
回来 么 贾母
么 贾母 道
贾母 道 自从
道 自从 出了
自从 出了 嫁
出了 嫁 二
嫁 二 老爷
二 老爷 回来
老爷 回来 说
回来 说 你
说 你 三
你 三 姐姐
三 姐姐 在
姐姐 在 海疆
在 海疆 很
海疆 很 好
很 好 只是
好 只是 没有
只是 没有 书信
没有 书信 我
书信 我 也是
我 也是 日夜
也是 日夜 惦记
日夜 惦记 为
惦记 为 我们
为 我们 家
我们 家 连连
家 连连 的
连连 的 出些
的 出些 不好
出些 不好 事
不好 事 所以
事 所以 我
所以 我 也
我 也 顾不来
也 顾不来 如今
顾不来 如今 四
如今 四 丫头
四 丫头 也
丫头 也 没有
也 没有 给
没有 给 他
给 他 提亲
他 提亲 环儿
提亲 环儿 呢
环儿 呢 谁
呢 谁 有
谁 有 功夫
有 功夫 提起
功夫 提起 他来
提起 他来 如今
他来 如今 我们
如今 我们 家
我们 家 的
家 的 日子
的 日子 比
日子 比 你
比 你 从前
你 从前 在
从前 在 这里
在 这里 的
这里 的 时候
的 时候 更苦
时候 更苦 了
更苦 了 只
了 只 可怜
只 可怜 你
可怜 你 宝姐姐
你 宝姐姐 自
宝姐姐 自 过了
自 过了 门
过了 门 没
门 没 过
没 过 一天
过 一天 舒服
一天 舒服 日子
舒服 日子 你
日子 你 二
你 二 哥哥
二 哥哥 还是
哥哥 还是 那么
还是 那么 疯疯颠颠
那么 疯疯颠颠 这
疯疯颠颠 这 怎么
这 怎么 好
怎么 好 呢
好 呢 湘云
呢 湘云 道
湘云 道 我
道 我 从小儿
我 从小儿 在
从小儿 在 这里
在 这里 长大
这里 长大 的
长大 的 这里
的 这里 那些
这里 那些 人
那些 人 的
人 的 脾气
的 脾气 我
脾气 我 都
我 都 知道
