第 90
90 章
章 失绵衣
失绵衣 贫女
贫女 耐嗷
耐嗷 嘈
嘈 送
送 果品
果品 小郎
小郎 惊
惊 叵测
叵测 却说
却说 黛玉
黛玉 自立
自立 意自
意自 戕
戕 之后
之后 渐渐
渐渐 不支
不支 一日
一日 竟至
竟至 绝粒
绝粒 从前
从前 十几天
十几天 内
内 贾母
贾母 等
等 轮流
轮流 看望
看望 他
他 有时
有时 还说
还说 几句话
几句话 这
这 两日
两日 索性
索性 不大
不大 言语
言语 心里
心里 虽
虽 有时
有时 昏晕
昏晕 却
却 也
也 有时
有时 清楚
清楚 贾母
贾母 等
等 见
见 他
他 这病
这病 不似
不似 无
无 因而
因而 起
起 也
也 将
将 紫鹃
紫鹃 雪雁
雪雁 盘问
盘问 过
过 两次
两次 两个
两个 那里
那里 敢
敢 说
说 便是
便是 紫鹃
紫鹃 欲
欲 向
向 侍书
侍书 打听
打听 消息
消息 又怕
又怕 越闹
越闹 越
越 真
真 黛玉
黛玉 更
更 死
死 得
得 快
快 了
了 所以
所以 见
见 了
了 侍书
侍书 毫
毫 不
不 提起
提起 那雪雁
那雪雁 是
是 他
他 传话
传话 弄出
弄出 这样
这样 原故
原故 来
来 此时
此时 恨不得
恨不得 长出
长出 百十个
百十个 嘴
嘴 来说
来说 我
我 没
没 说
说 自然
自然 更
更 不敢
不敢 提起
提起 到了
到了 这
这 一天
一天 黛玉
黛玉 绝粒
绝粒 之
之 日
日 紫鹃
紫鹃 料
料 无
无 指望
指望 了
了 守
守 着
着 哭
哭 了
了 会子
会子 因
因 出来
出来 偷向
偷向 雪雁
雪雁 道
道 你
你 进
进 屋里
屋里 来
来 好好儿
好好儿 的
的 守
守 着
着 他
他 我
我 去
去 回
回 老太太
老太太 太太
太太 和
和 二奶奶
二奶奶 去
去 今日
今日 这个
这个 光景
光景 大非
大非 往常
往常 可比
可比 了
了 雪雁
雪雁 答应
答应 紫鹃
紫鹃 自去
自去 这里
这里 雪雁
雪雁 正在
正在 屋里
屋里 伴着
伴着 黛玉
黛玉 见
见 他
他 昏昏沉沉
昏昏沉沉 小孩子
小孩子 家
家 那里
那里 见过
见过 这个
这个 样儿
样儿 只
只 打量
打量 如此
如此 便是
便是 死的
死的 光景
光景 了
了 心中
心中 又
又 痛
痛 又怕
又怕 恨不得
恨不得 紫鹃
紫鹃 一时
一时 回来
回来 才好
才好 正怕
正怕 着
着 只
只 听
听 窗外
窗外 脚步
脚步 走响
走响 雪雁
雪雁 知是
知是 紫鹃
紫鹃 回来
回来 才
才 放下
放下 心
心 了
了 连忙
连忙 站
站 起来
起来 掀着
掀着 里间
里间 帘子
帘子 等
等 他
他 只见
只见 外面
外面 帘子
帘子 响处
响处 进来
进来 了
了 一个人
一个人 却是
却是 侍书
侍书 那
那 侍书
侍书 是
是 探春
探春 打发
打发 来看
来看 黛玉
黛玉 的
的 见
见 雪雁
雪雁 在
在 那里
那里 掀着
掀着 帘子
帘子 便
便 问道
问道 姑娘
姑娘 怎么样
怎么样 雪雁
雪雁 点点头
点点头 儿
儿 叫
叫 他
他 进来
进来 侍
侍 书
书 跟
跟 进来
进来 见
见 紫鹃
紫鹃 不在
不在 屋里
屋里 瞧了
瞧了 瞧
瞧 黛玉
黛玉 只
只 剩得
剩得 残喘
残喘 微延
微延 唬
唬 的
的 惊疑
惊疑 不止
不止 因问
因问 紫鹃
紫鹃 姐姐
姐姐 呢
呢 雪雁
雪雁 道
道 告诉
告诉 上
上 屋里
屋里 去了
去了 那雪雁
那雪雁 此时
此时 只
只 打量
打量 黛玉
黛玉 心中
心中 一无所
一无所 知
知 了
了 又见
又见 紫鹃
紫鹃 不在
不在 面前
面前 因
因 悄悄的
悄悄的 拉
拉 了
了 侍书
侍书 的
的 手
手 问道
问道 你
你 前日
前日 告诉
告诉 我
我 说的
说的 什么
什么 王大爷
王大爷 给
给 这里
这里 宝二爷
宝二爷 说
说 了
了 亲
亲 是
是 真话
真话 么
么 侍书
侍书 道
道 怎么
怎么 不真
不真 雪雁
雪雁 道
道 多早
多早 晚
晚 放定
放定 的
的 侍书
侍书 道
道 那里
那里 就
就 放定
放定 了
了 呢
呢 那
那 一天
一天 我
我 告诉
告诉 你
你 时
时 是
是 我
我 听见
听见 小红
小红 说的
说的 后来
后来 我
我 到
到 二奶奶
二奶奶 那边
那边 去
去 二奶奶
二奶奶 正
正 和平
和平 姐姐
姐姐 说
说 呢
呢 道
道 那
那 都是
都是 门客
门客 们
们 借着
借着 这个
这个 事
事 讨
讨 老爷
老爷 的
的 喜欢
喜欢 往后
往后 好
好 拉拢
拉拢 的
的 意思
意思 别说
别说 大
大 太太
太太 说
说 不好
不好 就是
就是 大
大 太太
太太 愿意
愿意 说
说 那姑
那姑 娘好
娘好 那大
那大 太太
太太 眼里
眼里 看
看 的
的 出
出 什么
什么 人来
人来 再者
再者 老太太
老太太 心里
心里 早有
早有 了
了 人
人 了
了 就
就 在
在 咱们
咱们 园
园 子里
子里 的
的 大
大 太太
太太 那里
